Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
ATL,118135.9582122093,1989.0,28.34284156976744,1989.0,1989.0,1945.0,4950.0,5504.0,1139.0,829.0,173.0,18.0,119.0,509.0,508.0,433.0,46.0,931.0,23.0,41.0,57.0,88.0,67.0,41.0,0.23032492955941133,0.07867005764135175,0.16914970888281253,0.5319156211200944,0.292147929746548,0.34566153770821223,0.6378094674547602,0.11533660814880088,0.2587140111148256,0.269440405846657,0.2878415855649474,-1.9008882463805308,40.68468800372903,-4.963535686120305,1.661155523255814,11.156319959162259,0.41108525457364226,0.8381030264958268,2.0722407778294563,-5.281499588483357,8.785164175004182,6.799131692367531,0.9379407353293003,-0.3179639023630528,3.0740983619940567,75.40103828789024,-0.3179639023630528,-10.71651639486663,-6.939927173986075,6.803908710184894,-62.36649885773659,-6.9381092097610235,1.025003498238728,1.410952487970225,10.054869186046512,0.13694068049838723,-4.267694709539645,90.75448327440985,89.48702905161703,118.03145277243732,90.94168397182521,91.40675874726378,92.73780623389597,92.2425144647482,0.0,0.0,0.0,0.0,2.431789866547965,161.0,391.5181686046512,918112.836119186,16.0,-1.0,0.0
BAL,118647.12103648142,1989.0,26.92038868053188,1989.0,1989.0,1632.0,5155.0,5866.0,1302.0,920.0,225.0,33.0,124.0,673.0,620.0,576.0,44.0,912.0,29.0,44.0,62.0,129.0,109.0,51.0,0.2527368503204909,0.09819297595226731,0.15547221216041596,0.6646746117679849,0.32831792462052506,0.382391970810433,0.7107098954309581,0.12965512048994204,0.2837951096225707,0.27480395520968287,0.32110740430017626,5.466593860601612,54.717654441386195,4.072340862916043,1.3086107091172214,12.902504522664593,-0.9928542740726853,1.7819689087410313,0.24035404505448824,3.9964222038219686,18.921249680282084,21.741832228687905,2.039668274472358,-0.07591865909407458,4.077799701375408,102.43495413806636,-0.07591865909407458,2.9053170643746853,-7.441257646907485,7.822438581747901,31.74659802019596,3.0772813763469458,0.976701356285146,1.5769660886244365,6.402829867030344,0.4088229649934246,0.7685754428986489,96.92945592228823,116.31893829331325,109.00505213324101,100.79872507049706,99.64578558043515,105.40364736585768,98.45340553527213,0.0,0.0,0.0,0.0,2.7950524682492324,162.0,452.79849982952607,913181.8617456529,2.0,,0.11362439254517559
BOS,115348.53714557263,1989.0,29.392206557896404,1989.0,1989.0,1638.0,5538.0,6313.0,1544.0,1084.0,322.0,30.0,108.0,757.0,709.0,635.0,55.0,746.0,35.0,55.0,50.0,167.0,55.0,33.0,0.2792564757414858,0.10058609162252494,0.11816885730080785,1.1261462913968003,0.3533503725097417,0.4069059758419135,0.7602563483516552,0.1276495001004277,0.302779991066371,0.23586250535244732,0.3424939326060971,16.00306361597236,69.87296365728398,11.380696489973513,0.5677896466721446,14.112521044667425,-1.7907835685015292,1.9490846665758292,-1.2435001850071525,10.87408968435385,25.69219521058995,28.397187397271477,2.7789636841048715,-0.5066068056196625,3.325374510514556,111.05510969821592,-0.5066068056196625,1.9591773450374603,-8.491211841447916,9.061789929118547,49.1762989461422,4.614855520427227,1.023351222621305,1.854490716879922,3.7090131474734673,0.7906580048215082,-2.5690523670128393,107.10024368062373,119.15381188053172,82.85083405971919,108.48407711316453,106.03377872764372,103.77317027025744,105.03958749700973,0.0,0.0,0.0,0.0,3.057176744093141,162.0,495.26263266275936,934495.9920798353,3.0,,0.11532766074449549
CAL,117968.60144215012,1989.0,29.813995411340542,1989.0,1989.0,1599.0,5545.0,6102.0,1422.0,1032.0,208.0,37.0,145.0,669.0,624.0,429.0,48.0,1011.0,28.0,46.0,54.0,114.0,89.0,40.0,0.2565164454891839,0.07030481758243198,0.16568338190740742,0.518279970628974,0.31054075796230746,0.3857433560027861,0.6962841139650934,0.1292269105136021,0.2879640287082923,0.2597509017420518,0.3126761578409717,2.2600848981510624,56.01186365922801,0.9875639721731808,4.3918426802622,14.081576323183697,-2.3328047290864706,1.9448108814764489,1.6199976307955353,1.0037553436785056,18.650140179134187,22.237440588067898,1.9876106227891506,0.01619137150532484,3.8816482610902314,97.30853887689707,0.01619137150532484,2.841180588118732,-8.340437649906423,8.841593585312204,21.562802400439978,2.4649091232568026,1.005285522383731,2.2676483263111646,2.7391019337921994,0.39515726334592116,0.3111977548112179,98.37900355589743,83.28275682436656,116.16433207880269,95.34085755813015,100.51910781459945,105.055532357564,99.89967528226019,0.0,0.0,0.0,0.0,3.0504732321763357,162.0,494.17666338905275,988811.706817437,1.0,,0.11673973598492299
CHC,118336.71768707484,1989.0,27.669047619047618,1989.0,1989.0,1996.0,5269.0,5880.0,1381.0,992.0,224.0,44.0,121.0,680.0,628.0,459.0,73.0,873.0,25.0,49.0,78.0,111.0,132.0,54.0,0.26166988510595246,0.0780612240537415,0.1484693873352041,0.6576342351982993,0.3203300675105442,0.38961253415068037,0.7099426016612245,0.1279426490447279,0.28876641771836736,0.24710884351360538,0.3169012906758786,7.832671261501597,51.962919379921644,5.195214817808639,-0.43078231292517005,11.560984052318547,0.3227938874377584,0.8685028538967919,-0.10798842548741167,5.37940751973891,17.700906000466837,21.312102895245314,1.921334550156824,0.18419270193026888,4.845216389311005,96.52421505759773,0.18419270193026888,4.55245815962553,-6.6686756065211155,7.52794402879251,37.495801493525505,3.8596266685053706,0.9792930605029371,1.5003411894274183,8.295408163265305,0.9879298169669524,0.29561827664997736,103.10527504205436,88.79448209569054,103.60087283123008,99.71440082252225,103.0291630076701,102.87384713840041,102.95268373958251,0.0,0.0,0.0,0.0,2.5044406668010204,162.0,405.71938775510205,774061.587585034,17.0,,0.0
CHW,116506.9675539149,1989.0,27.696133670099087,1989.0,1989.0,1432.0,4653.0,5147.0,1240.0,919.0,213.0,33.0,75.0,566.0,544.0,359.0,35.0,745.0,22.0,42.0,71.0,89.0,89.0,43.0,0.26631767321235666,0.06974936805498348,0.14474451084981543,0.49409773572469406,0.319198357775986,0.37505877379541486,0.694257131571401,0.10874110058305808,0.3011425771705848,0.22906547563240723,0.3126506949849235,-0.6965507406543986,46.92583090472759,-3.1526460861333945,-1.1522161741835149,12.475832749870342,-0.8170065497013277,1.7230411376233232,-1.9685511387823458,-3.2658749880895797,8.96444776062174,12.313209892246743,0.9808264737733,-0.1132289019561848,4.104640297500226,94.6317773878875,-0.1132289019561848,-4.144697383311723,-8.049672747921996,7.626298292012658,-26.17160226404667,-2.851682337000966,1.0415855188126097,1.821539668330145,4.86710705265203,-0.5064857500298222,0.5453261037188333,102.13796339643073,82.62477392200763,101.48362033277692,97.99887577141543,97.73486110200295,88.4015114614857,104.47154044882305,0.0,0.0,0.0,0.0,2.719409604897999,161.0,437.82494657081793,994958.6044297649,4.0,,0.08277189762580144
CIN,117871.1580743668,1989.0,28.165259565295493,1989.0,1989.0,2069.0,4998.0,5567.0,1243.0,879.0,216.0,27.0,121.0,565.0,551.0,436.0,66.0,934.0,24.0,48.0,61.0,88.0,106.0,59.0,0.24832876785719418,0.07831866303754267,0.16777438429603017,0.5531221108548591,0.3085559813172265,0.3752835568688701,0.6838395381860967,0.12695478901167598,0.28268647665223645,0.26782827406143345,0.3059588632700049,2.399961472863921,41.29983711887232,0.7433800722515131,-2.416606757728253,10.190761691932648,-0.6938226361022414,0.7655668040689496,-3.109127108888302,0.5393556703230113,8.386557057436308,11.202258395697122,0.9287585234259164,-0.20402440192850077,3.8298575413487272,90.74357376441085,-0.20402440192850077,-2.5763533231802285,-6.157824313369962,6.475628154393378,-19.327599324285984,-2.221059854142368,1.023380709062236,1.9252336440032893,11.62151966948087,0.19786277506216085,1.7934249113151945,97.84850060374045,89.08731841122318,117.07176114728635,96.04928764996386,99.24000735507019,102.07954623254068,100.7164665247001,0.0,0.0,0.0,0.0,2.2076112084354227,162.0,357.63301598706664,935324.3089635351,18.0,,0.0
CLE,115555.33842010771,1989.0,27.049730700179534,1989.0,1989.0,1580.0,4979.0,5570.0,1212.0,863.0,205.0,24.0,120.0,545.0,516.0,450.0,49.0,872.0,34.0,39.0,67.0,101.0,61.0,42.0,0.24379516842280072,0.08078994554290844,0.15655296182962297,0.7398172954719928,0.3081806286929982,0.3658774395082586,0.6740580682012568,0.12208227108545781,0.2710489977908438,0.25888689518491925,0.3044888795737173,0.5377636122246973,53.43543104401325,-2.6887635370577123,0.37983102642459105,13.857821237322618,-0.7105830563804139,1.9139079970421347,-0.3312293759495341,-3.079633611681544,12.360866246733673,9.690269634313779,1.3360294020640135,-0.39087007462383117,3.3581099612761136,88.37187642179605,-0.39087007462383117,-9.250074354931712,-8.639917528621277,8.382306576795756,-76.79350039362907,-8.057700477540493,1.0427508728080421,1.4974748269576108,3.5570915619389587,-0.21783710776341667,-1.1735924592255806,93.50014848146897,95.70339017827389,109.76278994630653,94.61626105118374,95.34233893219564,99.24726923618002,94.03156007487685,0.0,0.0,0.0,0.0,3.0020014618276485,162.0,486.324236983842,1005431.5746858169,5.0,,0.10922153911131059
DET,119296.63496992043,1989.0,30.662332621773725,1989.0,1989.0,1482.0,4550.0,5153.0,1081.0,804.0,159.0,22.0,96.0,526.0,459.0,502.0,18.0,772.0,33.0,35.0,32.0,111.0,94.0,44.0,0.23782769336755286,0.09741897865204735,0.14981564090141666,0.73159360393693,0.31563562430448283,0.34621999688239863,0.6618556211868815,0.10839230351484573,0.2656981671253638,0.26586454411993016,0.3037945479870271,0.711127052858356,44.32086884084932,-1.0476863312241194,-0.42091985251309916,11.424624851049757,-0.2964616885335381,1.5778584880818511,-0.7173815410466373,-1.003440624839142,11.281661173245828,9.523258101712202,1.2257822107753222,0.044245706384977324,3.740215528335144,89.86152183348396,0.044245706384977324,-7.516724415123463,-7.4352055107728265,7.42003427179125,-78.62319827079773,-8.130393110215664,1.0594603870069081,1.8108937455685745,7.5416262371434115,0.07259472714389686,-2.414851202627234,91.21150671988372,115.40206472541935,105.03910325778273,96.9050610121129,90.2198953076479,88.11795549361356,92.17526486894576,0.0,0.0,0.0,0.0,2.4749013531069277,162.0,400.93401901804776,1009100.6695129051,6.0,,0.08561445857752766
HOU,116466.18113879004,1989.0,28.694128113879003,1989.0,1989.0,2052.0,4988.0,5620.0,1197.0,867.0,214.0,25.0,91.0,587.0,536.0,489.0,60.0,787.0,26.0,39.0,78.0,72.0,122.0,55.0,0.23989507975818505,0.08701067567348754,0.14003558660622778,0.744534633397687,0.3079326445185054,0.3474564210558719,0.6553890655743773,0.10756134129768684,0.26565166445533805,0.2432384328345196,0.29642103431318345,-1.121568805569008,48.66924888687201,0.6543018913396306,2.064590747330961,13.043906930900341,0.7124224789725663,0.9799053734685443,2.777013226303527,0.7803886254791336,17.58121415615155,18.67992138473664,1.8875520221951363,0.126086734139503,4.083038342583174,91.94235451431534,0.126086734139503,2.485223331488669,-7.941726302636582,8.713325670839609,-1.4146993681788445,-0.3849993757903576,1.0312167302887636,1.7476291547630012,8.17864768683274,0.4113502952715985,3.5226627256862035,94.54221337052552,98.97446493926859,97.71582721685087,95.87231049768793,91.89774972524243,86.50139981629472,94.6809419613492,0.0,0.0,0.0,0.0,2.825684284608541,162.0,457.7608540925267,915721.5247330961,21.0,,0.0
