Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,Pos
BAL,117790.12438625205,1872.0,24.227329974811084,1872.0,1872.0,494.0,2419.0,2444.0,692.0,551.0,100.0,27.0,14.0,572.0,361.0,25.0,26.0,34.0,17.0,0.28602934642266775,0.010229132152209493,0.010638297316693945,1.3790780141170214,0.2933715215065466,0.36700252378109655,0.6603740452876431,0.08097317735842881,0.2849258449631751,0.026595744026186578,0.30011995305016076,1.1814316936431137,54.26026014329528,-0.19673875308892672,-0.5143207855973814,11.376146815753803,-0.2985009259122093,2.2201638833006903,-0.8128217115095906,-0.28419064681124817,12.499298340733652,6.471227864961411,0.7174224568918796,-0.08745189372232144,5.678318467381154,98.74243213307324,-0.08745189372232144,99.0479196803801,65.81506458908015,69.6978496748446,97.8450618293702,104.55648367999963,130.11901509269458,97.73012663083973,0.0,0.0,0.0,0.0,4.299325582557283,58.0,249.36088379705402,1007622.513502455,1005.0,0.0
BKA,114275.15645756458,1872.0,21.612472160356347,1872.0,1872.0,304.0,1336.0,1355.0,339.0,300.0,30.0,9.0,0.0,217.0,117.0,19.0,23.0,19.0,12.0,0.25385981467822877,0.014022139671586714,0.016974169230996306,1.3006150061092252,0.26420664158671586,0.2897958245225092,0.5540024661092251,0.03593600984428045,0.2580765571173431,0.03099630853874539,0.25909637810999175,-3.8738697097805623,25.319611823135375,-8.338173296877207,0.5077490774907749,6.256907729161181,-0.4353958311720968,1.2210954013174036,0.07235324631867814,-8.730002175240628,-1.1796457984433657,-2.184977551869794,-0.04891766745736721,-0.39182887836342256,4.435488527186749,67.56557975293809,-0.39182887836342256,87.90806554922332,90.21958211413306,111.20793677770726,88.11801175870298,82.56082842441876,57.74700165958611,88.52076795907671,0.0,0.0,0.0,0.0,3.7067318242952028,37.0,137.1490774907749,1004185.363099631,1010.0,0.0
BKE,116873.16913946587,1872.0,22.812749003984063,1872.0,1872.0,173.0,691.0,697.0,159.0,137.0,18.0,4.0,0.0,93.0,55.0,6.0,18.0,1.0,2.0,0.23022727660545192,0.008608321284074606,0.025824963637015783,0.31814921090387377,0.23672883727403157,0.26783173032424673,0.5045605675982783,0.03760445371879483,0.23732538058967004,0.03443328457675754,0.23448375008540653,-3.8813648830551357,9.76821119859468,-3.6125587544942372,-2.938307030129125,2.925452313344482,0.07152900791632137,0.5709300058796317,-2.8667780222128036,-3.63038088022844,-3.0007765832171294,-3.0920539036242505,-0.29752145181638456,-0.01782212573420283,3.4074392553292348,73.411455285203,-0.01782212573420283,79.72445165732226,55.38663621552169,169.19478557969288,78.95363394826191,76.30340972079051,60.428090395035795,81.40307349352018,0.0,0.0,0.0,0.0,2.211200712625538,29.0,64.1248206599713,1006729.0286944046,1032.0,0.0
BSN,119377.47326824733,1872.0,25.44141829393628,1872.0,1872.0,435.0,2122.0,2151.0,672.0,529.0,106.0,30.0,7.0,521.0,343.0,29.0,26.0,47.0,14.0,0.3168449297387262,0.013482100967456997,0.012087400666666666,1.6337749883114832,0.3258949321422594,0.4050544087991632,0.7309493409414225,0.08820947906043701,0.3185462049084147,0.028823802436076247,0.3327875295831458,9.056746888612778,57.15932826396794,7.64011281201182,6.298000929800093,10.309610138849456,-0.08809992900661179,2.012019047564262,6.209901000793481,8.18366796690257,26.71519815410977,16.41617038105168,1.8360636646069446,0.5435551548907503,6.168830070767547,113.24835845722407,0.5435551548907503,109.71892060866502,86.74492936118926,79.19179259099351,108.69224668293579,115.39720284970697,141.74731573614073,109.26197638370205,0.0,0.0,0.0,0.0,4.707974971608555,48.0,225.98279869827988,1009176.4960483497,16.0,0.0
CLE,120550.4268125855,1872.0,24.29573590096286,1872.0,1872.0,154.0,718.0,731.0,194.0,170.0,19.0,5.0,0.0,121.0,89.0,13.0,9.0,4.0,0.0,0.27044932476060196,0.017783857458276337,0.01231190108344733,1.4425444596443229,0.28317373418741454,0.31074619806429554,0.59391993225171,0.040296873303693574,0.2739191800875513,0.030095760725034202,0.27779105741902677,-1.3114578308638685,17.12636640132139,-1.4306158213224314,-0.9849521203830369,3.951696025607687,-0.2211388741325582,0.7712112840955565,-1.206090994515595,-1.1367156236142444,2.380100691573404,0.7974183683842345,0.10031467254423027,0.2939001977081868,4.247392209790827,90.5167602942884,0.2939001977081868,93.65277840028736,114.42277896533338,80.662629120084,94.44390303372685,88.52944511605277,64.7546463735982,93.95481887588,0.0,0.0,0.0,0.0,3.937259047236662,22.0,86.61969904240766,1010325.0136798905,1020.0,0.0
MID,115939.46040723982,1872.0,20.54172366621067,1872.0,1872.0,186.0,880.0,884.0,251.0,218.0,25.0,7.0,1.0,193.0,94.0,4.0,11.0,5.0,3.0,0.28533024035633486,0.004524886627828055,0.01244343858484163,0.37631975864027156,0.2884615379671946,0.3331840890192308,0.6216456269864254,0.04785384866289592,0.2881003088472851,0.018099548642533932,0.287109492725916,-0.7834411839100959,20.331545172589415,-1.500464168253512,-2.160633484162896,4.525480155087164,-0.09909816404880442,0.8831907461852476,-2.2597316482117003,-1.4167555522430468,1.7321837008176648,-0.054262907340371425,0.013927257525174612,0.08370861601046543,4.467702828792276,92.03936879596459,0.08370861601046543,98.80582913137789,29.113486974009078,81.52440997898123,96.20748760089016,94.92184524255062,76.89825025450503,98.81897400240473,0.0,0.0,0.0,0.0,4.133201358042987,24.0,99.19683257918552,1005812.3495475113,1045.0,0.0
NYM,115849.5603378922,1872.0,25.453149001536097,1872.0,1872.0,504.0,2431.0,2486.0,674.0,573.0,85.0,12.0,4.0,523.0,312.0,55.0,52.0,59.0,21.0,0.2773744976568785,0.02212389343242156,0.02091713551086082,1.327111187389783,0.29324215547304905,0.32726920251649233,0.6205113579895414,0.049894704859613837,0.2822175154545455,0.04465004063153661,0.2892454977200478,-0.7627905799926862,52.67709780104464,0.21440716070482907,3.987127916331456,11.453531168587057,-0.31114224370865695,2.2352661800691416,3.675985672622799,0.4239853833258339,17.78876840460483,11.038024937018305,1.2141242296866106,0.2095782226210045,5.423565760107584,98.16595361797738,0.2095782226210045,96.05086788789384,142.34692186494402,137.04066760538663,97.80191576160877,93.23673493943592,80.1777831433687,96.80116426917462,0.0,0.0,0.0,0.0,4.4831628564642,56.0,251.05711987127916,1005727.010458568,1053.0,0.0
PHN,117122.49954751131,1872.0,26.66208476517755,1872.0,1872.0,424.0,2141.0,2210.0,679.0,571.0,79.0,25.0,4.0,539.0,366.0,69.0,47.0,58.0,31.0,0.3172320093656109,0.031221718663348417,0.021266967785972847,1.7540874810538463,0.33846153797149314,0.38303933193800904,0.7215008699095022,0.0658073225723982,0.3230674205859728,0.05429864164705883,0.33511300782812126,8.99342847232389,57.09119545518566,6.36796309101659,2.627601809954751,10.308578291737655,-1.265521196903012,2.0118176727290202,1.362080613051739,5.850489802726557,19.53296638024497,12.24041909480414,1.2615420031122577,-0.517473288290034,5.919192994561623,111.82498588829682,-0.517473288290034,109.85296081213745,200.8830661129464,139.3326281133812,112.88345214838947,109.12525953762189,105.74840062289303,110.81276227590568,0.0,0.0,0.0,0.0,4.8076634255294115,47.0,225.9601809954751,1006972.7619909502,1002.0,0.0
TRO,115754.33856502242,1872.0,,1872.0,1872.0,89.0,443.0,446.0,112.0,93.0,18.0,1.0,0.0,102.0,65.0,3.0,5.0,2.0,3.0,0.25284224938116595,0.006726456876681615,0.011210761917040358,0.42937219730941706,0.257847533293722,0.29802260838565026,0.5558701416793722,0.045180359004484305,0.25523742173766817,0.017937217354260092,0.25723256070517636,-3.729848469163656,20.372908343403477,-4.617384884233817,0.24663677130044842,5.165835572732403,-0.2880197203480075,1.0081622320281618,-0.04138294904755904,-4.928264855389289,1.2043500003237182,0.18424281695288924,0.08124610455845178,-0.3108799711554708,3.935132412857564,78.17529618101304,-0.3108799711554708,87.55569706999711,43.27856823111227,73.44840772669588,85.99712646993183,84.90458231434688,72.60211352674435,87.54693892572385,0.0,0.0,0.0,0.0,4.529327354260089,25.0,113.23318385650224,1005628.1905829597,1080.0,0.0
WSN,117552.75223214286,1872.0,19.27391304347826,1872.0,1872.0,98.0,447.0,448.0,106.0,99.0,6.0,1.0,0.0,80.0,50.0,1.0,3.0,0.0,0.0,0.2373681001272321,0.0022321428348214285,0.0066964284799107135,0.10044642857142858,0.23883928522767855,0.2553774345178571,0.4942167197455357,0.018009334390625,0.23784886934374996,0.00892857078125,0.23165178511823928,-2.7374890155788294,6.696747292714854,-3.9019913574112626,-1.7901785714285714,2.0219974794558118,-0.19436293083708733,0.3946121519631041,-1.9845415022656587,-3.8038441128880662,-3.3717759837348096,-3.0140353236631947,-0.27245983757163494,0.09814724452319622,2.783993672393973,57.99985379393485,0.09814724452319622,82.19721790834845,14.361787750888771,43.87230885329395,79.65750905328862,72.75526688294079,28.93991479437961,81.58263116836947,0.0,0.0,0.0,0.0,4.029220778482143,11.0,44.32142857142857,1007397.2455357143,1050.0,0.0
