Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SH,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
ABC,,1923.0,27.005028735632184,1923.0,1923.0,816.0,2869.0,3118.0,811.0,616.0,115.0,52.0,28.0,485.0,443.0,231.0,0.0,18.0,122.0,62.0,0.0,0.28360784583611287,0.07408595191757536,,,0.33996151339801156,0.3902580873476588,0.7302196007456704,0.10665024151154585,,,0.34080967964691716,1.606154056644001,37.88933274519249,-1.4372167144888053,0.9605516356638871,8.976953662076465,0.07326290839380986,0.6719370901756672,1.033814544057697,0.14398118979055227,10.826686486100382,8.807233683354191,1.027207263941886,1.5811979042793576,5.7618985331176145,89.51414463157118,1.5811979042793576,97.26562190617571,88.20127902672697,,95.31117071381823,94.65073476091816,88.33554129505058,,0.0,0.0,0.0,0.0,3.311768838563182,84.0,278.1885824246312,1015506.1330981398,1148.0,,0.0
AC,,1923.0,28.785416666666666,1923.0,1923.0,479.0,1561.0,1690.0,403.0,344.0,40.0,8.0,11.0,257.0,191.0,124.0,0.0,5.0,61.0,33.0,0.0,0.2561482380443787,0.07337278045266273,,,0.31479289887633133,0.31256308212130174,0.6273559809976331,0.056414844076923085,,,0.3015632293633455,-3.5053199761150897,16.758336277777197,-2.055341388722218,0.0,5.013505150055921,0.046472969658937324,-0.5095771476604353,0.046472969658937324,-1.2677890230350988,3.2826119490193237,1.4709636291433714,0.30980835528634804,0.7875523656871192,4.495750595787187,78.39552518295373,0.7875523656871192,90.66390659540818,108.60624664076039,,94.06036598866164,82.78919674716293,59.37413573517798,,0.0,0.0,0.0,0.0,2.877120315769231,54.0,155.36449704142012,1015703.9130177515,1097.0,,0.0
BBS,,1923.0,28.278011794439763,1923.0,1923.0,552.0,1812.0,1968.0,505.0,372.0,85.0,35.0,13.0,277.0,241.0,145.0,0.0,11.0,59.0,51.0,0.0,0.27886415710924795,0.07367886138414634,,,0.33587398333993906,0.38580546169207314,0.7216794450320122,0.10694130458282519,,,0.337492668016897,1.3538091639514898,19.45632587295306,2.6491460605656996,0.0,4.478809727741996,0.022276988762196123,-0.4552302266910248,0.022276988762196123,3.5579347521791194,7.603791241992286,7.582047685521934,0.7176352536357931,0.90878869161342,5.646165038353894,102.48432994850171,0.90878869161342,98.6458223636254,109.05930703906697,,100.35941062138008,102.1285826176403,112.48440918540317,,0.0,0.0,0.0,0.0,2.4349950073932933,57.0,138.79471544715446,1015924.4883130081,1098.0,,0.0
BOS,117254.09438583271,1923.0,29.324604370761115,1923.0,1923.0,1604.0,4770.0,5308.0,1232.0,926.0,230.0,50.0,26.0,528.0,472.0,351.0,453.0,36.0,151.0,72.0,78.0,0.2586688840401281,0.06612660084777694,0.08534287817501884,0.9506807225689526,0.31330119230746045,0.34480329350998495,0.6581044858174453,0.08613440946985682,0.2809039615629239,0.1563677465900528,0.31009997702394476,-4.341984350566333,45.43594464769376,-7.85586750997309,-2.3035041446872646,12.315739088001877,0.31011777417699177,1.507017145431639,-1.9933863705102728,-8.837163725980126,2.9922061369431168,-3.1905674995172166,0.2694513646952879,-0.9812962160070361,4.357843255271315,72.85689861267385,-0.9812962160070361,89.22644717076724,75.17577815954076,133.24961363731802,87.06589539662792,86.05595045789308,77.75842889442475,92.26319436969072,0.0,0.0,0.0,0.0,2.4782783139789,154.0,381.65486058779203,1007102.4903918613,3.0,,0.0
BRG,,1923.0,29.328301886792453,1923.0,1923.0,273.0,1005.0,1065.0,270.0,209.0,32.0,14.0,15.0,153.0,127.0,56.0,0.0,4.0,30.0,18.0,0.0,0.2676527425042253,0.05258215934366196,,,0.30985915459530516,0.3710845626929577,0.680943717288263,0.10343182018873238,,,0.31765752762136323,-2.663669358005948,10.181203236013669,-1.7445464719009056,0.0,3.177996808426901,-0.09438670983826611,-0.32301443809109953,-0.09438670983826611,-1.278967691988645,1.4816279685088902,2.037314522188499,0.1398339892740365,0.46557877991226077,4.485353148575294,89.03591088369474,0.46557877991226077,94.67987985944495,77.83200979095881,,92.58615931365625,98.23173641167072,108.79301716288316,,0.0,0.0,0.0,0.0,3.2827856044037556,30.0,98.48356807511738,1015800.5220657277,1099.0,,0.0
BRO,116839.31446225785,1923.0,29.769539078156313,1923.0,1923.0,1692.0,5390.0,5988.0,1538.0,1185.0,210.0,81.0,62.0,742.0,668.0,420.0,375.0,33.0,145.0,70.0,49.0,0.28503285900166997,0.07014027997962592,0.06262524998563797,1.7143165381077154,0.3403692366325985,0.38896259908316644,0.7293318357157649,0.10392974008149632,0.2961147040126921,0.14311957234635939,0.3410845254877348,4.913857627937893,58.71411492282026,2.900897575570092,-1.1643286573146292,13.310918012163592,0.07356741531635712,2.5062960845951125,-1.0907612419982722,2.7036032746085583,17.43005612936899,16.356331630129844,1.6384793376573488,-0.1972943009615334,4.852852282257633,93.84159579313001,-0.1972943009615334,97.0251921092521,92.66853013126838,103.02275229011182,96.56314933393088,95.23384943114627,90.64409009041768,97.03088815304281,0.0,0.0,0.0,0.0,2.661255845504342,155.0,412.49465597862394,1006694.7950901804,22.0,9.0,0.0
BSN,117329.67953529938,1923.0,29.46184092940125,1923.0,1923.0,1663.0,5014.0,5595.0,1382.0,1100.0,197.0,56.0,29.0,606.0,543.0,390.0,381.0,28.0,163.0,56.0,78.0,0.2758540156521895,0.06970509351117068,0.0680965142559428,1.410088202873995,0.3312625281333333,0.3550857621310098,0.6863482902643431,0.07923174647882039,0.294020662286327,0.142984808155496,0.32430474415697125,-1.700362501854177,56.61546029843929,-2.8776484470086707,-3.246911369740376,14.428130554319946,-0.6190670709654196,2.7166546351855607,-3.8601752032263668,-4.459278777358484,8.825331208920655,5.879158785998471,0.814702968150277,-1.5816303303498123,4.033521598580565,85.61062167308296,-1.5816303303498123,93.9007136107262,92.09356678101548,112.02335035179814,93.97956551344501,86.93942318782682,69.1033149916055,96.31253314231826,0.0,0.0,0.0,0.0,2.88462048554781,155.0,447.11617515638966,1007171.0977658624,16.0,,0.0
CAG,,1923.0,28.4925705794948,1923.0,1923.0,758.0,2434.0,2692.0,674.0,513.0,115.0,26.0,20.0,430.0,384.0,240.0,0.0,18.0,113.0,92.0,0.0,0.27849870890081724,0.08915304546248143,,,0.3462109949888559,0.37215742212890046,0.7183684171177563,0.09365871322808321,,,0.33912310989526545,1.6063345544794496,35.99921656180448,-1.2784813745380355,4.837667161961367,8.509268461157848,0.17397930570511372,0.6369302220494496,5.0116464676664805,0.9867540885025863,15.144599239376365,11.502818077630828,1.45652064646377,2.2652354630406215,5.503052748545091,88.57767342165063,2.2652354630406215,95.51340175884413,106.13905113438065,,97.06326729917629,90.26071359758824,77.5750060453916,,0.0,0.0,0.0,0.0,3.380710177202823,78.0,263.6953937592868,1015620.5776374443,1151.0,,0.0
CHC,116627.56801221168,1923.0,25.57479647218453,1923.0,1923.0,1678.0,5259.0,5896.0,1516.0,1131.0,243.0,52.0,90.0,756.0,675.0,455.0,485.0,31.0,151.0,181.0,143.0,0.28867869594165535,0.07717096283124152,0.08225915831784261,1.3099341269306308,0.3481680976830054,0.4062158813922999,0.7543839790753055,0.11753718545064451,0.3045624298639756,0.1746947090858209,0.3518340776887156,7.738517944738745,64.69205198811382,4.074874144536356,3.96453419311047,14.091081721024535,0.6242269247396264,2.6531921324165024,4.5867438853909155,2.25858014603733,23.58959788486928,23.949951844253246,2.2486283262119278,-1.8162939984990258,5.057336934822303,97.57071500968455,-1.8162939984990258,98.26623509194559,101.95738734523425,135.32185329265255,98.7756953081075,99.45815401337107,102.51205495758957,99.76570657341597,0.0,0.0,0.0,0.0,2.8355279401984395,154.0,436.671302578019,1006492.5040705563,17.0,,0.0
CHW,117126.42098229201,1923.0,28.89492148346141,1923.0,1923.0,1673.0,5172.0,5986.0,1449.0,1097.0,253.0,57.0,42.0,685.0,603.0,528.0,449.0,39.0,247.0,189.0,116.0,0.2810928134654193,0.08820581308720347,0.07500835235449382,2.3667723676092547,0.35118134982676247,0.37639348969445374,0.7275748395212163,0.09530067622903442,0.3017492526608754,0.1702305374807885,0.3437262565137946,4.114366132139843,68.198863888786,0.3815196859314831,1.5511363636363635,15.85537947920819,0.3781093550386076,1.940145739671428,1.9287274639594227,-0.5759850509398896,19.148267631899152,18.330508370472394,1.8159035248352282,-0.9575047368713727,4.945435103364423,93.48675074764124,-0.9575047368713727,96.97766236009032,100.27644778369772,117.11386098686506,97.59272999911724,93.95592247776707,86.04771390424571,99.12641132498075,0.0,0.0,0.0,0.0,3.1496504661510194,156.0,491.3454727697962,1006977.2736384898,4.0,,0.0
