Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
ATL,118891.07063662374,1986.0,29.25876251788269,1986.0,1986.0,2035.0,4945.0,5592.0,1219.0,863.0,214.0,21.0,121.0,561.0,529.0,503.0,57.0,834.0,24.0,40.0,78.0,118.0,77.0,62.0,0.24622478973551498,0.08994992795511444,0.14914163039180972,0.7648900125193131,0.3157411885815451,0.37096884306598715,0.6867100316475322,0.12474405333047209,0.2725587433569385,0.2607296138125894,0.30565535930993376,-0.06603981482219905,49.07206976230202,-3.7701024406093175,-3.1337625178826896,12.607109285122283,0.8401875845774494,1.132987280667377,-2.29357493330524,-4.502838133312164,6.943683499172254,6.354841311805169,0.7314268268830012,-0.7327356927028467,3.2909920770365786,82.52578566315837,-0.7327356927028467,-3.573389009339735,-7.5949580073549825,7.838580057248127,-55.80749944597483,-6.37442818749696,1.0773486442003235,1.9267572111963012,11.633226037195994,0.21569515511330925,-0.3304112077081822,94.20588044552647,97.13579563874143,102.29393875381965,95.234619934569,94.13127583825433,93.98436454940577,94.42712337434027,0.0,0.0,0.0,0.0,2.6469535008100857,161.0,426.1595135908441,1008704.8692775393,16.0,,0.0
BAL,118881.89763017895,1986.0,29.865226503304854,1986.0,1986.0,1806.0,5524.0,6203.0,1425.0,1020.0,223.0,13.0,169.0,708.0,669.0,563.0,26.0,862.0,31.0,51.0,33.0,159.0,64.0,34.0,0.2584584958447525,0.09076253375350636,0.13896501632242464,0.7737281185479609,0.3271576833977108,0.39591512624343056,0.7230728096411413,0.13745663039867806,0.2755744370103176,0.25697243267612446,0.3226653156386615,4.861231465747967,52.065198438601065,3.4796104773192216,0.7793003385458649,12.110876373540986,-1.2914885414135797,1.4008655800300498,-0.5121882028677147,3.431506237848472,16.431059988551795,17.121100669845532,1.7006632780985484,-0.048104239470749204,2.952252879473808,98.71566138726719,-0.048104239470749204,-4.232886144891381,-7.336154160651251,7.444729637285623,-25.08779603242874,-2.677868359722197,1.0389855888203885,1.814535694839306,8.942930839916169,0.24200963487062804,-2.307784926503157,98.82116705599168,102.8113327628602,92.43190008183251,99.28301781758064,97.05578197676124,93.90159410625175,96.25142718374055,0.0,0.0,0.0,0.0,2.527069735471546,162.0,409.38529743672416,1008693.9247138482,2.0,,0.1168702377655973
BOS,113977.13578947369,1986.0,31.38877192982456,1986.0,1986.0,1523.0,5007.0,5700.0,1379.0,927.0,296.0,17.0,139.0,719.0,710.0,545.0,54.0,634.0,62.0,48.0,38.0,129.0,32.0,28.0,0.2755462448415789,0.09561403469508774,0.11122806968421053,1.166499814762105,0.35066667732175444,0.4251696658992983,0.7758363432210525,0.14962342105771928,0.28910092640017543,0.23122807042631577,0.3434620385279612,14.924376063350225,83.16344013829317,9.248334612692885,1.6375438596491227,17.50774186697184,-3.2227339930564427,2.025121238878683,-1.58519013340732,8.641339661617806,26.58901263406101,21.875703372784855,2.7506569948954027,-0.6069949510750787,2.96424505854482,107.12582118848846,-0.6069949510750787,11.708625845611095,-9.487782467357945,11.241927309730336,90.29819934815168,8.85866580158472,0.9784466701536848,2.9929000150447354,1.8228070175438595,1.0654364078361214,5.215812110046279,105.35463887206438,108.30687433796504,73.98280585591537,106.41732638216607,104.22732464958307,102.21316870783613,100.97589989856931,0.0,0.0,0.0,0.0,3.675876649208771,161.0,591.8161403508772,1003892.7061403509,3.0,,0.12347701214736845
CAL,116585.95632841035,1986.0,31.81832618707321,1986.0,1986.0,1732.0,5433.0,6297.0,1387.0,948.0,236.0,36.0,167.0,786.0,743.0,671.0,45.0,860.0,40.0,61.0,91.0,134.0,109.0,42.0,0.2551971427555979,0.10655867817960933,0.13657297078672384,0.8334906910948071,0.3379577973723995,0.40452300281848497,0.7424808001908846,0.14932586006288712,0.2744051813549309,0.26965221414959506,0.3305750899724427,5.157789986472687,61.526235918443334,3.260031312342368,5.675400984595839,14.462159090216481,-1.8645684169988435,1.6728385508636376,3.810832567596996,3.7155931967127755,23.66142340538989,29.460181988008888,2.4322835628743795,0.4555618843704075,4.136497165153539,103.4398676414783,0.4555618843704075,6.089190728962421,-8.232772750903335,9.126406341578178,63.9790004491806,6.59419821202755,1.0094134189201496,1.7552126737505593,7.534222645704304,0.5046720361869208,2.376079416043495,97.57419423972365,120.70442800602304,90.84084270783781,102.56054410718154,99.16594179833288,102.00989403365311,95.84303471165718,0.0,0.0,0.0,0.0,3.0176911602890266,162.0,488.8659679212323,1005487.6865173893,1.0,,0.11622224611878675
CHC,116965.24326613586,1986.0,29.42554633237337,1986.0,1986.0,2093.0,5311.0,5903.0,1351.0,929.0,248.0,25.0,149.0,637.0,612.0,476.0,55.0,940.0,13.0,50.0,53.0,106.0,115.0,56.0,0.254428259841606,0.08063696378671861,0.15924106340250724,0.5962874609169914,0.3139314307121802,0.39531053246247677,0.7092419631746569,0.14088227262087072,0.2797331024157208,0.26511943017956974,0.312678008560075,0.7913590862257492,51.241775512404345,-3.287514175250388,-3.5957987464001353,12.943801030165426,0.7881264875310217,1.1632454037638238,-2.807672258869114,-3.384742101652172,7.914632073407964,7.789879641106078,0.833791296688049,-0.09722792640178357,3.623651915372409,86.84160501327706,-0.09722792640178357,-5.813772419467568,-8.509535606329534,8.234345733119778,-57.162899643182755,-6.214623803272843,1.0821536165787853,1.5763968793232355,9.483482974758598,0.08060970377081075,-2.3715607780175705,97.3445373000332,87.07884278933358,109.22098373200923,94.68875639476022,100.30784382173452,106.14318290164358,96.92269729901025,0.0,0.0,0.0,0.0,2.7346296374724717,160.0,437.54074199559545,882416.5607318312,17.0,14.0,0.0
CHW,114971.94299710532,1986.0,27.097751057670898,1986.0,1986.0,1369.0,4054.0,4491.0,1003.0,741.0,148.0,23.0,91.0,484.0,448.0,339.0,24.0,665.0,25.0,39.0,34.0,91.0,93.0,41.0,0.2472116927201069,0.07548430164573591,0.14807392518058338,0.5683754806052104,0.30661861596125584,0.3614762468031619,0.6680948627644178,0.114264554083055,0.27367122257336896,0.24382097525050106,0.2993019575955097,-6.819346078402672,41.86819080462901,-10.716228336355153,5.6256970778496544,12.491508191710235,-0.3328410096763503,1.444893278463376,5.2828347863601675,-10.478876531286451,8.740359725247327,8.989455079443616,0.8855265850489793,0.23735180506870124,3.9808124843798716,78.64575303897283,0.23735180506870124,-5.529498545452952,-7.954979569354433,7.5165847548993066,-65.27419847995043,-6.5278612626716495,1.0488497992184083,1.518956075898629,5.759964373190826,-0.6360034251826573,1.3717985194026059,94.5209709769506,85.50490311286687,98.49064620163551,93.04999716199937,88.61333521754463,78.0582482425094,95.58668081691354,0.0,0.0,0.0,0.0,2.606492821569806,162.0,422.251837007348,1004866.6250278334,4.0,,0.061537981767980414
CIN,116727.53858469421,1986.0,31.052513608709575,1986.0,1986.0,2195.0,5536.0,6246.0,1404.0,988.0,237.0,35.0,144.0,732.0,670.0,586.0,55.0,920.0,18.0,41.0,65.0,127.0,177.0,53.0,0.2534485363848863,0.093820044310919,0.1472942679498879,0.7502407065366634,0.32399746543067565,0.38707333889593337,0.711070804326609,0.13362480251104708,0.2790945962441562,0.2641690675040026,0.3160439380504002,3.457699479399422,52.118229081070695,1.0019851597788285,-2.2181643440653533,12.484579073953473,0.36241226695571005,1.1219756230691063,-1.8546866763680172,1.595219014193112,13.347087034847675,17.602564687558598,1.3919439421143738,0.5932338544142846,4.389322963827863,92.07702020184813,0.5932338544142846,3.1168301114812493,-7.685675215590543,8.424017848143384,30.99800205975771,3.1775695672258735,1.0711009651851928,1.6503752623959467,9.626480947806597,0.4456076475317771,1.2840621423691185,96.9696940077207,101.31508560574585,101.0268614126802,97.7248980998406,98.21770187521138,100.67527723161461,96.57041192448358,0.0,0.0,0.0,0.0,2.6050469827569644,162.0,422.0176112712136,978697.6429715018,18.0,,0.0
CLE,125264.83174300255,1986.0,27.50715648854962,1986.0,1986.0,1714.0,5702.0,6288.0,1620.0,1148.0,270.0,45.0,157.0,831.0,775.0,456.0,26.0,944.0,24.0,49.0,56.0,129.0,141.0,54.0,0.28360920545706103,0.07251908363199744,0.15012722600699746,0.5452873242035623,0.3369260476668257,0.4285528022604962,0.7654788499273218,0.1449435968034351,0.314617561658556,0.24761450436227733,0.33899017287037503,9.976795750003054,71.33081890059086,6.13135121146967,-3.366248064682608,15.741282715146967,-1.4583319404533337,1.8207948344141132,-4.57029122798514,6.531480934645996,19.52326725622194,20.49267071254358,2.035564782176126,0.40012972317632634,4.707331278489966,106.16304895426502,0.40012972317632634,6.7625287203118205,-8.92274807724046,9.773776374875187,52.73980039358139,5.2114287805743515,0.9490525474340558,1.701202245888261,5.222964376590331,0.5934517442150415,2.352124061353636,108.43749817349374,82.14605003420749,99.8563891911135,102.24743752402591,105.05667650634491,99.01621155604337,109.8882380210423,0.0,0.0,0.0,0.0,3.2644437163390583,163.0,532.1043256997456,901131.201653944,5.0,,0.11743350973282442
DET,117055.11479465611,1986.0,30.487217549068117,1986.0,1986.0,1660.0,5320.0,6063.0,1400.0,954.0,228.0,30.0,188.0,775.0,724.0,601.0,34.0,847.0,43.0,48.0,51.0,97.0,134.0,57.0,0.2629956740387597,0.09912584484875474,0.13969981804139864,0.7610894440498103,0.33983690374237174,0.423620903929243,0.7634578076716149,0.16062522989048325,0.27926921540524496,0.2698334162972126,0.33887644482608603,8.845768930985823,62.008408141597506,7.70837161847195,4.955797460003299,13.639661928014554,-1.0948954136821276,1.5777002694822557,3.860902046321171,8.039971135698133,27.11823537951612,32.33894339782407,2.7933229767732866,0.3315995172261835,4.2429508902423985,110.03418644670715,0.3315995172261835,5.860586518421769,-7.762640011810969,8.485942455593872,70.88449808955193,7.357997321989387,0.9665776797790407,1.9591094995176404,6.244928253339931,0.8743916012662561,-3.893747018044001,100.55594943490833,112.28488010066445,92.92064984681353,103.1307992492082,103.84765664971187,109.7289021028162,97.54192312921933,0.0,0.0,0.0,0.0,2.846067932167244,162.0,461.06300511298036,1006908.3260761999,6.0,,0.11889530713508165
HOU,115776.87236553701,1986.0,29.70780644073512,1986.0,1986.0,2066.0,5297.0,5931.0,1353.0,958.0,241.0,31.0,123.0,637.0,597.0,519.0,77.0,899.0,24.0,40.0,51.0,122.0,154.0,73.0,0.2547911904457933,0.0875063223208565,0.15157646223840834,0.7165468584371945,0.32126356187354577,0.38145225481537687,0.7027158166889227,0.12666106436958355,0.28139918994958696,0.2598212784825493,0.3109138041574965,4.261675118562747,53.1582678415263,6.17908633859675,2.3053447985162703,12.545144561594947,-0.39530880826152764,1.1274185779601362,1.9100359902547428,6.18789297152546,21.770492101335286,24.715984588573875,2.2486297188989592,0.00880663292871037,4.080310516777126,97.52273256759915,0.00880663292871037,5.499150270130485,-7.272816761922863,8.304966239288168,12.661599442362785,1.6834730729460716,1.0220871997249406,1.7192501870093722,12.336031023436183,0.9645672335431213,2.290265003772336,97.48339495585584,94.4969766545906,103.96395227812862,96.90029150552616,96.79138312638112,95.42867439452344,97.38425128035635,0.0,0.0,0.0,0.0,2.61768464946552,162.0,424.0649131680998,1005655.65688754,21.0,,0.0
