Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BBB,123899.09722222222,1944.0,29.05242334322453,1944.0,1944.0,282.0,954.0,1020.0,269.0,212.0,37.0,15.0,5.0,136.0,109.0,57.0,0.0,0.0,9.0,23.0,0.0,9.0,0.0,0.28295355518627446,0.05588235254215687,,,0.32843137212254897,0.37005861971176474,0.6984899918343137,0.08710506452549022,,,0.329601275862432,2.30073128001129,13.716363049053681,3.6726614088147307,2.3254901960784315,2.954401305054917,0.2104736168631444,0.6625664546428358,2.5359638129415756,3.796221180323951,9.94915275296328,7.864358301448074,1.042342733583356,0.1235597715092202,4.127917707724387,116.97166348755974,0.1235597715092202,109.44506005836661,79.89813633750526,,104.40698166843043,112.47042132280517,123.5660651918701,,0.0,0.0,0.0,0.0,3.10279263127451,33.0,102.3921568627451,1015571.4882352941,1115.0,,0.0
BEG,111037.0,1944.0,30.673257023933402,1944.0,1944.0,274.0,897.0,971.0,262.0,189.0,50.0,11.0,12.0,137.0,110.0,70.0,1.0,0.0,4.0,18.0,0.0,6.0,0.0,0.2927446486220391,0.07209062775180226,,,0.34603501499897016,0.4143513592389289,0.760386374237899,0.1216067106168898,,,0.3564667430285261,4.021568633917344,15.229173010514616,1.911575663664288,-1.6560247167868176,2.9005631634468707,-0.10455587863860734,1.0096716456015495,-1.760580595425425,1.978914514963022,4.128568728586017,3.1431480819952915,0.4488433245530136,0.06733885129873404,3.5931834118345813,101.00864537163586,0.06733885129873404,101.46733705221666,82.120630262823,,97.282675723268,105.41523144931007,116.3091457677587,,0.0,0.0,0.0,0.0,2.9566547540164776,34.0,100.52626158599382,1015665.2904222452,1132.0,,0.0
BOS,116768.83696599826,1944.0,30.268526591107236,1944.0,1944.0,1661.0,5124.0,5735.0,1370.0,989.0,261.0,52.0,68.0,713.0,651.0,487.0,0.0,484.0,16.0,108.0,109.0,59.0,39.0,0.26743359950601564,0.08491717470043592,0.0843940708868352,1.2204060845168268,0.33241887401168263,0.37898273485353096,0.7114016088652135,0.11154913534751523,0.28508575154333043,0.18116826562510902,0.33696649964144904,10.205764116828659,55.84968543504108,6.8192479385287195,-0.6952048823016564,11.812789991706506,0.10059777329746494,1.6433798993430193,-0.5946071090041916,6.177712592318067,19.039275374363402,21.173999125970806,2.0266974308052297,-0.6415353462106524,4.439041196996498,99.83083555056625,-0.6415353462106524,99.87109339828301,98.58317599492848,107.02288791755663,99.31575394566467,103.62123600554031,113.87247000427207,100.1700051711288,0.0,0.0,0.0,0.0,2.624370151726242,156.0,409.401743679163,1006623.3232781169,3.0,,0.0
BRO,117338.30894160584,1944.0,27.89817518248175,1944.0,1944.0,1698.0,4954.0,5480.0,1328.0,982.0,242.0,48.0,56.0,636.0,597.0,410.0,0.0,428.0,13.0,103.0,102.0,42.0,0.0,0.268779774814781,0.07481751775383211,0.07810218925164233,1.5803976756861318,0.32460402390839416,0.3718785467375913,0.6964825706459854,0.10309877192281022,0.2836042681421533,0.16313868552372265,0.32889639929791104,9.589792957690946,55.59618567507144,5.869225182591999,-4.446878422782037,11.906598726642338,-0.9361803113231367,0.7432723515543808,-5.381435785775691,6.24834979841676,13.51678509083779,10.148092154191408,1.4634219031943785,0.379124615824761,3.9657565252411957,94.29565273112985,0.379124615824761,100.25239615797787,86.61996755898534,106.97552312853735,96.83118346551653,98.80736315069741,95.22893302041385,101.05264239303868,0.0,0.0,0.0,0.0,2.6622769005693434,155.0,412.6529197080292,1007180.8943430657,22.0,,0.0
BSN,119085.3973069712,1944.0,27.641724901994206,1944.0,1944.0,1867.0,5282.0,5867.0,1299.0,931.0,250.0,39.0,79.0,593.0,558.0,455.0,0.0,507.0,18.0,112.0,92.0,37.0,0.0,0.24564867844503158,0.07755241130884609,0.08641554389739219,1.4988760790228397,0.30756706493983293,0.3527600389270496,0.6603271038668825,0.10711136048201805,0.258602121578149,0.17743310089313108,0.3140686760575493,1.6927702041678416,44.19049545124615,-1.904030871631439,-0.10959604567922278,10.998544580977297,0.21619572400734355,0.6865868483571558,0.10659967832812077,-1.6655670697562561,10.12616403790632,10.997034558740056,1.0762939447072175,0.2384638018751822,3.2011141554504583,84.90357474930656,0.2384638018751822,91.62470890574133,89.78629007441596,118.36221370281527,91.74896396707683,93.7276150428599,98.93522864369606,92.15858732166458,0.0,0.0,0.0,0.0,2.459238936228055,155.0,381.18203511164137,1008891.6347366627,16.0,,0.0
CAG,,1944.0,27.416243654822335,1944.0,1944.0,158.0,479.0,516.0,127.0,98.0,19.0,10.0,0.0,44.0,40.0,37.0,0.0,0.0,0.0,5.0,2.0,8.0,0.0,0.26498840525,0.07170542593604651,,,0.3178294568527132,0.34724294722480625,0.6650724040775193,0.0822545419748062,,,0.31532663257085075,0.4463531115047324,6.438687906162138,1.1665116461345946,-0.5678294573643411,1.5508350388168595,0.196040935597794,0.3477967842915204,-0.3717885217665471,1.2844872227601105,2.811330524101944,2.6200440165903434,0.3021550963254845,0.11797557662551601,3.539758014094235,106.21886475520944,0.11797557662551601,102.49622736941616,102.52127258341808,,101.03667643213593,105.53614615480596,116.68517957428286,,0.0,0.0,0.0,0.0,2.5594315249224806,21.0,53.748062015503876,1015621.0135658914,1117.0,,0.0
CBE,,1944.0,29.51212121212121,1944.0,1944.0,192.0,621.0,672.0,164.0,139.0,19.0,4.0,2.0,86.0,79.0,45.0,0.0,0.0,6.0,18.0,0.0,11.0,0.0,0.2635514156666666,0.06696428503869048,,,0.3199404757261905,0.31599608063839285,0.6359365563645832,0.05244466497172619,,,0.30663622312602545,-0.1326140649917742,7.117509759710711,0.7387055004867608,-0.9330357142857143,1.8763547846382218,0.04395299873846982,0.4207992107175024,-0.8890827155472445,0.8874693884811956,2.295540668289674,1.490258033343496,0.24963931726713046,0.14876388799443485,3.459264580932787,99.3876262479002,0.14876388799443485,101.94040678201401,95.74259730258579,,101.70776064495169,96.03941222457436,74.39729166339924,,0.0,0.0,0.0,0.0,2.955898267931547,22.0,65.0297619047619,1015588.5610119047,1118.0,,0.0
CHC,117314.60374854869,1944.0,29.510864156576545,1944.0,1944.0,1791.0,5389.0,6029.0,1414.0,1062.0,236.0,45.0,71.0,696.0,639.0,515.0,0.0,507.0,21.0,104.0,102.0,52.0,0.0,0.2627895929865649,0.0854204672562614,0.08409354748482337,1.1973857718467409,0.3286218579245314,0.3641840251441368,0.6928058830686682,0.10139443215757174,0.27761082954403715,0.18129042944932827,0.32914887147288363,9.587794185740677,57.510208174056714,7.002999099047119,-2.5390612041797977,12.402471040841887,-0.2888099431829689,0.7742273026287879,-2.8278711473627665,7.43833692925319,17.787164125361105,17.688831684148106,1.9051676027293234,0.43533783020607064,3.7804847518944666,96.93094211582063,0.43533783020607064,98.0181131576499,98.89553041515805,115.18180629916601,98.02972567108196,96.762944627432,93.65469062818205,98.91544239984829,0.0,0.0,0.0,0.0,2.737825563333886,157.0,429.83861336871786,1007159.5048930171,17.0,,0.0
CHW,118969.79599432825,1944.0,30.662353775257,1944.0,1944.0,1595.0,5131.0,5642.0,1270.0,991.0,203.0,55.0,21.0,529.0,477.0,424.0,0.0,431.0,21.0,66.0,103.0,65.0,43.0,0.2475007621332861,0.0751506554461184,0.07639135014392061,1.3586285763406596,0.3069469461981567,0.32086483050584896,0.6278117767040057,0.07336406837256292,0.26561634818911734,0.15526409062920948,0.300688321020207,-5.46307533901224,42.60051912969691,-7.1673080240767995,0.9695143566111308,12.43900899195668,0.2631128469085237,1.730498667925237,1.2326272035196546,-7.712231246227145,7.689903617174426,9.4632568155825,0.8107984793970625,-0.5449232221503459,4.1787680672556045,80.80730510946414,-0.5449232221503459,92.42732318159457,87.2448985510217,96.87437539642337,91.70558523075299,87.73067285129518,74.89208812887605,93.31280660968321,0.0,0.0,0.0,0.0,2.799382645889756,154.0,431.1049273307338,1008780.7802197802,4.0,,0.0
CIC,115317.0,1944.0,28.696350364963504,1944.0,1944.0,219.0,709.0,781.0,168.0,143.0,17.0,6.0,2.0,89.0,65.0,68.0,0.0,0.0,4.0,18.0,0.0,14.0,0.0,0.23683483459795132,0.08706786139820742,,,0.30729833492701664,0.28612353716517286,0.5934218720921896,0.04928870256722151,,,0.2892557468823373,-1.7140606628443222,6.150861222375088,-0.7688546932299745,-0.19078104993597952,2.035466450911669,-0.15055460840101126,0.4564822617758461,-0.34133565833699075,-0.5462204828224886,1.6043925715280358,2.4806383667406204,0.17160718613899237,0.22263421040748588,3.909132592581661,86.46076785423472,0.22263421040748588,91.60656306093111,124.48580892082269,,97.68887610862139,86.96037076613251,69.92028612597727,,0.0,0.0,0.0,0.0,2.7132374663636365,26.0,70.54417413572344,1015841.4891165172,1122.0,,0.0
