Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,HBP,SH,SB,AVG,BB%,OBP,SLG,OPS,ISO,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,OBP+,SLG+,ISO+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BAL,119640.20285524569,1902.0,27.863747810858143,1902.0,1902.0,741.0,2715.0,3012.0,761.0,571.0,117.0,56.0,17.0,389.0,339.0,203.0,28.0,66.0,105.0,0.2799402030660691,0.06739707795119522,0.3367280876693227,0.3822828883346614,0.7190109760039841,0.10234268526859229,0.3447610897676492,11.073873130216182,59.30475348278198,1.446092153836212,-8.268681501162405,12.459446743562333,0.6639246350700954,2.6063560094068428,-7.602011619909985,1.9434626336662566,9.407253766725448,3.942998003132997,0.9813802004037671,0.49737047983004473,6.037641714841048,95.14224125617633,0.49737047983004473,98.80327749676219,96.71173356959895,98.92440977408906,100.16023705433308,104.06979705984075,0.0,0.0,0.0,0.0,2.9340400287815407,140.0,410.765604249668,1009435.4558432935,9.0,,0.0
BOS,116874.94398422091,1902.0,28.724852071005916,1902.0,1902.0,1234.0,4667.0,5070.0,1300.0,982.0,187.0,92.0,39.0,640.0,545.0,266.0,38.0,99.0,129.0,0.2790090358067061,0.05246548268520711,0.3226762503246548,0.3835402472775148,0.7062164976021696,0.10453121147080867,0.3365780987005596,9.216942869528788,64.9702577370093,0.629552621024877,4.589349112426036,14.40271154684575,-0.29523967700832227,3.012862012614689,4.294109435417713,0.30076088516133237,22.01044388003948,19.818228424501076,2.241119300122949,-0.32879173586354454,5.928616582536129,94.70617224464341,-0.32879173586354454,98.47462739179308,75.28557524001934,94.79624296393612,100.4896720712317,106.29525633059431,0.0,0.0,0.0,0.0,3.4408083917692314,138.0,474.83155818540433,1006731.8487179488,3.0,,0.0
BRO,115717.3849248359,1902.0,29.12767308913826,1902.0,1902.0,1169.0,4300.0,4723.0,1100.0,922.0,124.0,39.0,15.0,475.0,436.0,256.0,56.0,111.0,122.0,0.2562050339565954,0.05420283684967182,0.3062195018695744,0.31364677651386824,0.6198662783834428,0.057441742557272905,0.3012585113346033,-2.299977027315418,50.76807385336457,-0.7207835374539241,1.8894770273131485,13.70902933761842,0.11425617576456287,1.936130724673002,2.003733203077711,-1.0686072899059036,16.58028597546323,13.194381235844643,1.6918228501697927,-0.3478237524519791,4.7401303603666,90.03124777634964,-0.3478237524519791,96.28847774849527,84.38330337419966,95.36972330452949,95.75487668249644,93.44515729695773,0.0,0.0,0.0,0.0,3.205404966762651,141.0,451.96210035994073,1005599.1556214271,22.0,,0.0
BSN,116704.93913585375,1902.0,29.058994599086,1902.0,1902.0,1196.0,4296.0,4814.0,1089.0,901.0,136.0,39.0,13.0,510.0,413.0,364.0,36.0,118.0,170.0,0.2542485240612796,0.07561279557062733,0.3173339111159119,0.31319134041358543,0.6305252515294972,0.058942816352305784,0.30812517998488886,-1.003541801014573,56.13792047709399,-0.7779556499580883,0.43290402991275445,14.76131061467334,-0.3533381165856883,2.0847447557126433,0.07956591332706614,-0.31278060676435104,16.612840676948696,14.744500841306403,1.6985038605879306,0.4651750431937372,4.981104191017477,91.76459138903219,0.4651750431937372,95.55317073047728,117.71445626182606,98.83122111262134,95.61583419621917,95.8870761985532,0.0,0.0,0.0,0.0,3.451446282619443,141.0,486.65392604902365,1006566.4366431242,16.0,,0.0
CHI,119299.58076269129,1902.0,26.92676649508657,1902.0,1902.0,1080.0,3909.0,4321.0,961.0,829.0,97.0,31.0,4.0,416.0,336.0,266.0,39.0,107.0,185.0,0.24630758169821798,0.061559823574404066,0.30023126304651704,0.2902747596193011,0.5905060226658184,0.04396717792108308,0.2890033916515259,-4.2958838450589605,35.66158781055681,-1.246499665144844,3.3399676000925713,10.322183349366574,0.73429412473044,1.457805351220335,4.074261724823011,-0.09011036084151612,15.7641400645684,13.685436268977094,1.6049941632326814,1.1563893043033278,4.97240560169456,86.97249554731494,1.1563893043033278,92.56875922138383,95.8367046866588,93.50473209348745,88.61951052176198,71.52498642676953,0.0,0.0,0.0,0.0,2.4135025882666046,141.0,340.30386484610045,1009291.5734783615,17.0,,0.0
CHW,116211.27120141343,1902.0,28.968639575971732,1902.0,1902.0,1127.0,4027.0,4528.0,1076.0,868.0,152.0,45.0,11.0,559.0,485.0,330.0,30.0,141.0,226.0,0.2679028082407244,0.07287985809452294,0.3272103713354682,0.3363678683992933,0.6635782397347615,0.06846506015856892,0.32177189173471676,4.222126530977579,60.60320517232588,-1.8737473305203678,3.9907243816254416,14.564881286457965,-0.9648694030203373,3.0467858363671865,3.0258549786051043,0.20042171356220825,20.837943814992464,16.20405802982462,2.122549169717082,2.074169044082576,6.018269168165051,90.74497441047288,2.074169044082576,94.55474853150339,104.57927306183295,96.12828285387687,88.13024716617745,69.62046088289098,0.0,0.0,0.0,0.0,3.4795507524204954,138.0,480.1780035335689,1006083.5282685512,4.0,,0.0
CIN,115398.65076660988,1902.0,28.865904112922852,1902.0,1902.0,1009.0,3770.0,4109.0,1065.0,841.0,148.0,64.0,12.0,493.0,431.0,238.0,31.0,70.0,102.0,0.28326316495911413,0.057921634840593816,0.33041877446093937,0.366487683653687,0.6969064581146265,0.08322451869457288,0.3339289821671052,6.579416907756787,57.82779602468956,3.9989153555579424,1.0226332440983208,13.238954910914188,0.4010989685930687,1.869741958699056,1.4237322126913894,3.355672267085994,19.88810134939062,16.68757035363169,2.032207635870456,-0.6432430884719482,5.47419610962207,102.7619189879935,-0.6432430884719482,106.45762315800073,90.1727505192938,102.90640178881604,111.88695558731781,135.38809747325982,0.0,0.0,0.0,0.0,3.0954935452737895,141.0,436.46458992455587,1005283.3000730105,18.0,,0.0
CLE,116406.5423208191,1902.0,27.954266211604097,1902.0,1902.0,747.0,2665.0,2930.0,708.0,525.0,132.0,35.0,16.0,345.0,287.0,173.0,20.0,72.0,57.0,0.26589327477610925,0.05904436818225256,0.3152298406982935,0.3596711448211604,0.674900985519454,0.0937778700450512,0.3238153006646488,5.14827602796926,50.08381634832986,-0.8232762298452456,3.3989761092150172,11.608164052202433,2.0202148904839574,2.428278619295094,5.419190999698975,-1.5174586877479017,17.938174983448597,9.865910158356517,1.827262992152101,-0.6941824579026563,5.034727996239518,89.69332591656918,-0.6941824579026563,93.84549530396129,84.72597593270065,92.60862718670019,94.23583483902553,95.36044396997713,0.0,0.0,0.0,0.0,2.7934331482116037,137.0,382.70034129692834,1006266.709556314,5.0,,0.0
DET,114930.00918484501,1902.0,29.656946039035592,1902.0,1902.0,1085.0,3905.0,4355.0,1003.0,811.0,125.0,48.0,19.0,496.0,399.0,328.0,51.0,71.0,124.0,0.25746677637405285,0.07531572847921927,0.322429221943054,0.3288242017926522,0.6512534237357059,0.07135742541859932,0.3169721064484148,2.9765661270360098,54.175328413484465,-5.161843405597964,1.5579793340987371,13.226137432724187,0.28396015118820384,2.7667378406535437,1.8419394852869408,-5.235724551302386,12.599090207362282,8.444608132885952,1.285307628220113,-0.07388114570442215,5.227309511564141,83.76351039490699,-0.07388114570442215,90.87141137165841,108.07463598877493,94.72367064893723,86.1537646747127,72.5616370387083,0.0,0.0,0.0,0.0,3.1827884719839257,137.0,436.04202066590125,1004828.1030998852,6.0,,0.0
NYG,115988.46003016591,1902.0,29.07952827335954,1902.0,1902.0,871.0,3107.0,3324.0,734.0,613.0,98.0,17.0,6.0,270.0,225.0,145.0,13.0,59.0,127.0,0.23639508893501804,0.043622141382069796,0.2731416933895909,0.2846937597057762,0.5578354530953672,0.048298670770758126,0.27029512480516976,-11.86558491429088,30.302886055802972,-9.919412381278734,-0.18832731648616124,10.893349125471401,0.38642418624611324,1.5384712817369277,0.19809686975995197,-9.113674277778378,3.5162429991899025,0.8867769459792537,0.36014617135243027,0.8057381035003556,4.707968020558067,71.78742798459304,0.8057381035003556,88.84338808358177,67.91121284453051,85.0678926797776,86.91565765764376,78.57137834750495,0.0,0.0,0.0,0.0,2.583699103974128,139.0,359.1341756919374,1005873.9825511432,30.0,,0.0
PHA,116181.05977209202,1902.0,29.547333333333334,1902.0,1902.0,1100.0,4195.0,4651.0,1225.0,917.0,212.0,60.0,36.0,690.0,609.0,326.0,29.0,101.0,192.0,0.2917927388028381,0.0700924527742421,0.34715813942894,0.3962912744970974,0.7434494139260375,0.10449853569425929,0.3557746166454505,15.746443470042356,75.24729369528828,4.676469993625436,-1.1990969683938937,15.370809513716285,-0.6287270994311096,3.2153756559232316,-1.8278240678250033,5.858957133433759,22.61731823524827,18.849040691830115,2.316518319953853,1.1824871398083237,6.24729394725875,102.22552455913073,1.1824871398083237,102.9865615146133,100.5794735322347,101.98856376663213,103.8305119256214,106.26202912509994,0.0,0.0,0.0,0.0,3.6988905910169856,137.0,506.7480111803913,1006052.8755106429,10.0,,0.0
PHI,115928.31042863456,1902.0,27.293815583835677,1902.0,1902.0,1154.0,4062.0,4526.0,998.0,859.0,95.0,39.0,5.0,419.0,338.0,326.0,28.0,110.0,93.0,0.24648492930998675,0.07202828049049934,0.30629254369200176,0.29266701144189133,0.5989595551338931,0.04618208213190455,0.29380696899071507,-3.7079975699147636,44.93498065778214,-1.414836021780602,-5.197170645446508,12.565903675113198,-0.305140259456329,1.7746867111814506,-5.5000143204373275,-2.444032548007405,6.396543517849915,3.580067350527506,0.6663188666735653,-1.0291965262268037,4.533977271528292,87.03229216333781,-1.0291965262268037,92.63541104045947,112.13406156228798,95.3924716218379,89.34985368298199,75.1281513581179,0.0,0.0,0.0,0.0,3.0019949144343796,138.0,414.27529827662397,1005806.5399911621,26.0,,0.0
PIT,116576.18480642805,1902.0,27.277027027027028,1902.0,1902.0,1310.0,4922.0,5476.0,1409.0,1107.0,189.0,95.0,18.0,774.0,660.0,372.0,64.0,118.0,222.0,0.28681990606994157,0.06793279727173118,0.34427327920233747,0.37493377807870704,0.7192070572810446,0.08811387200876554,0.34558193061342385,12.828692160457662,60.61219454091722,14.693675419750404,4.702154857560263,12.343875931316022,-0.18948058926529632,1.7433296598608343,4.512674268294966,15.59749200090751,34.19737186037933,38.75293774785927,3.4875870109247264,0.9038165811571062,6.331013245077486,119.5560397556821,0.9038165811571062,107.79433845206898,105.75818858221261,107.22128139524683,114.46550824807109,143.34200641099073,0.0,0.0,0.0,0.0,2.8862088073867787,141.0,406.9554419284149,1006435.2008765523,27.0,,0.0
