Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SH,SB,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BOS,117450.88409013316,1917.0,28.07920792079208,1917.0,1917.0,1655.0,5048.0,5858.0,1243.0,967.0,198.0,64.0,14.0,556.0,476.0,466.0,473.0,34.0,310.0,105.0,0.24625121397336977,0.07954933366558553,0.08074428076561967,1.2382862488093207,0.3140989900727211,0.31882867198549,0.6329276620582109,0.07257745801212018,0.26899323543905773,0.1626835100426767,0.3110562177263898,2.5846917635061146,44.04201391311007,1.5868277451778736,3.715557076844087,11.334606371883567,-0.2860932906567491,1.3334946490864923,3.419949727438164,1.165770281117087,17.25382102952531,23.75981300119289,1.9900815747336746,-0.42105746406078665,4.708037362772828,97.56559185747979,-0.42105746406078665,96.51772398910732,93.84228898715592,105.70250199904855,96.36053430286626,96.54302434321286,96.6289563682133,97.14696955867836,0.0,0.0,0.0,0.0,2.7327341572482076,157.0,429.03926254694437,1007296.593376579,3.0,,0.0
BRO,118257.74731866934,1917.0,28.579894564624613,1917.0,1917.0,1542.0,5006.0,5501.0,1245.0,992.0,153.0,76.0,24.0,487.0,419.0,312.0,506.0,27.0,156.0,125.0,0.24880556483712052,0.05671696002944918,0.09198327516069806,0.7715306702501363,0.2963068592315943,0.32396589762752226,0.6202727568591165,0.07516033279040173,0.2717000270623523,0.15306307925831664,0.30216631463335175,0.42904263009548155,41.48383217786179,-1.5711443759343782,-0.19723686602435922,11.224552264258975,-0.6371271536065717,1.610138115054242,-0.8343640196309309,-1.7556506760452188,10.244675683637068,13.08447203050622,1.2284839564347458,-0.18450630011084057,5.141921853416813,89.38426607841913,-0.18450630011084057,97.01091473874833,82.78027039788859,108.80530225781281,94.43010948029199,95.66867293892977,91.4787726975272,97.39374391564844,0.0,0.0,0.0,0.0,2.723547933744774,156.0,424.87347754953646,1008054.9665515361,22.0,,0.0
BSN,119075.49971103834,1917.0,27.17048738200732,1917.0,1917.0,1472.0,4618.0,5191.0,1133.0,894.0,152.0,67.0,20.0,482.0,409.0,380.0,537.0,40.0,153.0,142.0,0.24505481264014642,0.07320362116817569,0.10344827537507222,0.8144860923960702,0.3082129141173184,0.3196042711951454,0.6278171853124639,0.07454945855499905,0.27321638089944134,0.18050471898670778,0.30818220391846285,2.767611510778323,39.94548305766273,2.4781113541753226,-0.39125409362357927,10.164586564653703,0.7418629314741103,1.4580882930743486,0.3506088378505311,2.889259775605791,14.862543471184376,18.557677481714222,1.7842864048222566,0.41114842143046837,5.262115292508095,97.1952427632282,0.41114842143046837,95.5484719600869,106.84309510347066,122.36703738337263,98.22445318618153,94.38066387471461,90.73526846793555,97.93729696160035,0.0,0.0,0.0,0.0,2.4506464523848965,157.0,384.7514929685995,1008889.5933346176,16.0,,0.0
CHC,118665.69609261939,1917.0,27.78188960099235,1917.0,1917.0,1487.0,4294.0,4837.0,1008.0,790.0,154.0,50.0,14.0,460.0,373.0,348.0,491.0,17.0,178.0,103.0,0.2347710193880504,0.07194542038267521,0.10150919928468059,0.9066394577763078,0.29440639304444904,0.3040376866009923,0.5984440796454414,0.0692666672129419,0.26222737731383094,0.17634897829646476,0.2936606875474159,-0.7493232676742175,36.68912754785734,-3.593276499705787,-1.7906062487068073,10.235830033494512,-0.57330665390508,1.468308016937592,-2.3624321449119026,-3.852593383697412,5.48911252182279,4.857348168927353,0.6911150700975113,-0.2593168839916251,5.016013337774946,81.27184045373073,-0.2593168839916251,91.53875380517708,105.00670963456533,120.07334040696719,93.82444942037603,89.78377728504508,84.30550358469353,93.99817257991795,0.0,0.0,0.0,0.0,2.467823004043829,157.0,387.44821170146787,1008480.2445730825,17.0,,0.0
CHW,117221.07730375427,1917.0,26.556996587030717,1917.0,1917.0,1668.0,5056.0,5860.0,1281.0,1030.0,152.0,81.0,18.0,657.0,535.0,522.0,479.0,47.0,235.0,219.0,0.25254767311808873,0.0890784978453925,0.08174061378788397,1.7739799102508533,0.32865000738959044,0.32500834553191127,0.6536583529215018,0.07246067241382254,0.27372000938361774,0.1738907856808874,0.32203120607287533,8.35450764073567,56.28879182249631,5.046430946372049,-0.11230585424133811,13.10543505336975,-0.3765147694040077,1.5418292390788133,-0.48880145882380294,6.218164717278378,20.376627550903134,23.385716559350453,2.437979675858195,1.1717337709063276,5.828857855865907,100.3401480667191,1.1717337709063276,98.9856099175982,105.08359721139267,107.00680358275221,100.82455312374552,98.41426249099281,96.4734691027258,98.87091723859261,0.0,0.0,0.0,0.0,3.1799291144078503,156.0,496.0689419795222,1007070.2660409557,4.0,,0.0
CIN,118039.95638983694,1917.0,27.554607508532424,1917.0,1917.0,1535.0,4839.0,5274.0,1274.0,980.0,184.0,88.0,22.0,554.0,453.0,287.0,429.0,31.0,117.0,137.0,0.26358915662893434,0.054417898761281766,0.08134243420098597,0.9783050821410694,0.30826471677739853,0.3514981171177474,0.6597628338951459,0.08790896048881305,0.28304592674971557,0.1399317384338263,0.31950392080136764,7.65605792977243,52.47024931777473,5.818881013755641,-2.6731133864239665,12.252388550911578,0.6128394934936798,1.7575790411787398,-2.0602738929302866,6.0060720798197424,17.95576577897977,19.227973869526004,2.198628164210682,0.18719106606410157,5.664950444244728,101.3988239220575,0.18719106606410157,102.77513373355656,79.42471478733762,96.21844975798494,98.24096218929884,103.79906851754579,106.99531942012632,101.55708236352231,0.0,0.0,0.0,0.0,2.954008245028441,157.0,463.7792946530148,1007869.20383011,18.0,,0.0
CLE,117498.2210563756,1917.0,26.230837631157744,1917.0,1917.0,1703.0,4812.0,5623.0,1178.0,893.0,212.0,63.0,10.0,562.0,451.0,528.0,575.0,35.0,248.0,204.0,0.2454620191182643,0.0939000528586164,0.10225858019331319,1.4148102061351593,0.3235612449994664,0.322400680873555,0.6459619258730216,0.07693866175529077,0.2741494668742664,0.19793704359950204,0.31772899046402564,9.790355310224335,55.57251393630451,4.100239867271992,3.2831228881380046,12.517034868030175,-0.13064155966327026,1.4726050884618003,3.1524813284747344,5.556866802823777,22.698988087790486,21.023660733993964,2.6492502609644744,1.4566269355517847,5.3299559426658645,92.46691963917962,1.4566269355517847,96.2084004736223,110.77146080583242,133.86691509060964,99.26340240900063,97.62464770816023,102.43542269748794,99.02675475917108,0.0,0.0,0.0,0.0,3.0371585100409035,156.0,473.79672772541346,1007340.9740352125,5.0,,0.0
DET,117796.9232622161,1917.0,27.72333103922918,1917.0,1917.0,1679.0,5091.0,5812.0,1317.0,1011.0,204.0,77.0,25.0,638.0,535.0,483.0,475.0,45.0,193.0,163.0,0.2589135897443221,0.08310392240812112,0.08172746007398486,1.439431794671714,0.3280692788288025,0.3438377027377839,0.6719069815665863,0.08492411299346181,0.2798705805302822,0.169132828535788,0.3286514299376957,14.160024926078542,62.00651419722887,10.325503430570228,-0.11755593803786575,13.08143155527521,-0.4883061452125855,1.5390052736742603,-0.6058216304156137,10.856821853172955,24.871437051706813,23.778513874114196,2.9753833656746638,0.5313184226027268,4.957364740938153,103.50277951947221,0.5313184226027268,101.48071958205209,98.03554528028594,106.9895840291624,100.6463949119362,104.11589239702694,113.06717862292787,101.07532526893125,0.0,0.0,0.0,0.0,3.2153269986992425,154.0,495.1603578802478,1007630.1844459738,6.0,,0.0
NYG,117680.21152456648,1917.0,28.222904624277458,1917.0,1917.0,1594.0,4991.0,5536.0,1314.0,1047.0,162.0,67.0,38.0,600.0,511.0,352.0,494.0,50.0,143.0,158.0,0.26336955805816475,0.06358381448265896,0.08923410345195087,0.9240187166488437,0.31784020373067196,0.3452063152196532,0.6630465189503252,0.08183675716148844,0.2853245387344653,0.15968208161669076,0.3233735068031613,9.273212896609481,56.46973494374705,9.089870591223288,6.073518786127168,12.903727780481816,-0.5006102155759456,1.8510122663685324,5.572908570551222,9.492741657599632,29.82039027500121,33.12529045066651,3.4460106348187733,0.40287106637634346,5.365262719245925,107.44799578437012,0.40287106637634346,102.68951081656259,92.80267054282758,105.55335826901394,101.29257659900101,101.94106944297226,99.60474932376252,102.27759400251286,0.0,0.0,0.0,0.0,3.091353717720375,158.0,488.43388728323697,1007515.4300939307,30.0,,0.0
NYY,117246.46041741634,1917.0,26.62792371356603,1917.0,1917.0,1572.0,4875.0,5558.0,1168.0,926.0,164.0,51.0,27.0,497.0,422.0,475.0,514.0,37.0,171.0,127.0,0.23972455438844906,0.08546239594404462,0.09247930862846347,1.1754744857398345,0.31150825586379993,0.31127792863727965,0.6227861845010796,0.07155337424883053,0.26358040747553074,0.18279956818999643,0.3068921632347488,3.3144911257241416,43.727014075208935,0.09057613687848022,0.7869737315581145,11.048953872952863,0.19032242180359085,1.2998881817488024,0.9772961533617053,-0.1126336307181802,13.21350457734519,14.0591296132012,1.5641427553479514,-0.2032097675966601,4.573135682341969,89.7345783509768,-0.2032097675966601,93.95961140877155,100.81777543770131,121.06485081644372,95.56573858400527,94.25661893827866,95.2655007169588,95.27783782099368,0.0,0.0,0.0,0.0,2.698236775286074,155.0,418.22670025188916,1007092.1075926592,9.0,2.0,0.0
