Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,HBP,SH,SB,AVG,BB%,OBP,SLG,OPS,ISO,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,OBP+,SLG+,ISO+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BOS,116828.740462542,1904.0,31.45760031626804,1904.0,1904.0,1297.0,4596.0,5059.0,1132.0,845.0,168.0,93.0,26.0,517.0,481.0,271.0,48.0,144.0,81.0,0.24621387795967578,0.05356789825340977,0.2952309343040126,0.34019259294386245,0.6354235272478751,0.0939787149841866,0.30521829589101035,6.540910360586666,62.31281563766789,3.821857578452076,2.903340581142518,15.289126261655277,0.40899468860882593,1.7377812501276326,3.3123352697513444,2.518031851559305,22.857274633093553,19.936999320741986,2.5810339709298007,-1.303825726892772,5.388822042743873,98.1139775580198,-1.303825726892772,97.99538780077592,90.58225847084425,97.32344543621049,102.99113801804737,118.86708832338392,0.0,0.0,0.0,0.0,3.477652868361336,157.0,545.9915002965013,1006686.8317849378,3.0,,0.0
BRO,116242.10183795949,1904.0,26.72051074179165,1904.0,1904.0,1411.0,4771.0,5332.0,1116.0,892.0,157.0,52.0,15.0,490.0,377.0,402.0,40.0,119.0,204.0,0.23393891000787695,0.07539384802288072,0.29857112423030757,0.29798916546417853,0.5965602896944862,0.06405025545630158,0.29092141207198796,1.1832338574951253,45.2127495027362,-0.9636301651536663,-1.1693548387096775,12.070106276542239,-0.5541881708398919,2.1547419693689887,-1.7235430095495694,-0.3082882637347799,12.193016972626879,12.6770059820462,1.4170569540886389,0.6553419014188864,5.121201267359591,89.53780357955755,0.6553419014188864,90.87827392490107,111.41169335870842,94.62220700377131,89.62209205191118,85.31484718391867,0.0,0.0,0.0,0.0,2.7989399931414103,154.0,431.03675918979746,1006111.7340585146,22.0,,0.0
BSN,116325.83082568807,1904.0,27.782935779816516,1904.0,1904.0,1424.0,4999.0,5450.0,1187.0,965.0,150.0,48.0,24.0,483.0,382.0,312.0,40.0,99.0,138.0,0.23784920934568807,0.05724770593284403,0.2874381181097248,0.30137703181706427,0.588815149926789,0.06352782247137614,0.2851534576417963,-0.14749675361040093,47.03667822273847,-3.360197509206561,-5.901834862385321,12.934914186298847,0.07154995593866077,2.3091265171021225,-5.830284906446661,-3.637072964469845,5.776682832484464,3.4029485915480153,0.7505034878590557,-0.2768754552632844,4.68491312520202,84.25565614260087,-0.2768754552632844,92.39730833579918,84.59660869072368,91.09397026476418,90.64101389648538,84.6189672072469,0.0,0.0,0.0,0.0,2.980129032370643,155.0,461.92,1006195.256880734,16.0,,0.0
CHC,117677.45893358279,1904.0,27.608826857789513,1904.0,1904.0,1375.0,4889.0,5345.0,1212.0,982.0,149.0,60.0,21.0,565.0,443.0,280.0,47.0,129.0,215.0,0.2483565366134705,0.052385406367820395,0.2950777196849392,0.31650829664359215,0.6115860163285314,0.0681517600301216,0.29495264404845767,1.127370318064389,44.978304272934,-1.367796947019492,3.434798877455566,12.021150480634885,0.3879948058666555,2.1460024350460434,3.8227936833222214,-0.15506858615825905,17.834878012844893,20.385708395788274,1.9966005171959689,1.2127283608612331,5.566494512577792,91.22864530180559,1.2127283608612331,96.47909090727462,77.4114464744087,93.51508839378549,95.19183575953043,90.77804531555347,0.0,0.0,0.0,0.0,2.751849319210477,156.0,429.288493919551,1007516.068101029,17.0,,0.0
CHW,116531.14764024933,1904.0,28.547818343722174,1904.0,1904.0,1456.0,5008.0,5615.0,1212.0,939.0,191.0,68.0,14.0,599.0,519.0,369.0,41.0,197.0,216.0,0.2421901699729297,0.06571682934692787,0.2993500015389136,0.31571335262635797,0.6150633541652716,0.07352318265342832,0.29777373694423365,0.5322199211877156,48.16101039272666,1.9720270197184189,7.259839715048976,13.056799612483896,-0.2030793525723082,1.484052205792415,7.056760362476668,3.0059470698422337,24.603559250595204,29.769502824824347,2.7170327904764364,1.0339200501238142,5.811207546866685,101.04013911642286,1.0339200501238142,96.3939150169272,111.12586111979613,98.68130387414494,95.58020412233763,92.99431948768301,0.0,0.0,0.0,0.0,2.988927324306322,156.0,466.2726625111309,1006398.5654496884,4.0,,0.0
CIN,118310.21496572734,1904.0,29.63785224676314,1904.0,1904.0,1348.0,4716.0,5252.0,1187.0,918.0,168.0,82.0,19.0,622.0,497.0,365.0,47.0,124.0,150.0,0.2518512786012947,0.06949733381892612,0.31184030476923075,0.3342132040818736,0.6460535088511044,0.08236192548057883,0.31207081736664666,6.990590365670518,53.26947944643683,-0.9953026874222202,1.6308073115003807,12.686742095141236,0.08113849135817959,2.2648231109686874,1.7119458028585604,-1.216908570451092,15.44660243851739,16.16029144404417,1.7491258995132615,-0.22160588302887177,5.994763319265014,90.91481105246218,-0.22160588302887177,97.83669370903021,102.69824193523299,98.827433316132,100.51669662060416,109.70596504400918,0.0,0.0,0.0,0.0,2.885716572090632,157.0,453.05750190403654,1008134.8362528561,18.0,18.0,0.0
CLE,115589.99167327517,1904.0,27.177835051546392,1904.0,1904.0,1273.0,4576.0,5044.0,1195.0,900.0,194.0,78.0,23.0,593.0,496.0,279.0,43.0,146.0,167.0,0.2616973879674861,0.05531324304183188,0.3095831649097938,0.3533269017896511,0.662910066699445,0.09162951382216494,0.31768644124743056,14.21560427170395,61.567248400808545,13.44323037700617,1.4308088818398097,12.980823627776488,-0.1484982330768615,1.4754166801629587,1.282310648762948,14.086679697263898,29.8252306539663,25.410203944661422,3.4027438352757753,0.6434493202577263,5.975902705611369,109.19453770571705,0.6434493202577263,104.15796718219109,93.533602053482,102.0546858651396,106.96746626024253,115.89574846134802,0.0,0.0,0.0,0.0,3.0101264728291035,154.0,463.5594766058684,1005469.8982950039,5.0,,0.0
DET,116493.08172956761,1904.0,25.916020994751314,1904.0,1904.0,1043.0,3617.0,4001.0,871.0,709.0,102.0,51.0,9.0,361.0,277.0,260.0,24.0,100.0,80.0,0.2412660862364409,0.06498375338315421,0.29604378911272183,0.3050046143939015,0.6010484035066233,0.06373852815746064,0.2912787891070535,-0.007639873829280978,49.17468967565862,-1.4471543807848253,2.1334666333416648,13.482681694101394,-1.417506399297455,1.5324584968737007,0.7159602340442096,-2.489118153794618,13.241982271224686,10.39301267504791,1.488597735977695,-1.0419637730097926,4.942961138034723,91.13506426981785,-1.0419637730097926,96.02612119121754,109.88624413659517,97.59140458760996,92.33820191484085,80.6183959566825,0.0,0.0,0.0,0.0,2.9721072828892776,162.0,481.48137965508624,1006356.9292676831,6.0,,0.0
NYG,115452.74425445854,1904.0,29.38738738738739,1904.0,1904.0,1403.0,4793.0,5439.0,1249.0,979.0,185.0,57.0,28.0,695.0,522.0,409.0,73.0,164.0,269.0,0.26098024273616477,0.07519764607243978,0.3279035989077037,0.3411145363360912,0.6690181352437948,0.08013429359992645,0.3239686759196099,10.87762074762874,60.670692718517536,6.684613308070257,6.270086412943556,13.650108608203688,-0.29701868992276237,2.4368022311206428,5.973067723020794,8.717396053880346,30.777374616225472,34.73690599390083,3.4404309370904214,2.032782745810089,6.17492320403775,106.29100508679772,2.032782745810089,101.38302340369867,111.12176000058786,103.91816118558471,102.59231515393192,106.7387626163851,0.0,0.0,0.0,0.0,3.104843176048907,157.0,487.46037874609306,1005330.0884353742,30.0,,0.0
NYH,115902.7768074736,1904.0,29.753858651502842,1904.0,1904.0,1269.0,4467.0,4924.0,1160.0,889.0,173.0,77.0,21.0,484.0,452.0,281.0,52.0,124.0,140.0,0.2600861598813972,0.057067424485174656,0.31135958965739235,0.3470295278430139,0.6583891175004062,0.08694336796161657,0.31664493724267334,8.261633931768282,56.54313000768007,2.934251759280903,5.672420796100731,13.23573017523531,0.06671783460302629,1.5043896777775883,5.739138630703757,2.903908690502158,23.383167174218812,24.200316951880858,2.600425364601764,-0.030343068778744854,5.482628750157772,99.4125832088944,-0.030343068778744854,103.51668358583085,96.49988824514756,102.64028770053673,105.06097645787226,109.96857107872697,0.0,0.0,0.0,0.0,3.049435288503249,155.0,472.6624695369618,1005778.4719740049,9.0,,0.0
PHA,117200.7116935484,1904.0,30.800036656891496,1904.0,1904.0,1425.0,4978.0,5456.0,1242.0,939.0,196.0,77.0,30.0,548.0,477.0,308.0,36.0,134.0,133.0,0.2493575245896261,0.05645161241935483,0.2979389530234604,0.33738931955076984,0.6353282725742302,0.08803179496114369,0.3056189776096063,5.494574536111018,53.146961505683656,2.904872296905562,-0.5733137829912024,13.063268278669456,0.04189998710451544,1.4847874424971308,-0.5314137958866869,2.5510323978719045,16.567674323151802,18.496786562909275,1.91044399161471,-0.3538398990336576,5.30452322018491,97.82632524074964,-0.3538398990336576,99.24658807089651,95.45856219849787,98.2161490165576,102.1424648754844,111.34524608761716,0.0,0.0,0.0,0.0,3.0097010681818186,155.0,466.50366568914956,1007049.7285557184,10.0,28.0,0.0
PHI,118875.72188481675,1904.0,27.74785340314136,1904.0,1904.0,1252.0,4304.0,4775.0,1103.0,885.0,148.0,48.0,22.0,494.0,418.0,333.0,36.0,102.0,142.0,0.25717065588816757,0.06973821945068064,0.314867969904712,0.32871493633989524,0.6435829062446073,0.07154428045172775,0.31136054835036964,7.665444582339778,52.4075030519773,4.633219922925587,-6.052984293193718,12.265440417538684,-0.5192155013198316,2.189612803312984,-6.572199794513549,4.3742874063164,12.257140832654521,11.372902551551382,1.4966931839746125,-0.2589325166091869,5.021368937255896,100.16856418493391,-0.2589325166091869,99.90311278471987,103.05420567555579,99.78695127998783,98.8630584524847,95.29687758680205,0.0,0.0,0.0,0.0,2.825886168073299,155.0,438.01235602094243,1008692.7727748691,26.0,,0.0
PIT,116845.83726038339,1904.0,27.81529552715655,1904.0,1904.0,1286.0,4506.0,5008.0,1160.0,924.0,140.0,85.0,11.0,613.0,448.0,352.0,45.0,105.0,164.0,0.2578920110147764,0.07028753946645368,0.3175190489365016,0.3342955989638578,0.6518146479003595,0.07640358794908146,0.31453503490199813,8.910395889071618,55.22718312848567,4.56616841280892,1.7623801916932906,12.697131371422381,0.6128870599900191,2.266677793033738,2.3752672516833098,4.92861036169619,22.26768677783562,22.043993059781005,2.53023517516071,0.3624419488872702,5.944248429422119,99.68764033531284,0.3624419488872702,100.18333768955027,103.86595192220624,100.62712277874218,100.5414773930403,101.76946811127303,0.0,0.0,0.0,0.0,2.9065930416134185,156.0,453.4285143769968,1006697.2394169329,27.0,,0.0
SLB,117698.71263259402,1904.0,29.424686595949854,1904.0,1904.0,1313.0,4732.0,5185.0,1157.0,951.0,145.0,51.0,10.0,441.0,377.0,295.0,51.0,107.0,144.0,0.24487912252420443,0.05689488854464803,0.2958258142075217,0.30351932805014464,0.5993451422576666,0.05864020552594022,0.290357043967196,1.1244630360179046,49.16955303830499,1.388842963423243,0.6426779857225545,13.170922593519867,-0.9574432763846712,1.4970235668276342,-0.3150131895958573,1.3451692517141614,15.698102222465806,14.26949695539496,1.7926253296178758,-0.04367371170908184,4.786240253163718,93.922126794076,-0.04367371170908184,97.4641428620173,96.20813337572261,97.51954874078713,91.88854094632167,74.16988507159519,0.0,0.0,0.0,0.0,3.0150520491629704,156.0,470.3481195756991,1007535.5054966249,2.0,,0.0
STL,116413.73463742343,1904.0,28.385384615384616,1904.0,1904.0,1325.0,4714.0,5200.0,1213.0,960.0,168.0,62.0,23.0,560.0,426.0,331.0,40.0,115.0,182.0,0.2579632579834616,0.06365384555423077,0.3117829848384616,0.33414246768307687,0.6459254525215387,0.07617920969961538,0.3117336182240639,7.509761483091263,51.326551146800384,4.512576026438784,0.35923076923076924,12.011790277212143,-0.07302706992970064,2.1443314619249523,0.2862036993010686,5.0072285924330115,19.449554030871177,22.331210087949827,2.2274809780971814,0.4946525659942283,5.399309688121776,100.33631930771872,0.4946525659942283,100.21101500725801,94.06314849241161,98.8092676667623,100.49542220938687,101.47059660907186,0.0,0.0,0.0,0.0,2.7854170834480767,154.0,428.9542307692308,1006455.2851923077,28.0,,0.0
WAS,116716.67037037037,1904.0,28.72283950617284,1904.0,1904.0,876.0,2990.0,3240.0,655.0,529.0,85.0,36.0,5.0,245.0,204.0,136.0,37.0,77.0,76.0,0.21915386461635802,0.041975308283950616,0.26189693305709877,0.27654089508333335,0.5384378281404321,0.05738703046697531,0.2609726276045934,-6.378210022374319,36.14326474207578,-6.686490826069824,-4.3351851851851855,11.656696920709708,0.0325096322108566,1.3249147793378704,-4.302675552974328,-6.6034814676893285,2.0754546793839204,-0.6145575643576946,0.30241917379957806,0.08300935838049577,4.542710796558473,73.98849767046876,0.08300935838049577,87.22525362537053,70.97941768003119,86.33482779974048,83.72099241402896,72.5848317917785,0.0,0.0,0.0,0.0,2.6514232913549383,157.0,416.2734567901235,1006571.8981481482,8.0,,0.0
