Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,HBP,SH,SB,AVG,BB%,OBP,SLG,OPS,ISO,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,OBP+,SLG+,ISO+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BOS,118061.77770083102,1908.0,27.26061865189289,1908.0,1908.0,1237.0,3924.0,4332.0,965.0,802.0,88.0,63.0,12.0,456.0,350.0,230.0,46.0,132.0,128.0,0.2469019067003693,0.05309325893490305,0.29531595002008315,0.31149267750807946,0.6068086275281626,0.06459077080771004,0.29707101269186187,4.7300211510457,42.485570292627344,2.551539287535069,-0.6454293628808865,10.600469121382686,0.878644714380476,1.4558714775431778,0.23321535149958958,2.8095937872132906,15.099149737638744,14.762122880347869,1.8795560540390388,0.25805449967822086,5.493685271719899,94.67118095773225,0.25805449967822086,100.43262072949244,82.76159746451866,97.46043334590568,99.66674510678249,96.84373531105331,0.0,0.0,0.0,0.0,2.6202156505563248,155.0,406.13342566943675,1007893.5500923361,3.0,,0.0
BRO,116982.36786703601,1908.0,27.10544783010157,1908.0,1908.0,1512.0,4897.0,5415.0,1044.0,846.0,110.0,60.0,28.0,375.0,306.0,323.0,29.0,166.0,113.0,0.21342137739224373,0.05964912236620499,0.2658247994965836,0.27781403684506,0.5436388363416436,0.06439265945281625,0.26865876690538953,-3.445708399339247,35.28192214923203,-4.708563690561353,-1.0040627885503233,10.873396390950994,-0.5392259760108791,1.4139131494169574,-1.5432887645612023,-5.199804742727833,5.544216033078915,5.283203224726945,0.7081578729227537,-0.49124105216648056,4.310238411192349,79.35094404778468,-0.49124105216648056,86.49207248302649,85.07968765440829,86.21315571810464,87.39561258041726,90.53011262778733,0.0,0.0,0.0,0.0,2.705130050363804,154.0,416.590027700831,1006833.5298245614,22.0,,0.0
BSN,115520.53328203155,1908.0,31.670257791458255,1908.0,1908.0,1422.0,4597.0,5198.0,1107.0,926.0,126.0,40.0,15.0,486.0,391.0,376.0,51.0,174.0,119.0,0.24100023030607923,0.07233551321623702,0.30502947911793,0.2955630514657561,0.600592530583686,0.0545628211596768,0.2974203159505724,2.550344107596715,43.18579985161165,-2.4491308028312324,2.1115813774528664,11.40904856746835,-0.3007014316405274,1.483566239275982,1.810879945812339,-3.168942660473036,11.534552092083635,13.574546756235957,1.3746816422631791,-0.7198118576418039,4.609244516894351,89.03112830337912,-0.7198118576418039,97.6687979562118,103.1747430075444,98.92814376840872,92.97915336579389,76.7102708111448,0.0,0.0,0.0,0.0,2.8020022495729133,156.0,437.11235090419393,1005397.3639861485,16.0,,0.0
CHC,118891.17642992915,1908.0,28.674788318645238,1908.0,1908.0,1564.0,5059.0,5787.0,1261.0,991.0,196.0,55.0,19.0,621.0,489.0,418.0,40.0,270.0,212.0,0.24917553690081215,0.07223086165007776,0.31121676689942973,0.3207159129269051,0.6319326798263348,0.07154037602609296,0.31125555290680307,6.924317551479109,47.69239636335651,3.8032800646202407,4.209989630141721,11.446284596810347,0.26800849974279023,1.488408195701165,4.477270639020482,4.511530406158071,21.923493837690067,28.911940889090985,2.6082326982381496,0.7082503415378306,5.492252835617047,102.01429833825571,0.7082503415378306,100.98195814289281,103.02547471644178,100.93482488314805,100.89181955254054,100.57913982916257,0.0,0.0,0.0,0.0,2.775563080623812,158.0,438.53896664938657,1008705.5572835666,17.0,,0.0
CHW,117032.02773444272,1908.0,31.634755463059314,1908.0,1908.0,1620.0,5011.0,5769.0,1124.0,935.0,145.0,41.0,3.0,534.0,430.0,462.0,62.0,234.0,209.0,0.22481663178713818,0.08008320282371297,0.29763179606170914,0.27178543856404924,0.5694172346257583,0.046968806776911086,0.2842129044461495,-0.5095971484380802,40.13381660584499,0.021857199249407235,3.8862887848847287,11.411282905043437,-0.2742584635170871,1.567228875759586,3.6120303213676417,0.5481058120765225,17.138647914247187,23.380813639350446,2.024995137526527,0.5262486128271153,5.04488720474293,93.09718723746074,0.5262486128271153,91.44896374316184,124.83343325923568,98.2247109230698,86.96181960295226,70.42236273848928,0.0,0.0,0.0,0.0,2.802550991879009,156.0,437.19795458485004,1006885.2222222222,4.0,,0.0
CIN,117416.4974818131,1908.0,27.792389479574705,1908.0,1908.0,1454.0,4745.0,5361.0,1095.0,876.0,128.0,77.0,14.0,481.0,396.0,362.0,46.0,208.0,196.0,0.23091359046204063,0.06752471500335758,0.29164632706640553,0.2992628587022944,0.5909091857687,0.0683492682402537,0.2917546517809667,2.24543568586502,40.42860100435208,-1.4715000508811495,-1.8081731666355663,10.720529143873451,0.05180226133660669,1.394035182773712,-1.7556963396706682,-0.4857464145429954,9.8731215724335,12.087659712500571,1.2615422291702667,0.9857536363381544,5.451114131603262,87.85306700332676,0.9857536363381544,93.58104257218872,96.31292856529097,94.5876767615598,94.14305035076538,96.09273796729936,0.0,0.0,0.0,0.0,2.649891992184294,155.0,410.733258720388,1007262.11602313,18.0,,0.0
CLE,115693.75843095491,1908.0,28.15852141460814,1908.0,1908.0,1533.0,4992.0,5634.0,1199.0,939.0,186.0,56.0,18.0,556.0,451.0,357.0,54.0,231.0,170.0,0.24043102156478524,0.06336528174547391,0.29795704045580407,0.3112008557965921,0.6091578962523962,0.07076983423180688,0.3001426677172921,4.37136823055527,45.6616437147624,2.8729990531400067,3.6238906638267663,11.59289959317981,-0.11842251526318123,1.5921721639363562,3.505468148563585,2.92331614615256,19.613856051832315,24.40178208933158,2.336787706557271,0.050317093012553604,5.239076113944066,98.72243530432043,0.050317093012553604,97.80045007803245,98.7735928486625,98.33204836823543,99.57337238172163,106.10827226006914,0.0,0.0,0.0,0.0,2.8290203458643948,157.0,444.15619453319135,1005570.638800142,5.0,,0.0
DET,117538.14483002832,1908.0,26.935729461756374,1908.0,1908.0,1508.0,5097.0,5648.0,1345.0,1041.0,199.0,86.0,19.0,645.0,520.0,320.0,42.0,189.0,165.0,0.2642532879888456,0.05665722334525496,0.312512360111898,0.3482881213070113,0.6608004814189093,0.0840348333181657,0.32240869956095336,14.951449321681112,59.45837431028807,11.389657709033154,-2.798512747875354,12.496024948815228,-0.8893671751466894,1.7162076599941136,-3.6878799230220434,11.522337836718568,22.04669052250586,24.642815177307423,2.7879687211643556,0.1326801276854147,5.678980152006658,109.0080602731652,0.1326801276854147,107.49066543788408,88.31709346955883,103.13560794933707,111.4399981653683,125.99705891420449,0.0,0.0,0.0,0.0,3.1088145211720963,154.0,478.75743626062325,1007378.345786119,6.0,,0.0
NYG,116375.74164724165,1908.0,29.005439005439005,1908.0,1908.0,1448.0,4400.0,5148.0,1190.0,970.0,163.0,38.0,19.0,580.0,503.0,451.0,67.0,230.0,160.0,0.26956944023251744,0.0876068371493784,0.34710867542210566,0.33607234419561,0.6831810196177156,0.06650290396309246,0.3383016991922031,15.668260158541356,63.26195179355858,11.692919466071649,2.8634421134421135,13.362683632482703,0.36116579933874976,1.7376055668484276,3.224607912780863,11.306832658940566,29.631729771052555,34.44724219990733,3.5916215817776345,-0.3860868071310842,4.708986490405272,118.34129557246892,-0.3860868071310842,109.24687980505519,124.95678134709058,112.57540433376924,105.72269394974036,93.49692087597687,0.0,0.0,0.0,0.0,3.260901520262238,157.0,511.96153846153845,1006242.7041569542,30.0,,0.0
NYH,115074.46190068492,1908.0,28.240154109589042,1908.0,1908.0,1355.0,4266.0,4672.0,992.0,844.0,107.0,35.0,6.0,374.0,291.0,244.0,33.0,129.0,193.0,0.23316249505500852,0.05222602689212329,0.27946926223886986,0.27878218975963187,0.5582514519985017,0.045619694704623286,0.2750255678586698,-1.4880671785823132,31.32841535986436,-5.125280029150389,-3.495719178082192,9.213747852446817,0.3049930275572553,1.2654187796834364,-3.1907261505249362,-3.728516822502629,3.5599236591026884,1.9417893237010075,0.5216402008712344,1.39676320664776,4.780399402371513,75.24835138204007,1.39676320664776,94.84382177177736,81.40975900757124,92.23069530382132,89.20053488693394,68.39958067845556,0.0,0.0,0.0,0.0,2.2774469746746577,155.0,353.0042808219178,1004968.1327054794,9.0,,0.0
