Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BBB,121987.6582914573,1948.0,29.46315789473684,1948.0,1948.0,292.0,931.0,1045.0,283.0,207.0,48.0,18.0,10.0,179.0,144.0,95.0,0.0,19.0,14.0,0.0,24.0,0.0,0.3053485765330144,0.09090909050143539,,,0.3799043057885167,0.42996790129760765,0.8098722070861245,0.12461932476459332,,,0.3786153277712005,3.6593759890165285,14.885598124029043,2.8953004034085366,0.3119617224880383,2.86814717595158,0.12346275247027429,0.3991806178130922,0.43542447495831255,3.324333914063737,7.027086182786723,6.695209142863837,0.6970330009097315,0.42903351065520035,5.377703214729926,117.12957879971927,0.42903351065520035,109.68472297610329,100.2092090418903,,108.20084967734469,109.46737868494249,108.93843984310432,,0.0,0.0,0.0,0.0,3.3300410102679425,28.0,93.24114832535885,1014930.8995215311,1115.0,,0.0
BEG,114210.3178807947,1948.0,29.85169880624426,1948.0,1948.0,604.0,1944.0,2179.0,543.0,423.0,83.0,28.0,9.0,321.0,264.0,213.0,0.0,22.0,55.0,0.0,47.0,0.0,0.27947914116245987,0.09775126149426344,,,0.3570445152514915,0.3644138525676916,0.721458367819183,0.08493471140523175,,,0.3443613985417468,2.696181799061085,27.033697691933195,4.710314252547949,4.243689765947682,6.217904530867367,0.1828649769673494,1.0435201531815068,4.426554742915032,5.431245144555289,17.119224571519194,15.974701695892811,1.7010400663028822,0.7209308920073408,5.452777408667664,112.09432630751502,0.7209308920073408,105.78610698962991,113.02568205168826,,107.61775378273856,101.70096152386043,90.23481441128173,,0.0,0.0,0.0,0.0,3.4260856725516295,59.0,202.13905461220745,1014173.0541532813,1132.0,,0.0
BOS,118671.0154483198,1948.0,29.41376015289059,1948.0,1948.0,1671.0,5360.0,6279.0,1470.0,1032.0,277.0,40.0,121.0,907.0,854.0,821.0,548.0,32.0,66.0,144.0,38.0,17.0,0.2748425173486225,0.130753304212932,0.08727504315623509,1.826231205047141,0.373326257339226,0.4097179217423156,0.7830441790815419,0.13487540439369325,0.2865190474960981,0.2372989319222806,0.3696586668321543,19.973206555062987,82.73041637461186,9.122216629732742,2.911235059760956,16.033614153523892,0.7815528039513908,2.179867852766448,3.690933278549257,8.613926314461127,30.51834159930073,28.726676724858994,3.0284990899363278,-0.5082903152716164,3.9111344003156687,101.73941600179293,-0.5082903152716164,100.72163344331639,116.83057394197085,109.01620757231458,104.25036127338242,103.87525937385584,110.95443106120366,100.08342295446222,0.0,0.0,0.0,0.0,3.3628377223968786,155.0,521.2398471094124,1008494.6601369645,3.0,,0.0
BRO,117910.79647651006,1948.0,26.261744966442954,1948.0,1948.0,1924.0,5246.0,5960.0,1378.0,982.0,252.0,54.0,90.0,734.0,666.0,598.0,665.0,18.0,98.0,99.0,113.0,0.0,0.2625994247879195,0.10033557001090603,0.11157718068120806,1.0820731569956377,0.3394920942590604,0.38293271948087254,0.7224248137399328,0.12033329469295302,0.2858752979931209,0.22701342303355704,0.34059079022372224,4.889536398883059,49.13321600203979,1.4625985988647796,1.9840604026845639,11.30365880715392,0.8835917529224999,1.179648664557522,2.8676521556070638,2.9206527078585927,18.2716123351771,21.441131747671108,1.8133950087526873,1.4580541089938128,4.6333981258933274,93.01283581719176,1.4580541089938128,97.69231037854199,103.49397713408867,124.73661233304318,98.95585365340554,96.29275051880747,93.3735456989849,101.48383677305992,0.0,0.0,0.0,0.0,2.370792378971476,155.0,367.4728187919463,1007742.7845637584,22.0,,0.0
BSN,118094.65026507621,1948.0,29.527998674618953,1948.0,1948.0,1784.0,5222.0,6036.0,1435.0,1023.0,269.0,48.0,95.0,738.0,684.0,663.0,531.0,14.0,137.0,112.0,43.0,0.0,0.274171555370444,0.10984095383880052,0.08797216650149105,1.4963258740084493,0.3566505105853214,0.3994671590159045,0.7561176696012258,0.12529560364546058,0.28932983403479123,0.21355202162193504,0.3559652238642737,11.612217749139626,61.98121212895196,11.732902253616505,1.5354004311059526,12.868593481276122,0.08110315604487187,1.3429650853680708,1.6152317180064357,12.066140144399997,27.89293042905062,33.0621279854044,2.767014606431428,0.33323789078349125,3.692993374083814,110.05169269338347,0.33323789078349125,101.99737758697941,113.29857560727137,98.34761876935073,103.95722412305199,100.45052179328505,97.22408750399192,102.6757076790534,0.0,0.0,0.0,0.0,2.716542735120941,154.0,418.34758117958916,1007924.1789264414,16.0,,0.0
CAG,123508.0,1948.0,26.226452905811623,1948.0,1948.0,145.0,466.0,516.0,130.0,96.0,22.0,6.0,6.0,71.0,59.0,43.0,0.0,7.0,5.0,0.0,4.0,0.0,0.28032964015310075,0.08333333277906975,,,0.3488372087189923,0.39452883336046507,0.7433660420794573,0.11419919320736432,,,0.34870653639930166,0.7597826094980328,5.293444380197361,0.451213953833195,-1.9011627906976745,1.1582889638176954,0.07824628626433194,0.1612073843558716,-1.8229165044333424,0.4537028915043108,-0.049717264755465174,-1.110733881004184,-0.006536566628072522,0.0024889376711158097,3.161676600688231,98.9505112663005,0.0024889376711158097,100.69763308314984,91.85844142267993,,99.35260487276396,100.44479383986729,99.82947639021502,,0.0,0.0,0.0,0.0,2.896541441957365,13.0,37.65503875968992,1015528.7286821705,1117.0,,0.0
CBE,119139.29591836735,1948.0,27.87265415549598,1948.0,1948.0,223.0,714.0,795.0,189.0,140.0,30.0,12.0,7.0,116.0,95.0,69.0,0.0,12.0,13.0,0.0,22.0,0.0,0.2625255718918239,0.08679245247044026,,,0.3396226411044025,0.3680768182867924,0.7076994593911949,0.10555124639496856,,,0.3363630656176393,0.18744081262956153,6.890306026938039,-0.2687674827596049,-0.26666666666666666,1.7124909612508314,0.06867519121312496,0.23833965203847807,-0.1979914754535417,0.010774825213115654,1.7636139630488834,1.7913509491780741,0.17464540487778013,0.27954230797272056,4.957529951704905,91.61189873712027,0.27954230797272056,94.3022068550055,95.6714335705663,,96.72819648855635,93.71026146591392,92.26970317391682,,0.0,0.0,0.0,0.0,2.651033242880503,21.0,55.67169811320755,1014967.5798742138,1118.0,,0.0
CHC,119358.54502283105,1948.0,28.12931506849315,1948.0,1948.0,1811.0,4965.0,5475.0,1301.0,968.0,207.0,41.0,85.0,542.0,541.0,414.0,557.0,28.0,68.0,100.0,34.0,0.0,0.2620640734858448,0.07561643792109589,0.10173515929333334,1.0589119637187212,0.3216765726703197,0.3725382768144292,0.694214849484749,0.11047420332858449,0.279816599505936,0.19287671185388128,0.32601227093000773,2.209773660443286,51.802227209853655,0.5541996392345101,1.0659601680979354,12.670197853348707,-0.6164245979644393,1.3222605381474393,0.44914617829126857,0.8360843102333945,15.277688880020808,13.895591642940536,1.5157568181088037,0.28188467099888415,3.2507851545713295,88.18703826740384,0.28188467099888415,97.49314883960838,77.9967253519016,113.73382127005286,93.76294879079849,93.67895069564594,85.7233079122583,99.29970571636069,0.0,0.0,0.0,0.0,2.657405803117808,155.0,411.89789954337897,1009157.2226484019,17.0,,0.0
CHW,117933.23730431462,1948.0,30.95475372279496,1948.0,1948.0,1599.0,4637.0,5238.0,1177.0,951.0,151.0,38.0,37.0,501.0,447.0,523.0,402.0,12.0,66.0,102.0,46.0,44.0,0.25396269891198936,0.09984726942497137,0.07674684956071019,1.7118576727913324,0.3304178544505537,0.3264168644240168,0.6568347188745705,0.07245416551202748,0.26914569443394426,0.1836578843661703,0.31607474091540516,-3.3187162870308837,51.825481512080884,-7.479480175318946,-0.46659030164184806,14.088593053433414,0.3609867421035385,1.9154303448881744,-0.10560355953830954,-8.70124505253435,7.197174786248929,4.378887441911797,0.713240071020391,-1.2217648772154048,3.4652104412261147,79.06605190709291,-1.2217648772154048,93.06979907931238,89.2154417333973,95.86532621077087,92.26830425256239,82.75604911754486,59.60397856480643,93.98482429681579,0.0,0.0,0.0,0.0,2.9740830005269188,154.0,458.00878197785414,1007762.447689958,4.0,,0.0
CIN,118342.86819711063,1948.0,28.039976251731645,1948.0,1948.0,1662.0,4563.0,5053.0,1126.0,812.0,195.0,33.0,86.0,516.0,481.0,404.0,520.0,16.0,70.0,103.0,39.0,0.0,0.2469726806968138,0.07995250303225805,0.10290916249871364,0.9565548349574511,0.3098046216204235,0.361069961998021,0.6708745836184445,0.11409728130120718,0.2610685455234514,0.199881257613299,0.31564395331495915,-2.9344113881493663,46.98626258621327,-5.515067716117161,-2.657029702970297,12.75405371096446,0.6359674459208645,1.3310117267793133,-2.0194847606890702,-5.136564983418474,6.929015693636227,4.7876982989176415,0.6848007854081946,0.3785027326986875,3.4433408532116165,80.0563277836714,0.3785027326986875,91.87884473524414,82.46928302429792,115.04628661299499,90.30248808923811,90.79511361067544,88.53466313618775,92.64650413181468,0.0,0.0,0.0,0.0,2.7099606912408474,153.0,414.62398575103896,1008164.167425292,18.0,,0.0
