Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
ATL,114810.70199964607,1970.0,29.128826756326315,1970.0,1970.0,1792.0,5054.0,5651.0,1369.0,1001.0,195.0,22.0,151.0,671.0,633.0,474.0,61.0,671.0,30.0,39.0,54.0,129.0,55.0,29.0,0.2717115488543621,0.083878959039639,0.11874004560714917,0.9525693576729783,0.3338108367395151,0.41001803421235183,0.743828870951867,0.13830648535798973,0.2856282753995753,0.229339938964785,0.3304862855676013,12.124848156150913,59.6378187864447,5.779457962782205,1.1881082994160326,12.241312899565978,-0.1218744995867841,1.9556666895395487,1.0662337998292484,5.9419846366147695,21.205198025549542,20.91767727635177,2.2176421103688617,0.16252667383256464,3.298457186085186,95.04320798408072,0.16252667383256464,101.78519268358473,87.55653810110533,86.30222379724748,98.23604877547488,100.53746154374343,98.17320322756058,98.18001558707437,0.0,0.0,0.0,0.0,2.5942955564183325,162.0,420.2758803751548,1004710.127057158,16.0,14.0,0.0
BAL,116688.62068424356,1970.0,28.83976773383553,1970.0,1970.0,1937.0,5507.0,6372.0,1418.0,1003.0,213.0,24.0,178.0,786.0,742.0,713.0,64.0,943.0,44.0,46.0,62.0,107.0,84.0,39.0,0.2579844789532329,0.11189579369036408,0.1479912111826742,0.9310949594163527,0.34386203485122413,0.4033312928526366,0.7471933277038607,0.14534681389940365,0.27871970928986195,0.2878217220182047,0.3351355547358659,12.397502009963988,65.59677706924457,10.63922140805964,4.80398618957941,13.706340887376832,0.21889620601232893,0.6206010465307541,5.022882395591739,10.955921329783564,30.305745659282895,37.11340541309579,3.1543083237771725,0.3166999217239245,3.452254443699199,107.41718721225381,0.3166999217239245,100.00162488314035,116.93390600624257,111.32757759456474,103.5235235552386,102.46913380202267,107.16247889017954,100.60161574536082,0.0,0.0,0.0,0.0,2.9047782351804767,162.0,470.5740740740741,1006544.8223477715,2.0,,0.0
BOS,118166.4514085681,1970.0,26.39806634439073,1970.0,1970.0,1813.0,5313.0,5999.0,1407.0,936.0,245.0,27.0,199.0,759.0,719.0,572.0,45.0,822.0,39.0,44.0,31.0,134.0,50.0,47.0,0.2653894755142524,0.09534922437889648,0.13702283681997002,0.8241804251206869,0.33768071029021507,0.4350841976096016,0.7727649078998166,0.16969472209534922,0.27837496449258203,0.2655442561043508,0.3434448206558783,17.99527575906798,73.368544892729,12.308952007770426,1.3553925654275714,14.266451976059747,-0.10116689616389192,0.6459619747804106,1.2542256692636793,11.782289019124635,27.94892863922847,27.540459618024805,2.923923888500207,-0.5266629886457909,3.2872239535005057,106.26123255405254,-0.5266629886457909,102.88914895465248,99.642326789717,103.07652985874388,101.67951585559655,110.55461001406005,125.134761573522,100.46239233895336,0.0,0.0,0.0,0.0,3.0234823085680946,162.0,489.80413402233705,1008001.1993665611,3.0,,0.0
CAL,116825.76417691319,1970.0,26.404110846026793,1970.0,1970.0,1947.0,4946.0,5449.0,1247.0,929.0,184.0,35.0,99.0,565.0,517.0,380.0,45.0,821.0,24.0,33.0,66.0,100.0,65.0,24.0,0.25174729173885113,0.06973756592071939,0.1506698471952652,0.5566733607193981,0.30606056667682136,0.36344064687061844,0.6695012135474399,0.11169335513176727,0.2819977647417875,0.2385758851917783,0.300041402703635,-0.307493683709026,50.49731577724443,0.01109517419009263,4.514416896235078,13.089427185128123,0.3789580431889013,0.5926681873978463,4.890060997859483,0.6089658762816438,19.181122246667098,17.687089268377523,1.9892907100912465,0.5978707020915498,3.7194775626167362,88.19422325008014,0.5978707020915498,97.5839257305817,72.87750244699134,113.34260305557828,92.14296744741318,92.33463639749328,82.35018360819019,101.75285572010696,0.0,0.0,0.0,0.0,2.7740360105652413,162.0,449.3938337309598,1006678.399889888,1.0,,0.0
CHC,117121.04836109618,1970.0,30.17875694071288,1970.0,1970.0,1709.0,4920.0,5583.0,1289.0,887.0,202.0,40.0,160.0,728.0,675.0,548.0,60.0,742.0,19.0,32.0,64.0,100.0,39.0,14.0,0.2616672357028479,0.09815511335142396,0.13290345634175174,0.9123181386589647,0.3353983053286764,0.41759707535643925,0.7529953806851154,0.1559298396535913,0.27680302306931753,0.25971699808884113,0.3347270928413217,15.149862122070676,72.24903041756949,3.2792383857381537,-0.6949274063452232,14.711115220493564,0.3993637689036727,2.3502412068657743,-0.2950657492765172,3.6893185551178402,20.45560923320066,16.126997548249477,2.1481802651920203,0.41008016937968644,3.8714811391893376,90.96428927612362,0.41008016937968644,98.02251732505916,102.45861441736427,96.59642434854331,98.70321947393866,102.39586164808502,110.6826754937029,95.30010769960467,0.0,0.0,0.0,0.0,3.1177195779813722,162.0,505.07057137739565,1006968.0653770374,17.0,,0.0
CHW,116945.08270550812,1970.0,27.05809475975222,1970.0,1970.0,2016.0,5374.0,5973.0,1367.0,1037.0,189.0,20.0,121.0,623.0,574.0,463.0,41.0,831.0,42.0,47.0,47.0,126.0,52.0,31.0,0.2547975210919136,0.07751548592047547,0.1391260669455885,0.7005280576223004,0.3151287340065294,0.36567822117261006,0.6808069551791395,0.11088070008069648,0.27691391176929514,0.23689937993470617,0.30625242700186117,1.9782730590240354,48.83411515173762,-2.112436075484447,-3.6882638540097106,12.072009319153258,0.33665626703764795,0.5466011445910678,-3.3516075869720625,-2.117034609876377,7.149968266895884,3.1177672194167467,0.7675835978240005,-0.004598534391929763,3.1052268984163,83.3738733206791,-0.004598534391929763,98.76627550918133,81.00562358702551,104.6587016183898,94.87304096240891,92.90310778715687,81.75102269493036,99.9184562223453,0.0,0.0,0.0,0.0,2.558415131618952,162.0,414.46325129750545,1006800.8551816507,4.0,,0.0
CIN,117783.66731770833,1970.0,25.8037109375,1970.0,1970.0,2023.0,5477.0,6144.0,1481.0,1000.0,246.0,44.0,191.0,762.0,718.0,535.0,69.0,973.0,29.0,48.0,55.0,119.0,114.0,50.0,0.27146398268766275,0.08707682234374998,0.1583658848873698,0.6518628031583659,0.3351943532366537,0.43854756972347003,0.7737419229601237,0.1670835870358073,0.2966824481236979,0.2765299473925781,0.34104116693262654,17.874285046452577,76.47058842512097,14.19481108449444,2.8870442708333335,15.096839345145781,-0.13337106439613913,2.4118643209976653,2.753673206437194,14.727372258082537,34.98974913066318,35.39453189382114,3.654736256284199,0.5325611735880974,4.255983088225924,108.03919574457836,0.5325611735880974,101.69245253291514,90.89460814196268,115.10293742531651,98.64319911074286,107.53297598451661,118.59986828237722,101.9963063684556,0.0,0.0,0.0,0.0,3.1994659044970706,162.0,518.3134765625,1007620.9039713541,18.0,,0.0
CLE,117712.99793956045,1970.0,26.017857142857142,1970.0,1970.0,1920.0,5195.0,5824.0,1310.0,925.0,190.0,22.0,173.0,614.0,588.0,475.0,41.0,843.0,36.0,44.0,74.0,109.0,25.0,35.0,0.2517919386747939,0.08155906527163462,0.14474587852678572,0.6526948515206044,0.31585940289714975,0.3964964394630839,0.7123558423602335,0.14470450078828984,0.26810655835267855,0.25600961500343405,0.3184568361755417,4.147408369254401,56.71046762846044,-0.5337966857567704,0.6490384615384616,13.542425295970004,0.300488482882009,0.613179212475578,0.9495269444204706,-1.151325226208341,13.953806226657715,13.951315558822857,1.4599349493913707,-0.6175285404515707,2.7087812757831515,91.14067456969805,-0.6175285404515707,97.60123206683282,85.23126525042562,108.88625003070938,95.09301702967653,100.732691530118,106.68890906526234,96.74051131098203,0.0,0.0,0.0,0.0,2.8700396826236263,162.0,464.94642857142856,1007554.5925480769,5.0,,0.0
DET,117764.54212932724,1970.0,28.91884389288047,1970.0,1970.0,2059.0,5313.0,6124.0,1270.0,879.0,206.0,38.0,147.0,659.0,614.0,649.0,56.0,802.0,34.0,48.0,80.0,133.0,29.0,30.0,0.23900331874640757,0.10597648540300454,0.13096015639304376,0.9394423961379815,0.32238719098334423,0.37531972040822986,0.6977069113915743,0.13631640166182235,0.2521365056729261,0.2609405611103854,0.31403076749930775,3.065206699795571,51.61739989522143,-0.5259445546470385,-3.302416721097322,12.509059757388432,-0.012545479468242122,0.5663900847308299,-3.314962200565564,-0.8552660993379828,8.905221542215715,9.270331347329538,0.9497532421225467,-0.32932154469094393,3.0796178963973224,89.76624895409304,-0.32932154469094393,92.64402387337641,110.748080640801,98.51582979915351,97.05828087160411,95.35259805169682,100.50446324596187,90.97805972682394,0.0,0.0,0.0,0.0,2.6510390209634225,162.0,429.46832135858915,1007600.4193337688,6.0,,0.0
HOU,118182.68341446454,1970.0,26.2826842837274,1970.0,1970.0,1882.0,5052.0,5752.0,1310.0,930.0,229.0,40.0,111.0,672.0,625.0,570.0,71.0,849.0,26.0,42.0,62.0,133.0,101.0,35.0,0.2592258411649861,0.09909596603494437,0.14760083398313628,0.8762291810526773,0.33403148163856045,0.38722987197287895,0.7212613536114394,0.1280040308078929,0.2885649585278164,0.2659944372096662,0.32220910067046277,8.732378139744885,61.61462696456727,4.183178652611705,-4.718706536856746,13.624661773612907,1.4457037752916484,2.1766698887210305,-3.273002761565097,5.03355922796648,17.56188812873532,16.158098965850513,1.8642935775018972,0.8503805753547736,4.089218093075542,94.2036188580521,0.8503805753547736,97.10795254302955,103.44071773356366,107.27872085562048,98.30098160772319,94.94974638578772,90.86027815632181,99.31030951731626,0.0,0.0,0.0,0.0,2.8874680198678706,162.0,467.76981919332405,1008007.9869610571,21.0,,0.0
