Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SB,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,Pos
BAL,120904.75085130533,1891.0,26.134733715255678,1891.0,1891.0,1235.0,4643.0,5286.0,1186.0,921.0,139.0,97.0,29.0,830.0,627.0,535.0,535.0,108.0,340.0,0.25603911023893305,0.10121074484562997,0.10121074491146424,1.2447899478219824,0.34600832342395,0.3467190009984866,0.6927273244224367,0.09067989075955354,0.2832980279277336,0.20790767979568672,0.3422005711587775,9.976778355237931,80.51834200117342,3.90274719181229,-0.3475217555807794,17.074872048341252,-0.7207594833206745,4.357192309890428,-1.068281238901454,5.688592349448018,26.052375468778244,18.293863471195277,2.2071036217478115,1.7858451576357284,7.392682061388748,97.41815796216633,1.7858451576357284,97.74252001499923,102.09773526640787,121.97184371009084,100.12660813122734,98.1552596741498,99.33971783640183,100.10631441549887,0.0,0.0,0.0,0.0,3.4788949761653427,139.0,483.56640181611806,1010664.8053348467,1006.0,0.0
BRO,116133.09442595673,1891.0,28.01642475171887,1891.0,1891.0,1266.0,4748.0,5249.0,1233.0,941.0,200.0,69.0,23.0,765.0,603.0,465.0,435.0,36.0,337.0,0.2601294913831206,0.08858830208172984,0.08287292767631929,1.4915676562832922,0.3303486372962469,0.3463017794061726,0.6766504167024195,0.08617228802305199,0.2823367324528482,0.1758430167879596,0.33113459289176145,3.248645605042395,64.81079385771872,4.292481130010938,-0.14536102114688512,14.901368074451947,-0.43727309750256416,1.5817779765127162,-0.5826341186494493,6.5133342325525385,22.413846164867756,19.880393332328616,1.9011717123053928,2.2208531025416014,6.779534792364764,101.44910679575128,2.2208531025416014,100.18848928555612,98.25406717541307,112.08078657587792,99.01898870201724,98.12484216001243,92.38076160264468,102.09899885806631,0.0,0.0,0.0,0.0,3.080379579180796,137.0,422.01200228614977,1006313.5540102876,22.0,0.0
BSN,118206.94981060606,1891.0,26.98200416745596,1891.0,1891.0,1211.0,4694.0,5280.0,1213.0,911.0,173.0,80.0,49.0,814.0,674.0,507.0,489.0,79.0,276.0,0.2585735733342803,0.09602272675208334,0.09261363598106061,1.1739371189886365,0.34071969653731055,0.36139295676666666,0.7021126533039773,0.10281938343238638,0.28051009443333336,0.19791666659280305,0.34331932307192775,8.392076783209308,85.83192695533886,3.3200795619886865,1.6196969696969696,18.744630325585604,-0.0007675051879645748,1.9897396855606613,1.618929464509005,4.250133915342621,26.603433390997893,20.30001380604335,2.2835663781407036,0.9300543533539343,6.83293710910508,99.91997261993922,0.9300543533539343,99.58922974779054,106.49965314789901,125.2545247218944,102.1276190454744,102.40093741729497,110.22723391605014,101.4384474964057,0.0,0.0,0.0,0.0,3.7918181815378786,140.0,530.8545454545455,1008033.2653409091,16.0,0.0
BSR,116259.67917377298,1891.0,28.094750805381846,1891.0,1891.0,1235.0,4587.0,5277.0,1269.0,966.0,158.0,96.0,49.0,987.0,732.0,627.0,474.0,63.0,428.0,0.2777949262563957,0.11881750951771841,0.08982376296266818,1.8064171473797614,0.3712336549109342,0.3871374609816184,0.7583711158925526,0.10934253472522268,0.30102480882869054,0.21792685271555806,0.37014669898289587,20.205896749668074,91.96565400559764,15.275250567968516,3.1072579116922494,17.369740760426488,-0.1295122621231161,4.432437364792605,2.9777456495691332,18.861178680220014,43.64110245500824,35.165948953701836,3.7528238267889438,3.585928112251505,7.06173792645283,113.39863914289288,3.585928112251505,106.04776791460752,119.85880204968866,108.24907955295382,107.42622120349127,109.59762200170755,119.78462320739202,106.37025742783261,0.0,0.0,0.0,0.0,3.5389725734982003,139.0,491.91718779609624,1006129.9484555619,1013.0,0.0
CHI,116307.02257294916,1891.0,28.362261297031576,1891.0,1891.0,1267.0,4873.0,5449.0,1231.0,924.0,159.0,88.0,60.0,832.0,684.0,526.0,457.0,50.0,238.0,0.2532420777476601,0.09653147316241512,0.08386859936428703,1.5344185637907872,0.33162048015434026,0.35946523918884193,0.6910857193431822,0.10622316144118187,0.268883200290512,0.191411269475133,0.33661175660199694,6.180556356174017,76.29141199459701,3.2255080408635766,4.792438979629289,16.9706174254159,-0.8042238124800584,1.801428483426887,3.988215167149231,3.0400429628352015,25.80030403882722,21.225434777387086,2.2632131184387934,-0.18546507802837528,6.6999641562840075,98.60876171405262,-0.18546507802837528,97.53581209946486,107.06390827867095,113.42737428657907,99.40021198971421,101.8547173447978,113.87624465944303,97.23391398956196,0.0,0.0,0.0,0.0,3.508130467307763,137.0,480.6138741053404,1006168.4967884015,17.0,0.0
CIN,118542.37832831674,1891.0,28.60129659643436,1891.0,1891.0,1043.0,3937.0,4319.0,941.0,706.0,122.0,75.0,38.0,547.0,438.0,343.0,354.0,39.0,208.0,0.23949872984394538,0.07941653112618662,0.08196341714864551,1.1599575392366288,0.306320907260477,0.33792975386733043,0.6442506611278074,0.09843102402338505,0.2540928025135449,0.17017828225052095,0.31343606864448276,-2.461468191749971,65.67024925985855,-4.364067019916991,6.127112757582774,16.491558987252255,1.4164251114144097,1.7505765023763014,7.543537868997183,-3.1984244031525173,22.58724895547322,13.127306371689004,2.0104914052065337,1.1656426167644736,6.568485546899812,87.58774245490602,1.1656426167644736,92.24258195905355,88.08157511486932,110.8507267940048,91.8168959420177,95.75262309152492,105.5227054221424,91.88538993241288,0.0,0.0,0.0,0.0,3.3843968840472325,138.0,467.04677008566796,1008365.9094697847,18.0,0.0
CKE,116593.25179340028,1891.0,29.709025270758122,1891.0,1891.0,317.0,1212.0,1394.0,286.0,221.0,37.0,18.0,10.0,196.0,121.0,168.0,151.0,14.0,56.0,0.23756141426255378,0.12051649896915352,0.10832137681563844,1.124586854374462,0.3357245332783357,0.3241639045107604,0.6598884377890962,0.0866024902482066,0.2657785678730272,0.23601147649210905,0.32824902670455286,1.2002936237380366,58.43500852140552,-5.774244663914921,2.903873744619799,13.853895251119411,-4.847323847605901,3.535258459290717,-1.9434501029861024,-6.519076537986297,8.92662706943773,2.238501352309993,0.8018342313280763,-0.7448318740713759,6.261400491797424,86.9046070107186,-0.7448318740713759,90.68868918768176,121.57268109975999,130.5410611785978,97.15072299694961,91.76996972363472,94.87293018469161,93.9830500791964,0.0,0.0,0.0,0.0,3.8465411982281204,102.0,392.3472022955524,1006432.8055954089,1023.0,0.0
CLE,118228.85461254613,1891.0,24.800609137055837,1891.0,1891.0,1254.0,4869.0,5420.0,1246.0,963.0,176.0,86.0,21.0,811.0,644.0,507.0,432.0,44.0,239.0,0.25630164596697413,0.09354243501568264,0.07970479645848709,1.6237209864164204,0.3315498150902214,0.3411161251428044,0.6726659402330258,0.08481447917583025,0.27685888293782285,0.17712177068819185,0.33040085462406554,4.453525235423058,75.8787015039971,0.8621981532360105,-2.204981549815498,17.288754073236262,0.15481757419149483,1.8351986406721532,-2.0501639756240033,0.6547489819129699,17.72853772019738,11.42221604702103,1.4722385763930563,-0.20744917132304053,6.817345081923321,94.48848423317345,-0.20744917132304053,98.71420027886475,103.7487397072271,107.79607444096813,99.37903078175502,96.65548353597666,90.92512640605341,100.11809135616119,0.0,0.0,0.0,0.0,3.472507915295204,141.0,489.6236162361624,1008055.6223247233,1026.0,0.0
COL,117443.85868131868,1891.0,25.616019417475727,1891.0,1891.0,1097.0,4058.0,4550.0,966.0,776.0,124.0,51.0,15.0,600.0,482.0,458.0,448.0,34.0,235.0,0.23813180527032973,0.10065934011736265,0.09846153786483516,1.256001679793846,0.3204395599013186,0.3047153089156044,0.6251548688169231,0.06658350364527472,0.2629307085281319,0.20241758413406594,0.31241406652953596,-2.7100669501431125,59.50296490815439,-3.0504193032758007,4.673626373626374,15.058917095340215,0.09183498841147501,3.8427578008977266,4.765461362037849,-2.2293280159546867,21.437808242321104,15.327351845019411,1.8909620548159016,0.8210912873211142,6.176817095611643,89.67545057252788,0.8210912873211142,90.9064350408129,101.54149813904404,118.65869891986674,92.7276139674548,86.26412220606991,72.9421529875825,92.97060887290215,0.0,0.0,0.0,0.0,3.0903901903384616,138.0,426.4738461538462,1007288.7028571429,1025.0,0.0
LOU,122068.01238390093,1891.0,25.536895674300254,1891.0,1891.0,1021.0,3785.0,4199.0,957.0,775.0,107.0,62.0,13.0,556.0,432.0,359.0,384.0,55.0,175.0,0.25264009391497977,0.08549654625839485,0.09145034487211241,1.3016993064813052,0.32650631063658014,0.32392952452393425,0.6504358351605144,0.0712894306089545,0.2778818004272446,0.180042866873065,0.3219793093831916,-1.323737765467859,58.93300127321963,-3.1961571213517157,-2.926172898309121,14.585388471115364,-0.49997247899961234,3.7219220327499967,-3.4261453773087336,-3.509904618551333,11.371260508005294,8.107730429149125,0.9215080416482556,-0.31374749719961736,6.4459480772996,92.18907842128827,-0.31374749719961736,96.44495098046664,86.2458206329334,110.20931800998667,94.483187843506,91.7036173506667,78.09749065743313,98.19243390924935,0.0,0.0,0.0,0.0,2.950452488216242,140.0,413.0633484162896,1009139.1502738748,1044.0,0.0
