Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BBB,110530.0,1943.0,29.749814402375648,1943.0,1943.0,365.0,1239.0,1356.0,312.0,257.0,34.0,15.0,6.0,170.0,129.0,110.0,0.0,7.0,0.0,23.0,0.0,29.0,0.0,0.2524242854712389,0.08112094346312686,,,0.3163716810162242,0.31895242718289085,0.6353241081991151,0.06652814171165192,,,0.3085901339409274,-0.33989964873460415,14.024595189536473,0.8374642791123846,1.8650442477876106,3.75470153188778,0.19582998434460797,1.2057856814111625,2.0608742321322184,1.3677091323253079,8.389070577756469,7.1663786368550335,0.8959335124849949,0.5302448532129239,5.039540830500889,97.62443186188756,0.5302448532129239,98.17465450321932,112.14855789138944,,100.7585509776528,96.13955291952374,89.1293021432637,,0.0,0.0,0.0,0.0,3.160521141275811,42.0,132.74188790560473,1015820.0508849558,1115.0,,0.0
BEG,111037.0,1943.0,30.27948717948718,1943.0,1943.0,405.0,1227.0,1353.0,313.0,245.0,39.0,22.0,7.0,168.0,123.0,119.0,0.0,7.0,0.0,8.0,0.0,28.0,0.0,0.25520389771914265,0.08795269735476718,,,0.32446415322542493,0.34101782636733186,0.6654819795927567,0.08581392864818921,,,0.32156917525500783,0.9841937340425329,15.611602800648217,-2.265772375435976,-3.1775147928994083,3.8234240638666237,-0.33047648606283614,0.9894804507390722,-3.505642783180353,-1.8094431076369866,-0.5021813762116429,-1.3878263082957694,-0.026853600781299,0.45632926779898975,5.334488567672231,80.2860625148866,0.45632926779898975,89.75975165226859,90.29688921995826,,90.67842145003466,87.98060721988232,83.08312327692302,,0.0,0.0,0.0,0.0,2.7034294161123427,50.0,135.17147080561713,1015703.7967479675,1132.0,,0.0
BOS,117555.07570332481,1943.0,28.16538789428815,1943.0,1943.0,1689.0,5262.0,5865.0,1292.0,977.0,219.0,41.0,55.0,542.0,501.0,471.0,564.0,19.0,0.0,113.0,102.0,84.0,60.0,0.2448953694801364,0.08030690489514065,0.09616368246069906,1.0784997144970163,0.309443176371185,0.3333501064620631,0.6427932828332479,0.0884547369819267,0.26414421377715264,0.18584825117817566,0.31123138026165365,0.45397007380911725,44.73482549541418,-1.7420787420276713,1.29462915601023,11.574468685235933,0.29681447412046935,1.8894535241606474,1.5914436301306996,-2.4329586040721316,12.622407235455146,14.434865448202629,1.3612567285296786,-0.6908798620444607,3.7828258647227226,86.9126399386732,-0.6908798620444607,95.63879020070097,84.73158061309911,113.10160235725897,93.6652154468996,94.38072850776652,91.06425723017287,96.56405521746207,0.0,0.0,0.0,0.0,2.6399878987058822,155.0,409.19812446717816,1007399.3077578858,3.0,,0.0
BRO,117817.94846471539,1943.0,30.665110432752737,1943.0,1943.0,1623.0,4924.0,5569.0,1348.0,1033.0,242.0,34.0,39.0,677.0,608.0,535.0,381.0,19.0,0.0,91.0,106.0,56.0,0.0,0.27358927496426644,0.09606751618854373,0.0684144367177231,2.0688478731413182,0.34652784560621297,0.36072809184054594,0.7072559374467587,0.08713881687627942,0.2880974378911833,0.17148500546417667,0.3417710535067034,12.654302470007785,58.850877950770744,9.662120055916718,-1.1804956896551724,12.075214247246523,0.4291763966382995,0.7695777912980472,-0.7511073167752398,10.24349627482924,22.33718099659857,22.107871318246172,2.4392840444206283,0.581376218912522,3.7063671144644474,104.64262039788633,0.581376218912522,103.38861679312949,108.73050710881917,89.86439605433904,104.03570199333664,100.4730976737951,92.30093332413351,102.72757623910927,0.0,0.0,0.0,0.0,2.790204176965344,153.0,426.9012390016161,1007651.102172742,22.0,,0.0
BSN,119140.181088314,1943.0,26.633184656556647,1943.0,1943.0,1602.0,5036.0,5605.0,1186.0,916.0,195.0,36.0,39.0,460.0,418.0,457.0,590.0,14.0,0.0,98.0,101.0,56.0,0.0,0.23487730082319355,0.08153434389955397,0.10526315741712756,1.0982942710115968,0.30043936076877786,0.31075106352346127,0.611190424292239,0.07587376270026763,0.25869687762479926,0.19375557454950934,0.2976150420998183,-6.279421297649264,41.278804468253476,-9.539138265809191,2.703485254691689,12.431132813758756,0.39376309277235555,0.792261200361444,3.092425001782168,-8.854736198937145,7.461082816965224,7.69166672718578,0.7877365594621747,0.6844020668720456,3.3082227826968205,77.00519802401907,0.6844020668720456,88.75947074820621,92.28166721396472,138.26628591699676,90.19886915387538,86.55306493687125,80.36853566639277,92.22703874268856,0.0,0.0,0.0,0.0,2.8724458220838534,153.0,439.4842105263158,1008944.8667261373,16.0,,0.0
CAG,,1943.0,28.443699731903486,1943.0,1943.0,219.0,801.0,850.0,216.0,165.0,30.0,13.0,8.0,111.0,88.0,48.0,0.0,1.0,0.0,7.0,0.0,12.0,0.0,0.2684163063305883,0.05647058759882354,,,0.31176470533176476,0.36817279613411763,0.6799375014658824,0.09975648980352943,,,0.3246666548532598,-0.057162052928320446,10.935825207714853,0.843861394515137,0.8952941176470588,2.8734310932808063,0.015980339996954973,0.9227742976037895,0.9112744576440138,1.0989950909749184,5.806474939503528,4.856104934088812,0.6235760807680507,0.2551336964597816,4.740980775781311,109.10323146598914,0.2551336964597816,104.39438538110976,78.06978928155735,,99.29131410972465,110.97569731666783,133.6460945953785,,0.0,0.0,0.0,0.0,2.9878200700823516,34.0,101.58588235294117,1016034.8847058824,1117.0,,0.0
CBE,,1943.0,27.823170731707318,1943.0,1943.0,309.0,974.0,1039.0,241.0,194.0,34.0,11.0,2.0,118.0,100.0,62.0,0.0,3.0,0.0,15.0,0.0,23.0,0.0,0.24680105322617898,0.059672761845043304,,,0.2945139552309914,0.3099452730105871,0.6044592282415785,0.0631442197844081,,,0.29232434272995583,-0.5770005216689043,9.060895481685082,0.21295493603763424,-0.27526467757459094,2.519226975636817,-0.1396389198041305,0.8090251088267886,-0.41490359737872146,0.557550161671736,3.470898648756619,1.394211561780057,0.3798350443795386,0.3445952256341018,4.3510601945034235,86.23392915089251,0.3445952256341018,95.9876268889012,82.4967499220451,,93.79726806284603,93.42459074522444,84.59578306212414,,0.0,0.0,0.0,0.0,2.4739867381135703,36.0,89.06352261790182,1015926.5514918191,1118.0,,0.0
CC,,1943.0,28.81410974244121,1943.0,1943.0,297.0,887.0,969.0,208.0,165.0,27.0,13.0,3.0,109.0,84.0,72.0,0.0,10.0,0.0,16.0,0.0,19.0,0.0,0.23467322771929824,0.07430340521878226,,,0.29927760540041276,0.30426106765428274,0.6035386730546956,0.06958783993498453,,,0.29410781542952213,-0.5607792951690683,9.513148420228587,0.2649148373003188,-0.8658410732714138,2.63320027964749,0.014850065923296876,0.8456265209156201,-0.850991007348117,0.5579945132319676,3.185830306446961,2.433454231685252,0.35399865325972235,0.2930796759316488,4.913603927076267,87.87055140704719,0.2930796759316488,91.27078644389175,102.72340761783306,,95.31440286736964,91.71124130786615,93.22845117100297,,0.0,0.0,0.0,0.0,2.585913310598555,36.0,93.09287925696594,1015893.2414860681,1122.0,,0.0
CHC,117570.66138204376,1943.0,27.933138032052387,1943.0,1943.0,1696.0,5130.0,5803.0,1341.0,1036.0,202.0,55.0,48.0,616.0,563.0,559.0,515.0,21.0,0.0,93.0,110.0,52.0,0.0,0.26157930195243845,0.09632948427468552,0.08874719926572464,1.4201232773877304,0.33597366459417544,0.35055340249233163,0.6865270670865069,0.08897410053989314,0.2823037304439083,0.19334826786489748,0.33234899504892074,10.424378287830685,57.0084777110127,8.620879502737202,-0.9238325004308117,12.176508219406784,0.12038326064548717,0.7760334607189582,-0.8034492397853245,9.038577679063962,21.18767011940438,21.300330598368905,2.312043454880803,0.4176981763267614,3.8038834108236803,101.26907330111068,0.4176981763267614,98.85008180275787,109.02700611267205,116.57208399499112,100.86709189612725,97.63915548906627,94.24493946443492,100.55324826206265,0.0,0.0,0.0,0.0,2.795339849584698,154.0,430.48233672238496,1007410.7427192831,17.0,,0.0
CHW,117573.60387513455,1943.0,30.423573735199138,1943.0,1943.0,1537.0,4954.0,5574.0,1218.0,968.0,179.0,44.0,27.0,545.0,475.0,530.0,535.0,22.0,0.0,68.0,99.0,166.0,83.0,0.24579521134015073,0.09508431961768925,0.09598134133225691,1.2822327378053462,0.32105648125242203,0.31580264128561175,0.6368591225380338,0.07000742994546107,0.2710453237838177,0.19590958010226048,0.31121891815648844,1.8836299139012649,51.56025516537454,1.0211894177314247,2.0405745062836624,12.984856274498243,-0.17484022244399364,2.1196897339975047,1.864269931843771,1.0871406775866308,18.055956617926153,17.158025364357687,1.9455987708005482,0.06595125985520638,4.5836908048382154,90.01317595789142,0.06595125985520638,95.99020471313705,100.3231876916156,112.88714432825341,97.18044146192341,89.41255086296167,72.07273263250296,99.08691634024102,0.0,0.0,0.0,0.0,2.9616792248223898,155.0,459.0602798708288,1007414.1537495515,4.0,,0.0
