Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
CIN,118800.7456794307,1943.0,29.951880718400542,1943.0,1943.0,1726.0,5321.0,5902.0,1361.0,1042.0,229.0,47.0,43.0,608.0,556.0,445.0,480.0,17.0,0.0,119.0,104.0,49.0,0.0,0.25567392355659097,0.07539816958437817,0.08132836264351066,1.137685861065571,0.31471796245052525,0.34088121006743477,0.6555991725179601,0.08520728651084378,0.2738714931660454,0.16401219901219927,0.3160466763753956,-0.4728524058346743,50.28888461669025,-1.8885973706065338,5.462893934259573,13.268491089012018,0.5216951794194589,0.8456277343872474,5.984589113679032,-1.4305638348361094,18.668144102242188,21.271947397327537,1.982241381628497,0.4580335357704243,3.824481563761825,92.19484480762083,0.4580335357704243,96.61845593194683,85.33666258110071,106.82722158777995,94.48563677811966,94.9451730790244,90.25497881310613,97.54978512300919,0.0,0.0,0.0,0.0,3.0263726891240257,155.0,469.08776685869196,1008617.4966113182,18.0,,0.0
CLE,116350.64268828099,1943.0,28.01097602161432,1943.0,1943.0,1704.0,5228.0,5922.0,1337.0,994.0,243.0,45.0,55.0,595.0,563.0,563.0,508.0,11.0,0.0,120.0,110.0,47.0,58.0,0.25598220906703817,0.09506923283941235,0.08578183011127997,1.4829686337399528,0.3290717708861871,0.35181324163356975,0.6808850125197569,0.09583103256653157,0.2749553265597771,0.19013846659574468,0.3289325287775642,5.915711688786507,55.284525755133345,6.144911156109616,3.691320499831138,12.90439823254558,0.4790318532627012,2.1065555042502297,4.170352353093839,4.5652715492339455,23.746577639123597,27.154783875633733,2.549960583841912,-1.5796396068756697,3.5677028727894182,103.29999509077054,-1.5796396068756697,99.96852468074195,100.30726967595517,100.8911284433086,99.6065858649765,99.6081579108001,98.65816233284131,100.56725463535287,0.0,0.0,0.0,0.0,2.981802650957447,153.0,456.2158054711246,1006217.006585613,5.0,,0.0
DET,118628.81280294167,1943.0,28.96356342971753,1943.0,1943.0,1737.0,5364.0,5983.0,1401.0,1077.0,200.0,47.0,77.0,632.0,572.0,483.0,552.0,13.0,0.0,123.0,159.0,40.0,43.0,0.26085057112953364,0.08072873094701655,0.09226140686060506,1.42418692081297,0.32325822810680255,0.3594802233570115,0.6827384514638142,0.09862965222747787,0.2782781545950192,0.18585993618084576,0.3283527633385002,6.805216633840921,58.56196454209108,1.948306472224183,-0.32196019401237663,13.528574644956073,0.06854886175218124,2.2084480709156273,-0.2531960822558415,0.7734264432684473,16.257253076884304,17.484056718222217,1.770642178336514,-1.1748800289557355,3.534348070411993,93.47166625829793,-1.1748800289557355,101.86976217210183,85.17664804741122,108.51199418173341,97.84688722393214,101.77889464220269,101.53934461193059,101.73104571125448,0.0,0.0,0.0,0.0,3.085694413663715,155.0,478.2826341300351,1008444.7646665552,6.0,,0.0
HG,,1943.0,34.961436672967864,1943.0,1943.0,682.0,2346.0,2648.0,782.0,587.0,114.0,50.0,31.0,542.0,477.0,292.0,0.0,10.0,0.0,35.0,0.0,56.0,0.0,0.3347057524758308,0.11027190288519637,,,0.4093655584743202,0.4683382760940332,0.8777038345683534,0.13363252361820244,,,0.4148081961535255,18.75565224498681,45.18391346840758,12.883733785780576,2.841012084592145,6.908021062900934,0.11155856362321721,1.7877566497611146,2.9525706482153624,13.861016051460462,25.509364412337874,24.195383933611573,2.7490803023974975,0.9772822656798854,5.606965965676266,130.44289173158134,0.9772822656798854,117.63496043410252,113.210965648217,,114.40592826497311,120.73923536595316,129.28439112466856,,0.0,0.0,0.0,0.0,3.4397578832401816,71.0,244.22280966767372,1015255.7330060423,1137.0,,0.0
HSS,,1943.0,28.183098591549296,1943.0,1943.0,93.0,304.0,328.0,70.0,57.0,11.0,1.0,1.0,39.0,28.0,22.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,0.230122209320122,0.06707317046646341,,,0.2865853654512195,0.28007058806707313,0.5666559535182927,0.049948378746951225,,,0.27836793661117554,-0.6089708736420876,3.701102817710025,-1.5665972969181394,0.4146341463414634,1.1266000283109705,-0.0076666025490295595,0.29155769414927174,0.40696754379243383,-1.392562027744528,0.43256323850814826,-0.5447033936813743,0.04341304188209045,0.17403526917361178,2.8231253891311128,57.04646682064629,0.17403526917361178,80.87825437160829,68.86086300243923,,80.09238706792692,72.20317103640224,48.32315935612792,,0.0,0.0,0.0,0.0,2.8449477357926827,14.0,39.829268292682926,1015915.618902439,1146.0,,0.0
KCM,116272.8077994429,1943.0,29.57766439909297,1943.0,1943.0,497.0,1632.0,1768.0,419.0,330.0,58.0,20.0,11.0,208.0,164.0,127.0,0.0,9.0,0.0,20.0,0.0,32.0,0.0,0.25621612139309957,0.07183257874830316,,,0.3139140266787331,0.33599171813744344,0.6499057448161764,0.0797755967443439,,,0.3141471728075683,0.7751657116894717,17.074185541030058,2.111090032202374,0.41911764705882354,4.260362470836475,0.11678404401043826,1.3681737473213464,0.5359016910692618,2.5615987850356734,8.726036694262758,7.195094087503608,0.9452143731329016,0.4505087528332996,4.767511076607452,101.59610297380124,0.4505087528332996,99.64940238996327,99.30752494149246,,99.97583335560101,101.27558473751343,106.87722643304294,,0.0,0.0,0.0,0.0,2.8418637395192303,53.0,150.61877828054298,1013958.3201357466,1124.0,,0.0
MRS,,1943.0,32.590799031477,1943.0,1943.0,249.0,798.0,865.0,213.0,178.0,22.0,10.0,3.0,104.0,89.0,65.0,0.0,2.0,0.0,5.0,0.0,14.0,0.0,0.26746495744046245,0.0751445083098266,,,0.32369942156994225,0.3320401759445087,0.6557395975144509,0.06457521850404624,,,0.31667564762810063,0.30351607834935346,7.7755177674275,0.9159473094215367,-2.1018518518518516,1.9530889532921802,0.06657468305330055,0.627215418962471,-2.0328472822646186,1.1516907418021187,1.6991478317921511,1.215909683093586,0.20311804716669035,0.23574343238058204,3.952736343524364,103.70516278913894,0.23574343238058204,104.02437998156684,103.88622075426423,,103.09230132395811,100.08449958689461,86.51292540170815,,0.0,0.0,0.0,0.0,2.5573538862658967,27.0,69.0485549132948,1015561.0462427746,1125.0,,0.0
NBY,,1943.0,30.413654618473895,1943.0,1943.0,272.0,868.0,951.0,198.0,155.0,29.0,11.0,3.0,106.0,87.0,74.0,0.0,9.0,0.0,11.0,0.0,14.0,0.0,0.22789139723133545,0.07781282833017876,,,0.29547844351209257,0.29614757686119875,0.5916260203732913,0.0682561796298633,,,0.2895810352765674,-1.270906084335588,7.956618647078399,-3.3211080384147516,-2.0515247108307046,2.4119609937318587,0.16295796273556293,0.6242018178933849,-1.8885667480951416,-3.1263344536978677,-1.9787383901677655,-3.3887209504340934,-0.19723761445102359,0.1947735847168838,4.6100450017145205,63.07842071001782,0.1947735847168838,80.09421797588107,79.88676357793301,,82.5777472298294,76.34787462582226,66.03526136462845,,0.0,0.0,0.0,0.0,2.7506868837854888,31.0,85.27129337539432,1015340.4216614091,1138.0,,0.0
NE,113504.5,1943.0,25.238095238095237,1943.0,1943.0,268.0,888.0,980.0,233.0,173.0,38.0,12.0,10.0,140.0,123.0,89.0,0.0,3.0,0.0,17.0,0.0,19.0,0.0,0.2618540930438776,0.0908163260234694,,,0.3316326524520409,0.3675944823795919,0.6992271348316328,0.10574038933571428,,,0.3358809274070117,1.2671332605620258,11.556050554965143,-1.0188924024774888,-0.5142857142857142,2.6893959002189187,0.24693528598706638,0.6960003973174916,-0.2673504282986479,-0.6017217703985677,2.5163240988391946,0.9407513936045241,0.2781229426483232,0.4171706320789205,4.70109634966315,87.98490042161467,0.4171706320789205,92.03067364953236,93.23684181313344,,92.68181130858615,94.76713519427142,102.29981057314339,,0.0,0.0,0.0,0.0,2.7165597664999996,35.0,95.07959183673469,1014292.7806122449,1140.0,,0.0
NYC,,1943.0,33.460691823899374,1943.0,1943.0,324.0,1149.0,1272.0,347.0,270.0,55.0,15.0,7.0,213.0,174.0,111.0,0.0,12.0,0.0,15.0,0.0,19.0,0.0,0.30257154844654083,0.08726415051415094,,,0.3694968547987421,0.3954419010424528,0.764938755841195,0.09287035259591195,,,0.36684591135701294,4.401398796828137,17.7777047873584,1.4294069053532943,0.660377358490566,3.4964011724124537,0.1532402770511759,0.9048487822050756,0.8136176355417419,1.6917732287849436,6.906640818944213,7.383060109880854,0.745262613892056,0.26236632343164923,5.214495175861258,104.64214753458386,0.26236632343164923,106.34114253104795,89.58999062946829,,103.26376948218488,101.94629651397175,89.84853884223358,,0.0,0.0,0.0,0.0,3.252896392562893,38.0,123.61006289308176,1015746.2908805031,1141.0,,0.0
NYG,118514.15524475524,1943.0,29.966833166833165,1943.0,1943.0,1547.0,4479.0,5005.0,1122.0,909.0,118.0,26.0,69.0,472.0,428.0,415.0,375.0,24.0,0.0,87.0,123.0,31.0,0.0,0.24977416324975027,0.08291708227492507,0.07492507448491509,1.2801048862823177,0.3169200934617382,0.3349973168451548,0.6519174103068931,0.0852231535954046,0.2588533645150849,0.17162837198001998,0.31616628187190915,0.8793820800634036,47.122925104448356,-2.9600779035257667,-3.6905094905094904,12.087490983043502,1.0975407697267823,0.7703602124647062,-2.592968720782708,-2.829284942298389,7.435597532427112,7.48900402493641,0.8408129533593763,0.13079296122737727,2.964073812040968,87.08786232235471,0.13079296122737727,94.38895312115524,93.84666910761057,98.41631227183686,95.14676761807293,93.30634041864587,90.27178586611187,92.20050540822454,0.0,0.0,0.0,0.0,2.739328620565435,156.0,427.33526473526473,1008332.7792207792,30.0,,0.0
NYY,117083.12599601594,1943.0,28.20086321381142,1943.0,1943.0,1625.0,5282.0,6024.0,1350.0,973.0,218.0,59.0,100.0,669.0,635.0,624.0,561.0,25.0,0.0,93.0,132.0,46.0,60.0,0.2556826184116866,0.10358565689027224,0.09312748954266267,1.4283882793540836,0.3364329434663014,0.3776082213266932,0.7140411647929947,0.12192560291500665,0.26965602440836656,0.21331341449203184,0.3432786759635874,11.392859041595113,60.087528655588244,9.60900057354402,3.083181138967292,12.728185199197396,-0.10089652237307978,2.077789921490698,2.9817728003360835,8.138580800900558,25.92632872192474,31.94599548710133,2.792309090870665,-1.4704197726434605,3.7467936525458216,108.38661415414082,-1.4704197726434605,99.8515257848703,109.29292379801353,109.53062550499439,101.83473587217252,106.91143734010217,125.52255363174825,98.59539276772004,0.0,0.0,0.0,0.0,2.903135843288512,155.0,449.98605577689244,1006927.8067729083,9.0,4.0,0.0
PHA,120253.88587247723,1943.0,29.069298088944453,1943.0,1943.0,1636.0,5065.0,5599.0,1182.0,944.0,168.0,44.0,26.0,480.0,454.0,412.0,452.0,28.0,0.0,94.0,128.0,52.0,40.0,0.2332455297844258,0.07358456828380068,0.08072870106626183,1.173884499298446,0.29439571120575103,0.29940437905733164,0.5938000902630827,0.06615884927290588,0.25095397493034477,0.15895695529201642,0.2891639509253689,-8.459441598831031,33.85668814260969,-10.420786298285371,-3.467107615302109,11.060913659172781,0.4916720026992574,1.8056191486715012,-2.972339427913352,-11.028869106128537,-1.1346757261976053,-0.6687224234691018,-0.09310687045022717,-0.6080828078431637,3.5488664066919764,73.33294275695042,-0.6080828078431637,91.08918774437427,77.63886290425604,94.94795969929622,89.11050500481362,84.76974468001958,68.11061423958697,91.74205690782188,0.0,0.0,0.0,0.0,2.522852583761386,155.0,391.0421503839971,1010040.026076085,10.0,,0.0
PHI,118145.78986122912,1943.0,27.369300481450015,1943.0,1943.0,1042.0,3142.0,3531.0,783.0,616.0,116.0,16.0,35.0,330.0,309.0,310.0,339.0,13.0,0.0,66.0,91.0,15.0,0.0,0.249319019298499,0.08779382567884453,0.09600679643358823,1.337143188979609,0.3185183558289436,0.3295496424568111,0.6480679982857548,0.08023062315831209,0.26779929627810817,0.1937128279665817,0.31490513796872166,4.043806811990132,49.29783258431168,1.6673677216119103,-3.400453129425092,11.828843395085649,0.4702864949644473,0.7538760793148069,-2.9301666344606447,1.6388385497573212,11.291391389697132,6.707746040398834,1.257560418052826,-0.02852917185458886,2.769874270864457,89.18785548920867,-0.02852917185458886,94.21695550331083,99.36623289342836,126.10778064597078,95.62660307559833,91.789007188172,84.98349718476504,95.38694044430525,0.0,0.0,0.0,0.0,2.663637986032285,157.0,418.1911639762107,1007978.6431605777,26.0,,0.0
PIT,115951.16569622359,1943.0,27.912327399767094,1943.0,1943.0,1803.0,5344.0,6011.0,1399.0,1044.0,240.0,73.0,42.0,662.0,619.0,567.0,565.0,17.0,0.0,83.0,113.0,64.0,0.0,0.2616654527760772,0.09432706667426385,0.09399434319597406,1.349353224303111,0.3341059905667942,0.35753274202162705,0.6916387325884212,0.09586728924554982,0.286347357526202,0.195308601497255,0.33379044207411446,7.470980423671996,56.23169837563066,3.0059281960387216,1.2991182831475627,12.745449418964949,-0.09898242776067855,0.8122932324107337,1.2001358553868842,3.5944698766311736,18.352348383393736,21.790832472625663,1.984296967272324,0.5885416805924517,4.284412067684573,97.18250454940556,0.5885416805924517,98.91554946852763,106.7606429362768,123.4643635038846,100.30637280530378,99.61624594792279,101.58027982237162,102.02748730662486,0.0,0.0,0.0,0.0,2.851875990226252,158.0,450.59640658792216,1005825.1567126934,27.0,,0.0
PS,,1943.0,30.81811942347289,1943.0,1943.0,417.0,1370.0,1537.0,392.0,292.0,59.0,38.0,3.0,248.0,225.0,161.0,0.0,6.0,0.0,8.0,0.0,13.0,0.0,0.2851730909024073,0.10474951180156149,,,0.36369551015940144,0.38969211718607677,0.7533876273454782,0.10451902628366949,,,0.3620737464147182,4.997873632356974,21.30942131544716,1.3737200367477607,1.5778501628664494,4.263637097072518,-0.20330940697902042,1.1034050856322466,1.3724876001777786,1.4506669722690624,8.190196755151602,7.606568487837284,0.8768360834480742,0.07694693552130177,5.428967071150133,102.07501781037648,0.07694693552130177,100.22631824231283,107.54138698939673,,101.64246010500521,100.46398225145145,101.11818820868874,,0.0,0.0,0.0,0.0,3.0762152617436564,49.0,150.7345478204294,1015641.3786597267,1144.0,,0.0
SLB,116726.55527831095,1943.0,29.001343570057582,1943.0,1943.0,1503.0,4609.0,5210.0,1146.0,825.0,213.0,33.0,75.0,533.0,513.0,499.0,581.0,14.0,0.0,88.0,95.0,31.0,36.0,0.24833302103857965,0.09577735081765834,0.1115163142596929,0.9840791445053744,0.3232949550044146,0.3575227274055662,0.6808176824099808,0.10918970636698655,0.27048766379193856,0.22168905940690983,0.32890975737373435,6.909510034524057,52.58222606288891,3.4765504222467296,-4.109596928982725,11.938283856685725,0.09458036367100398,1.948843883798992,-4.015016565311721,2.4288626377775957,12.300973812950593,12.631537785757478,1.3735420306323156,-1.0476877844691341,3.232475829947823,95.63704751079334,-1.0476877844691341,96.99991150348,101.05440288493237,131.15839066272824,97.87679040413185,101.24410549826567,112.43251308127242,98.90203388787482,0.0,0.0,0.0,0.0,2.758563848134357,153.0,422.0602687140115,1006586.6596928983,2.0,9.0,0.0
STL,117978.80254888268,1943.0,26.337814245810055,1943.0,1943.0,1632.0,5141.0,5728.0,1440.0,1065.0,244.0,69.0,62.0,637.0,602.0,404.0,396.0,17.0,0.0,166.0,88.0,39.0,0.0,0.28025909059898746,0.07053072578107543,0.06913407786103351,1.5405276119664804,0.3338641068364176,0.39092190543784916,0.7247860122742668,0.11066281483886174,0.2937671435013966,0.15048882679993014,0.3452800551228487,15.618199055089882,67.23017844816506,11.872157202280725,4.7896298882681565,13.490733943155098,0.5273506180591382,0.8597917203274724,5.316980506327295,12.211191983160102,31.878698152969964,31.78601255295981,3.424655114188154,0.33903478087937683,4.023842537492951,106.07748355418914,0.33903478087937683,105.9091213444466,79.82762420835779,90.80966608537459,100.23375369544127,108.88293891246192,117.21849641825011,104.63638034567934,0.0,0.0,0.0,0.0,3.037865174594972,157.0,476.9448324022346,1007810.3172136871,28.0,27.0,0.0
WAS,118966.65384615384,1943.0,27.54105029585799,1943.0,1943.0,1529.0,4767.0,5408.0,1217.0,902.0,221.0,49.0,45.0,599.0,582.0,525.0,511.0,31.0,0.0,85.0,82.0,127.0,50.0,0.25466939082507395,0.09707840195303255,0.09448964443842457,1.1783348851399778,0.3322210575159024,0.3499740066625369,0.6821950641784393,0.09530461583746301,0.2771844977276257,0.1998890531120562,0.3304892992495088,6.37421304980273,58.882164237133566,5.588426744705914,-0.4459034584797485,13.724929903841236,0.12119090976744626,2.2405017354057555,-0.3246300961497135,6.206813402853073,21.84761494595035,23.011121462187777,2.3796282151330854,0.6183866581471585,4.899602503819382,102.39745210939644,0.6183866581471585,99.4558308365039,102.42713813481738,111.13270539032342,100.55984201408764,99.08741910466811,98.11621568236447,101.33123403027234,0.0,0.0,0.0,0.0,3.1714018437296594,153.0,485.2244822485207,1008776.9301035503,8.0,,0.0
