Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
CIN,116637.37814521926,1946.0,28.347771387491015,1946.0,1946.0,1711.0,4972.0,5564.0,1197.0,914.0,190.0,33.0,60.0,496.0,454.0,452.0,0.0,550.0,26.0,114.0,94.0,81.0,0.0,0.24051487197591662,0.08123652000664988,0.09884974800395399,0.959420029764558,0.30698764032656367,0.32812976609992817,0.6351174064264917,0.08761489412401151,0.2598155357945723,0.19086987777138748,0.3052923336877295,-3.0232859753289896,37.7330464629548,-4.050117776391121,4.293450881612091,10.7412445387722,0.12225311625505163,0.3569460236461353,4.411074108347072,-3.1535219581507845,12.355742712614623,15.915100154049679,1.2907936881622546,0.8965958182403374,3.4818071162315616,82.54221004459542,0.8965958182403374,91.74846468997714,83.8775179178293,118.47932785568827,90.93483232540129,89.3850112672992,83.48158863143662,93.41636540380665,0.0,0.0,0.0,0.0,2.3881431006038825,156.0,372.5503235082674,1006498.491193386,18.0,,0.0
CLE,116199.59493670886,1946.0,27.649106478034252,1946.0,1946.0,1647.0,4820.0,5372.0,1177.0,838.0,209.0,55.0,75.0,504.0,454.0,451.0,0.0,637.0,11.0,90.0,101.0,53.0,44.0,0.24405510931608343,0.08395383425186151,0.11857781015189871,1.0004918062049515,0.30991546066883846,0.357844806725242,0.6677602673940803,0.11378969740915859,0.26610294133656,0.21649292650223378,0.3174795339200013,1.2142237180476405,39.086322513021585,-0.4088120284755892,0.34650512581547066,9.981110910049411,0.24232808977215706,1.9761213300670257,0.5883817010901019,-1.0893730784395033,11.456240862767034,14.31616139802852,1.221675160396199,-0.6805610499639142,3.6920557109900676,88.97235207736315,-0.6805610499639142,92.56370669628893,86.94889811370312,120.51207699360327,91.6906091020984,94.37686843355628,98.51577785031199,94.01470978482917,0.0,0.0,0.0,0.0,2.219139602118391,156.0,346.1857781087118,1006069.0575204765,5.0,,0.0
DET,118014.06869098316,1946.0,30.964821329383447,1946.0,1946.0,1568.0,4728.0,5401.0,1199.0,880.0,185.0,31.0,103.0,624.0,584.0,571.0,0.0,587.0,13.0,89.0,111.0,62.0,38.0,0.2544152844791705,0.10572116218348455,0.10868357660118497,1.2153481433379003,0.3348188811701537,0.37345677857007964,0.7082756597402333,0.1190414940909091,0.2710357272118126,0.23347528388631741,0.33743302937636105,9.157817259130226,49.37079863919174,4.796189612866487,0.1274074074074074,10.598045525573355,0.6143757797101017,2.098265815183015,0.7417595975216181,4.277448481218043,17.715519419496026,19.87447580547399,1.891945646753542,-0.5187411316484419,3.847976385533847,95.2594114734346,-0.5187411316484419,96.49304961316336,109.49277827593993,110.45644656891525,99.05845641621237,98.4943209858856,103.06262916457425,95.73964776310248,0.0,0.0,0.0,0.0,2.3715070689113134,155.0,367.5835956304388,1007845.6874652843,6.0,,0.0
HG,118195.43776824034,1946.0,33.17973523421588,1946.0,1946.0,571.0,1788.0,1984.0,497.0,374.0,66.0,26.0,31.0,284.0,272.0,191.0,3.0,0.0,5.0,35.0,0.0,36.0,0.0,0.27892106076159273,0.09627016093044355,,,0.34929435422883065,0.3974156193674395,0.7467099735962702,0.11849455860584678,,,0.35337151167600633,3.792792948265072,22.456984973627012,1.9715276312986918,2.793850806451613,4.918908024086587,-0.029712497812485503,1.3466675704412703,2.7641383086391276,2.479661168526246,11.50937507169323,12.489241489015043,1.210596716045366,0.5081335372275545,4.997243434309929,106.03307285234668,0.5081335372275545,101.54012681336093,101.28495907286585,,100.65696030957393,106.58104126409651,120.68375143931355,,0.0,0.0,0.0,0.0,2.843464381486895,60.0,170.6078629032258,1014511.2545362903,1137.0,,0.0
KCM,116399.23287671233,1946.0,29.454480286738352,1946.0,1946.0,406.0,1272.0,1406.0,337.0,265.0,38.0,23.0,11.0,196.0,153.0,127.0,0.0,0.0,7.0,22.0,0.0,26.0,0.0,0.26619558686130873,0.09032716872048364,,,0.3349928871031294,0.3587245547908962,0.6937174418940256,0.09252896792958748,,,0.3309480667029472,1.2949066515611958,14.027424724176164,1.5988930484084014,2.5184921763869133,3.3556279976710486,-0.08735189863889986,1.0092990630032073,2.4311402777480136,1.951054685267299,8.747122023689569,9.229384425487806,0.917348206556765,0.3521616368588977,5.085460657457494,103.8086679034314,0.3521616368588977,100.07411094211936,109.67202320118886,,100.40416296935989,104.24176492271671,118.4309912362226,,0.0,0.0,0.0,0.0,2.9096728307254622,40.0,116.38691322901849,1014122.5035561877,1124.0,,0.0
MRS,110530.0,1946.0,33.03448275862069,1946.0,1946.0,130.0,409.0,435.0,100.0,80.0,14.0,4.0,2.0,46.0,39.0,22.0,0.0,0.0,4.0,9.0,0.0,6.0,0.0,0.24449617064597698,0.05057471219540229,,,0.28965517199080465,0.3130566034137931,0.6027117754045976,0.06856043276781608,,,0.2880699590704907,-0.7826953565488504,2.972806312154432,-0.6930334833740405,-2.103448275862069,0.9897544596387052,0.0428588160752565,0.29769636247221426,-2.0605894597868124,-0.6173532033468359,-1.390491841022729,-1.988078968635559,-0.13416887907745292,0.07568028002720455,3.0691614919575194,74.76446997795533,0.07568028002720455,91.9163882265894,61.40600981806033,,86.81553015938955,90.97111537175701,87.75284317940034,,0.0,0.0,0.0,0.0,2.860727970436782,12.0,34.32873563218391,1015136.3977011495,1125.0,,0.0
NBY,,1946.0,29.870235934664247,1946.0,1946.0,394.0,1091.0,1187.0,246.0,204.0,32.0,6.0,4.0,103.0,85.0,92.0,1.0,0.0,4.0,21.0,0.0,12.0,0.0,0.22656339882476834,0.07750631809941026,,,0.28812131374810446,0.2789844510775063,0.5671057648256108,0.052421052252738,,,0.27460908738478995,-3.068568757054775,6.330367373842551,-3.985723722473297,-3.5804549283909015,2.47706958272423,0.2588609242446959,0.678156464899676,-3.3215940041462053,-3.854303639352926,-4.020671595875226,-5.165521681858826,-0.4050805156768289,0.13142008312037112,2.9361967736707077,58.216121798460016,0.13142008312037112,82.61872967022234,81.54369101199677,,83.02858403284056,74.94581634973444,53.479642704734864,,0.0,0.0,0.0,0.0,1.9526116273041279,44.0,85.91491154170177,1015341.4936815501,1138.0,,0.0
NE,114857.03536345776,1946.0,27.152899824253076,1946.0,1946.0,624.0,2051.0,2277.0,612.0,449.0,92.0,31.0,40.0,400.0,362.0,218.0,2.0,0.0,8.0,44.0,0.0,38.0,0.0,0.29915553783794463,0.09574000838998684,,,0.3680281065977163,0.4333892552345191,0.8014173618322354,0.13423371739657444,,,0.3769600336360308,9.96695265841207,31.651481128827733,7.850960733110808,0.2178304787000439,5.714911256095114,-0.11751176092444829,1.5645923076518988,0.10031871777559562,8.452877435954186,15.832699717476793,15.11290025256553,1.6901563410741327,0.601916702843378,5.023041111762859,120.38109498318418,0.601916702843378,108.95425937149291,100.72719041595738,,106.05550897151124,116.27970993917815,136.773759494715,,0.0,0.0,0.0,0.0,3.197040532323232,62.0,198.2165129556434,1013355.6205533597,1140.0,,0.0
NYC,119768.20930232559,1946.0,29.634131736526946,1946.0,1946.0,509.0,1545.0,1679.0,388.0,302.0,53.0,19.0,14.0,215.0,175.0,121.0,0.0,0.0,13.0,24.0,0.0,35.0,0.0,0.2506381006789756,0.07206670603454438,,,0.310899344466349,0.33650119383561644,0.6474005383019654,0.08586309315664085,,,0.3101233450197762,-0.804272092270401,14.728903115199975,-2.3200105303064964,-2.0232281119714117,4.09373521574059,0.016147521369385534,1.120756970859394,-2.007080590602026,-1.78577859226806,1.421633003729898,1.4062223651681338,0.16574394596538494,0.5342319380384363,5.028529363531787,79.66474658878731,0.5342319380384363,91.24382525189196,75.82072472589822,,89.5925817218343,90.24468560822243,87.44941805129753,,0.0,0.0,0.0,0.0,2.8977039280464565,49.0,141.98749255509233,1014623.4937462775,1141.0,,0.0
NYG,118189.98966055404,1946.0,28.435427233710495,1946.0,1946.0,1700.0,4564.0,5126.0,1174.0,884.0,159.0,29.0,102.0,535.0,497.0,456.0,0.0,467.0,26.0,80.0,104.0,43.0,0.0,0.25723018272376125,0.08895825157354663,0.0911041743452985,1.3921832897949669,0.32763729912017164,0.37236616360515024,0.7000034627253218,0.11513598088138899,0.26647197638333986,0.1999609833339836,0.3334056234170002,5.889295711464064,47.35368675928874,2.8460160977066797,0.39063414634146343,10.92785187603392,0.7519562701689944,0.36314723680894245,1.1425142100831573,3.232528777553254,15.666042100479272,17.093607638624462,1.6711674322343755,0.38651267984657434,3.2497604759861796,95.89521997803114,0.38651267984657434,98.12480260759325,91.85028284924233,109.19563842334371,97.05160386048975,101.43533799146734,109.70434523395608,95.80968066275521,0.0,0.0,0.0,0.0,2.4611859076785016,154.0,379.0226297307842,1008013.8045259462,30.0,30.0,0.0
NYY,117155.33258582026,1946.0,30.165085388994306,1946.0,1946.0,1695.0,5062.0,5797.0,1261.0,870.0,207.0,49.0,135.0,679.0,639.0,624.0,0.0,690.0,32.0,79.0,106.0,48.0,34.0,0.2495634051031568,0.10764188325168189,0.1190270824673107,1.1853040467954115,0.33429473456925995,0.3909775587067449,0.7252722932760047,0.14141415360358808,0.26447826953734693,0.2499568730481284,0.34420823491130864,11.026041174115477,59.42871241730313,6.687390502212426,4.414191988950276,12.756420832030296,-0.16160714293047543,2.5255941476520105,4.248777538801455,6.132404299759427,25.663196818243183,29.559359450653368,2.7117987052161814,-0.5549862024529982,3.8878123745219146,101.17439841221443,-0.5549862024529982,94.65285892530748,111.48202131590067,120.96867793602796,98.9033840587668,103.11519665806195,122.43222065356922,93.42331591108733,0.0,0.0,0.0,0.0,2.873018735356218,154.0,442.4448852854925,1007001.8607900639,9.0,4.0,0.0
PHA,118395.21697324415,1946.0,30.168478260869566,1946.0,1946.0,1519.0,4328.0,4784.0,1063.0,806.0,177.0,43.0,37.0,440.0,391.0,376.0,0.0,528.0,6.0,74.0,100.0,32.0,26.0,0.2454404942435201,0.07859531716847826,0.11036789244126255,1.0011950725808947,0.30632641621509193,0.33211488312959864,0.6384412993446906,0.08667438888607859,0.2716869317414297,0.19669732407608695,0.3053599533608882,-1.4108639263586844,37.14372129730062,-4.790676249775339,-1.8258779264214047,10.160978753555778,-0.2064389047356179,2.0117326648522367,-2.0323168311570226,-5.451214732009216,4.689179855241776,2.4988505945864885,0.5135146364205373,-0.6605384822338772,3.5293643664482857,77.34394703555868,-0.6605384822338772,93.10860939265783,81.39921524244943,112.1682373326421,90.64771384931807,87.60925195007559,75.05582907399416,95.98974156372812,0.0,0.0,0.0,0.0,2.2737053611308524,155.0,352.4243311036789,1008218.8804347826,10.0,,0.0
PHI,119543.0057660626,1946.0,29.00329489291598,1946.0,1946.0,1528.0,4393.0,4856.0,1133.0,839.0,185.0,31.0,78.0,469.0,457.0,365.0,0.0,531.0,16.0,82.0,88.0,33.0,0.0,0.25719631574464574,0.07516474425308894,0.10934925817668864,0.9562979682874794,0.31625084475803134,0.3660538973970346,0.6823047421550659,0.1088575816523888,0.27695304367648277,0.20057660582166392,0.32429422861411755,4.7388442561894895,51.14850472800756,2.923339062225744,-1.6654994850669413,12.231167091495516,-0.5672668140263433,0.4064581568831725,-2.2324233214398523,3.1776915516090902,13.582893478547929,12.287153961820321,1.462664778566716,0.25435248938334654,3.337765446046847,93.32796444561441,0.25435248938334654,98.11188347576575,77.60834883573841,131.0638304285203,93.67874716469373,99.71582929574366,103.72213470982464,99.5986463122987,0.0,0.0,0.0,0.0,2.736947971929572,155.0,424.22693574958816,1009343.5821663921,26.0,,0.0
PIT,116350.03421849938,1946.0,29.1039030475851,1946.0,1946.0,1793.0,4930.0,5611.0,1247.0,947.0,192.0,51.0,57.0,531.0,480.0,571.0,0.0,518.0,13.0,97.0,122.0,45.0,0.0,0.25318362208982353,0.10176439103920867,0.09231865930261987,1.526760012439494,0.3317077888383532,0.3479434204311175,0.6796512092694706,0.09475979834129389,0.2735919852430939,0.20424166708429864,0.32636337557606626,3.8185372079684976,50.17051871554855,-0.284736460069297,-2.5317403708987163,12.21596592341785,-0.2343456517201899,0.405953001593158,-2.7647323920516818,0.05936896451687463,9.9165554974762,10.562264790996048,1.0768569334205298,0.3441054245861716,3.6891246447209767,89.97366328824319,0.3441054245861716,96.58117363201845,105.07274969545097,110.65129576531815,98.257350448891,94.78239943079906,90.28942605042539,98.43984767009587,0.0,0.0,0.0,0.0,2.733546431488148,155.0,423.69969702370344,1006213.7483514525,27.0,,0.0
PS,116926.492211838,1946.0,29.08764367816092,1946.0,1946.0,655.0,1890.0,2117.0,508.0,423.0,57.0,14.0,14.0,298.0,280.0,224.0,3.0,0.0,3.0,47.0,0.0,12.0,0.0,0.26853806142607467,0.10581010819319793,,,0.347189418598016,0.33549258132640536,0.6826819999244214,0.06695451990033066,,,0.33007730261399676,2.48375337871886,22.29712533013659,0.5503502558707485,-1.2172886159659897,5.221771944030929,0.16052671483540568,1.4295837415200137,-1.056761901130584,0.5518125719888447,6.146406356409204,3.983879329068494,0.6650463488357559,0.0014623161180962862,3.50644499831858,91.81624491692854,0.0014623161180962862,97.76023630830973,111.32185065720118,,100.05037615016805,89.97419052392047,68.19150796846276,,0.0,0.0,0.0,0.0,2.82988161313179,64.0,181.11242324043457,1013694.7605101559,1144.0,,0.0
SLB,117689.56380208333,1946.0,28.845424107142858,1946.0,1946.0,1721.0,4890.0,5376.0,1226.0,922.0,193.0,40.0,71.0,554.0,506.0,411.0,0.0,654.0,13.0,62.0,122.0,22.0,30.0,0.25060664056789433,0.07645089230691963,0.12165178524776786,0.7995917237371651,0.3099896367792039,0.3494565929598214,0.6594462297390253,0.09884995239192707,0.2750217922027529,0.21130952284412205,0.3144018226690076,-0.26558023520591423,40.39277938134545,-5.582855894431442,-1.5463169642857142,10.715424010441417,0.954352224788246,2.121505124888028,-0.5919647394974683,-6.5394732962316455,5.705491099600332,5.310097354217122,0.6201889387122461,-0.9566174018002043,3.2406179422786643,78.97093447976668,-0.9566174018002043,95.04853079566391,79.17828774745517,123.63619543494782,91.71255461177242,92.16458720981483,85.58138541612114,97.1476704696264,0.0,0.0,0.0,0.0,2.3824023203478424,156.0,371.6547619047619,1007528.5502232143,2.0,,0.0
STL,118829.94234420852,1946.0,27.072328672535818,1946.0,1946.0,1771.0,5173.0,5793.0,1383.0,991.0,256.0,56.0,80.0,702.0,648.0,510.0,0.0,518.0,21.0,89.0,90.0,58.0,0.0,0.2672881829338857,0.08803728573174521,0.08941826302330398,1.2204855076124634,0.3350780653568099,0.3855589778997065,0.7206370432565166,0.11827079496582081,0.2834000982181943,0.191265320195063,0.3415932059374891,12.866536980016834,62.94082658819062,10.102556817925601,1.607649705780547,13.19697228893599,-0.053553547269679015,0.4385531644587615,1.549933419759494,10.66105446764711,25.846513340801355,25.833160585044855,2.7505988697881545,0.5584976497215093,4.019294911457245,102.7757119987988,0.5584976497215093,101.96159685465668,90.89937642327672,107.17493888401647,99.25568227023102,105.02915963216289,112.69127185698156,101.91375920882491,0.0,0.0,0.0,0.0,2.9341346991852237,156.0,457.7250129466598,1008644.0089763508,28.0,27.0,0.0
WAS,119932.61201629328,1946.0,29.222606924643586,1946.0,1946.0,1492.0,4402.0,4910.0,1154.0,825.0,222.0,53.0,54.0,511.0,466.0,420.0,0.0,511.0,19.0,69.0,95.0,48.0,38.0,0.26161716927006107,0.08553971439409368,0.10407331927148676,1.113735627019145,0.3286216655456212,0.37301920852240333,0.7016408740680243,0.11140203925234217,0.2842950161580448,0.2006109969246436,0.3335659384111599,10.362160874032128,59.088339135949035,8.128031305480079,-3.1967413441955195,12.84168041723566,0.03430847959885044,2.542474361331166,-3.162432864596669,7.152440763729348,19.374162677699502,15.603983761217398,2.0919178486941847,-0.9755905417507313,4.090741600733298,98.60281191637644,-0.9755905417507313,99.22453576525653,88.59135473449093,105.7709857262399,97.22496777991097,98.37891763213024,96.44861354708326,100.46423175129434,0.0,0.0,0.0,0.0,2.87356152686558,155.0,445.4020366598778,1009725.1600814664,8.0,,0.0
