Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BAL,115896.26243386243,1964.0,27.395767195767196,1964.0,1964.0,1823.0,5046.0,5670.0,1270.0,890.0,206.0,17.0,157.0,641.0,590.0,491.0,44.0,941.0,25.0,42.0,66.0,120.0,74.0,36.0,0.25165011099770723,0.08659611937178129,0.16596119878024693,0.610197387640388,0.31806343620634925,0.393679666113933,0.7117431023202822,0.14202955511622575,0.27724417693597886,0.2802469122169312,0.3153430774587939,9.578399188947735,61.29127872703177,6.3158587787147065,7.7689186805433055,13.64673302650675,0.4247479882925696,-0.7911971080739452,8.192296489174403,6.783645025252417,27.83147743285963,28.158476538847488,2.986330526090201,0.46778624653771056,2.9543673465433695,99.80111304652297,0.46778624653771056,98.50197824034662,99.11445944159735,113.81219087415738,98.15550222958251,99.14237188416945,100.29773749790675,99.97384581606835,0.0,0.0,0.0,0.0,2.972893607301588,163.0,484.58165784832454,1005762.242680776,2.0,,0.0
BOS,118915.46159473299,1964.0,27.454645208485736,1964.0,1964.0,1838.0,4940.0,5468.0,1280.0,862.0,226.0,24.0,168.0,619.0,593.0,448.0,38.0,844.0,23.0,23.0,34.0,125.0,15.0,15.0,0.2592389236527067,0.08193123577816386,0.15435259646561814,0.6075630666872714,0.3218370338237015,0.4168416935338332,0.7386787273575348,0.15760276988112656,0.2817698714160571,0.26700804688002927,0.3267989710076972,13.88164926931762,63.32189374503105,6.108739220032994,-2.825164594001463,13.046997636795759,1.09784235467081,-0.7564262288439292,-1.7273222393306529,6.015692589597321,16.578941758218498,16.115147032730306,1.8543950874747903,-0.09304663043567296,2.5060255191446896,98.59292855097999,-0.09304663043567296,101.45452784300662,93.77522000346106,105.85129114503368,99.32004781131126,104.95687001049988,111.27552545923857,101.56996485442995,0.0,0.0,0.0,0.0,2.8597880367904174,162.0,463.28566203365034,1008724.7900512071,3.0,,0.0
CHC,117141.16622987646,1964.0,27.42044178210408,1964.0,1964.0,1687.0,4802.0,5342.0,1206.0,821.0,208.0,43.0,134.0,566.0,555.0,441.0,48.0,915.0,19.0,32.0,48.0,94.0,51.0,42.0,0.25111364519112694,0.08255335016716585,0.17128416263178586,0.5708059064590041,0.3140954612143392,0.39600491207899663,0.7101003732933359,0.14489126688786969,0.2810224192804193,0.27892175150505427,0.31366744337966823,12.193449311972147,62.77137751027766,7.013849271433972,-0.6618610747051114,13.347225861746619,0.4023182750172224,2.631876413731162,-0.25941890207001084,6.788865970440836,22.508549343848603,19.17683421201873,2.4854950843602723,-0.22498330099313604,3.824259392235335,94.95940373717816,-0.22498330099313604,95.36362076585375,110.80394567892334,125.33749721170032,97.83115713900261,101.27967288308919,113.48080690880236,97.62038187849221,0.0,0.0,0.0,0.0,2.9255954443391987,162.0,473.9464619992512,1006986.1372145264,17.0,,0.0
CHW,118505.48280653004,1964.0,26.48749565821466,1964.0,1964.0,1928.0,5055.0,5758.0,1241.0,939.0,165.0,36.0,101.0,608.0,531.0,522.0,51.0,832.0,48.0,40.0,93.0,91.0,75.0,38.0,0.24586980155835367,0.09065647757763112,0.14449461572438346,0.7805851244105592,0.31925770388867664,0.3530552525920459,0.6723129564807224,0.10718545103369224,0.27478362890899616,0.25269190660819735,0.300838682850611,2.8996475342186177,48.708214944886755,1.0524270858044904,8.120389700765484,12.088618838557274,1.0438026126969726,-0.7008622684342947,9.150089517872381,1.2421975302883335,21.780043618283692,25.526014637884817,2.3164753437470433,0.1897704444838427,3.7806279959436786,92.46742795397509,0.1897704444838427,96.22245099803732,103.76178326663236,99.09092550534712,98.52405746357476,88.8960361394845,75.6783487647821,99.13771154593375,0.0,0.0,0.0,0.0,2.649719767606808,162.0,429.25460229246266,1008324.5790204932,4.0,,0.0
CIN,117416.62353923205,1964.0,25.917362270450752,1964.0,1964.0,1872.0,5409.0,5990.0,1353.0,979.0,212.0,37.0,125.0,644.0,594.0,449.0,64.0,949.0,33.0,35.0,64.0,103.0,89.0,36.0,0.24985078687045073,0.07495826341402337,0.15843071738848077,0.5607207731580969,0.3087645560161936,0.37213730305192,0.6809018590681135,0.12228651618146913,0.2773614005113523,0.25425709443572625,0.30135471161927824,5.227029614921654,54.01587353769393,0.3337884816357732,1.349264705882353,12.875096757968077,0.5031661536538342,2.5387795061533818,1.8510793423015806,0.7411345648817099,18.00609017130475,19.382344643763467,1.9693025350978008,0.4073460832459367,4.114291981203987,86.91884013676341,0.4073460832459367,94.88403415524841,100.60974304126192,115.93196530151002,96.17074274741415,95.17544649338825,95.77645932987026,96.25648580087308,0.0,0.0,0.0,0.0,2.804795311313857,163.0,457.1816360601002,1007259.0749582638,18.0,,0.0
CLE,116540.51684810783,1964.0,27.165716260584066,1964.0,1964.0,1846.0,5188.0,5787.0,1304.0,934.0,198.0,21.0,151.0,640.0,608.0,460.0,59.0,964.0,46.0,39.0,54.0,100.0,78.0,49.0,0.25106230054328665,0.07948850832296527,0.16658026580127874,0.6298239955921894,0.3154729582070157,0.3848682614043546,0.7003412196113705,0.1338059608610679,0.2794774312678417,0.27216174184551584,0.3104466148566896,3.5445138196026846,52.8804736021147,-0.8114857935771063,-5.224069264069264,13.01947750294163,0.5061829781965392,-0.7548306931009127,-4.707053586517475,-0.5962504913635761,6.961342731959666,10.042894489591225,0.8194234310351627,0.21523530221353018,3.6221767944277614,94.33165629669341,0.21523530221353018,98.25456301817287,90.97937172479038,114.23673211921592,97.35607154974069,96.9062565237498,94.47377489383,100.7436058682298,0.0,0.0,0.0,0.0,2.8189539629289784,164.0,462.30844997407985,1006400.3105235874,5.0,9.0,0.0
DET,117064.38914100487,1964.0,27.48136142625608,1964.0,1964.0,1932.0,5501.0,6170.0,1394.0,981.0,199.0,57.0,157.0,699.0,658.0,516.0,40.0,911.0,40.0,42.0,71.0,105.0,60.0,27.0,0.25302392773841165,0.08363046948784442,0.147649918336953,0.6908708611016209,0.3188462273852512,0.395269617571799,0.7141158449570504,0.14224568983338737,0.2737282541069692,0.25672609392382495,0.3168610467356242,9.235357160995221,60.794737336620116,2.706635471730211,5.4419773095623984,13.606225423025181,0.7169480820710211,-0.7888485973595221,6.15892539163342,2.98404415397868,21.960346371277762,23.806271894018806,2.3633123525107083,0.2774086822484691,4.224467238214405,95.01000614133972,0.2774086822484691,99.02225622597227,95.72009503737408,101.254756002155,98.39707435815676,99.5252214788731,100.43265034276253,98.73520209327357,0.0,0.0,0.0,0.0,2.9640691649092386,163.0,483.14327390599675,1006911.0779578607,6.0,,0.0
HOU,116625.38752052544,1964.0,27.898193760262725,1964.0,1964.0,1828.0,4965.0,5481.0,1133.0,884.0,152.0,34.0,63.0,458.0,418.0,350.0,44.0,793.0,47.0,38.0,81.0,106.0,32.0,46.0,0.22815985026746943,0.06385695992647326,0.1446816269093231,0.7026296771988688,0.2829888992180259,0.31048313146214196,0.5934720306801679,0.0823232811946725,0.2544883187606277,0.22003284037401932,0.26574987105483044,-5.971199389965573,34.99083892317961,-6.309908848662102,-3.4977193942711184,10.809647539920073,0.6162656260033449,2.131503332284196,-2.8814537682677734,-7.0424105586971315,3.0172865452393625,-1.446195860585142,0.3677046177195653,-0.7325017100350307,3.0603200355928086,71.73702929026167,-0.7325017100350307,86.64662335788414,85.70946066496919,105.87104336268828,88.1424117399127,79.40717155531145,64.47671124707234,88.31989975071885,0.0,0.0,0.0,0.0,2.3693804194599526,162.0,383.839627805145,1006486.9416164934,21.0,,0.0
KCA,114782.26794019934,1964.0,26.37358803986711,1964.0,1964.0,2079.0,5369.0,6020.0,1285.0,884.0,209.0,28.0,164.0,608.0,583.0,536.0,31.0,1069.0,42.0,24.0,49.0,150.0,34.0,20.0,0.23972212009667776,0.08903654438056478,0.1775747504576412,0.661157136483721,0.3114638198704319,0.38152322658172755,0.6929870464521595,0.14180110648504982,0.26835921243272426,0.2938538207740864,0.3093549256633313,8.076593602255995,55.72446662641826,2.07071198786698,-2.664451827242525,12.574001066074196,0.295288996641026,-0.7290032904632265,-2.369162830601499,2.0890211739030833,11.564856118912553,8.691100484131491,1.3005825330715506,0.01830918603610368,2.7345818588480912,90.15087965301517,0.01830918603610368,93.81652324908903,101.90767243206477,121.77648475699844,96.11883726833791,96.06400779838191,100.11875201639428,96.78403780599827,0.0,0.0,0.0,0.0,2.739202656722591,163.0,446.49003322259136,1004681.4171096345,10.0,,0.0
LAA,118288.71528348398,1964.0,26.688783894823334,1964.0,1964.0,1808.0,4366.0,4868.0,1043.0,790.0,142.0,25.0,86.0,444.0,418.0,392.0,38.0,811.0,22.0,28.0,60.0,119.0,41.0,35.0,0.2386091832875924,0.08052588277156944,0.1665981916347576,0.5904734745632704,0.3023913049599425,0.3416463487463023,0.6440376537062449,0.10303716545870995,0.2706139283765407,0.2647904684819227,0.2880764570862417,-0.6136240943168207,38.61886726326731,-2.2994274342918595,6.811472039473684,10.353229994229794,1.791006695076436,-0.6002495699702175,8.596881797788022,-2.4499141875031523,15.89994803454445,14.80971317251089,1.682088383509423,-0.15048675321129298,3.16676093897626,83.95572167580048,-0.15048675321129298,93.38096952554358,92.16670908422212,114.249025223848,93.31902705391666,86.02338002932308,72.74944937133043,97.56860990268801,0.0,0.0,0.0,0.0,2.2693376768159403,162.0,367.63270336894004,1008112.5534100246,1.0,,0.0
