Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SH,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
AC,,1928.0,30.158176943699733,1928.0,1928.0,422.0,1405.0,1531.0,408.0,323.0,49.0,23.0,13.0,240.0,212.0,118.0,0.0,8.0,47.0,30.0,0.0,0.29117714166296543,0.0770738074918354,,,0.3487916388680601,0.38753728575048985,0.73632892461855,0.0963601440875245,,,0.342378133850733,2.3452509578190623,21.361841461360477,-0.015027560746039075,-0.17777777777777778,4.772349676850923,0.5653611812533739,0.8017180926652514,0.387699522206999,0.5147916226720538,6.476558914395225,3.0240259938009606,0.624817423398569,0.5298191834180929,5.22169712302762,88.91442805836415,0.5298191834180929,98.01873076435075,94.20768979435138,,97.02427250122616,91.45818616218708,76.07246548439888,,0.0,0.0,0.0,0.0,2.736500207870673,55.0,150.50751143043763,1015903.7197909863,1097.0,,0.0
BBB,120181.0,1928.0,26.417771408097455,1928.0,1928.0,875.0,2686.0,2830.0,698.0,539.0,95.0,45.0,19.0,326.0,275.0,120.0,0.0,24.0,119.0,60.0,0.0,0.2603515808353357,0.04240282633392226,,,0.2975265012159011,0.3510530265113075,0.6485795277272085,0.09070144567597173,,,0.29980739416166247,-4.7517174036899394,24.121483611764777,-4.315218801586721,-2.3173144876325087,7.245936726149527,0.09976286055131851,0.8437544960480894,-2.2175516270811904,-3.5283246311348386,2.343814963981588,-0.6754467923966074,0.21838367143270562,0.7868941704518829,5.4163054720020565,74.02689382929823,0.7868941704518829,91.91160963381255,63.222288827695095,,87.71755128355124,89.01384068583125,81.62676844108644,,0.0,0.0,0.0,0.0,2.6266439219858655,87.0,228.51802120141343,1015714.4106007067,1149.0,,0.0
BBS,,1928.0,29.527764594209778,1928.0,1928.0,563.0,1906.0,2108.0,553.0,378.0,112.0,22.0,41.0,321.0,294.0,187.0,0.0,15.0,75.0,64.0,0.0,0.2916629675194497,0.08870967679743834,,,0.35815939223197346,0.44035798814611005,0.7985173803780834,0.14869502062666032,,,0.36576423461794627,6.127378443559095,30.247239190896888,3.133698310302762,2.437855787476281,6.053051919155035,-0.19733127641298964,1.0168662332033693,2.240524511063291,4.182352927731447,13.492795591153145,12.254048133490354,1.3113370402861924,1.048654617428686,5.069395391888339,102.17659289659986,1.048654617428686,98.18227393794305,108.43026944498014,,99.6301246886647,103.92378833917712,117.38874958560883,,0.0,0.0,0.0,0.0,3.181625553325427,60.0,190.89753320683113,1015756.0512333966,1098.0,,0.0
BOS,120058.36272878536,1928.0,27.85912368275097,1928.0,1928.0,1725.0,4831.0,5409.0,1292.0,940.0,253.0,61.0,38.0,568.0,516.0,365.0,483.0,20.0,193.0,91.0,66.0,0.26773209910038825,0.06748012529339989,0.08929561783730819,1.1831901632518027,0.32117918423091146,0.3687870066237752,0.6899661908546867,0.10105490752338696,0.29004877932612316,0.1638010709225365,0.3206711383258592,-2.7245223083638717,52.752046428795516,-6.057690415391809,1.694952856350527,13.92224251956607,-0.45372606102045904,2.94390583873843,1.241226795330068,-7.594729570919819,10.512645582714748,8.205488693893145,1.021000669164796,-1.5370391555280107,4.643812233470062,81.42881787555454,-1.5370391555280107,92.76279989188106,80.58779968551076,135.91772333447435,90.80656680675904,89.94491295547546,83.2452504026458,95.83363783369396,0.0,0.0,0.0,0.0,2.8511127425013862,154.0,439.0713625439083,1009846.498243668,3.0,,0.0
BRO,114921.17310065222,1928.0,30.93336858804865,1928.0,1928.0,1679.0,4958.0,5673.0,1321.0,971.0,218.0,67.0,65.0,639.0,593.0,529.0,488.0,32.0,154.0,80.0,0.0,0.2671295108885951,0.09324872151419003,0.08602150490763265,1.5047062766307069,0.3409232144828133,0.37765807567160237,0.7185812901544157,0.11052856478300724,0.28567152169769083,0.1907280101410189,0.33576355478507586,6.674179060769963,59.34337202028818,3.303696448073873,-0.596157236030319,13.21771144798781,-0.07410119488906255,0.88887918571956,-0.6702584309193816,3.839903925676058,17.276236128464046,13.788915556663959,1.6662823813429768,0.5362074776021863,4.473500501787886,90.1399384771846,0.5362074776021863,92.17789064711764,111.38633560686432,140.23261042573745,96.11607864686812,91.66184963160967,90.43819554333717,95.25789419534014,0.0,0.0,0.0,0.0,2.6893695653534286,155.0,416.85228274281684,1004817.7320641635,22.0,9.0,0.0
BSN,116384.52936492136,1928.0,29.587497511447342,1928.0,1928.0,1500.0,4432.0,5023.0,1210.0,923.0,204.0,36.0,47.0,530.0,482.0,401.0,321.0,23.0,167.0,47.0,0.0,0.27452742729643637,0.07983276858869201,0.06390603165040812,1.3507173786675295,0.3359919578725861,0.370851459200876,0.706843417073462,0.09632403190443957,0.28755494511307983,0.15309575721481186,0.32915506013355583,3.5327217024914965,62.19063710977781,1.5513371397755293,-3.0755582137161084,14.720624266825313,0.7860808602407969,0.9899487186619771,-2.2851912878778573,1.7349408045418404,15.160322502151272,8.059227525253776,1.4534581760376535,0.18360366476631107,3.7539350710929202,89.0329247597182,0.18360366476631107,94.73067610084797,95.36087369403783,104.17987513598314,94.72581530297845,90.00980749182426,78.81556817460503,95.88592651498455,0.0,0.0,0.0,0.0,3.034315351210432,153.0,464.2502488552658,1006252.1955006968,16.0,,0.0
CAG,,1928.0,29.56407900780891,1928.0,1928.0,593.0,2026.0,2177.0,560.0,461.0,70.0,23.0,6.0,292.0,249.0,128.0,0.0,23.0,84.0,65.0,0.0,0.27621017046899404,0.05879650852365641,,,0.326596232796509,0.34217477056821316,0.6687710033647221,0.06596460009921912,,,0.31463136257356494,-2.1723595369325084,22.67246397345312,-1.7967610459311218,4.3830960036747815,6.234986520276932,0.6271728214439471,0.7260342048388916,5.010268825118729,-0.8338896997261639,11.137399850508391,9.13982398240791,1.0905580134221142,0.9628713462049578,5.331787632640735,83.56661274291129,0.9628713462049578,97.51014871344853,87.66514323053137,,96.28796655849405,86.7626489842802,59.36484360837768,,0.0,0.0,0.0,0.0,2.5873062874000916,76.0,196.63527790537438,1015651.6922370234,1151.0,,0.0
CHC,116818.79813612915,1928.0,28.646363787651854,1928.0,1928.0,1670.0,5260.0,6009.0,1460.0,1053.0,251.0,64.0,92.0,714.0,665.0,508.0,517.0,31.0,210.0,83.0,0.0,0.2781337116292229,0.08453985633033782,0.08603760977866534,1.2480738284152104,0.3442316824305209,0.40456881157563657,0.7488004940061576,0.12643509994641372,0.2941373882641038,0.18588783408553838,0.34590788353343715,7.6285519189042,67.37740386330199,2.869432431020676,4.412460436448442,14.994402609445634,0.2171106690088035,1.0083600655289153,4.625165253798286,3.6666524443545923,24.29458037312742,24.336984036353197,2.3612039452444282,0.7972200133339163,4.558053848043265,94.67687509664779,0.7972200133339163,95.97509002488141,100.98352724261363,140.25886465260677,97.04883110241711,98.19338698461064,103.45345852399147,98.08085889571599,0.0,0.0,0.0,0.0,3.0706786134897652,154.0,472.8845065734731,1006675.5536694957,17.0,,0.0
CHW,116184.90345528456,1928.0,27.369410569105693,1928.0,1928.0,1701.0,5209.0,5904.0,1404.0,1073.0,231.0,76.0,24.0,657.0,592.0,463.0,485.0,31.0,201.0,144.0,82.0,0.27006057198932926,0.07842140876253388,0.08214769594834012,1.3796530981109416,0.33233234744207313,0.35767091828844855,0.6900032657305216,0.08761034629911922,0.29235854383519655,0.16463414689871275,0.323191610754994,-0.6645178526559693,49.474728895140245,-3.267274221942022,0.03946476964769648,12.5828033142867,0.31766956004309077,2.6606768336758173,0.35713432969078723,-4.472225386394838,11.128389091258466,10.741036010540858,1.0747797493891755,-1.2049511644528166,5.252711235789345,83.68265292685334,-1.2049511644528166,93.56956032657035,93.65437234937627,125.03780231201976,93.95988591947247,87.23376646775134,72.17012408669865,96.56107907819508,0.0,0.0,0.0,0.0,2.5601866431165314,155.0,396.8289295392954,1006055.4168360434,4.0,,0.0
CIN,116791.01738980717,1928.0,29.488808539944902,1928.0,1928.0,1716.0,5184.0,5808.0,1449.0,1121.0,229.0,67.0,32.0,648.0,588.0,386.0,330.0,26.0,212.0,83.0,0.0,0.2793886238028581,0.06646005439962122,0.05681818140788568,1.462725590595558,0.33264765415668046,0.3679914325506199,0.7006390867073002,0.08860280874776169,0.2929866855843664,0.12878787809400827,0.32692933351246956,-2.963171450353478,50.037296828396684,-4.813755190047655,2.9607438016528924,13.300847363565886,0.8254646116883055,0.8944700011367283,3.786208413341198,-4.0264225773175575,13.955103200726255,15.86156492145647,1.357775723962502,0.787332612730097,4.511015332894876,87.60738728867497,0.787332612730097,96.40812026825776,79.3870607939666,92.62523257441796,93.7829597116846,89.31564695443348,72.49780325068437,97.76448507825171,0.0,0.0,0.0,0.0,2.741661262835744,153.0,419.474173553719,1006645.1422176309,18.0,,0.0
