Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BAL,116895.40497246788,1963.0,27.262472885032537,1963.0,1963.0,1957.0,5388.0,5993.0,1350.0,967.0,205.0,32.0,146.0,640.0,603.0,468.0,43.0,929.0,28.0,37.0,72.0,116.0,97.0,34.0,0.25039429405456365,0.07809110588403137,0.1550141826504255,0.5880248054665443,0.31124286309627897,0.38181312876789586,0.693055991864175,0.1314188347133322,0.2764511611196396,0.2574670434690472,0.3084490021250412,3.2756081541541406,49.86693987059516,0.21300453004079975,2.7383614216586016,12.360417785805826,0.34573328555818794,-0.7713428958864083,3.0840947072167895,1.0005833808871443,15.673752978023352,22.13908625987645,1.7227284017253477,0.7875788508463435,3.83745718209275,97.21101108966279,0.7875788508463435,98.08585669805342,92.13714232534952,114.14443294413594,96.80348778473348,96.86518948011506,94.6215564816918,100.8707553635801,0.0,0.0,0.0,0.0,2.753046249240781,162.0,445.99349240780913,1006744.476555982,2.0,,0.0
BOS,118938.59826684107,1963.0,27.899607586657947,1963.0,1963.0,1898.0,5546.0,6116.0,1399.0,948.0,246.0,34.0,171.0,666.0,621.0,475.0,40.0,943.0,26.0,25.0,44.0,138.0,27.0,16.0,0.2525991948083715,0.07766514006229562,0.15418574187933287,0.6040089687419882,0.3122287327817201,0.4015936881258993,0.7138224209076194,0.14899449331752782,0.27445746432521256,0.2598103345487246,0.3168566211824234,10.497179897381915,61.81474139237124,2.5524171383007133,2.895356442119032,13.614259916142682,-0.4264122340837317,-0.8495880034999259,2.4689442080353006,2.6094002776704697,17.843016398348524,19.71489327210332,1.9638219396624503,0.056983139369756464,2.955928210385178,94.60905856522744,0.056983139369756464,98.9495727830705,91.63455918097344,113.53441197426496,97.11011529452611,101.88347587696768,107.27603007330028,100.12659059981674,0.0,0.0,0.0,0.0,3.0511498197432965,161.0,491.2351209941138,1008748.7204054937,3.0,,0.0
CHC,117334.88390928725,1963.0,25.63498920086393,1963.0,1963.0,1796.0,5029.0,5556.0,1203.0,858.0,189.0,43.0,113.0,521.0,482.0,399.0,55.0,976.0,32.0,38.0,58.0,105.0,62.0,56.0,0.23869192664146877,0.07181425449874008,0.17566594618070555,0.474442981600072,0.2963701310084594,0.360676375900828,0.6570465069092872,0.12198444925935926,0.27057855653833696,0.26781857457703384,0.29150497796783303,3.2352033053288456,51.80553307323216,-0.8140914198603515,3.3115550755939527,12.885434818206672,0.25338872699915177,2.4945892783316337,3.5649438025931044,-1.3220207281913787,17.622947170940037,15.777180921572644,1.9341734865756515,-0.5079293083310275,3.7540475815383765,83.73893883655984,-0.5079293083310275,93.92080779588287,92.13379104965009,122.9290228818606,93.81999832591988,94.94203731967679,97.00594752020777,96.85473161357514,0.0,0.0,0.0,0.0,2.8699837348398125,162.0,464.9373650107991,1007175.654787617,17.0,,0.0
CHW,118002.76585365854,1963.0,26.98520325203252,1963.0,1963.0,1982.0,5428.0,6150.0,1363.0,1003.0,208.0,39.0,113.0,679.0,640.0,559.0,29.0,864.0,40.0,44.0,79.0,97.0,64.0,28.0,0.2508361257604878,0.09089430847089433,0.14048780421105692,0.85150900836813,0.32286927417495936,0.3665279810765854,0.6893972552515447,0.11569185531609756,0.2779317095962602,0.24975609907967478,0.3095641793293082,5.561909933449892,51.06665563378016,2.5722111412627116,3.655609756097561,12.072152638093728,0.45294255931187816,-0.7533539186792857,4.108552315409439,2.7003819415046943,18.12773297632857,25.228033352120644,1.9865824361365114,0.12817080024198244,3.6883735090437386,97.93068242443807,0.12817080024198244,98.27491315169445,107.24322240465972,103.44795858712267,100.43589256041658,93.00250194689191,83.31167847001116,101.41054185374523,0.0,0.0,0.0,0.0,2.688840710601626,162.0,435.5921951219512,1007833.3481300813,4.0,,0.0
CIN,117498.20455386894,1963.0,25.392632358385782,1963.0,1963.0,1704.0,4857.0,5402.0,1207.0,854.0,199.0,42.0,112.0,582.0,548.0,407.0,50.0,829.0,41.0,36.0,61.0,86.0,89.0,54.0,0.24841244802554607,0.07534246533209922,0.15346168047260272,0.5883369071036653,0.3091266789990744,0.3762430094085524,0.6853696884076268,0.1278305613830063,0.2756342883378378,0.24953720860977424,0.3040391309388784,6.6466661523676205,56.42438055940668,3.5174518320978745,0.16549426138467235,13.205747159968224,1.0074900438783567,2.5566009795081155,1.172984305263029,3.557540003320785,20.492872448060155,19.7140966646798,2.2934175660380114,0.04008817122291042,4.255953370091762,94.27760008510646,0.04008817122291042,97.74565111352484,96.66029406731384,107.39073133104164,97.85825719853844,99.03969382889736,101.65496343417885,98.64669388083313,0.0,0.0,0.0,0.0,2.9413271720436875,162.0,476.49500185116625,1007339.8106256942,18.0,,0.0
CLE,115601.24052994962,1963.0,27.360888225415188,1963.0,1963.0,1815.0,4793.0,5359.0,1139.0,776.0,184.0,29.0,150.0,563.0,520.0,419.0,43.0,973.0,38.0,36.0,73.0,82.0,49.0,32.0,0.23749699475144623,0.07818622829707035,0.1815637242267214,0.46838026583914916,0.3015424339794738,0.38200051037562976,0.6835429443551035,0.1445035156241836,0.2666264264877775,0.2877402505635379,0.30390383494094153,3.7437740468206333,43.807776366262516,-0.04068441527474556,-0.4034334763948498,10.628754074978454,-0.4033499298438939,-0.6632796795326005,-0.8067834062387437,-0.01374434003055373,9.144946649176559,11.00478230007661,1.029170009956936,0.02694007524419183,3.6406710382744984,91.68899702356796,0.02694007524419183,93.03365430656515,92.2493741500789,133.6941432760424,93.78643749103777,96.91272780075064,104.04252628827794,97.28785348780116,0.0,0.0,0.0,0.0,2.367351334659451,162.0,383.51091621571186,1005483.0246314611,5.0,9.0,0.0
DET,116994.19152144772,1963.0,28.496313672922252,1963.0,1963.0,1814.0,5261.0,5968.0,1342.0,971.0,189.0,35.0,147.0,678.0,634.0,563.0,49.0,857.0,37.0,45.0,62.0,120.0,71.0,30.0,0.2547073271871649,0.09433646069135389,0.14359919519504025,0.7531269368411527,0.3284202963285858,0.38840640771615287,0.7168267040447386,0.13369908052898793,0.27718293226809654,0.2625670224380027,0.31967288247574066,10.877167618996692,59.838332730303875,4.934367391623813,2.3973154362416107,12.989121232652442,-0.4120482017857899,-0.810576677927443,1.9820536748898132,5.224844417558605,19.385442647173416,23.929130312326144,2.1426090212427553,0.29047702593479136,3.7550346578928098,99.4179096593052,0.29047702593479136,99.77538221769679,111.30450525437352,105.73902611050644,102.14605349542842,98.53789051236899,96.26333339067789,101.1208860677174,0.0,0.0,0.0,0.0,2.893077897895442,162.0,468.6786193029491,1006844.0214477212,6.0,,0.0
HOU,118481.50752508361,1963.0,26.92591973244147,1963.0,1963.0,1990.0,5381.0,5980.0,1184.0,913.0,170.0,39.0,62.0,464.0,420.0,456.0,39.0,937.0,30.0,27.0,86.0,119.0,39.0,30.0,0.22088169209314382,0.0762541800653846,0.15668896274331104,0.6751123954518393,0.2829553784003344,0.30169009578461536,0.5846454741849498,0.08080840369147158,0.2541948199160535,0.24331103690301,0.26382881653588613,-8.29317872684783,33.531566591480626,-7.929953146462233,-3.6165551839464882,11.09586927168769,-0.21886847600477893,2.1481336803482316,-3.8354236599512674,-8.133276023410765,1.27530326867389,-0.7092619241378508,0.1862811881192595,-0.20332287694853154,3.155151945299834,73.5877022681135,-0.20332287694853154,86.91281368670049,97.82997458993042,109.64914660575863,89.57337582400191,79.41488338796984,64.26143508685979,90.97372731660319,0.0,0.0,0.0,0.0,2.4713922963946486,162.0,400.3655518394649,1008302.8732441472,21.0,,0.0
KCA,115982.52401205033,1963.0,28.270246322877902,1963.0,1963.0,1837.0,5012.0,5643.0,1233.0,907.0,202.0,38.0,86.0,580.0,520.0,496.0,37.0,784.0,23.0,43.0,69.0,113.0,46.0,25.0,0.245848464387737,0.08789650843983696,0.13893319094949494,0.7895620299300018,0.31378619628477755,0.35278363788180045,0.6665698341665782,0.10693517349406344,0.2720166029985823,0.24206982242778663,0.29877170597500163,3.974406166296161,50.60094363761132,-3.2589106820280427,1.1171362750310119,12.369757674207332,0.03481603651016227,-0.7719257448395518,1.151952311541174,-3.1848226826475416,9.564961558261412,6.318186676887226,1.0579539179225188,0.07408799938050095,3.4815641638798236,82.92070641639364,0.07408799938050095,96.32220814112368,103.7062161733144,102.30322172398934,97.61181911784803,89.51633181690146,77.00696770332118,99.2889094723262,0.0,0.0,0.0,0.0,2.755126528855219,162.0,446.3304979620769,1005854.9718234981,10.0,,0.0
LAA,119967.79642792053,1963.0,27.190996901767814,1963.0,1963.0,1854.0,4922.0,5487.0,1253.0,950.0,190.0,34.0,79.0,546.0,493.0,404.0,39.0,789.0,41.0,45.0,75.0,95.0,43.0,28.0,0.25485743293657737,0.07362857614652815,0.14379442273045384,0.7319027038647713,0.31329930272735557,0.3552384650956807,0.6685377678230363,0.10038103215910334,0.2856376346632039,0.23182066702022963,0.2985716139646609,4.968066960159366,54.629128652610675,2.196750573119008,1.6254784034991798,13.174799852067082,0.44585887485258285,-0.8221638173336813,2.0713372783517627,2.177488030455374,16.601461343540542,15.921516307627284,1.8400065911400523,-0.0192625426636338,3.443278233927332,91.73727711675093,-0.0192625426636338,99.83418248342178,86.87194940868065,105.88278157819234,97.44308647858495,90.12325307712592,72.27433970824532,104.22429512772868,0.0,0.0,0.0,0.0,2.9526605505212316,161.0,475.37834882449425,1009756.475305267,1.0,,0.0
