Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BAL,118053.53756830601,1883.0,26.463258785942493,1883.0,1883.0,685.0,2800.0,2942.0,727.0,578.0,102.0,43.0,4.0,411.0,0.0,142.0,0.0,0.25937577242556076,0.04826648482664853,,,0.2953772938477226,0.3309376627467709,0.6263149565944935,0.07156189032121006,,,0.2866014895756823,2.472038920412062,44.32287092420065,3.1041549726752713,-2.1852481305234535,10.057810060958486,-0.180088110128196,1.3377428032270424,-2.3653362406516494,3.1041549726752713,12.134371596209153,7.001438259495947,0.9964929017297566,0.0,101.90652731545443,0.0,101.0274034914157,120.04513923376497,,103.0545347394868,98.01702575333543,88.46289115337413,,0.0,0.0,0.0,0.0,2.896555631080898,96.0,278.0693405846363,1007871.0669612508,1006.0,,0.0
BSN,118760.64168681171,1883.0,25.618365353305112,1883.0,1883.0,874.0,3603.0,3723.0,997.0,673.0,205.0,85.0,34.0,664.0,506.0,120.0,417.0,0.27688937638383027,0.032232070406661296,0.11200644599033038,0.44785426008917534,0.30002685943620744,0.40942408004351327,0.7094509394797207,0.13253470365968303,0.3063552490964276,0.15337093665592266,0.3158059024599461,11.952164217406176,68.4630198769765,9.99987437060812,0.22266988987375771,13.58098334950059,-0.20425060118898625,0.7964091907961286,0.01841928868477147,9.99987437060812,24.395686199589612,17.03845868572533,2.073344014530925,0.0,111.85895643716222,0.0,104.02319233880273,84.66311170757513,124.41536761282607,102.00912795215801,111.63384446988908,131.77591211443007,105.52036281663462,0.0,0.0,0.0,0.0,3.831376385949503,98.0,375.4748858447489,1008577.9175396186,16.0,,0.0
BUF,118401.00376952073,1883.0,28.648277964035355,1883.0,1883.0,846.0,3569.0,3714.0,1020.0,772.0,182.0,58.0,8.0,601.0,414.0,145.0,310.0,0.28607344674313406,0.039041464404684985,0.08346795865131933,0.768974403688476,0.31367797485514276,0.37621057330613894,0.6898885481612816,0.09013712656300485,0.31003934643484116,0.12466343614970381,0.3120580175645774,10.769618850108508,67.4142138215421,6.162248309873621,1.5963920301561658,13.613124277936189,0.05056568722285262,0.7982939829461589,1.6469577173790184,6.162248309873621,22.220624288134992,15.488950724061068,1.9096024021391005,0.0,105.57145106838539,0.0,107.47351004299165,102.54916362549429,92.7151707000201,106.65050700094261,102.57782742998853,89.62107086090718,106.78930561734646,0.0,0.0,0.0,0.0,3.840443772635972,98.0,376.36348949919227,1008221.6313947226,1015.0,,0.0
CHI,115609.29970953261,1883.0,25.7921837866385,1883.0,1883.0,886.0,3658.0,3787.0,1000.0,649.0,277.0,61.0,13.0,679.0,467.0,129.0,399.0,0.27379237687694746,0.03406390233588592,0.10536044306522313,0.6808278948170056,0.2981251646612094,0.39381857114998686,0.6919437358111962,0.12002619427303934,0.3037696251056245,0.1428571422101928,0.30942396669674904,8.961786152983052,66.23902146047303,1.9892973146723862,2.1629257987853183,13.76516370062628,-0.2149502529893272,0.8072098022559719,1.947975545795991,1.9892973146723862,18.509646363350633,13.961749069864469,1.603309514934507,0.0,100.44737800727061,0.0,102.85969600107737,89.47473532643505,117.03307019438536,101.36255175563598,107.37883594057087,119.33901681001709,104.62977588390979,0.0,0.0,0.0,0.0,3.8833361160681283,98.0,380.56693952997097,1005489.6812780565,17.0,,0.0
CIN,118118.19275210085,1883.0,26.86108193277311,1883.0,1883.0,889.0,3669.0,3808.0,961.0,731.0,122.0,74.0,34.0,662.0,484.0,139.0,0.0,0.26198544904490545,0.036502100343487394,,,0.28886554573792017,0.363226864585084,0.6520924103230041,0.10124141554017857,,,0.2935924999760229,4.977324183599368,58.773225563687404,5.751345046732811,5.966911764705882,12.928511387539418,-0.019438348564773233,1.7195615109350697,5.947473416141109,5.751345046732811,26.34689136134841,22.07011636978335,2.325929571718712,0.0,105.64256557514815,0.0,102.04387796911702,90.78555717899516,,100.78264321033501,107.58043265562661,125.15192489947206,,0.0,0.0,0.0,0.0,3.6473053514311973,98.0,357.4359243697479,1007949.9795168068,18.0,,0.0
CLE,116926.19710720362,1883.0,26.06382978723404,1883.0,1883.0,886.0,3390.0,3526.0,833.0,609.0,179.0,37.0,8.0,471.0,296.0,136.0,364.0,0.24574039668633013,0.03857061757373794,0.10323312485309134,0.43531183325524675,0.27481565461911517,0.32767714185564384,0.6024927964747588,0.08193674516931368,0.27111881054849685,0.14407260326999433,0.2736370536291119,0.40670015587915315,52.9418309047182,-1.7370295701942682,5.524673851389677,12.62551641868458,-0.4580716065210895,0.740379179888883,5.066602244868587,-1.7370295701942682,16.69546827324778,11.894158941083818,1.5003077167790912,0.0,89.9680656317209,0.0,92.32098711681957,101.31240292899905,114.67007157362126,93.43731867199041,89.34466943508312,81.46763852959411,93.38359744078369,0.0,0.0,0.0,0.0,3.4905899035734547,100.0,349.0589903573454,1006779.4486670449,1018.0,,0.0
COL,118505.42294991744,1883.0,24.33212341197822,1883.0,1883.0,864.0,3505.0,3637.0,847.0,652.0,101.0,79.0,15.0,471.0,32.0,132.0,0.0,0.24193715894830903,0.03629364814819906,,,0.2691778933214188,0.32874886070195214,0.5979267540233709,0.08681170175364313,,,0.27031537609373046,-2.405720771718887,51.45194448683946,1.1541716774270356,-0.20236458619741546,12.943354804707951,-0.34341452096414526,1.7215357652083316,-0.5457791071615608,1.1541716774270356,15.273283140181757,11.281783572406583,1.2928700689352677,0.0,98.19834524969035,0.0,94.23502722734975,90.26710896597854,,93.91379478442568,97.36874696688578,107.3142993931725,,0.0,0.0,0.0,0.0,3.689137132645037,97.0,357.846301897168,1008331.9076161672,1017.0,1089.0,0.0
DET,118306.4735806633,1883.0,24.871794871794872,1883.0,1883.0,827.0,3412.0,3558.0,862.0,653.0,151.0,45.0,13.0,476.0,329.0,146.0,335.0,0.25323156619758286,0.04103428832686903,0.09415401878021361,0.5235052847470489,0.2833052272203485,0.3357698667743114,0.61907509399466,0.08253830057672848,0.27817022810342884,0.13884204504777967,0.28091089847116,0.940865571604784,59.86472348937837,-2.1735480490448786,1.5795390668915121,14.160888628025884,-0.12317381228386787,0.8304157042954412,1.4563652546076442,-2.1735480490448786,14.27412153788409,8.474218710630963,1.2350874394479678,0.0,92.51118103271457,0.0,95.1353073232814,107.78366057864469,104.58511342977978,96.32377323597748,91.55123724323971,82.06574989447107,95.81237299126828,0.0,0.0,0.0,0.0,3.8763127559471613,101.0,391.50758853288363,1008128.8850477797,1031.0,,0.0
LOU,118679.27180989583,1883.0,25.869318181818183,1883.0,1883.0,750.0,2973.0,3086.0,744.0,579.0,100.0,56.0,9.0,473.0,5.0,113.0,0.0,0.2503446415456902,0.03661697950745301,,,0.2777057674886585,0.3307454147456254,0.6084511822342837,0.08040077319993519,,,0.27595933653747423,-0.19900809064569216,46.951786296923,1.4044059532157076,1.0965651328580688,11.331524642820549,-0.9652070841152639,1.5071536893865827,0.13135804874280482,1.4044059532157076,14.374442334165646,9.78964419599573,1.236282521668729,0.0,98.02311919714673,0.0,97.50975920701626,91.07127687212883,,96.88909492741787,97.96008579333538,99.38928131031963,,0.0,0.0,0.0,0.0,3.1967741072423848,98.0,313.2838626053143,1008519.736228127,1044.0,,0.0
NYG,116829.56820083682,1883.0,26.436556735606484,1883.0,1883.0,869.0,3459.0,3585.0,895.0,664.0,139.0,68.0,24.0,527.0,369.0,126.0,287.0,0.2590504858644352,0.0351464429665272,0.08005578763765692,0.6209976038078103,0.28479776800557877,0.35962435369762896,0.6444221217032078,0.10057386783319387,0.27490578248117153,0.12189679165690376,0.28983482074205513,4.943746877227015,58.01761085617906,2.2738378657198806,2.6624825662482565,12.754987596259083,-0.1581683257280367,0.7479715635263552,2.50431424052022,2.2738378657198806,18.281111266025533,11.924875699952578,1.5914866996126986,0.0,97.2588399828289,0.0,97.32138830484253,92.31821566088571,88.92497356208669,96.83123708178275,98.05541765887041,99.99805939602278,94.68797415210446,0.0,0.0,0.0,0.0,3.598351977832636,98.0,352.63849372384936,1006686.3723849372,30.0,,0.0
