Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,HBP,SH,SB,AVG,BB%,OBP,SLG,OPS,ISO,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,OBP+,SLG+,ISO+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BOS,116436.86756202202,1903.0,29.616366366366368,1903.0,1903.0,1336.0,4916.0,5361.0,1334.0,951.0,222.0,113.0,48.0,708.0,609.0,261.0,36.0,148.0,141.0,0.2710365643775415,0.048684946435366534,0.31280633767617977,0.39101678102294346,0.7038231186991233,0.11998021664540195,0.3311190484888992,7.776394292107638,64.82701600957962,7.643186489558927,4.549542825153947,14.789390351398154,-0.14829652392331666,1.428274044946694,4.399549027279817,7.5542404641989656,28.171453887823635,29.33469724757899,2.863035024807531,-0.0889460253599608,6.348808420783846,108.28993399204268,-0.0889460253599608,103.06055831227815,85.36570113783037,100.17346080006776,109.92760879482506,129.40585851591138,0.0,0.0,0.0,0.0,3.4190892722160044,141.0,482.09158739041226,1006303.4847976124,3.0,,0.0
BRO,117761.48864163189,1903.0,27.75428836346778,1903.0,1903.0,1096.0,3753.0,4314.0,1012.0,806.0,149.0,44.0,13.0,566.0,445.0,432.0,35.0,94.0,236.0,0.2703360098720445,0.10013908170653685,0.35019985038317103,0.3447874065498377,0.6949872569330088,0.07445139667779324,0.3359478412993193,12.112174489673755,62.969759373491456,6.501186440066033,1.6142790913305516,13.183952295927329,0.530834765996012,2.707470420851188,2.145113857326564,8.753155406970968,26.789691981076054,19.716231516646058,2.727873265506269,2.2519689669049363,5.868290226670445,100.44454295265466,2.2519689669049363,97.48755821814744,132.8739449215762,102.91492397172317,95.51283550770759,88.96908773299633,0.0,0.0,0.0,0.0,3.09179082595503,139.0,429.7589244320816,1007601.4415855354,22.0,,0.0
BSN,115598.67702485966,1903.0,27.478548516439453,1903.0,1903.0,1250.0,4458.0,4988.0,1096.0,854.0,172.0,46.0,24.0,546.0,460.0,378.0,59.0,93.0,152.0,0.24642626384923816,0.07578187610825983,0.31322900007137133,0.3218390163189655,0.6350680163903368,0.07541275246972734,0.30681255862533824,0.43159902047127013,54.1997186458361,-5.453741181384631,-3.5930232558139537,13.93845826147517,-0.3550890799829887,2.862416565848056,-3.9481123357969423,-5.422374235083465,7.430388256442815,5.078810813216878,0.7644521649972265,0.03136694630116535,5.141206785941767,84.33862614420758,0.03136694630116535,88.84471597532499,100.55451538462944,92.05012136016934,89.1350172908834,90.09701398724876,0.0,0.0,0.0,0.0,3.2453832042461905,140.0,454.35364875701686,1005483.1060545308,16.0,,0.0
CHC,117167.35825610784,1903.0,26.87633305988515,1903.0,1903.0,1204.0,4328.0,4884.0,1200.0,957.0,175.0,59.0,9.0,643.0,506.0,402.0,44.0,110.0,242.0,0.27701934832862407,0.08230958196334973,0.3445353288691646,0.35039081363636365,0.6949261425055283,0.07337146530773955,0.3346373386662576,9.952226315051195,65.5254102185447,4.874910471352761,1.8142915642915642,14.406390063354806,-0.37038973379303547,2.958511536773889,1.4439018304985287,6.303019047803022,25.11182247843024,22.634132596994423,2.556438467752394,1.428108576450262,6.031944293159314,101.41803355779837,1.428108576450262,99.87452204763163,109.21608900276306,101.25026363474038,97.04258852534753,87.65825035692731,0.0,0.0,0.0,0.0,3.378466758237101,139.0,469.6068796068796,1007180.7497952498,17.0,,0.0
CHW,117206.48331595412,1903.0,26.786757038581857,1903.0,1903.0,974.0,3464.0,3836.0,857.0,666.0,139.0,38.0,14.0,380.0,340.0,238.0,23.0,111.0,137.0,0.2476016917179354,0.062043795197601656,0.30011486166527634,0.3216151929426486,0.6217300546079249,0.07401350122471323,0.29835599153558473,-1.9792494700476684,51.15618422980643,0.3358970464442282,1.3026590198123045,13.774445340309265,-0.05539722189043063,1.3302565079189184,1.2472617979218739,0.8969743849001716,17.248938031050226,12.477359364612994,1.7558699744567599,0.5610773384559422,5.415654499207341,92.62378185318595,0.5610773384559422,94.14954268668207,108.78952255450591,96.10912794761337,90.41655199498256,79.82799944476952,0.0,0.0,0.0,0.0,3.253676081827425,138.0,449.007299270073,1007060.6014077164,4.0,,0.0
CIN,116788.0634671451,1903.0,29.44785138764548,1903.0,1903.0,1111.0,4026.0,4468.0,1168.0,873.0,188.0,80.0,27.0,652.0,547.0,340.0,25.0,77.0,126.0,0.29098170556781555,0.07609668705640107,0.3491691951269024,0.3980358005875112,0.7472049957144136,0.10705409501969561,0.3536784679080274,18.034992848531548,68.22309245031698,7.7398483323606175,-0.09422560429722471,13.01039977585972,0.05251512178632572,2.671829491333232,-0.04171048251089899,7.40740785310145,23.0479266377835,18.509935387291026,2.3497470555078244,-0.3324404792591676,6.032659729290388,101.78806113639997,-0.3324404792591676,104.9318930232654,100.97223613731835,102.61204032621647,110.26279791833275,127.92814483742127,0.0,0.0,0.0,0.0,3.007812846510743,141.0,424.1016114592659,1006652.3352730528,18.0,,0.0
CLE,113950.99547218629,1903.0,26.64489003880983,1903.0,1903.0,1158.0,4232.0,4638.0,1135.0,814.0,206.0,84.0,31.0,582.0,498.0,239.0,37.0,130.0,160.0,0.2677040219092281,0.05153083175247952,0.31293383030638205,0.37745443541957746,0.6903882657259595,0.1097504135103493,0.3263091664208943,10.01292223641571,65.68304609210632,11.059429361971434,3.3569117964200994,14.431520075097506,-0.01383309211194798,1.3937129971311026,3.342354919962222,11.729338911470974,30.896926903661797,24.846951414347153,3.1431914813040573,0.6699095494995386,6.21102155326117,107.42679804516729,0.6699095494995386,101.79337250591831,90.355765074241,100.21428918637459,106.11478976970103,118.37240238328329,0.0,0.0,0.0,0.0,3.3601860405843036,140.0,470.4260457093575,1003867.6845623114,5.0,,0.0
DET,116129.3269058296,1903.0,27.72301104349786,1903.0,1903.0,1116.0,4005.0,4460.0,1081.0,847.0,139.0,83.0,12.0,497.0,388.0,263.0,35.0,157.0,109.0,0.2705218855038116,0.058968609397757846,0.32065972936345294,0.35606127839955154,0.6767210077630045,0.08553939289573989,0.32189622655167605,7.764985317249169,59.1294465471912,7.391703394185769,1.8201793721973094,13.315351252100793,-1.6560206643468596,1.2859198480028025,0.16415870785044984,6.758214215809088,21.523644023763136,16.442596720134492,2.1906390303844954,-0.6334891783766816,5.719638400453631,102.09765763345224,-0.6334891783766816,102.86485375042335,103.39739601121639,102.68843997273093,100.1004734796652,92.25936478609685,0.0,0.0,0.0,0.0,3.168190892809417,137.0,434.0421524663677,1005999.9997757848,6.0,,0.0
NYG,116003.19399666482,1903.0,29.189549749861033,1903.0,1903.0,1380.0,4741.0,5397.0,1290.0,1040.0,181.0,49.0,20.0,729.0,570.0,379.0,92.0,185.0,264.0,0.27208883847989623,0.07022419820548453,0.3374560734743376,0.3440055952721882,0.6814616687465258,0.07191675679229201,0.3282137640573822,7.732170331234573,60.35970123006921,2.1639092910349134,-0.2164165277005744,13.642780293396292,-0.3636121205882526,2.8016958248515764,-0.5800286482888269,3.6986479867763706,19.563095456735415,21.141753279032997,1.9947318981265392,1.5347386957414564,5.963351607492332,96.55417981436308,1.5347386957414564,98.09691222519906,93.18006601920233,99.1698486090404,95.27416853759571,85.92028311436763,0.0,0.0,0.0,0.0,3.131798573950343,142.0,444.7153974430239,1005868.6216416528,30.0,,0.0
NYH,116536.68024938766,1903.0,28.84187082405345,1903.0,1903.0,1143.0,4021.0,4491.0,995.0,756.0,168.0,54.0,17.0,515.0,411.0,301.0,53.0,116.0,139.0,0.24791740859274106,0.06702293412179915,0.30865331084212866,0.329263116356936,0.6379164271990647,0.08134570776419506,0.30653341534125406,1.6100418924085962,51.63383765608501,-2.463946833591912,2.1380538855488753,12.967806837783408,-1.1936382197666489,1.252356012398937,0.9444156657822266,-2.4207114219803136,12.743867093984258,8.986561743914134,1.2949888503140263,0.043235411611598204,5.546025287732238,85.20577955217573,0.043235411611598204,94.290588207432,117.52009979548261,98.84349071745032,92.58724963618087,87.75576425032101,0.0,0.0,0.0,0.0,3.1081853243086175,136.0,422.71320418615005,1006402.1405032286,9.0,,0.0
