Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,HBP,SH,SB,AVG,BB%,OBP,SLG,OPS,ISO,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,OBP+,SLG+,ISO+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BOS,117339.00655447299,1906.0,29.143666961913198,1906.0,1906.0,1500.0,5168.0,5645.0,1223.0,975.0,160.0,75.0,13.0,463.0,408.0,298.0,41.0,138.0,99.0,0.23652699063436664,0.052790079190434,0.2836191033117803,0.3037969923946856,0.5874160957064659,0.06727000176031887,0.28882383981504206,-1.0064687232399157,37.63867216931636,-3.1763302399778217,-2.670504871567759,10.686116368216986,-0.11067859746377166,1.6057474029558134,-2.781183469031531,-4.187768699938238,5.322911602203032,5.270934607290197,0.6706197299693727,-1.0114384599604154,4.7649802301778,83.67962146331169,-1.0114384599604154,92.44026054169801,81.99897891212953,91.01168613510589,92.73401434450656,93.78183841092769,0.0,0.0,0.0,0.0,2.519254836595217,155.0,390.4844995571302,1007186.8643046945,3.0,,0.0
BRO,115919.76612162411,1906.0,27.988976667279076,1906.0,1906.0,1458.0,4861.0,5443.0,1148.0,917.0,140.0,66.0,25.0,491.0,403.0,385.0,35.0,162.0,172.0,0.23695562470475837,0.07073305110343561,0.29709142597354404,0.30924087638838876,0.6063323023619328,0.07228525168363036,0.29910051338333726,1.2085125974768642,45.53370773053463,0.1377821683444166,-2.417416865699063,12.256759382833987,0.019941867462812967,1.6535414391886474,-2.39747499823625,0.43502321613569195,11.947849039922076,13.636670520452764,1.4433803191454289,0.2972410477912757,5.230483825268322,93.28159422724534,0.2972410477912757,93.78191488236067,90.76248158183958,92.99160982866397,96.0502170478143,104.32149045995551,0.0,0.0,0.0,0.0,2.927306045188315,153.0,447.8778247290097,1005792.7376446812,22.0,,0.0
BSN,116037.66997193638,1906.0,27.43872778297474,1906.0,1906.0,1391.0,4825.0,5345.0,1101.0,906.0,136.0,43.0,16.0,403.0,329.0,354.0,52.0,114.0,94.0,0.22860670050533208,0.06623012103199251,0.28823640817118806,0.2845315793036483,0.5727679874748364,0.05592487879831618,0.284499583434156,-1.3159072045790925,43.86664581556148,-5.115601190650041,-3.129466791393826,12.493835142915902,-0.5199276053969608,1.6855249824139165,-3.649394396790787,-6.369374032025867,4.160591696513165,0.46349364567602436,0.5422159096795925,-1.2537728413758265,4.030410670036744,78.68728224637547,-1.2537728413758265,90.47759113142436,84.98445983248774,90.21992983889582,88.37550930604898,80.71033266325207,0.0,0.0,0.0,0.0,3.0035584168362957,152.0,456.5408793264733,1005910.9223573433,16.0,,0.0
CHC,119360.17120409283,1906.0,26.989219806321945,1906.0,1906.0,1384.0,4777.0,5473.0,1269.0,1005.0,173.0,71.0,20.0,683.0,519.0,427.0,44.0,225.0,278.0,0.26616345006212316,0.07801936745733602,0.33139320438187464,0.3449984678852549,0.6763916722671295,0.07883501782313174,0.33229794266065854,12.514548786432874,64.63682367378802,8.569725347054716,8.873355263157896,14.412800211313396,-0.5293190748271343,1.9444097464727386,8.34241489191871,10.493210435474984,35.192835285179825,37.127706322684475,3.9747784112813913,1.923485088420267,6.277390182702375,108.91602558479934,1.923485088420267,105.34174088343651,100.11205923406416,103.72829663719146,107.15652506405308,113.77405996649107,0.0,0.0,0.0,0.0,3.419885341701078,154.0,526.6623424081856,1009164.9256349351,17.0,,0.0
CHW,117860.624217119,1906.0,29.46597077244259,1906.0,1906.0,1296.0,4188.0,4790.0,964.0,779.0,136.0,43.0,6.0,457.0,390.0,365.0,38.0,199.0,184.0,0.23006248117640915,0.07620041709749477,0.2978160641014614,0.2874152097231733,0.5852312738246347,0.057352728546764084,0.2913985698452423,0.3867491774260801,43.87118255596661,0.3652183520628841,5.408141962421712,12.024272769013718,0.45283628609070325,1.8068252399629896,5.860978248512415,1.3193521810364803,21.011428438525606,19.81387824411944,2.371162591817258,0.9541338289735959,5.240549211193862,90.58508683191427,0.9541338289735959,89.91377958083534,118.36232281699631,95.56740655159162,87.73347613221588,79.95606035751848,0.0,0.0,0.0,0.0,2.8531328808956156,154.0,439.38246346555326,1007696.1638830898,4.0,,0.0
CIN,116567.05640243902,1906.0,29.553571428571427,1906.0,1906.0,1210.0,4084.0,4592.0,954.0,774.0,112.0,59.0,9.0,432.0,357.0,323.0,47.0,138.0,146.0,0.23454284199869335,0.07033972073170731,0.29734619184037453,0.29778358530139365,0.5951297771417682,0.06324074330270034,0.29450118914450957,1.2378554037598821,37.91656668392169,-3.37132606334634,-1.030705574912892,10.142361184961782,0.5227476386458837,1.3682910781491626,-0.5079579362670082,-3.2402229568315524,7.762471370012386,6.514236877226406,0.9284158116015513,0.13110310651478763,5.199513360338586,80.96483553454796,0.13110310651478763,92.82698763532125,90.25777211345594,93.07135325447416,92.49158240501329,91.26852913243965,0.0,0.0,0.0,0.0,2.3910644052264804,155.0,370.6149825783972,1006430.6012630662,18.0,,0.0
CLE,116261.38045842396,1906.0,28.15860799732307,1906.0,1906.0,1526.0,5415.0,5977.0,1513.0,1188.0,240.0,73.0,12.0,664.0,548.0,330.0,41.0,191.0,203.0,0.2792140244508951,0.055211644126819476,0.32552433597205954,0.35700980355144724,0.6825341395235068,0.07779577910055212,0.33307793119473067,13.383858920756388,56.69403618532352,11.5685164485113,7.2845909319056386,11.976087639686073,-0.19651333121615588,1.7995847099506939,7.088077600689482,11.799884718151127,32.66363466847737,39.330158025649,3.7055557487961024,0.23136826963982735,5.414104702954922,112.77285032642489,0.23136826963982735,109.12334823993052,85.7604025583552,104.45882646437832,108.97722187011527,108.45593866126313,0.0,0.0,0.0,0.0,2.7873994697172497,157.0,437.6217165802242,1006128.7463610506,5.0,,0.0
DET,117132.53886792452,1906.0,26.595471698113208,1906.0,1906.0,1388.0,4777.0,5300.0,1158.0,936.0,150.0,62.0,10.0,502.0,394.0,321.0,26.0,176.0,202.0,0.24250818447962266,0.06056603719150944,0.29325241598094337,0.3059989575150943,0.5992513734960379,0.06349077303547171,0.2947009008017399,0.3291467960890156,43.469752279163814,-2.409090258025618,-6.421132075471698,11.929197817370998,-0.7473952086761875,1.7925388190195948,-7.168527284147886,-1.6085395803982931,4.9446697718444135,5.159628113858583,0.6911557295783097,0.800550677627325,5.446936517542173,86.66718272381492,0.800550677627325,94.77785049675123,94.07739640894074,94.10295896845734,93.40616407006014,88.5131746928212,0.0,0.0,0.0,0.0,2.8868099457094334,151.0,435.90830188679246,1006982.0590566038,6.0,,0.0
NYG,115031.07813891362,1906.0,30.513786146603902,1906.0,1906.0,1273.0,3827.0,4492.0,975.0,793.0,133.0,40.0,9.0,499.0,403.0,473.0,61.0,131.0,221.0,0.2552554354712823,0.10529830758281387,0.3452995567032502,0.3183278989988869,0.6636274557021371,0.06307246352760465,0.3306737096696047,10.179682745858509,53.097544000795715,6.894914657085522,2.6282279608192343,11.867604802382525,1.081165943385159,1.601041165264058,3.709393904204393,8.106314984859972,25.284354856710944,26.62684040478612,2.9205068408726973,1.2114003277744498,5.421817718419992,107.83591575734984,1.2114003277744498,101.0245844657807,135.11555847645062,108.08107822613053,98.87264629536483,91.02566912236337,0.0,0.0,0.0,0.0,2.8530106148753336,152.0,433.65761353517365,1004918.7591273375,30.0,,0.0
NYH,116672.5910745068,1906.0,28.34150545872438,1906.0,1906.0,1442.0,4701.0,5221.0,1260.0,1019.0,153.0,71.0,17.0,602.0,500.0,301.0,42.0,177.0,158.0,0.2681542748651599,0.05765179036659643,0.3177633016922045,0.3416550947374067,0.6594183964296113,0.07350081987224669,0.3228229123216107,7.868802742116972,52.335688611964706,2.0345126025286513,0.08063589350699099,12.295939566077351,-0.5691180453403679,1.8476472036046823,-0.48848215183337695,1.9156231887446484,15.570727806593307,19.220144472521284,1.8251336613415627,-0.1188894137840028,5.71081260865643,97.85489197799295,-0.1188894137840028,104.80094033845045,89.55068859555139,101.96835664864984,104.29019789337009,102.46828945968309,0.0,0.0,0.0,0.0,2.898771091350316,155.0,449.309519249186,1006531.2405669412,9.0,,0.0
