Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BBB,110530.0,1941.0,26.433179723502302,1941.0,1941.0,157.0,433.0,458.0,120.0,100.0,12.0,8.0,0.0,51.0,57.0,25.0,0.0,0.0,25.0,0.0,5.0,0.0,0.27601498313973805,0.054585152395196505,,,0.31659388601310046,0.3405533032467249,0.6571471892598252,0.0645383201069869,,,0.3094142459365478,-0.10283956958031483,5.035023949569781,0.7554733271856814,0.0,1.3206219321450292,0.15174087722619028,-0.13618095404586417,0.15174087722619028,0.8281435934741156,2.164325448799471,1.772645389040808,0.21862857595084928,0.07267026628843432,4.169339854352539,104.14723738213245,0.07267026628843432,109.87391356036495,66.18220345896064,,101.15835076111462,102.75690755172238,80.4658885092738,,0.0,0.0,0.0,0.0,2.4230955836681223,18.0,43.61572052401747,1015152.7139737991,1115.0,,0.0
BEG,111915.0,1941.0,29.25423728813559,1941.0,1941.0,449.0,1462.0,1593.0,386.0,289.0,70.0,13.0,14.0,245.0,231.0,131.0,0.0,0.0,44.0,0.0,28.0,0.0,0.2638206651431262,0.08223477667231639,,,0.3245448833245449,0.3588770479755178,0.6834219313000629,0.0950563828323917,,,0.3220298999671433,-2.0321958484624223,16.194615883561028,-0.8589045837607246,0.0,4.684968223984717,0.2325022604973602,-0.13485685167183026,0.2325022604973602,-0.4034924389348144,4.379121193875432,5.951733623604918,0.44235539117475564,0.45541214482591014,4.520531072793597,100.51207418033879,0.45541214482591014,101.58597913117609,100.29239748919923,,101.29282996278438,99.0144490628281,92.51470674665177,,0.0,0.0,0.0,0.0,3.1577308892090397,49.0,154.72881355932202,1014738.1682360326,1132.0,,0.0
BOS,117291.887912803,1941.0,28.10379046689442,1941.0,1941.0,1705.0,5332.0,6147.0,1512.0,1032.0,302.0,55.0,123.0,860.0,803.0,681.0,557.0,20.0,114.0,126.0,67.0,51.0,0.285103890872458,0.11078574866259965,0.09061330694729139,1.917930738257036,0.36568914446152595,0.4344701603370749,0.8001593047986009,0.1493662694646169,0.3003749960013015,0.22140881824792588,0.37089389968897735,23.244414296166312,78.95011839715751,12.680304909649772,-1.5662925004067025,14.318436896416346,0.2535265360117851,3.350359861902912,-1.3127659643949174,11.506739770243296,27.862770564167633,28.93086284958536,2.81613723151806,-1.1735651394064754,4.214611878161002,105.932369454543,-1.1735651394064754,103.482929930863,109.17334285467186,116.07257083829836,103.85750889734106,107.05878658131093,114.61871212485558,104.37335704589395,0.0,0.0,0.0,0.0,3.050903404145112,155.0,472.890027655767,1007143.1582885961,3.0,,0.0
BRO,119086.93171086088,1941.0,27.831819832909552,1941.0,1941.0,1622.0,4856.0,5506.0,1322.0,907.0,252.0,65.0,98.0,714.0,697.0,531.0,488.0,26.0,93.0,88.0,35.0,0.0,0.2722524882192154,0.09644024650581184,0.08863058447094078,1.638333957402288,0.3464537120205231,0.4121962743428987,0.7586499863634215,0.13994378612368324,0.28690043940410453,0.2028695976316745,0.3537023298023539,15.178151420965808,70.92068641773903,12.622235446482003,5.512168543407192,14.327903805875692,-0.19719829108691891,0.36246602056057725,5.314970252320273,12.922334873210925,32.92767495196747,31.98789906893483,3.320584616661132,0.30009942672892326,4.196489841073839,109.87794357350265,0.30009942672892326,102.47248557472938,106.17841492157243,107.0675005672691,103.12377462852095,110.15749743416431,128.97495242982055,102.0430191508067,0.0,0.0,0.0,0.0,3.0140298600363233,157.0,473.20268797675266,1008891.9269887395,22.0,,0.0
BSN,118784.12938262195,1941.0,26.885099085365855,1941.0,1941.0,1732.0,4775.0,5248.0,1188.0,911.0,207.0,33.0,37.0,505.0,457.0,393.0,568.0,12.0,68.0,101.0,57.0,0.0,0.24889845686394815,0.07488567009336891,0.10823170696150912,0.9971708237414254,0.307214435375,0.3297996135554498,0.6370140489304496,0.08090115669150152,0.274565742342035,0.19016768251143293,0.3017028353066493,-3.7571174992539733,45.10903036155119,-3.6588977238806755,1.4310213414634145,12.560416672005397,0.9925354634725386,0.317752290172238,2.4235568049359535,-2.9531133427529834,12.348612424360601,10.772675743368728,1.2459387674223077,0.7057843811276919,3.7011765250405038,81.45433723216776,0.7057843811276919,93.68231562323398,82.44733955936682,130.746044558662,91.44399698151625,88.13738101330009,74.56010105787783,97.69311904984545,0.0,0.0,0.0,0.0,2.659157091000381,156.0,414.828506097561,1008600.8372713415,16.0,,0.0
CAG,,1941.0,26.914948453608247,1941.0,1941.0,130.0,382.0,403.0,90.0,79.0,7.0,3.0,1.0,34.0,27.0,21.0,0.0,0.0,12.0,0.0,4.0,0.0,0.23549556919354844,0.05210918083870967,,,0.27543424289330026,0.27889659587344917,0.5543308387667494,0.04340102667990074,,,0.2633872357550685,-1.868497196198963,2.5543516507030675,-1.129632064497179,0.0,1.1368365796426168,-0.05907639254707261,-0.11722922832162001,-0.05907639254707261,-1.0385604861998492,-0.07802952742592499,-0.11105119627565535,-0.007882125339657427,0.0910715782973296,2.9177569188847072,67.50613902322986,0.0910715782973296,93.74425808008125,63.180191993944895,,88.00698619009204,84.15291070571551,54.1120712194496,,0.0,0.0,0.0,0.0,2.6818504081141437,14.0,37.54590570719603,1015626.7866004963,1117.0,,0.0
CHC,118083.67732115678,1941.0,26.167427701674278,1941.0,1941.0,1590.0,4668.0,5256.0,1181.0,860.0,216.0,23.0,82.0,589.0,535.0,481.0,599.0,13.0,94.0,90.0,37.0,0.0,0.25392784599029683,0.09151445918987823,0.11396499197526637,1.057156968723744,0.32389058978044133,0.363759540065449,0.6876501298458905,0.1098316940751522,0.2752057813011796,0.22108066959474887,0.3238203183091489,4.371356680003752,55.03687497178598,4.110543936820975,-0.935047619047619,13.02292176704043,0.6662961951509413,0.32945270242776914,-0.2676840179388608,4.393473834870697,17.47816428640003,15.17925003621061,1.7664982962053688,0.2829298980497221,3.2844322794661562,94.83118685221554,0.2829298980497221,95.575315786687,100.75524038193558,137.6719663510883,96.40774229268003,97.21301014981584,101.2230547064788,97.90216038279608,0.0,0.0,0.0,0.0,2.774861294680366,155.0,430.103500761035,1007915.3502663623,17.0,,0.0
CHW,118360.71085021776,1941.0,29.747396326453323,1941.0,1941.0,1395.0,4743.0,5281.0,1215.0,910.0,218.0,43.0,44.0,571.0,501.0,449.0,423.0,23.0,66.0,113.0,83.0,41.0,0.2563416075358834,0.0850217755718614,0.08009846566540428,1.36153684989964,0.32317199206267744,0.3488187314188601,0.6719907234815375,0.09247712388297671,0.2731889124802121,0.17345199861579247,0.31799973937621623,1.8359368420720756,52.602823183056415,-5.7754976173814185,2.7918483412322277,13.048977124193481,0.8344308948893819,3.0533199616732727,3.6231072819372896,-6.122352462853515,13.603051904950528,11.00286599253317,1.3712779878915307,-0.3468548454720964,4.45423963899719,79.59150708344829,-0.3468548454720964,93.04320796824028,83.78434561008973,102.60341602359502,91.78242928278178,85.95322195099124,70.96387208752265,94.9268224148494,0.0,0.0,0.0,0.0,2.762589885881462,156.0,430.96402196553686,1008183.8672599887,4.0,,0.0
CIN,117702.44894561598,1941.0,28.507769145394008,1941.0,1941.0,1546.0,4837.0,5406.0,1193.0,903.0,198.0,30.0,62.0,573.0,534.0,451.0,405.0,20.0,98.0,116.0,67.0,0.0,0.2465090959554199,0.0834258227227155,0.07491675880077692,1.558128333901036,0.3128801368105808,0.3379747280671476,0.6508548648777285,0.09146563211172772,0.25892090164613396,0.1698113213448021,0.30891202126471673,-2.354168140369135,47.30172813138453,-2.812519736161538,2.3816836262719705,12.763411373691788,0.9919178803098884,0.32288763186018077,3.3731609435729295,-1.9920831442543787,14.467376804870518,13.840541590672345,1.4590008663394252,0.8204365919071587,3.7807392555094497,84.94901646673493,0.8204365919071587,92.8173282206521,91.84984424207391,90.50092767954192,93.13042289552325,90.35556943917426,84.32772772234615,92.14255928822685,0.0,0.0,0.0,0.0,2.7372255938420276,154.0,421.53274139844615,1007541.2175360711,18.0,,0.0
CLE,116874.70507071404,1941.0,26.761641945498447,1941.0,1941.0,1684.0,5183.0,5798.0,1332.0,902.0,245.0,83.0,102.0,665.0,608.0,499.0,591.0,18.0,98.0,91.0,62.0,47.0,0.25672755643446016,0.08606415955639876,0.10193170002983785,1.0111851115574335,0.32407341532407724,0.39495068622180063,0.7190241015458779,0.13822312978734044,0.2734428943599517,0.20558813169023804,0.33539552557955327,8.55617671017489,60.34027020653149,1.8345057771045223,0.6679349705984089,13.310437179314151,0.8342128381510234,3.1144987956831818,1.500304593928878,0.970865302682334,18.89610587160854,17.214021372374567,1.9081076562793438,-0.8636404744221882,4.623657445527392,91.12760075468452,-0.8636404744221882,93.18329417578411,84.81155845563995,130.57104823758127,92.03843790597716,97.32070251627337,106.06783699478235,95.01507523805422,0.0,0.0,0.0,0.0,2.8361236910296648,155.0,439.5991721283201,1006729.6783373577,5.0,,0.0
