Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SH,SB,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BOS,118607.38672969188,1911.0,24.826269702276708,1911.0,1911.0,1562.0,4930.0,5712.0,1358.0,1056.0,201.0,66.0,35.0,674.0,555.0,497.0,0.0,74.0,211.0,185.0,0.27546439828011204,0.08700980359541319,,,0.3503010996234243,0.3643720448160014,0.7146731444394258,0.08890764653588934,,,0.34735619025002284,8.722715099752591,59.80772494831331,5.054724567674995,0.5513000702740689,13.053018232534903,-0.26585854095125083,2.081925482256012,0.2835112069479088,4.895327688995244,20.313782610734066,21.173807847422914,2.0658885603670614,-0.15939687867974994,5.317323440687592,99.66646592923861,-0.15939687867974994,98.05163422355108,110.19681229223633,,100.82996749764447,98.55490885434747,100.1475545408801,,0.0,0.0,0.0,0.0,2.8068989035311622,153.0,429.45553221288515,1008430.6451330532,3.0,,0.0
BRO,117546.29559082893,1911.0,26.02469135802469,1911.0,1911.0,1625.0,5050.0,5670.0,1198.0,948.0,151.0,71.0,28.0,538.0,465.0,425.0,680.0,38.0,157.0,184.0,0.23784636423492062,0.07495590781640213,0.11992945262874778,0.708391927856261,0.30110539476701936,0.3129795128645503,0.6140849076315698,0.07513314862962964,0.2689303913656084,0.19982363439153436,0.299413863602754,-5.566293455025076,42.442159067064686,-7.096733061864883,1.7139329805996473,12.266909763633521,-0.6205995873644999,0.9706121447438627,1.0933333932351474,-6.882261133247257,7.448594168365274,3.4508193930003226,0.7548726095031126,0.21447192861762626,5.446899690065738,75.26518435355358,0.21447192861762626,88.76032769929898,79.27082373352457,134.18692811468043,87.1466461283814,84.72503124638561,74.06550896847762,92.08156420584366,0.0,0.0,0.0,0.0,2.620726539435626,154.0,403.59188712522047,1007387.7402116403,22.0,,0.0
BSN,119190.37655502392,1911.0,27.54043062200957,1911.0,1911.0,1157.0,3684.0,4180.0,993.0,754.0,175.0,38.0,26.0,481.0,414.0,392.0,398.0,17.0,87.0,119.0,0.26910646284114836,0.0937799036471292,0.09521531046267943,1.3636951836358855,0.34238373839856456,0.3584903934325359,0.7008741318311005,0.08938393059138756,0.295743728600957,0.19521531248803825,0.3406795725058522,5.684693061213709,50.11658591567026,0.32292564780714117,-4.051447714764298,11.35304288390186,-1.051132763502451,0.8983029561023713,-5.1016112324019725,-0.007831530205229635,7.141903077397033,4.819901030630165,0.7337331314831692,-0.33075717801237076,4.719428561598831,91.1448594327212,-0.33075717801237076,100.42607926597267,99.17844274486605,106.53471470451706,99.0935234269678,97.04504140577855,88.11378777014835,101.20885274956836,0.0,0.0,0.0,0.0,2.394390259916268,156.0,373.5248803827751,1008990.8705741627,16.0,,0.0
CHC,119088.93182646738,1911.0,28.228946409041196,1911.0,1911.0,1473.0,4717.0,5486.0,1237.0,892.0,204.0,90.0,51.0,697.0,585.0,544.0,557.0,37.0,188.0,195.0,0.2621450684546117,0.09916150152679547,0.10153116972329568,1.1866789164795843,0.3429489786416332,0.3763895719773969,0.7193385506190302,0.11424450352278527,0.28769088837349616,0.20998906247356908,0.3476567970403046,11.246099751211801,69.77945936474077,8.734568087023538,4.193948231862924,14.956187979837338,-0.4624431611276753,1.1833997291916485,3.7315050707352486,8.95511609122886,28.826208870993092,26.896562345623575,2.925630851161241,0.2205480042053234,6.007414537452588,102.55567391084672,0.2205480042053234,97.84603765328941,104.8698379844336,113.60141712006363,99.25711661492227,101.90900970917203,112.6416253082005,98.47097468325236,0.0,0.0,0.0,0.0,3.134213086629603,157.0,492.071454611739,1008897.4057601166,17.0,,0.0
CHW,117304.64974358975,1911.0,29.043760683760684,1911.0,1911.0,1666.0,5210.0,5850.0,1400.0,1109.0,179.0,92.0,20.0,718.0,592.0,385.0,0.0,48.0,207.0,201.0,0.26875467336034187,0.06581196527777777,,,0.32472032694410263,0.3501761539605128,0.6748964809046154,0.08142148060017093,,,0.32611235221545326,1.7926083721365962,52.220451604592,0.31776992649148394,1.9352136752136753,12.885101893725048,-0.11596251407558592,2.055143224051238,1.8192511611380893,0.3622006373845126,17.121696916298887,19.189516166668223,1.7386865472281359,0.04443071089302882,5.580562980678863,91.21218876005341,0.04443071089302882,95.64655787179947,83.35001901648663,,93.45048583764812,94.69863971281765,91.69891384442894,,0.0,0.0,0.0,0.0,2.752798313234188,154.0,423.9309401709402,1007149.6741880341,4.0,1014.0,0.0
CIN,114561.42034873879,1911.0,26.626544777382765,1911.0,1911.0,1646.0,5125.0,5907.0,1347.0,1052.0,176.0,100.0,19.0,670.0,568.0,570.0,559.0,35.0,177.0,288.0,0.26285850746944306,0.09649568260165907,0.09463348526070765,1.1347073015412221,0.34043521359437956,0.3475562635117657,0.6879914771061453,0.08469775604232267,0.2911065839849331,0.19434569073980024,0.3352553441797954,4.001755696320549,63.302498232040485,1.7013332075288392,0.06720839681733537,15.152266307009802,-1.0545224005204128,1.1989143134954203,-0.9873140037030774,3.618801481300452,18.982668098102597,19.085738081902477,1.9312947666789362,1.9174682737716124,6.076681155500579,95.66114082399886,1.9174682737716124,98.09444570063718,102.05055838024822,105.88372085070556,98.52957670089178,94.08512083235043,83.4942036129267,99.63880591496692,0.0,0.0,0.0,0.0,3.135362264709667,159.0,498.5226003047232,1004468.0592517352,18.0,,0.0
CLE,116771.43738285909,1911.0,26.785994206849548,1911.0,1911.0,1633.0,5305.0,5869.0,1500.0,1161.0,238.0,81.0,20.0,690.0,579.0,354.0,0.0,50.0,160.0,209.0,0.28318528029545065,0.06031691878735731,,,0.3330683359921623,0.3701453256387801,0.7032136616309421,0.08696004534332936,,,0.3376167952086456,7.17901007835356,56.67971965887229,2.7288100021676294,0.6779689896064065,12.64820475895691,-0.4326001888029639,2.0173586923237092,0.24536880080344264,2.9172571846855098,17.82818943676957,18.494738392467003,1.8127646468299559,0.1884471825178802,5.6292540752949565,92.26360390782791,0.1884471825178802,100.78223742701036,76.3906123563169,,95.85293938485876,100.09893145951631,97.93658438862695,,0.0,0.0,0.0,0.0,2.66754372028625,156.0,416.1368205827228,1006632.0768444368,5.0,,0.0
DET,115883.98648874061,1911.0,26.898748957464555,1911.0,1911.0,1602.0,5294.0,5995.0,1544.0,1188.0,230.0,96.0,30.0,831.0,657.0,471.0,0.0,49.0,181.0,276.0,0.29146671017581316,0.07856547088990826,,,0.3547615446997497,0.38782129648323604,0.7425828411829859,0.09635458630742284,,,0.3575141194887059,14.8500611786227,70.65063023717724,8.927603604058769,-3.089908256880734,14.257917292496256,0.1909436390655204,2.2741040276155324,-2.8989646178152135,10.35454061479516,23.987597317091737,23.03016872906299,2.446039295638976,1.426937010736392,5.886300701281732,102.39787704118814,1.426937010736392,103.72949878030897,99.50217206056054,,102.09597600711042,104.87906961467507,108.51695207691189,,0.0,0.0,0.0,0.0,3.046089274213511,154.0,469.0977481234362,1005762.1371142619,6.0,,0.0
NYG,116953.77232315423,1911.0,25.20429068419018,1911.0,1911.0,1510.0,4480.0,5174.0,1257.0,920.0,200.0,98.0,39.0,687.0,593.0,481.0,476.0,75.0,138.0,315.0,0.2811152148148435,0.0929648235127561,0.09199845325048318,1.1384493761350987,0.3599006121397372,0.39584425570738313,0.7557448678471201,0.11472904089253962,0.3067479870842675,0.19250096722844995,0.3639853063029982,15.462497999905867,71.94713286227834,13.147673337687403,0.6721438236999807,14.432706794073315,-1.3755632544711813,1.141979582941467,-0.7035493387386726,16.034305898687776,30.905442936963887,29.85290898510545,3.1433343609469127,2.886632561000373,6.638825761002646,112.32545342921406,2.886632561000373,104.92782663170573,98.3164416625918,102.93543047510921,104.16329907273018,107.17762287057917,113.12060813657642,105.01530249392323,0.0,0.0,0.0,0.0,3.0834316430073443,154.0,474.8484731349053,1006810.2800541167,30.0,,0.0
NYH,116071.8903660221,1911.0,26.91781767955801,1911.0,1911.0,1594.0,5052.0,5792.0,1374.0,1063.0,190.0,96.0,25.0,684.0,577.0,493.0,0.0,64.0,183.0,269.0,0.27191269572306626,0.08511740286723066,,,0.34396857974982736,0.36271219083080103,0.7066807705806285,0.0907994951077348,,,0.3425490578100606,8.447512413952689,57.712360259877464,2.952016616694261,-1.020200276243094,12.587938400368767,-0.4186874112366436,2.0077463509148314,-1.4388876874797376,4.020701602019033,17.177498665822895,16.930429564664607,1.7495245538095243,1.0686849853247713,5.958260165415816,93.12294936470556,1.0686849853247713,96.77046007189918,107.80011078035965,,98.989894451666,98.08877814908564,102.26066902281732,,0.0,0.0,0.0,0.0,2.7068889238156078,153.0,414.1540055248619,1005943.7040745856,9.0,,0.0
PHA,116375.2213184206,1911.0,26.795119471276056,1911.0,1911.0,1561.0,5180.0,5901.0,1538.0,1174.0,236.0,93.0,35.0,860.0,690.0,424.0,0.0,65.0,232.0,226.0,0.29705063639264534,0.0718522279700051,,,0.35745993855295705,0.39860643739434004,0.756066375947297,0.10155580100169462,,,0.3629613634852067,15.041199700068491,69.68092786351687,13.327071953586014,-0.6305710896458228,13.961304305363406,0.05127575266976878,2.2267949589174774,-0.579295336976054,13.760326610547924,29.369130537852755,33.386573664724146,2.989295013678054,0.43325465696191023,6.3846603090631895,112.59571901948165,0.43325465696191023,105.71675100320897,90.99993507866078,,102.8725403168863,107.79571074469267,114.37469053389844,,0.0,0.0,0.0,0.0,3.0219666162328416,152.0,459.3389256058295,1006241.2289442468,10.0,,0.0
PHI,117945.66729607251,1911.0,28.23716012084592,1911.0,1911.0,1428.0,4624.0,5296.0,1199.0,891.0,202.0,49.0,57.0,618.0,524.0,469.0,518.0,27.0,176.0,149.0,0.25971990370430514,0.08855740125566466,0.09780966718032477,1.2441642979290033,0.3313634809291919,0.36166865872129905,0.693032139650491,0.10194875501699394,0.2813041540908232,0.197129908793429,0.3355442117365359,5.152261071298955,62.57294272376843,-0.2376687345073504,1.979796072507553,14.671881374911464,0.23259793289337768,1.1609041334067969,2.2123940054009306,-0.5076350976249775,17.537544416094214,14.197076707452052,1.780919556778723,-0.2699663631176278,5.028562910656072,90.65984669486828,-0.2699663631176278,96.92317070718494,93.65530149313531,109.43749421983911,95.90401405710024,97.90541281934229,100.50006643883037,96.26736919799521,0.0,0.0,0.0,0.0,3.1550164879947133,153.0,482.7175226586103,1007777.4845166163,26.0,26.0,0.0
PIT,117115.19609187522,1911.0,28.34728894989705,1911.0,1911.0,1601.0,5069.0,5834.0,1333.0,973.0,205.0,106.0,49.0,741.0,627.0,522.0,562.0,51.0,192.0,159.0,0.26344981320809047,0.08947548803496745,0.0963318473455605,1.177509155713404,0.3375850099977717,0.3750439231786082,0.7126289331763799,0.11159410997051764,0.2879057925207405,0.19420637577991087,0.3434461162134681,7.004718147158256,59.63094627649685,3.976781168465425,4.366192353848791,13.446823585199951,-0.14398359658466675,1.0639721438822516,4.221460352678275,3.424932019021395,22.15718810078187,24.174889241707184,2.2467846666703464,-0.5518491494440291,6.0274418062151796,98.7160548936651,-0.5518491494440291,98.31511121848794,94.62623890653377,107.78398793270689,97.70466393431842,101.52616003280161,110.00836120411365,98.54346050020374,0.0,0.0,0.0,0.0,2.8542714007576278,155.0,442.4120671923209,1006959.236201577,27.0,,0.0
