Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
ATL,115996.40823002755,1972.0,27.021177685950413,1972.0,1972.0,1799.0,5160.0,5808.0,1333.0,993.0,183.0,17.0,140.0,622.0,583.0,523.0,43.0,738.0,35.0,38.0,52.0,130.0,47.0,35.0,0.2581927461666667,0.09004820894851928,0.1270661153073347,0.8278212880321971,0.32792805378994494,0.3836495584056474,0.7115776121955923,0.1254568122389807,0.2741638595685262,0.2412190078495179,0.32469125818512967,11.420495442399064,54.0950592488415,3.287244364834276,-4.400309917355372,11.583303641533664,0.4188907816133798,2.395556889422438,-3.981419135741992,3.271116866972625,13.268558262186733,18.251033455288713,1.630981003562838,-0.0161274978616513,2.7795355424471033,96.61718621755085,-0.0161274978616513,100.62578676864248,102.06190794886602,94.47641493011812,100.97725135528347,101.2441258678056,102.54089998367107,97.87747786862447,0.0,0.0,0.0,0.0,2.81119034793905,155.0,435.7345041322314,1005870.991046832,16.0,14.0,0.0
BAL,115849.33114754099,1972.0,28.720218579234974,1972.0,1972.0,1803.0,4862.0,5490.0,1119.0,804.0,186.0,29.0,100.0,504.0,473.0,489.0,55.0,898.0,36.0,39.0,64.0,109.0,76.0,40.0,0.23049451840783242,0.0890710377874317,0.16357012688506375,0.6566979913912568,0.30235513453005464,0.34281591629508196,0.6451710508251366,0.11232139788724955,0.26108022569344264,0.27085610296721313,0.29511923817300534,0.7537751568492898,40.562574713838124,0.7157376802054511,6.305282331511839,10.805439393944997,0.21828714741465172,0.11313446163040168,6.5235694789264915,1.000990597824243,18.443133932326134,24.729499406480205,2.0532360153929234,0.28525291761879185,3.628411615613137,93.95196073862348,0.28525291761879185,93.51333131117057,102.8756012947123,123.69870089486831,95.9261762217071,96.33975189874779,102.71027747239852,96.80842141177817,0.0,0.0,0.0,0.0,2.6394365199216763,154.0,406.47322404371585,1005724.5120218579,2.0,,0.0
BOS,117235.48969072165,1972.0,28.940549828178693,1972.0,1972.0,1841.0,5160.0,5820.0,1279.0,898.0,227.0,33.0,121.0,635.0,588.0,520.0,49.0,848.0,36.0,48.0,56.0,107.0,66.0,30.0,0.24816845506580754,0.08934707847714776,0.14570446687457045,0.7430730358611684,0.31784789526357393,0.3756219225541237,0.6934698178176976,0.12745346748831615,0.27334401584845364,0.2558419238281787,0.3159347536904373,8.413088450335287,49.986300786036956,4.821734303853296,-4.0013757523645745,11.284360023515612,0.5254908049997595,0.1181488276006117,-3.4724473393301376,5.293976130122301,13.224037641908392,18.08632487227361,1.618836811683435,0.4722418262690059,3.7327215764348685,100.3296941525484,0.4722418262690059,100.68377816468546,103.19442380584233,110.18792740576842,100.84146002726979,105.55905110148494,116.54752573223014,101.31785173644552,0.0,0.0,0.0,0.0,2.7386387311168385,155.0,424.4890034364261,1007091.7249140893,3.0,,0.0
CAL,117090.58349046721,1972.0,29.037712130735386,1972.0,1972.0,1516.0,4364.0,4773.0,1049.0,835.0,144.0,19.0,51.0,371.0,329.0,307.0,43.0,683.0,21.0,18.0,63.0,102.0,52.0,34.0,0.2405814841324115,0.06432013355394929,0.14309658453718835,0.5756823415089042,0.29209594527781274,0.3174600243335428,0.6095559696113556,0.07687854020113136,0.2732694561454012,0.21810182161533628,0.27880435537271786,-4.583536459063877,35.896239835586385,-2.919950260585745,1.4566813509544787,10.987564917804825,1.3446441147965804,0.11504134133606017,2.799494313832826,-2.9419224051077344,10.960178167865974,11.479794286389698,1.2596281581429223,-0.02197214452198935,2.9360422347858766,86.50031706582811,-0.02197214452198935,97.6056879287713,74.2887090920638,108.21573564090225,92.67131237548199,89.21411908932046,70.300195192171,101.2728115765125,0.0,0.0,0.0,0.0,2.6666085432390525,155.0,413.3243243243243,1006940.3785878902,1.0,,0.0
CHC,117546.96089864518,1972.0,29.91030697993483,1972.0,1972.0,1797.0,5147.0,5831.0,1330.0,955.0,204.0,40.0,131.0,674.0,621.0,547.0,72.0,795.0,28.0,43.0,66.0,125.0,69.0,45.0,0.258540928669868,0.09380895175613103,0.13634024996672953,0.8890964559917681,0.32968669995438177,0.39084825116309374,0.7205349511174755,0.13230732249322585,0.2798593450433888,0.2526153310478477,0.3263239796004778,14.733174280314172,58.219302493937114,5.601425852006909,-2.5480439258750858,11.803589360109978,0.2917549421132643,2.4411144425271227,-2.2549780367925836,5.4533982033927,17.443123969237217,20.044210676346708,2.08838756504782,-0.14802764861420944,3.8107588420347662,95.98340539425104,-0.14802764861420944,100.76148437767249,106.32438680026954,101.37193536119089,101.51878250438455,103.14384226171306,108.14009762213463,99.92785896142652,0.0,0.0,0.0,0.0,2.8462890646784427,156.0,444.0210941519465,1007385.354484651,17.0,,0.0
CHW,115881.64082687338,1972.0,26.58564045773348,1972.0,1972.0,1932.0,4798.0,5418.0,1142.0,849.0,160.0,27.0,106.0,546.0,506.0,498.0,66.0,948.0,32.0,24.0,66.0,105.0,100.0,51.0,0.23943895012163166,0.09191583555444813,0.17497231404042082,0.655707990542082,0.31150867882890365,0.35234793171244005,0.6638566105413438,0.11290898159080841,0.2768237215271318,0.2864525644610557,0.3021738918122624,8.054938313495837,45.30667402990495,6.097376816604472,-4.394795127353267,10.111366760172706,-0.43077601012149835,0.10586742408649347,-4.825571137474765,6.442860508344572,11.834523555129003,10.43412166534516,1.462799304753245,0.34548369174009974,3.5880256838596165,94.03961993411654,0.34548369174009974,97.14215342815773,106.16129648939621,132.32152075407703,98.8302595435576,99.01848400176038,103.24758279770593,102.60894981512772,0.0,0.0,0.0,0.0,2.4698959205998525,154.0,380.36397194536727,1005754.5533407162,4.0,,0.0
CIN,117877.14828831928,1972.0,27.24118355410287,1972.0,1972.0,1862.0,5081.0,5813.0,1280.0,910.0,207.0,43.0,120.0,688.0,630.0,578.0,78.0,893.0,36.0,53.0,65.0,105.0,139.0,62.0,0.25260966233115434,0.0994323065928092,0.15362119336177532,0.9584210605238258,0.3285652448462068,0.38239995876174093,0.7109652036079477,0.1297902964305866,0.2792310723055221,0.2736968847944263,0.3215180280268103,16.334683098086114,64.86138450420476,12.376097366245864,5.936349561328058,13.17176947979144,0.18412113538194233,2.724069410565912,6.12047069671,13.398005686334338,35.41431527340169,34.59221037091524,4.0488206514669605,1.0219083200884744,4.398626447054843,104.31471875315654,1.0219083200884744,98.44988441706722,112.69797635198377,114.22069188943888,101.17345842176003,100.91435975479926,106.08283095690376,99.6693272765375,0.0,0.0,0.0,0.0,3.2174581815482535,154.0,495.48856012386034,1007713.6726303113,18.0,,0.0
CLE,116051.10045185957,1972.0,25.38581856100104,1972.0,1972.0,1975.0,5195.0,5754.0,1218.0,923.0,186.0,18.0,91.0,471.0,440.0,418.0,62.0,759.0,26.0,33.0,82.0,111.0,49.0,53.0,0.23380658659680223,0.0726451158100452,0.1319082372806743,0.6909074067964893,0.2922542488764338,0.3291253738381995,0.6213796227146332,0.09531878724139728,0.25609398369603753,0.22036844095759475,0.2836363804444884,-2.420374326858929,37.807492926169964,-5.342171742510349,4.655370177267987,10.91918838014687,0.5542991772296634,0.11432542942410048,5.209669354497651,-5.84978353584541,10.39339962822321,11.434649667143153,1.1381057245363815,-0.5076117933350615,2.6887525160100205,78.82117188995538,-0.5076117933350615,94.85706187803945,83.90392832199538,99.75463062651329,92.72153629154498,92.49237083806206,87.16254667453526,94.92413190829033,0.0,0.0,0.0,0.0,2.6330267455787277,156.0,410.75217240180746,1005924.3249913104,5.0,,0.0
DET,116979.07637880987,1972.0,30.767416545718433,1972.0,1972.0,1914.0,4921.0,5512.0,1162.0,839.0,174.0,32.0,117.0,546.0,502.0,460.0,65.0,758.0,30.0,34.0,67.0,124.0,17.0,21.0,0.23542988147750363,0.08345428107637881,0.13751814166854134,0.6787459560745644,0.3027018198325472,0.354620505504717,0.6573223253372641,0.11919062402721335,0.2552224771220973,0.24219883929970976,0.29953992658734274,0.41152436895530126,40.87755401367064,-1.7458422171557633,1.1347968069666183,10.983833617328683,0.734422930868083,0.11500227409824049,1.8692197378347013,-1.926628613487143,11.041427015774483,16.133790631070266,1.2746604528290642,-0.18078639633137988,2.8302053076395697,92.01245280986953,-0.18078639633137988,95.51564462023798,96.3883385623002,103.99707940453,96.03616673161545,99.65713344862887,108.9917174840744,94.61898920972318,0.0,0.0,0.0,0.0,2.6486151423312774,156.0,413.1839622641509,1006831.1406023222,6.0,,0.0
HOU,118675.95462241788,1972.0,27.29292245174399,1972.0,1972.0,1829.0,5242.0,5906.0,1354.0,952.0,230.0,38.0,134.0,706.0,660.0,519.0,67.0,902.0,32.0,51.0,62.0,97.0,111.0,56.0,0.25834718111513716,0.08787673515678969,0.1527260407284118,0.7172754458972231,0.3250554517610904,0.3938978037038604,0.7189532554649509,0.13555062258872333,0.2869912194859465,0.26329156832543177,0.32522262926477724,14.00417727453916,65.16908670655467,9.475459783312173,-5.611920081273281,13.887867358895734,0.0031038709981458454,2.8721664699953195,-5.608816210275136,10.064291906393017,21.215509525008937,24.1781615862399,2.5833177563387,0.5888321230808446,4.208159162101626,106.09421290797135,0.5888321230808446,100.68597489718266,99.6007289778153,113.55512647563137,100.09270532831518,103.94861128728148,110.79097727365908,102.43925056141296,0.0,0.0,0.0,0.0,3.4145512810057563,153.0,522.4263460887233,1008491.2853030816,21.0,,0.0
