Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
AB3,123478.0,1938.0,25.408629441624367,1938.0,1938.0,136.0,392.0,425.0,93.0,68.0,13.0,9.0,3.0,58.0,40.0,28.0,0.0,5.0,9.0,0.0,12.0,0.0,0.2386994518,0.06588235265647058,,,0.29647058771764706,0.3434328853011765,0.6399034730188236,0.10473343350117646,,,0.2970582889108097,-1.0276975380073328,5.627780414634267,-0.3515739297617636,-2.7976470588235296,1.6728069654633018,0.0715252654692706,0.3511781580264077,-2.7261217933542587,-0.042764126643382146,-0.7449007965079315,-1.241191246885355,-0.08681027912585133,0.3088098031183814,5.173848599594172,80.68424780032154,0.3088098031183814,88.97803466460455,83.87158651501449,,89.64535645077876,94.07431574638747,108.19830298290557,,0.0,0.0,0.0,0.0,2.715665635317647,19.0,51.597647058823526,1015069.4235294118,1128.0,,0.0
BBB,,1938.0,26.563146997929607,1938.0,1938.0,205.0,605.0,661.0,125.0,102.0,13.0,8.0,2.0,66.0,57.0,49.0,0.0,7.0,11.0,0.0,13.0,0.0,0.2046445791860817,0.07413010536006051,,,0.2738275336006052,0.2601981261891074,0.5340256597897126,0.05555354700302571,,,0.2595678759955783,-3.740898039685276,5.014870705482978,-2.8514079085374053,0.5612708018154312,2.2007000923337086,0.031937806778298564,0.4620005898769387,0.5932086085937297,-2.578803102571961,0.6771061882324165,0.36170449176812675,0.06701539647982455,0.27260480596544434,4.383806100980619,54.21362226975259,0.27260480596544434,76.28367942796672,94.37139528839846,,82.79865818946698,71.27436459169104,57.391410836740526,,0.0,0.0,0.0,0.0,2.5140920042965202,27.0,67.8804841149773,1015847.9031770045,1115.0,,0.0
BCA,,1938.0,25.115830115830114,1938.0,1938.0,381.0,1171.0,1272.0,329.0,256.0,40.0,25.0,8.0,182.0,158.0,93.0,0.0,8.0,28.0,0.0,20.0,0.0,0.2820398004606918,0.07311320706132077,,,0.33805031398427665,0.3795051007256289,0.7175554147099057,0.0974653002649371,,,0.3338498682627138,0.5878838404926857,14.772711818881564,2.028906880961836,0.8294025157232704,3.5652554504713923,-0.26394724495908095,0.7484664207166236,0.5654552707641896,2.3070266326574,7.186203774609605,6.981416554817808,0.6804680441840579,0.278119751695564,5.163144886156532,105.87559118969949,0.278119751695564,105.1336605633109,93.07683202220115,,102.21803494476738,103.95534091535379,100.68971994761421,,0.0,0.0,0.0,0.0,2.4437805737657237,45.0,109.97012578616352,1015560.3820754717,1116.0,,0.0
BEG,111915.0,1938.0,29.499162479061976,1938.0,1938.0,329.0,1096.0,1227.0,306.0,224.0,51.0,16.0,15.0,211.0,186.0,123.0,0.0,8.0,31.0,0.0,15.0,0.0,0.2788473968736756,0.10024449816707418,,,0.3561532188361858,0.3951715696291768,0.7513247884653628,0.11632417275550123,,,0.35136709989525966,1.908589787299659,17.065995335006253,0.9531182584796273,-0.3145884270578647,3.8097058932472265,0.038795540645147786,1.0286325332575827,-0.27579288641271693,1.1589664825630914,5.721512022655184,5.476034039340596,0.535923655316747,0.20584822408346415,4.773806088350391,99.8024983543382,0.20584822408346415,100.0336135456602,105.49424043812974,,101.6022097055051,97.03851168490537,90.5401451999833,,0.0,0.0,0.0,0.0,3.17595101395273,37.0,117.51018744906276,1015730.3944580277,1132.0,,0.0
BOS,115688.02717664822,1938.0,28.57825868142929,1938.0,1938.0,1626.0,5193.0,5961.0,1562.0,1111.0,297.0,56.0,98.0,899.0,858.0,646.0,454.0,13.0,109.0,0.0,55.0,51.0,0.3012459792398926,0.10837107823368564,0.07616171729860761,1.7626476308679753,0.3788826179594028,0.4387764251035062,0.8176590430629089,0.13753044586361346,0.31584869450813624,0.20097299124475757,0.37725972959240345,24.056349837344204,92.72248328852552,9.38809487265938,0.4054688810602248,17.2587434209707,0.053826310776075324,4.202126798057962,0.45929519183630013,7.557008710377958,29.477174121242918,25.12509793750938,2.773234469826731,-1.8310861622814212,4.41762766364986,100.90738555400895,-1.8310861622814212,103.81247587202512,101.96407369401257,99.66337053536697,102.67749816261292,101.48700049422926,96.74030800389247,104.90801610382705,0.0,0.0,0.0,0.0,3.5489671760677735,150.0,532.3450763294749,1005568.0154336521,3.0,,0.0
BRO,116528.01682953311,1938.0,29.047774158523342,1938.0,1938.0,1635.0,4840.0,5526.0,1252.0,906.0,213.0,74.0,59.0,660.0,606.0,594.0,582.0,19.0,73.0,110.0,63.0,0.0,0.2583020748195802,0.1074918562558813,0.10532030358812884,1.2664387646483894,0.34150735193286286,0.37063587316594276,0.7121432250988058,0.11233379834636265,0.2830581831981542,0.22348896060984436,0.33428936956202215,1.7761222513710757,55.437609777017585,1.0147155314491787,-0.7759681505609844,13.48743257039792,0.18408363176509063,-0.20920059201193833,-0.5918845187958938,1.7233872037745808,14.409734663364668,14.54076346749081,1.34983171576011,0.7086716723254026,4.589104916089725,93.77906885605162,0.7086716723254026,94.08644576395609,129.94611343415693,135.70780831002935,100.9545567611767,94.96600340315352,97.05221753651965,98.1743235025748,0.0,0.0,0.0,0.0,2.755093920327542,151.0,416.019182048498,1006389.7345276873,22.0,,0.0
BSN,116910.55461121157,1938.0,28.4,1938.0,1938.0,1632.0,5021.0,5530.0,1248.0,967.0,189.0,39.0,53.0,542.0,500.0,414.0,541.0,23.0,72.0,130.0,47.0,0.0,0.24871064830705247,0.0748643756766727,0.09783001762929479,1.0525232915717904,0.3084246331491863,0.33393978130795665,0.6423644144571428,0.08522913300090416,0.26986722189602164,0.18227848155877036,0.302143506567239,-8.773255357288445,45.256907508551194,-3.885508184910374,3.474579337796273,13.580096490473688,0.1331028432967596,-0.21063788163965774,3.6057972375101413,-3.466825585639159,13.508430260705014,12.74631772230935,1.2906104147517021,0.4186825992712148,3.667454743914563,83.78231299681407,0.4186825992712148,90.60915683195148,90.50299243786641,126.05639014602649,91.17482232103113,85.57903982906274,73.64811420175319,93.58229067263804,0.0,0.0,0.0,0.0,2.7377607579168175,153.0,418.87739602169984,1006767.0034358047,16.0,,0.0
CAG,,1938.0,29.216494845360824,1938.0,1938.0,326.0,944.0,1032.0,227.0,170.0,31.0,17.0,9.0,133.0,107.0,83.0,0.0,5.0,23.0,0.0,19.0,0.0,0.24151840836918606,0.08042635621414729,,,0.30523255773255814,0.3396815953333333,0.6449141530658914,0.09816318696414729,,,0.3019685095479322,-1.598898315881712,10.369739394772052,-0.38301591460362866,0.5872093023255814,3.0082318162502246,-0.00689713373173808,0.6315285205992676,0.5803121685938433,-0.00245225631374656,4.217620249129589,2.761953749181895,0.3999729768157013,0.3805636582898821,5.1716310568478026,84.11369952526505,0.3805636582898821,90.02883395819158,102.3868429300805,,92.29475898087325,93.04674951148353,101.41069465458811,,0.0,0.0,0.0,0.0,2.441809465620155,38.0,92.78875968992249,1015794.3042635659,1117.0,,0.0
CHC,115810.00971198929,1938.0,29.340087073007368,1938.0,1938.0,1706.0,5333.0,5972.0,1435.0,1058.0,242.0,70.0,65.0,713.0,673.0,522.0,476.0,29.0,88.0,157.0,49.0,0.0,0.26938439121349633,0.08740790305475553,0.07970529097572002,1.4093644905778633,0.3372397207628935,0.37798727686202277,0.7152269976249163,0.10860288564852644,0.2859772265147354,0.1779973217397857,0.3338014792898679,1.6561587796008352,61.292163807555326,2.1857375112525177,2.9879437374413933,14.98908497827291,0.5444247837528357,-0.23249239132836916,3.532368521194229,2.6415330043257974,20.93049411246457,21.174014354348053,1.9853615767733335,0.4557954930732799,4.342140546391832,95.83328231555434,0.4557954930732799,98.12317586402784,105.66677031194718,102.70223290779919,99.69298271087882,96.84961337985783,93.82884793546953,99.15085001832288,0.0,0.0,0.0,0.0,3.0021920468770933,154.0,462.33757535164096,1005691.0654722037,17.0,,0.0
CHW,118478.5593397046,1938.0,30.29383145091225,1938.0,1938.0,1546.0,5157.0,5755.0,1434.0,1073.0,239.0,55.0,67.0,709.0,655.0,513.0,468.0,14.0,71.0,0.0,56.0,39.0,0.2781791388053866,0.08913987792736751,0.08132059021841877,1.6053494874161596,0.344700221464987,0.38498958248913984,0.7296898039541269,0.10681044368375324,0.29442166311207646,0.18210251962293658,0.34049557246137935,2.6770741124325923,54.44537638725227,-7.022875275704797,0.7292788879235448,13.011593945879817,-0.0219021724195557,3.1680387309654496,0.7073767155039891,-7.905724619537894,8.981284772811359,10.52039670631521,0.8486014799909366,-0.8828493438330969,4.153825625521258,83.50882250109535,-0.8828493438330969,95.86340441190752,83.86984083024632,106.41414614269968,93.41404086242832,89.04634732627584,75.13154745564941,97.7746989826706,0.0,0.0,0.0,0.0,2.693570224936577,149.0,401.34196350999133,1008296.9822762815,4.0,,0.0
