Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SH,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
ABC,,1925.0,25.187155963302754,1925.0,1925.0,389.0,1261.0,1361.0,333.0,248.0,44.0,26.0,15.0,186.0,173.0,100.0,0.0,0.0,39.0,27.0,0.0,0.26299688257090376,0.07347538537472448,,,0.3181484197149154,0.37326005374357096,0.6914084734584863,0.11026317117266717,,,0.3203626721330989,-4.232364717008503,16.98669221746012,-3.531638686426571,0.0,5.232107457022602,-0.19381621331085974,-0.13282085635449908,-0.19381621331085974,-2.8917341601297206,2.0137362272275237,2.3256991427004228,0.18301942288218562,0.6399045262968511,5.1781416749465325,84.75765737115016,0.6399045262968511,94.08705605914228,85.30984316264656,,93.14082061016177,91.96718554745037,87.27689376211089,,0.0,0.0,0.0,0.0,2.7372674888831745,57.0,156.0242468772961,1015477.7178545188,1148.0,,0.0
AC,,1925.0,30.161231884057973,1925.0,1925.0,437.0,1520.0,1656.0,399.0,331.0,43.0,11.0,14.0,214.0,199.0,136.0,0.0,0.0,52.0,31.0,0.0,0.26327635865338167,0.08212560338103865,,,0.3230676324492754,0.3346601787276571,0.6577278111769324,0.07138382007427535,,,0.30988712220088294,-4.566799537501662,27.43258635649109,-6.050876924995539,0.0,7.890276465780925,0.808416089333216,-0.3102540663999712,0.808416089333216,-4.985504058165469,3.402934430548702,0.4279119742306242,0.3092773955019953,1.065372866830071,4.367569082601057,72.0855086658639,1.065372866830071,88.81982097508691,96.22555916849903,,90.6309667830719,80.05099765817313,58.68328553498146,,0.0,0.0,0.0,0.0,3.2231817876328503,73.0,235.29227053140096,1015674.8260869565,1097.0,,0.0
BBB,,1925.0,27.147317073170733,1925.0,1925.0,633.0,2016.0,2133.0,539.0,413.0,69.0,33.0,24.0,265.0,276.0,117.0,0.0,0.0,71.0,45.0,0.0,0.26819521356868264,0.054852320142522275,,,0.3075480539249883,0.3718094791490858,0.6793575330740741,0.1036142655804032,,,0.3116747531821568,-3.0593930941910914,26.678107446249502,-2.0773588417978286,0.0,7.3325501133893445,-0.0720823492175444,-0.1861421221415187,-0.0720823492175444,-0.9623602723310608,6.111965369699219,2.490118366305723,0.5554890255802454,1.1149985694667683,5.278734287526683,79.24521356587685,1.1149985694667683,95.94675741841651,63.68721721704071,,90.03746787521365,91.60977986863887,82.01406827977816,,0.0,0.0,0.0,0.0,2.8771127895218007,76.0,218.66057196436944,1016063.7646507267,1149.0,,0.0
BBS,,1925.0,28.321545157780196,1925.0,1925.0,589.0,1909.0,2068.0,568.0,417.0,97.0,20.0,34.0,300.0,278.0,159.0,0.0,0.0,58.0,55.0,0.0,0.2986992715386847,0.07688587940618956,,,0.3515473881924565,0.4252264180019342,0.7767738061943907,0.12652714646324953,,,0.35562266438219486,3.6688309499791196,29.978482287643985,2.4486338264334924,0.0,6.487325208683136,0.014856763243516709,-0.25508853013983457,0.014856763243516709,3.6511102225765275,9.898203664363345,7.184147736509818,0.8996031842344338,1.2024763961430351,4.730187879064988,99.11398969003838,1.2024763961430351,100.7702171176853,90.08623904650096,,98.62046352461101,101.71451865316615,104.0155690197512,,0.0,0.0,0.0,0.0,2.97623865422147,65.0,193.45551257253385,1015560.088007737,1098.0,,0.0
BOS,118924.99248685199,1925.0,27.849737039819683,1925.0,1925.0,1571.0,4699.0,5324.0,1242.0,924.0,227.0,59.0,32.0,585.0,522.0,476.0,364.0,28.0,121.0,40.0,53.0,0.26447291008339596,0.08940646091960933,0.0683696463861758,1.7226084614697597,0.3352861450319309,0.35833744656367394,0.6936235915956048,0.093864536480278,0.2809355176589031,0.16378662744928624,0.3256780817937507,-1.1666589050093936,49.528630933750236,-6.622626700004026,-2.0116453794139746,12.50023527532133,-0.3248102956841218,2.2097587191655808,-2.336455675098096,-7.695831948079404,4.677706371309409,-0.8215032292237885,0.4068005372854117,-1.073205248075379,3.8870534146944435,76.74273551718589,-1.073205248075379,88.29494812274224,97.26458860088842,116.1812867290196,90.65190919718783,85.33278670307914,77.96322930625884,90.21345089137435,0.0,0.0,0.0,0.0,2.452392839658152,152.0,372.76371149511647,1008735.0298647634,3.0,,0.0
BRG,,1925.0,30.49430740037951,1925.0,1925.0,342.0,1121.0,1193.0,311.0,245.0,35.0,3.0,28.0,173.0,166.0,72.0,0.0,0.0,44.0,14.0,0.0,0.27809447306621965,0.060352053101424975,,,0.32103939595222136,0.389520672612741,0.7105600685649622,0.1114261995465214,,,0.32660556009409314,-1.9226434625796667,12.81295472168235,-2.606055579577966,0.0,3.6334429650512043,-0.027876608354747544,-0.14287084360458255,-0.027876608354747544,-2.280610758393664,1.1820847546982103,1.3198970776118348,0.10743436338758021,0.32544482118430196,3.597224365253527,81.96140458550389,0.32544482118430196,93.81891119370167,70.7137581651229,,90.06198055192542,93.17367417205544,91.60136676998528,,0.0,0.0,0.0,0.0,3.0957490112824813,35.0,108.3512154233026,1015815.435875943,1099.0,,0.0
BRO,117812.6012582894,1925.0,31.43683047100833,1925.0,1925.0,1636.0,5328.0,5881.0,1591.0,1203.0,245.0,79.0,64.0,771.0,713.0,416.0,369.0,26.0,111.0,36.0,29.0,0.2989065718535963,0.0707362689778949,0.06274443061792212,1.5847312068702601,0.3521162205284815,0.4112535986570312,0.7633698191855126,0.1123470268034348,0.3106475304279884,0.14436320309811257,0.3516834145916522,9.559199682559376,73.20580724557806,6.0103618034052015,-3.488605442176871,15.69371773086297,-0.4009812810432747,2.678232935465422,-3.8889935238591224,5.703150798526908,20.18610794099618,16.026161443811766,1.8028330139573217,-0.3072110048782936,4.4238809732169475,95.9977792335582,-0.3072110048782936,99.47671427055674,93.77921379873038,104.0115070531129,98.36897961636822,95.89728100173403,87.51876115237008,100.01796092183294,0.0,0.0,0.0,0.0,3.0587913010746473,153.0,467.99506886583913,1007650.2399251828,22.0,9.0,0.0
BSN,116552.5631627907,1925.0,28.30567441860465,1925.0,1925.0,1571.0,4867.0,5375.0,1431.0,1092.0,236.0,66.0,37.0,632.0,592.0,346.0,365.0,28.0,134.0,63.0,60.0,0.2940616764595349,0.06437209251590698,0.06790697627795349,1.2285549982107906,0.3440323514383256,0.39236740878586046,0.7363997602241861,0.09830573232632557,0.3120704585092093,0.13916279107348836,0.3409149106033005,1.770582831155213,55.037269535607855,0.5694956779145212,1.034431416340964,13.134279698572879,-0.4462511484671471,2.2414485258107444,0.5877953631607599,-0.5229345771589263,15.44058901038546,15.580350101498889,1.41275046229736,-1.0924302550734475,4.565744125945118,92.87677642029134,-1.0924302550734475,97.86432324215926,85.34185240399633,112.56946429397426,96.11062880095437,91.49334566100484,76.5805393535655,100.47770412812302,0.0,0.0,0.0,0.0,2.5599428484130233,153.0,391.6712558139535,1006411.5568372093,16.0,,0.0
CAG,,1925.0,29.94948377581121,1925.0,1925.0,766.0,2457.0,2715.0,600.0,465.0,90.0,26.0,19.0,353.0,318.0,258.0,0.0,0.0,139.0,56.0,0.0,0.24520523741546965,0.09502762378121546,,,0.3160220990526703,0.32682710928471453,0.6428492083373849,0.08162187186924494,,,0.3038998768913592,-7.37759282277541,30.138896627767554,-6.138669678583084,0.0,9.2506610836525,0.16297700119721079,-0.23483476535383693,0.16297700119721079,-4.727421248125299,4.451382071370573,1.5484914812344517,0.40456608304256464,1.4112484304577844,4.83940031370042,74.18999502530617,1.4112484304577844,87.72210032750012,110.33343533415766,,92.51832104992721,80.52661703299637,64.60637186501121,,0.0,0.0,0.0,0.0,3.0995468371675874,89.0,275.8596685082873,1015798.9462246777,1151.0,,0.0
CHC,115512.42468085107,1925.0,27.546382978723404,1925.0,1925.0,1345.0,4239.0,4700.0,1155.0,833.0,201.0,54.0,67.0,567.0,518.0,316.0,382.0,27.0,118.0,79.0,56.0,0.27258329664234043,0.06723404207617022,0.08127659530617021,1.2699462448361702,0.32678473571468086,0.39241233959148936,0.7191970753061702,0.11982904294914894,0.2864314666914894,0.1627659582361702,0.3312804585508893,-1.5352672686550572,47.18510956554219,-5.382428994503337,3.8359574468085107,12.013269379991801,0.323719524263226,2.050140971558248,4.159676971071737,-5.983901894596504,12.239185428025282,10.595702155063732,1.1473273172052008,-0.6014729000931666,4.911553359045066,82.08438764601877,-0.6014729000931666,90.71627481077167,89.13610651961812,134.73229548322712,91.29224708311209,91.50382275374542,93.34728018510441,92.2447822171471,0.0,0.0,0.0,0.0,2.326247582106383,154.0,358.24212765957446,1005399.7042553192,17.0,,0.0
