Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SH,SB,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BOS,118398.42448979591,1910.0,25.011600429645544,1910.0,1910.0,1260.0,4093.0,4655.0,1098.0,842.0,146.0,73.0,37.0,512.0,427.0,336.0,0.0,46.0,180.0,155.0,0.26818240318818476,0.07218045069194415,,,0.33025447349194414,0.36626271823995704,0.6965171917319012,0.09808031505177228,,,0.34072271576749186,12.72020462069547,63.83814616261083,13.235706515963887,1.9033297529538131,13.74500527610096,-1.5339197231318589,0.4769957278348219,0.36941002982195414,13.4410580830626,28.03246911682034,25.44896344941123,3.163681355409511,0.20535156709871283,5.572246248364088,116.0885623837383,0.20535156709871283,107.29033010074255,94.82410368716609,,104.49958058231992,113.45786213603898,134.6170417255236,,0.0,0.0,0.0,0.0,3.134722430844253,158.0,495.28614393125673,1008225.1830290011,3.0,,0.0
BRO,116533.17932970697,1910.0,25.903667310054395,1910.0,1910.0,1593.0,5051.0,5699.0,1161.0,898.0,165.0,73.0,25.0,495.0,406.0,428.0,696.0,40.0,180.0,147.0,0.22933148972188103,0.07510089431426566,0.1221266883700649,0.7121103362593437,0.2949868222365328,0.30576003690735226,0.6007468591438849,0.07642854718547114,0.2614686225625549,0.20161431742410948,0.297411331304945,-0.6411704117437185,43.56420591749174,-4.968148138476656,-0.9381479529081005,11.886298871779715,-0.8039665455189812,2.2684691189705757,-1.7407975685054702,-5.343482996444747,7.0704874258000725,4.866891000831798,0.8175044805454261,-0.3753348579680916,4.960021817926208,79.4361150238827,-0.3753348579680916,87.25830041291081,83.97896937851817,146.59688619332533,87.47928836305537,87.77100335215383,89.34625455448906,91.33263428463518,0.0,0.0,0.0,0.0,2.745575021010704,156.0,428.3097034567468,1006403.8605018425,22.0,,0.0
BSN,116680.47172751559,1910.0,26.006901157613534,1910.0,1910.0,1350.0,4013.0,4492.0,971.0,775.0,128.0,40.0,28.0,396.0,327.0,299.0,439.0,45.0,135.0,129.0,0.24215274166206582,0.06656277762177203,0.09772929613691006,0.9527588896382457,0.30158724922439895,0.3146746742909617,0.6162619235153606,0.07252193262889581,0.2657758996529385,0.17052537795191453,0.3044270978714654,0.3438370632061608,44.90481108991041,-8.893350488547975,1.6477146042363433,11.98191485474863,0.21770120627236017,2.2867171797828414,1.8628481341441323,-9.096575137092847,7.034905031582759,4.5197117752965195,0.7778387025721147,-0.20322464854487168,4.745157222871217,73.79915835425854,-0.20322464854487168,92.1366564329368,74.43151662424468,117.31105374874072,89.43666615848738,90.33002537345584,84.77935656320547,92.87854613160182,0.0,0.0,0.0,0.0,2.7500326119501337,157.0,431.75512021371327,1006539.60841496,16.0,,0.0
CHC,118387.4107299912,1910.0,29.15971855760774,1910.0,1910.0,1536.0,4880.0,5685.0,1313.0,983.0,214.0,82.0,34.0,700.0,582.0,535.0,489.0,39.0,231.0,173.0,0.2688337007635883,0.09410729939401935,0.08601583064327177,1.6194630562870713,0.34563087674635007,0.36657952362146,0.7122104003678101,0.0977458228578716,0.2922652077141601,0.1861037843306948,0.35001667085567956,13.944133674587516,60.21075319461842,8.504067259814835,2.647141600703606,12.440542600658725,-0.5141229545640232,2.3742450881690416,2.1330186461395826,8.191211394073367,25.139017729040717,30.32594476684832,2.8241625414587106,-0.31285586574146806,5.770853702194578,108.07205882830571,-0.31285586574146806,102.28849012750992,105.2322224158146,103.2505925111687,102.49794517880355,105.22975115403793,114.26650763757489,102.12600339677897,0.0,0.0,0.0,0.0,2.91091731428496,154.0,448.2812664907652,1008211.25646438,17.0,,0.0
CHW,118262.19469995619,1910.0,27.092641261498027,1910.0,1910.0,1307.0,4046.0,4566.0,831.0,684.0,94.0,47.0,6.0,358.0,287.0,334.0,0.0,35.0,151.0,147.0,0.20507738725273764,0.07314936434472186,,,0.2714919863499781,0.2557956528504161,0.5272876392003942,0.050718265597678495,,,0.26449706668684975,-8.772400982507216,21.475539249738212,-7.180155430116991,0.8436268068331143,8.133310644805393,-0.17146781966109784,0.28225194190876035,0.6721589871720165,-6.570032761115877,2.517688812770293,2.243777890047836,0.2748614753143854,0.6101226690011136,4.905113337333105,69.89053111061816,0.6101226690011136,82.04423673205939,96.09697421920279,,85.9058725383948,79.2382802583986,69.61175514785931,,0.0,0.0,0.0,0.0,1.8786852651401662,156.0,293.0749014454665,1008086.3876478318,4.0,1014.0,0.0
CIN,116307.77715827338,1910.0,26.429676258992806,1910.0,1910.0,1572.0,4865.0,5560.0,1280.0,1031.0,150.0,76.0,23.0,600.0,513.0,498.0,492.0,27.0,170.0,303.0,0.2633526813868705,0.08956834483669064,0.08848920823237409,1.2595218176622303,0.33494234993345323,0.3395637898007195,0.6745061397341727,0.07621110841384893,0.28820791201744606,0.18219424596942446,0.3326620558032616,9.090208524332587,58.737516693721,3.8872972582564316,-1.2449604031677466,13.349569488687294,-1.4874631192327457,2.547730497382715,-2.7315278674341847,6.185428191169036,19.351200309804863,21.595712926913667,2.2192182862359924,2.298130932912606,5.75789089627334,99.18170776399903,2.298130932912606,100.20301797572368,100.15669396491057,106.21955415077402,99.32822826686672,97.47465638192548,89.09206498063483,100.70906254095368,0.0,0.0,0.0,0.0,3.08357083568705,156.0,481.0370503597122,1006175.2830935252,18.0,,0.0
CLE,116981.18074887276,1910.0,28.352479905900804,1910.0,1910.0,1421.0,4602.0,5101.0,1160.0,937.0,165.0,50.0,8.0,474.0,411.0,307.0,0.0,28.0,164.0,161.0,0.2528444739023721,0.060184277164281506,,,0.3027377850676339,0.31607317903665944,0.6188109641042933,0.0632287051342874,,,0.3036348416623494,3.1667524181631435,43.15691598631994,2.846212512693126,1.3230739070770436,10.752878395655758,0.231828951538836,0.37315933705557036,1.5549028586158797,2.8645529768318956,15.545493568159106,13.408112222098259,1.7507383643302503,0.018340464138769677,4.91307751327968,89.66092805288217,0.018340464138769677,101.1541650258776,79.06462322491295,,95.79271169739336,97.91055814899114,86.78256419568248,,0.0,0.0,0.0,0.0,2.406634430937071,161.0,387.46814350127426,1006835.0129386395,5.0,,0.0
DET,116461.54688044614,1910.0,27.26507493900314,1910.0,1910.0,1579.0,5032.0,5738.0,1314.0,1024.0,190.0,72.0,28.0,679.0,546.0,458.0,0.0,51.0,197.0,249.0,0.26181450004043216,0.07981875157354477,,,0.3288623762746601,0.34454816929627047,0.6734105455709307,0.08273366925583826,,,0.3312235357719031,10.151325922049395,54.62292514019641,9.072896948624093,0.8858487277797142,11.957883033863148,-0.39222778205144027,0.4149768593409542,0.4936209457282739,10.396781524416417,23.263262363348794,25.773760220893536,2.6350080694208073,1.3238845757923243,5.600810158722028,106.30174860685571,1.3238845757923243,104.74275642458112,104.85860787559045,,104.05909124148576,106.73130718597994,113.5534872664298,,0.0,0.0,0.0,0.0,2.779930065217846,155.0,430.88915998605785,1006326.998605786,6.0,,0.0
NYG,116648.15409501106,1910.0,25.683636982802657,1910.0,1910.0,1699.0,5061.0,5873.0,1391.0,1073.0,204.0,83.0,31.0,715.0,623.0,562.0,489.0,57.0,193.0,282.0,0.27517915706282986,0.09569214997803507,0.0832623867929508,1.5446063047399965,0.35369954478818316,0.3666671528109995,0.7203666975991826,0.09148799574816958,0.30008599079141834,0.18423293215903283,0.3540961130462395,14.88521350918449,64.12601958120494,8.386605050976407,-1.5055337987399966,13.240265919245106,-0.39511377857888597,2.5268701964137112,-1.9006475773188825,9.644937894662057,23.51142643300199,29.779214057854553,2.6962353009385804,1.2583328436856505,6.02604786824562,109.15295896389124,1.2583328436856505,104.70287174029102,107.0044265936722,99.94544848284545,104.89073456846421,105.25490585367301,106.95100270530656,104.82192387860188,0.0,0.0,0.0,0.0,3.078054300275838,155.0,477.0984164822067,1006510.2926953856,30.0,,0.0
NYH,116434.96195462478,1910.0,27.380104712041884,1910.0,1910.0,1554.0,5022.0,5730.0,1245.0,986.0,164.0,75.0,20.0,627.0,490.0,461.0,0.0,71.0,176.0,285.0,0.2478100798815008,0.08045375163455497,,,0.31999467190122166,0.3223773697897033,0.6423720416909249,0.07456728990820245,,,0.3182038345828456,4.110841783018944,45.78969647726109,2.8744908335280615,-0.06510734857741315,11.206947314270478,-0.6708196307872186,0.388916983558507,-0.735915616825613,4.308423232744703,15.168371913748077,20.052051309123993,1.7269729502315596,1.4339323992166428,6.010937878622602,97.13513014616451,1.4339323992166428,99.14008136514816,105.69281313545463,,101.25315986997651,99.86341867701667,102.34498096415237,,0.0,0.0,0.0,0.0,2.58865395926178,156.0,403.830017452007,1006297.757591623,9.0,,0.0
