Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SH,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
ABC,,1922.0,27.48133704735376,1922.0,1922.0,989.0,3436.0,3752.0,998.0,739.0,144.0,60.0,55.0,603.0,538.0,302.0,0.0,14.0,164.0,74.0,0.0,0.29042654175346483,0.08049040469136459,,,0.3502132191508529,0.4152765225354478,0.7654897416863006,0.12484998078198295,,,0.35429900708292594,4.305179269165795,49.03494692192248,4.324632228742889,3.951226012793177,11.109029965711507,0.008120520506054163,-0.1323441966091901,3.959346533299231,6.169294053299743,21.105326355701287,19.48364086685316,2.018157603144431,1.844661824556856,5.407542822602282,104.62365679234826,1.844661824556856,102.68841418919216,98.7249948228372,,100.88590757737168,104.42037719244703,108.68454368473277,,0.0,0.0,0.0,0.0,3.4112974723560767,101.0,344.5410447761194,1015472.4434968017,1148.0,,0.0
BOS,117379.99568965517,1922.0,29.843103448275862,1922.0,1922.0,1408.0,4180.0,4640.0,1102.0,828.0,202.0,41.0,31.0,455.0,404.0,304.0,352.0,36.0,120.0,49.0,53.0,0.2633982649823276,0.06551724093448276,0.07586206853405172,1.3173580272355603,0.31859573300193966,0.35325092639784483,0.6718466593997845,0.08985266141551723,0.2793530734068966,0.1480603441163793,0.315158000670191,-2.743063346858493,50.96834445948044,-6.065963719191033,0.12737068965517243,13.33969904456673,-0.3657188966284217,1.0885126422287832,-0.2383482069732493,-6.924205362869581,7.26565811695268,2.1087339302159442,0.6881260498086487,-0.8582416436785495,3.9711997034726454,75.42587683992782,-0.8582416436785495,89.90470550008192,79.90258594717736,121.45414882866939,88.97059207569446,85.8599112765861,75.85566320000687,91.49521203293298,0.0,0.0,0.0,0.0,2.686520376594827,154.0,413.7241379310345,1007224.7293103448,3.0,,0.0
BRO,118617.11066058456,1922.0,30.164554823449908,1922.0,1922.0,1700.0,5378.0,5919.0,1560.0,1195.0,234.0,76.0,55.0,738.0,671.0,338.0,315.0,25.0,178.0,79.0,60.0,0.28960766913380637,0.05710424007467478,0.05321844859469505,1.5686694180910625,0.3345920994958608,0.39232075977056935,0.7269128592664302,0.10271309063676297,0.29904264981669204,0.11961479974151042,0.336857538899633,0.05644415256855168,59.54345711157197,-4.885481156321213,-1.2803311929705983,14.774121221966826,0.5690738842870602,3.221973301140029,-0.7110409999839316,-5.624737525740424,11.660315997382499,11.689021703289944,1.0963472269993761,-0.7392563694192109,5.004224417704523,86.45308744596065,-0.7392563694192109,96.17174264028164,76.18757386486956,91.17111377307992,93.19486051893463,93.66873650353938,87.26491574400146,95.62691002939276,0.0,0.0,0.0,0.0,2.9562066402415947,155.0,458.2120290589627,1008432.909106268,22.0,9.0,0.0
BSN,116375.50596282007,1922.0,29.31883549631708,1922.0,1922.0,1691.0,5119.0,5702.0,1348.0,1082.0,161.0,73.0,32.0,594.0,507.0,386.0,443.0,28.0,169.0,67.0,65.0,0.263726537519993,0.06769554492318484,0.077692037487899,1.6047213410443706,0.31819607752770956,0.3430310303777622,0.6612271079054718,0.0793044928577692,0.28270632133356716,0.15099964932655205,0.31072356406816837,-7.491990457878965,41.82517910653358,-10.093455720186956,-2.5501578393546125,12.248351450610981,0.6412047794930211,2.671147797147602,-1.9089530598615914,-10.95819211059093,2.052354077306061,0.15712813782283552,0.18045082684076885,-0.8647363904039747,4.616167761795235,74.11010722291465,-0.8647363904039747,87.57724120236244,90.31832526644679,133.0980097337469,88.6280312880904,81.90054285116776,67.3769998006176,90.45051956279333,0.0,0.0,0.0,0.0,2.4667307439179234,154.0,379.87653454928096,1006243.4458084883,16.0,,0.0
CAG,,1922.0,28.12157012195122,1922.0,1922.0,751.0,2372.0,2634.0,599.0,468.0,87.0,24.0,20.0,387.0,325.0,241.0,0.0,21.0,117.0,135.0,0.0,0.2520876667444951,0.0914958233750949,,,0.3268792706818527,0.334047665159833,0.6609269358416856,0.0819599984153379,,,0.3149249062405994,-3.9693027599036457,24.5440162420106,-3.9569023279081343,4.473424449506454,7.081532765230787,0.24392386201709712,-0.08436378040826535,4.717348311523551,-1.2320733373068145,10.482443959039257,8.771913933549342,1.015885755057498,2.72482899060132,6.043500408508898,79.87100785745066,2.72482899060132,89.13263429146252,112.22362123353277,,94.1640980055728,83.99555790748695,71.34790868512411,,0.0,0.0,0.0,0.0,2.967975949126804,74.0,219.63022019741837,1015576.6780561883,1151.0,,0.0
CHC,117427.50693721818,1922.0,27.037287547693374,1922.0,1922.0,1656.0,5038.0,5766.0,1484.0,1140.0,239.0,64.0,41.0,727.0,627.0,505.0,428.0,27.0,196.0,90.0,105.0,0.29498470532379467,0.08758237904595909,0.07422823406954561,2.704910945906001,0.3612914887020465,0.39246186037044745,0.753753349072494,0.09747715504665279,0.3142787266233091,0.16892126232743668,0.3527759646915197,10.144511276621747,66.65483126772813,4.802213995747072,0.9423911157383307,14.03483342517334,1.0225235397726855,3.0607477698654084,1.9644243375527757,2.6541799986210544,21.714185531212575,18.642651180018674,2.0595595551295642,-2.1480339971260194,4.6406513667198,94.62611215068381,-2.1480339971260194,97.95732705583836,116.85102479429175,127.16399955717516,100.63151505070732,93.70242504685837,82.8164712927696,100.65616594489528,0.0,0.0,0.0,0.0,2.7376313535206385,159.0,435.28338536246963,1007274.5083246618,17.0,,0.0
CHW,117903.25601202405,1922.0,29.958583834335336,1922.0,1922.0,1578.0,5234.0,5988.0,1455.0,1106.0,242.0,62.0,45.0,688.0,632.0,479.0,459.0,43.0,232.0,109.0,84.0,0.27819909865163656,0.07999331948530394,0.07665330623079493,1.6259781518416834,0.3430186297229459,0.3738640043648965,0.7168826340878425,0.09566490571325985,0.29731993483817637,0.16416165562458251,0.3363890299051084,1.036235502631297,68.47808945943781,-2.5077855012576418,2.4710895721925135,16.749775728001772,0.435891616793378,1.366773161337009,2.905330494548889,-3.5119157551418185,17.509963628745847,16.014439510420782,1.670002959909757,-1.004130253884176,4.65641069200689,88.83328009130848,-1.004130253884176,94.9566164998913,97.55711617597248,122.72090971241683,95.79089553989131,90.87005254765285,80.76249221252606,97.45176204786581,0.0,0.0,0.0,0.0,3.35152240003507,155.0,519.4859719438878,1007739.1766867067,4.0,,0.0
CIN,115184.47677549647,1922.0,29.238808481992596,1922.0,1922.0,1650.0,5281.0,5942.0,1561.0,1191.0,226.0,99.0,45.0,766.0,686.0,436.0,380.0,36.0,189.0,130.0,136.0,0.29566809482800405,0.07337596736267249,0.06395153100151463,1.5930691026719956,0.3530494203190845,0.40150058637142366,0.7545500066905082,0.10583249154341971,0.31072118086385053,0.14490070809323458,0.35098408458596186,6.836640111011849,69.8187278990488,4.443476127444366,3.933860652978795,15.642153698897088,-0.2771924807912962,3.4112757593487366,3.6566681721874987,1.4366739048448953,24.146771535278223,25.773645225137074,2.305830390314029,-3.0068022225994726,5.393073994296164,98.79643447617535,-3.0068022225994726,98.18426427652199,97.89705503548298,109.55847949094372,98.3358290064313,95.86047053139569,89.91515492581937,99.361433644692,0.0,0.0,0.0,0.0,3.109830928729384,156.0,485.1336250420734,1005074.3929653316,18.0,,0.0
CLE,119915.84750781379,1922.0,29.263036683665078,1922.0,1922.0,1784.0,5281.0,6079.0,1543.0,1118.0,320.0,73.0,32.0,766.0,697.0,550.0,331.0,46.0,202.0,90.0,58.0,0.2928228995823326,0.09047540653528541,0.05444974442753743,2.5380642866158905,0.36355121307172233,0.39968982466359604,0.7632410377353183,0.10686692508126336,0.3068385445907222,0.15018917660305972,0.3566243937286996,8.179204263391096,69.83677534166202,3.9429171659599485,-2.6262543181444316,15.31319836129945,0.510556672033775,1.249549180498242,-2.115697646110657,3.5801653796366497,18.027215275323684,18.970004734579277,1.6915023504690516,-0.36275178632329885,4.893413621986281,99.2382892026643,-0.36275178632329885,99.94810160346346,110.3407109896565,87.17330664951142,101.52479561498447,97.14718439300312,90.21949209380595,100.48714306709205,0.0,0.0,0.0,0.0,3.0640725066902452,155.0,474.9312386905741,1009707.7275867742,5.0,,0.0
CSW,,1922.0,29.74491392801252,1922.0,1922.0,569.0,2037.0,2234.0,499.0,406.0,60.0,23.0,10.0,282.0,242.0,174.0,0.0,23.0,51.0,42.0,0.0,0.24525316517681292,0.07788719733079678,,,0.3115487910004476,0.3122538179901521,0.6238026089905998,0.06700065281333929,,,0.2978145000437273,-6.870313675180282,19.837907717410694,-6.858698279474238,-1.7260519247985675,6.63322094772528,0.04144640559382277,-0.07902294799523726,-1.6846055192047449,-5.808088887549937,-0.9384964070246401,-3.1686935537019725,-0.09809063644325675,1.0506093919243007,4.910799313867949,69.11449866322964,1.0506093919243007,86.71610540425571,95.53204736307119,,89.74784735688213,78.51554249982962,58.32548256705733,,0.0,0.0,0.0,0.0,3.4868822374753807,59.0,205.72605192479855,1015975.3003581021,1158.0,,0.0
