Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SB,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,Pos
BAL,118681.6148835373,1889.0,26.56668026101142,1889.0,1889.0,1224.0,4580.0,5066.0,1155.0,919.0,149.0,67.0,20.0,762.0,588.0,408.0,523.0,78.0,296.0,0.25329772166600867,0.08053691225029609,0.1032372677264114,1.0970869245809316,0.3239242000305961,0.3288550437222661,0.6527792437528623,0.0755573220562574,0.2797209408101066,0.1877220684090012,0.31825314985166836,2.48786742209488,71.56550137891787,1.4013490288985544,-0.22956968022108173,16.587605061349993,-0.8923973853648756,2.5689118851751656,-1.1219670655859573,1.807580782082525,19.84213066302173,10.689383905088004,1.61974973590455,0.40623175318397364,6.948403191562424,90.61755909979051,0.40623175318397364,94.64940680173027,91.46825423209147,117.01219339404682,95.28900352941568,90.44090102722325,78.70851800532004,96.41529665239115,0.0,0.0,0.0,0.0,3.2357599125444136,139.0,449.7706277141729,1008503.7637189104,1006.0,0.0
BRO,116066.97947958537,1889.0,27.34742133680879,1889.0,1889.0,1255.0,4773.0,5371.0,1256.0,944.0,187.0,78.0,47.0,990.0,758.0,549.0,395.0,49.0,387.0,0.2635494838423012,0.10221560177378512,0.07354310141742691,1.736836123698939,0.3451871155738224,0.3649241689022528,0.7101112844760752,0.10137468505995158,0.27962691112344074,0.18450940259728166,0.34357458371908345,6.13300752351608,84.96627840526904,6.208629466190544,3.0981195308136287,18.930225142023403,-0.6963295320590278,2.9317119726762932,2.4017899987546008,8.110719415751163,32.37444652920545,26.46300877790563,2.7058430717303477,1.9020899495606183,7.323576698590454,105.46649175341894,1.9020899495606183,98.4801684930571,116.08941028772092,83.35594107991305,101.54392994137497,100.36054265296256,105.60262072792786,96.30678437040805,0.0,0.0,0.0,0.0,3.7194960042878424,138.0,513.2904487060138,1006387.3409048595,22.0,0.0
BSN,116392.4525773196,1889.0,28.57876288659794,1889.0,1889.0,1142.0,4370.0,4850.0,1183.0,909.0,182.0,50.0,42.0,795.0,632.0,443.0,418.0,37.0,319.0,0.2716801639696908,0.09134020585773196,0.08618556656494844,2.2454932391197935,0.3428865974129897,0.3656055935045361,0.7084921909175258,0.09392542953484537,0.2912052751305155,0.1861855651958763,0.34161461938287796,7.79005291601773,80.99458624310441,-0.32091167736572446,3.741237113402062,17.57859697813533,-1.02830103474986,3.034861676567762,2.7129360786522017,0.5349948632997055,23.861389596654995,17.36007084329196,2.020795831940745,0.8559065406654299,6.699239263600743,93.77928078905657,0.8559065406654299,99.82203425140361,101.75407050545282,118.27027204911877,99.94683584789918,98.42072774999662,94.58027123573754,101.08013470839015,0.0,0.0,0.0,0.0,3.583768699352577,133.0,476.64123711340204,1006245.8775257732,16.0,0.0
CHI,116704.84033930255,1889.0,27.14646559849199,1889.0,1889.0,1212.0,4760.0,5305.0,1258.0,934.0,179.0,66.0,79.0,856.0,694.0,516.0,496.0,29.0,243.0,0.26477735500640903,0.09726672919208294,0.09349670082770971,1.5457265784335532,0.3398680484439208,0.38005202809764377,0.7199200765415645,0.11527467309123468,0.281420771528181,0.20565504365881246,0.3446215936083708,10.978805433040888,87.37033952011963,1.1729743971310413,2.634118755890669,18.343891139339714,-0.9355259677635736,3.1669860960552283,1.6985927881270957,0.6452546939267083,23.85472471744875,15.701672150446083,2.000147233247638,-0.5277197032043329,6.447245532244049,93.65587265108077,-0.5277197032043329,97.2857709383394,108.35628765126313,128.30315658777042,99.06696938304873,102.3096961665281,116.07836026488609,97.72068094830813,0.0,0.0,0.0,0.0,3.657294727666352,136.0,497.39208294062206,1006562.8597549482,17.0,0.0
CIN,117121.77109783421,1889.0,27.727408513816282,1889.0,1889.0,1300.0,4844.0,5356.0,1307.0,962.0,197.0,96.0,52.0,897.0,696.0,452.0,511.0,60.0,462.0,0.26978561506702764,0.08439133625690813,0.0954070197412248,1.0357985332447723,0.33961911830134434,0.3830525238553025,0.7226716421566468,0.11326690878827482,0.29291859326848396,0.18950709488610903,0.34527267650315085,5.661367415521404,77.9278656651493,2.499771176752477,2.058252427184466,17.353346712495004,-0.5550769881398888,2.6875018094785585,1.5031754390445773,5.70035542109162,27.244379382109756,23.924319853828575,2.267106493797516,3.2005842443391446,7.666982560826215,102.03201833580601,3.2005842443391446,100.81041496063641,95.84584241003617,108.13715716203313,99.9059883744935,105.34615800961744,117.99082189719505,100.88459542986504,0.0,0.0,0.0,0.0,3.3371177808644505,141.0,470.5336071695295,1006973.3291635549,18.0,0.0
CLE,120016.0486381323,1889.0,25.969260700389103,1889.0,1889.0,1238.0,4673.0,5140.0,1167.0,952.0,131.0,59.0,25.0,656.0,523.0,429.0,417.0,38.0,237.0,0.2491670327151751,0.08346303448365759,0.08112840402859924,1.3773431161996108,0.31789883221381326,0.31851039157918287,0.6364092237929961,0.06934335886400779,0.26797779077587547,0.16945525270622566,0.31151031374003635,-4.684459034345666,66.35585391335827,-8.45897345107556,4.817509727626459,17.058902963407423,-0.013332037679880046,2.9451389614499903,4.804177689946579,-9.20347852769036,15.604741087113633,12.531434065743866,1.3645988116605117,-0.7445050766147993,6.082982121102828,83.8439069065454,-0.7445050766147993,91.55015114312738,92.97880835387045,111.3304558732872,92.6632380478957,85.74273778109098,69.82681604156838,93.0176528510414,0.0,0.0,0.0,0.0,3.4011015114571976,136.0,462.5498054474708,1009807.7132295719,1026.0,0.0
COL,116837.70132784739,1889.0,24.991533623609094,1889.0,1889.0,1288.0,4799.0,5347.0,1243.0,941.0,171.0,95.0,36.0,778.0,614.0,506.0,608.0,42.0,303.0,0.2591057048950814,0.0946325036955302,0.11370862125790164,1.0232210815554517,0.33495417943201794,0.3568387999064897,0.6917929793385076,0.09773309501140827,0.2886847788184029,0.2150738744585749,0.3344083378777362,5.196320796227943,76.77327890286811,7.116286313435052,-2.25939779315504,17.18776750963788,-0.8203639421986155,2.6618586632507406,-3.0797617353536557,6.900147718221167,23.670012155756133,19.476960109362707,1.8961731868776417,-0.21613859521388473,6.955210168005817,103.17563949761255,-0.21613859521388473,96.81966780419984,107.47705200990333,128.88073729789429,98.53370011587694,98.13692446290074,101.80915441515468,99.426420128818,0.0,0.0,0.0,0.0,3.352834171395174,139.0,466.0439498784365,1006695.1617729568,1025.0,0.0
IND,116187.34887427774,1889.0,28.174372259864487,1889.0,1889.0,1189.0,4608.0,5019.0,1277.0,969.0,215.0,33.0,60.0,773.0,623.0,369.0,420.0,42.0,242.0,0.2772253381032078,0.07352062128073322,0.08368200780872685,1.2354567645728232,0.33632197590077706,0.3773731183873281,0.7136950942881051,0.10014778028412033,0.2944086920537956,0.16915720123530584,0.3413422960141523,7.4955939201325945,77.79499197105609,0.8010231137897665,2.617652918908149,16.880987146262523,0.3203082044708536,2.9144226366045034,2.9379611233790026,0.2728378287690742,23.006208735015107,17.248044158557413,1.9304040593969807,-0.5281852850206916,5.775080674180154,95.11180924952679,-0.5281852850206916,101.85946883697645,81.90284235899993,114.83470172115499,98.03333688458319,101.5885358562099,100.8460037908598,102.1920713447961,0.0,0.0,0.0,0.0,3.3905603153556485,135.0,457.72564255827854,1006060.1253237696,1037.0,0.0
KCC,116732.6329723225,1889.0,25.195939334637966,1889.0,1889.0,1164.0,4519.0,4986.0,1148.0,904.0,154.0,72.0,18.0,783.0,569.0,404.0,563.0,63.0,435.0,0.2542250825068191,0.08102687480726033,0.11291616496570396,0.8486047919350181,0.3239069390344967,0.33229585219795427,0.656202791232451,0.07807076969113518,0.28592862335118324,0.19755314865022064,0.31958722413136115,2.0597267101546635,72.075365166746,-4.287621687234552,-2.930004011231448,16.812847984372684,-0.6180917652890929,2.603795113939324,-3.5480957765205408,0.2650247102039774,16.13357203199545,6.623724527616881,1.267199463935474,4.552646397438529,7.12235529818408,84.07148098536763,4.552646397438529,94.99593243526753,92.02471981380299,127.98254373891038,95.28392585038432,91.38718366677482,81.32679156294971,98.47716789409421,0.0,0.0,0.0,0.0,3.2796982626313675,139.0,455.87805856397915,1006592.8497793822,1038.0,0.0
LOU,119599.42326024786,1889.0,25.730934689088777,1889.0,1889.0,1265.0,4889.0,5248.0,1231.0,966.0,168.0,75.0,22.0,627.0,497.0,319.0,512.0,40.0,202.0,0.2517292378069741,0.06078506058441311,0.09756097507564787,0.790098959242378,0.3029725603887195,0.3303445262315168,0.6333170866202362,0.07861528842454268,0.2768887377459985,0.1625381080907012,0.30491710302033803,-7.101498950534266,53.749894258849906,-8.441552952806731,-4.953887195121951,14.61223872579498,0.018867354988398758,2.2629881524715127,-4.9350198401335525,-9.442801997392317,2.497405040740621,-1.2803858538894335,0.11443942157445848,-1.0012490445855868,6.289012935165277,83.03839930177388,-1.0012490445855868,94.06331362308156,69.03546733662787,110.57851427758155,89.12564536230977,90.85053482415748,81.89402001105071,95.36372537808631,0.0,0.0,0.0,0.0,2.8300631541692076,140.0,396.2088414634146,1009395.659679878,1044.0,0.0
