Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BBB,,1937.0,23.870848708487085,1937.0,1937.0,255.0,887.0,959.0,266.0,195.0,38.0,23.0,10.0,170.0,139.0,65.0,0.0,0.0,7.0,17.0,0.0,20.0,0.0,0.3001842780646507,0.06777893579353492,,,0.3524504686777894,0.42801189278102186,0.7804623614588112,0.12782761471637122,,,0.35744881524283895,1.2990712588622715,12.378850825501807,1.9157769210437385,-2.2064650677789364,2.776292083025507,0.023813858775886182,0.684224945253171,-2.1826512090030503,2.1873004888855765,3.4651663081612045,3.5838134235654704,0.3101826067371149,0.2715235678418379,5.781505447467101,115.92370386108097,0.2715235678418379,110.18381498145078,87.05514583282786,,105.16333447881881,110.95720541008633,112.81679890461847,,0.0,0.0,0.0,0.0,3.041151495933264,28.0,85.15224191866528,1015737.803962461,1115.0,,0.0
BOS,115394.61291547958,1937.0,28.683190883190882,1937.0,1937.0,1441.0,4644.0,5265.0,1298.0,926.0,232.0,50.0,90.0,704.0,686.0,505.0,0.0,494.0,25.0,91.0,0.0,52.0,48.0,0.279381510425641,0.09591642878689459,0.09382715998119659,1.265456697477303,0.35299119782051286,0.40993179441329536,0.7629229922338082,0.13055028398765434,0.29701899766932577,0.20683760743779672,0.3523520139282046,11.496193324677451,74.73020940049553,-0.5751124061963635,-3.9975308641975307,15.844728422015622,0.9523643684013616,2.9254421204561147,-3.045166495796169,-2.1637959521576766,13.561208094517891,8.588326603864536,1.2436347182665723,-1.5886835459613127,4.30908737808738,88.83107711579677,-1.5886835459613127,96.45285058832212,94.33899532339147,118.93226952340491,96.66524968782772,94.94539853846443,91.87260827270373,98.13008860783926,0.0,0.0,0.0,0.0,3.155694923477683,154.0,485.9770180436847,1005284.3886039886,3.0,,0.0
BRO,116781.00052020114,1937.0,28.937229061903935,1937.0,1937.0,1847.0,5189.0,5767.0,1388.0,1042.0,256.0,53.0,37.0,610.0,548.0,459.0,0.0,564.0,19.0,100.0,124.0,69.0,0.0,0.266884404735391,0.07959077458713368,0.09779781476330848,1.1096278563847755,0.3288910715845327,0.3584289139918502,0.6873199855763829,0.09154450925645917,0.29345138946540666,0.18380440483266863,0.32109008093602204,-1.721596558695856,49.42167606980638,-1.9437927337988432,-2.4819318971507993,12.815116225420597,0.050833708849382375,0.992888274994936,-2.4263641409858874,-1.2593539877214222,10.122286371708222,8.231957544784091,0.9315128901935733,0.6844387460774215,4.204485329211969,85.9637414842173,0.6844387460774215,95.38063844336966,98.38354267969983,114.27665446053571,96.32147844113112,90.34736513394402,78.30117602693603,98.7907610745621,0.0,0.0,0.0,0.0,2.5358396206658576,155.0,393.0551413213109,1006637.6448760187,22.0,,0.0
BSN,117102.44968051118,1937.0,27.76238019169329,1937.0,1937.0,1426.0,4471.0,5008.0,1082.0,816.0,178.0,35.0,53.0,515.0,453.0,412.0,0.0,618.0,16.0,109.0,103.0,37.0,0.0,0.24191213482827476,0.08226837014057509,0.12340255537879395,0.8265340130201677,0.3077120873250799,0.33290487402256397,0.6406169613476437,0.09099273919428913,0.27015706254412936,0.21625399359025563,0.3007449062099446,-11.007153082223315,51.80603677984058,-5.832229429470033,7.390653085680048,15.739280792976768,0.6244137958495524,1.219446400743567,8.013591112143482,-5.507180773928014,19.465137531935802,15.30479235398,1.8691518443936606,0.3250486555420191,3.70845667812883,81.72377148614791,0.3250486555420191,86.45590921656279,101.69336517831842,144.1957697592679,90.11884403721233,83.91364935717796,77.82922806287701,90.98503394512443,0.0,0.0,0.0,0.0,3.1759395503414534,152.0,482.74281150159743,1006955.1869009584,16.0,,0.0
CAG,,1937.0,29.807148794679968,1937.0,1937.0,383.0,1104.0,1213.0,257.0,196.0,32.0,19.0,10.0,161.0,131.0,88.0,1.0,0.0,21.0,32.0,0.0,37.0,0.0,0.23223151977328937,0.07254740255564715,,,0.30173124437757626,0.3219647807106348,0.623696025088211,0.08973326093734543,,,0.29431637548202044,-3.8362232908859846,13.040515770493979,-2.8968561784165368,1.5597691673536687,4.22885281801752,0.25654706315299447,1.042212599165191,1.8163162305066631,-2.0575657518723305,5.029815895817044,2.9873421388419756,0.4807515197781351,0.8392904265442063,5.3549667703565715,73.75766978438116,0.8392904265442063,85.31182016466536,93.17975614891766,,90.02985268888332,83.53456625005573,79.26121388445887,,0.0,0.0,0.0,0.0,2.819653033206925,46.0,129.7040395713108,1015510.8697444353,1117.0,,0.0
CHC,115346.7597876576,1937.0,27.44608493696085,1937.0,1937.0,1725.0,5349.0,6028.0,1537.0,1114.0,253.0,74.0,96.0,811.0,762.0,538.0,0.0,496.0,22.0,119.0,120.0,71.0,0.0,0.28766912572262776,0.08925016540195753,0.08228268036214333,1.449611752793298,0.3543792282801925,0.4163832137805242,0.7707624420607165,0.1287140880578965,0.3016817980155939,0.18745852630391507,0.3550880332839458,10.266559370735582,73.11658124056967,10.492112018705285,1.359880537580886,15.748509894599168,0.17330440523025012,1.2201614521429012,1.5329593488267996,11.297698227360089,29.799328922928957,31.19373299477816,2.7977405510297357,0.8055862086548056,4.7142568651649155,108.38578376606834,0.8055862086548056,102.80879806024761,110.32368390108893,96.14723452245428,103.78612904364573,104.95561262652338,110.09359870981866,101.56153795215268,0.0,0.0,0.0,0.0,3.1365316828616456,154.0,483.0258792302588,1005238.6126410086,17.0,,0.0
CHW,117517.36047683009,1937.0,29.778374748153123,1937.0,1937.0,1638.0,5277.0,5956.0,1478.0,1055.0,280.0,76.0,67.0,780.0,726.0,549.0,0.0,447.0,19.0,111.0,0.0,70.0,34.0,0.27985869811702485,0.09217595663129617,0.07505036872179316,1.725645536086635,0.34951558719761583,0.3994551950451646,0.7489707822427807,0.11959649692813969,0.29572369523052383,0.17847548704331767,0.34692947447606176,7.193406996000094,69.86100824497629,-3.351895053055989,5.614674278038953,15.702800237432953,0.27097119668672515,2.8992376518026095,5.885645474725678,-4.107555392803172,20.380127971158068,19.090276729509185,1.9434212564350974,-0.7556603397471803,4.773614707319004,87.814529551048,-0.7556603397471803,96.61759346278617,90.66003865603807,95.13141698459184,95.71346740329938,92.51888535775679,84.16406136738587,97.70214243573922,0.0,0.0,0.0,0.0,3.127427979842176,154.0,481.6239086635326,1007354.8650100739,4.0,,0.0
CIN,117348.82668836453,1937.0,28.269121236777867,1937.0,1937.0,1645.0,4471.0,4916.0,1134.0,834.0,181.0,52.0,67.0,508.0,500.0,361.0,0.0,520.0,22.0,62.0,115.0,44.0,0.0,0.2533663979521969,0.07343368538852726,0.10577705399857606,0.8440508110923516,0.3120317520480065,0.3626936526916192,0.6747254047396257,0.10932725473942229,0.2736118349945077,0.19283970772986167,0.31256242100681825,-3.0205345678662057,42.83718407705968,-0.9853386866336222,-0.5452133088385385,11.490699833312032,0.576843063952515,0.8902752761110706,0.03351515508351576,-0.5803692220141546,11.834121042492463,10.513115853703255,1.1041187760292184,0.4049694646194678,4.0624527853359504,85.47033575352657,0.4049694646194678,90.54949771507862,90.77265748482527,123.60038799337052,91.38393308471282,91.42235626738156,93.51137154399215,92.16799707087647,0.0,0.0,0.0,0.0,2.2737657142453216,155.0,352.43368592351504,1007194.216436127,18.0,,0.0
CLE,117452.47328244275,1937.0,28.63491536674411,1937.0,1937.0,1689.0,5341.0,6026.0,1496.0,1014.0,303.0,76.0,103.0,817.0,753.0,569.0,0.0,548.0,21.0,95.0,0.0,78.0,51.0,0.2805909264455692,0.09442416160238964,0.0909392626493528,1.3291496807187189,0.3511964247364753,0.42349362236077004,0.7746900470972454,0.1429026959152008,0.2969092899306339,0.20245602388483241,0.355563175506039,13.79134780297293,81.42595611677523,4.250765846546285,-2.8297095435684647,16.947397416236836,0.35639585764232345,3.1290299784930884,-2.472844102530262,3.0670985629027996,20.670681855102462,16.518164582716572,1.9165212496298414,-1.1836672836434856,4.856070760940874,94.90592731529088,-1.1836672836434856,96.87038581637475,92.8712698386047,115.27166438630391,96.17375814533972,98.08648975639731,100.56541435154662,98.11012414920853,0.0,0.0,0.0,0.0,3.332033410479589,156.0,519.7972120809824,1007295.299867242,5.0,,0.0
CT,,1937.0,26.65643153526971,1937.0,1937.0,370.0,1277.0,1380.0,365.0,265.0,61.0,31.0,8.0,202.0,178.0,99.0,1.0,0.0,4.0,28.0,0.0,11.0,0.0,0.28584457169057975,0.07173912988695652,,,0.33913043428840584,0.40149048395652176,0.7406209182449276,0.11564591226594204,,,0.3401675583252116,0.5685470565534415,17.239590037044696,1.4964650298942948,3.6514492753623187,4.177310962202972,-0.04807899190868804,1.0295099647094805,3.6033702834536308,1.5973213532386241,10.407512563604707,7.793778508973025,0.9974700644205954,0.10085632334432929,5.101977550257277,104.35397524932102,0.10085632334432929,104.92036959318604,92.14161215592412,,101.1889342261674,104.08183242083508,102.06559558509068,,0.0,0.0,0.0,0.0,3.2030797101449275,40.0,128.1231884057971,1015476.3420289855,1119.0,,0.0
