Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SH,SB,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,Pos
BAL,115887.61614401858,1895.0,25.2977158343012,1895.0,1895.0,1203.0,4598.0,5166.0,1501.0,1158.0,231.0,88.0,24.0,987.0,812.0,344.0,223.0,105.0,119.0,306.0,0.32773503121989933,0.06658923670325202,0.043166859718737904,2.105029695092528,0.3865797354407665,0.4326037065654279,0.8191834420061944,0.10486867534552846,0.3397983195377468,0.11440185790940766,0.3869655069135806,18.11763186255873,97.88304966922156,15.132037600929257,7.006775067750677,18.83429665104322,-0.7188604702914161,2.328870547199647,6.287914597459261,16.641479629099475,44.0925614248016,31.957145612049537,3.491406519209579,1.5094420281702172,6.913939380883654,110.05312410069021,1.5094420281702172,108.58798721789557,80.77411271236419,85.71833288100824,105.06113548656438,106.02824660660156,98.75311000966146,108.43043134693981,0.0,0.0,0.0,0.0,3.6792858748509487,131.0,481.98644986449864,1005762.1281455671,1006.0,0.0
BRO,116324.34325123153,1895.0,28.376354679802954,1895.0,1895.0,1195.0,4569.0,5075.0,1298.0,998.0,189.0,72.0,39.0,842.0,697.0,380.0,303.0,62.0,64.0,183.0,0.28432663967940885,0.07487684700118227,0.059704433066009845,1.6478289468734975,0.34717494432039403,0.38276287399881764,0.7299378183192118,0.09843623431940886,0.29836588946896553,0.14226600979704432,0.3472378186447289,-2.651120892173426,70.42126037792279,-1.060425633609463,4.238423645320197,17.25392963119622,0.09967227336147735,2.133457345715242,4.338095918681675,-1.4002450281811976,22.325237867411936,16.814051593941766,1.784886639180599,-0.33981939457173416,6.515269393404082,94.52392636865642,-0.33981939457173416,94.20554586518739,90.82715433685955,118.55772000488109,94.35205862821066,93.81259517724511,92.69578589271167,95.20924688016137,0.0,0.0,0.0,0.0,3.345026123042364,132.0,441.5434482758621,1006193.2675862069,22.0,0.0
BSN,117849.85716981132,1895.0,28.31284178766736,1895.0,1895.0,1207.0,4636.0,5303.0,1350.0,1047.0,194.0,57.0,52.0,889.0,737.0,494.0,229.0,49.0,124.0,199.0,0.2915586694801056,0.09315481756892324,0.04318310332113898,2.9617346641753723,0.3656601896667924,0.3918245993933622,0.7574847890601545,0.10026592991325664,0.2977568640250801,0.146143692798416,0.3620691104374615,6.33970962941368,83.62185307910933,-0.05648160600657422,1.6419008108617763,18.247943226324598,-0.5825046514774378,2.2563676421866683,1.0593961593843386,-0.5749899438584452,20.98871708403716,12.819768416134252,1.6200503115252578,-0.5185083378518716,6.089035913988746,92.36748153681881,-0.5185083378518716,96.60172413345,112.9987082979201,85.7505885170882,99.37581100784857,96.03356286714805,94.41878019647397,95.01490544942216,0.0,0.0,0.0,0.0,3.5377359310692063,132.0,466.9811427493871,1007683.2038468791,16.0,0.0
CHI,117114.07677652886,1895.0,28.598399695180035,1895.0,1895.0,1225.0,4705.0,5249.0,1400.0,1089.0,171.0,85.0,55.0,866.0,727.0,422.0,344.0,42.0,80.0,260.0,0.297989849969518,0.080396265496285,0.06553629202419509,1.4654790314953325,0.36058873752943416,0.4058286446237379,0.7664173821531719,0.10783879465421986,0.31191797573442565,0.1564107437740522,0.3621770038966216,5.5736457599416855,77.35586335225491,0.4053373653644059,0.0916365021908935,16.949294789382154,-0.3209990267569984,2.0957890895601974,-0.22936252456610487,1.273473588057452,20.0891949424337,12.415636646206671,1.5139926426459893,0.8681362226930465,6.739537047369883,93.46320692238092,0.8681362226930465,98.7325581251075,97.52232241059667,130.13829896638052,97.99753772741101,99.46585976761787,101.55002260407167,99.53374901841148,0.0,0.0,0.0,0.0,3.2612599318917885,133.0,433.74757096589826,1006963.2825300057,17.0,0.0
CIN,118269.50521702837,1895.0,30.791771094402673,1895.0,1895.0,1162.0,4327.0,4792.0,1309.0,951.0,225.0,98.0,35.0,840.0,724.0,383.0,228.0,32.0,50.0,305.0,0.3021792950010434,0.07992487425709514,0.04757929827879799,2.097076684407137,0.3636009325223289,0.42344763472349745,0.7870485672458264,0.12126833972245411,0.31359294336498333,0.13480801256469116,0.36972736898696973,4.925157563308559,73.15091938588108,0.12559659599816617,0.7957011686143572,16.10954060974548,0.1403545306836922,1.991953049803686,0.9360556992980494,2.0078910223306035,21.04544038117782,16.972992783549245,1.6033758728094791,1.8822944263324377,7.298188473239945,97.65965584571529,1.8822944263324377,100.12064105856759,96.95051514907743,94.48030629701856,98.81616477184116,103.7841552396749,114.19640473041547,100.06823507155205,0.0,0.0,0.0,0.0,3.1231629735371453,132.0,412.2575125208681,1008100.1314691151,18.0,0.0
CLE,117755.995373048,1895.0,28.498939656834395,1895.0,1895.0,1193.0,4585.0,5187.0,1410.0,1123.0,192.0,66.0,29.0,906.0,764.0,470.0,351.0,48.0,84.0,183.0,0.30798521607364565,0.09061114258897245,0.06766917252535185,1.548581221093696,0.3774973057445537,0.39776382094312707,0.7752611266876808,0.08977860486948139,0.32833029973857714,0.1638712160111818,0.37118652322602125,8.537790486591627,84.00578952877525,2.603883529592978,2.8328513591671487,17.8195854883669,-0.16526226930037294,2.203400985768443,2.667589089866776,1.5805677088128391,24.271143272814957,17.646106272072807,1.8965302386211977,-1.0233158207801392,6.093080357472497,97.64082738674092,-1.0233158207801392,102.0443087265406,109.91317826774731,134.3736536339382,102.59279509160534,97.48922595457114,84.54303836658373,104.7709596485194,0.0,0.0,0.0,0.0,3.481061727374205,131.0,456.0190861769809,1007588.2772315404,1026.0,0.0
LOU,118585.14962071671,1895.0,26.305800756620428,1895.0,1895.0,913.0,3461.0,3823.0,979.0,787.0,117.0,54.0,21.0,530.0,419.0,262.0,234.0,51.0,49.0,126.0,0.28249043478001573,0.06853256558069579,0.06120847465315197,1.4944270323063038,0.3421291179793356,0.36560043455610786,0.7077295525354432,0.08310999977609208,0.2987496731498823,0.135234111001831,0.33904182900389085,-6.463788359225126,50.51530718705362,-6.531946448556268,-3.5961286947423488,13.453965614872113,-0.7558002443479878,1.6635898246710987,-4.351928939090337,-7.0723354857686305,3.6932910146842444,0.3212994570651986,0.18892060022367968,-0.5403890372123623,5.752369844841879,87.92561110787287,-0.5403890372123623,93.59715867690736,83.13141058143812,121.54436156911713,92.98074969434947,89.60619718761693,78.2633224244433,95.33171314227337,0.0,0.0,0.0,0.0,2.6083256047135754,132.0,344.29897985874965,1008401.1812712529,1044.0,0.0
NYG,118245.69839616747,1895.0,26.746875,1895.0,1895.0,1158.0,4308.0,4801.0,1243.0,948.0,180.0,85.0,30.0,792.0,661.0,432.0,276.0,26.0,35.0,267.0,0.2888735518889815,0.08998125342616121,0.0574880227825453,2.0233603192387006,0.35694800244615704,0.3917232692399501,0.748671271686107,0.10284971735096855,0.3027813067488023,0.15371797679858362,0.35591020956753977,3.658715040141092,69.4078608992622,2.595686690484931,0.8562799416788169,15.524759372099194,0.017883238048789104,1.9196445465374408,0.874163179727606,3.714861675881181,22.03342877424542,14.703689002594128,1.6792219139163553,1.11917498539625,6.644676543374125,95.50010344105927,1.11917498539625,95.7120678962811,109.14910976730862,114.15649657290572,97.00809175601589,96.0087275309463,96.8518904101506,96.63834556334423,0.0,0.0,0.0,0.0,3.009791203522183,132.0,397.29243907519265,1008075.1714226203,30.0,0.0
PHI,116368.3817699115,1895.0,28.17788802267895,1895.0,1895.0,1277.0,5004.0,5650.0,1654.0,1252.0,269.0,72.0,61.0,1060.0,925.0,460.0,256.0,67.0,119.0,276.0,0.33133517936123896,0.08141592876460177,0.045309733888849554,2.2945111834771676,0.39372513531663716,0.4500531947667257,0.8437783300833628,0.11871801540548674,0.3412908439516814,0.1375221257079646,0.39629342512208204,17.867848669539264,95.6005006808367,16.265048924806653,0.3985840707964602,18.35431779473229,-0.5780552411039847,2.2695209127295333,-0.17947117030752444,16.83937855213368,37.28374608928799,30.989871046314242,2.8154903104269224,0.5743296273270275,6.335760305619782,116.66275195138871,0.5743296273270275,109.78081924106738,98.7591949119397,89.97353241677645,107.00304747946439,110.30499830818775,111.7948061882009,108.90669934679022,0.0,0.0,0.0,0.0,3.531604231463717,133.0,469.7033628318584,1006235.5132743362,26.0,0.0
PIT,115787.73705583757,1895.0,26.909480122324158,1895.0,1895.0,1192.0,4402.0,4925.0,1280.0,982.0,184.0,88.0,26.0,777.0,645.0,358.0,283.0,63.0,102.0,255.0,0.29117587005177664,0.07269035496324873,0.05746192852568527,1.6714022717003048,0.3524033685057868,0.3904768794686294,0.7428802479744162,0.0993010094168528,0.30622103484304564,0.13543147152284263,0.35276245112444043,2.121759125813524,74.50950370080811,1.1152704548374954,2.876751269035533,17.09227247489588,-0.9981535528055605,2.11346835451333,1.8785977162299725,2.1625545038204055,23.246893049459587,16.4365955325135,1.8205412526672766,1.04728404898291,6.829558456644329,94.0355040227883,1.04728404898291,96.47489173693847,88.17489455644214,114.10468005879316,95.77299234864086,95.7032458163056,93.51013040550463,97.75553965671662,0.0,0.0,0.0,0.0,3.2887706586050762,133.0,437.40649746192895,1005670.7216243654,27.0,0.0
