Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
ATL,117122.8058076225,1994.0,28.296862846772104,1994.0,1994.0,1422.0,3415.0,3857.0,903.0,588.0,173.0,15.0,127.0,466.0,465.0,337.0,38.0,604.0,21.0,25.0,59.0,95.0,19.0,21.0,0.2644789142338606,0.08737360606507648,0.15659839196214678,0.6718234794757584,0.3309961759362198,0.4352078353360125,0.7662040112722324,0.17072892110215193,0.2850641874342754,0.2768991440290381,0.3316848668095272,4.641134557777748,42.97131925640804,3.6406424044241152,2.7044334975369457,9.533451312714895,0.10278774903966938,0.7707528591619374,2.8072212465766153,3.1848228253118505,16.296248243765298,16.100859173925723,1.572473506402488,-0.4558195791122651,3.047616044990492,96.44007417660193,-0.4558195791122651,3.0676274166908115,-5.06282090517664,5.811057216288135,15.813502378761768,1.5672005333472043,0.9620375681802773,1.6815968209657632,6.818252527871403,0.6684337613075158,0.6051098277304774,96.45185556386167,99.81178203710692,101.32241084929203,96.91490223213165,101.38176935938766,110.09938220081688,93.98025011704085,0.0,0.0,0.0,0.0,2.6568804048068446,114.0,302.8843660876329,503775.6525797252,16.0,-1.0,0.0
BAL,116735.22782164422,1994.0,30.17487227124942,1994.0,1994.0,1099.0,3782.0,4306.0,1024.0,686.0,183.0,19.0,136.0,577.0,545.0,433.0,22.0,638.0,38.0,35.0,16.0,87.0,69.0,12.0,0.2703478944872271,0.10055736130097538,0.14816535017812357,0.7057211212663725,0.3485897299038551,0.43670792775638645,0.7852976576602415,0.16636003326915932,0.29048789161890387,0.2803065481955411,0.3442737969477034,5.481667781956385,53.541724530592425,3.0213290034151936,5.852367688022284,11.953456908748198,-0.9668179640552497,1.1413721203323,4.400344135340942,3.972452923474944,21.467626087896384,20.64305852436224,2.079062838441332,0.9511239200597508,3.8931920049423283,102.15208461676657,0.9511239200597508,-0.39409156143665314,-6.7118555823097905,6.830901271856964,9.052901417016983,0.9402891807258129,0.9929385521884746,1.338337517494985,1.7243381328379006,0.13490049785679606,-0.43478964219791405,99.16169147919616,105.92561092371338,96.35831103900311,101.09607008345844,100.60559402745831,103.04390218948484,97.03354294528947,0.0,0.0,0.0,0.0,3.390800211662796,112.0,379.76962378077104,608864.9637714816,2.0,,0.11614181470970739
BOS,118199.87526427061,1994.0,29.6046511627907,1994.0,1994.0,1021.0,3346.0,3784.0,901.0,590.0,192.0,15.0,104.0,487.0,445.0,349.0,36.0,601.0,29.0,27.0,33.0,74.0,77.0,27.0,0.26967702179334035,0.09223044349841437,0.15882663794053908,0.6988802856062368,0.3409788140946089,0.42890223334804445,0.7698810474426533,0.15922521155470398,0.30068628297278016,0.27854122651955604,0.335972648958839,3.4459575234443784,45.90514032092069,-0.3982728965767461,1.4327146171693736,10.560412248466598,-0.9148110732038448,1.0083576836081785,0.39068575554879786,-0.17608042876919844,11.783375258854376,10.395033725570714,1.1342797916510694,0.2221924678075472,3.933782035474986,93.0856420012187,0.2221924678075472,-1.7634149892255664,-6.045914812489998,6.126072731625631,-15.479298114776611,-1.4172229394316673,1.0142734807465092,1.921291396812863,3.2938689217758985,-0.06445917916164466,1.012988498843304,98.91562013020639,97.15416103743576,103.2918058206922,98.8887942745496,98.80737495966495,98.62457227931199,100.4401773488586,0.0,0.0,0.0,0.0,2.917492417103594,115.0,335.51162790697674,789204.5708245243,3.0,,0.12929394084302326
CAL,116710.98121956874,1994.0,27.605842800834687,1994.0,1994.0,1178.0,3821.0,4313.0,1010.0,707.0,173.0,15.0,115.0,524.0,500.0,395.0,24.0,695.0,27.0,28.0,42.0,83.0,63.0,51.0,0.26489876706654303,0.09158358407813588,0.16114073681497798,0.7313613335485739,0.33505731056642707,0.40967609795687465,0.7447334085233016,0.14477733089033157,0.29759985552167867,0.2793878975399953,0.32732983604505894,0.3728934947329284,42.81098987818945,-2.0317372827093307,1.7009042429863204,10.555167653299687,-1.259363343120796,1.007856905067574,0.44154089986552447,-2.824552381186221,9.180013077046564,8.096800571810592,0.8865529003272345,-0.7928150984768902,3.7144644917557867,90.80066797935244,-0.7928150984768902,-5.453034166246653,-6.164051048345337,5.904253253009737,-58.79289907217026,-5.574022963643074,1.0156929675647728,1.9848192671937188,3.806399258057037,-0.28458232434244934,0.5118747552417997,97.16299016456013,96.47276905987898,104.79676402347118,97.17147249387169,94.37819781644627,89.675511782214,99.40919809201274,0.0,0.0,0.0,0.0,2.9160435097565505,115.0,335.34500347785763,587925.5314166474,1.0,-1.9611940298507462,0.12257541950150705
CHC,118567.91951664387,1994.0,28.123347013223896,1994.0,1994.0,1606.0,3918.0,4386.0,1015.0,691.0,189.0,26.0,109.0,500.0,464.0,364.0,26.0,750.0,27.0,23.0,54.0,84.0,69.0,53.0,0.25837971326926584,0.08299133555517557,0.17099863144459646,0.5674276669395805,0.32353826311992706,0.4025645412218422,0.7261028043417692,0.14418482795257637,0.29215158218285453,0.27884176929776566,0.31891094803639,-0.2618931143823172,39.61555448455382,-0.9549936730093117,0.9021887824897401,9.918285240440868,-0.1308560922735095,0.8018656052564934,0.7713326902162305,-1.6077896039739674,9.883693931939625,10.81838345572921,0.950603659458948,-0.6527959309646557,3.818501123832053,88.93087657721476,-0.6527959309646557,-1.7067871191829909,-5.821266961008464,6.030185500723303,-9.370098680257797,-1.3618675153702497,1.0488322335165852,1.4153214318208718,8.856589147286822,0.3952156031505123,-3.1355223592451233,94.22756009518065,94.8056680782062,110.6396647679763,94.73124289104592,93.77750618600443,92.98167163377947,96.21390641937661,0.0,0.0,0.0,0.0,2.7885912143000455,113.0,315.1108071135431,576162.1721386228,17.0,-1.0,0.0
CHW,129189.64854500338,1994.0,30.030904579291676,1994.0,1994.0,1157.0,3830.0,4433.0,1112.0,783.0,171.0,38.0,120.0,620.0,593.0,492.0,47.0,546.0,20.0,45.0,46.0,88.0,77.0,27.0,0.29097081730318075,0.11098578787683284,0.12316715490976766,1.0137385061500113,0.36993153581006094,0.45294418318317164,0.8228757189932326,0.161973365879991,0.30971985544146174,0.2612226483058877,0.35707017336175784,10.956162540190947,60.603689601790386,10.678179756099919,0.9821791112113692,12.348291190346577,-1.824043105448204,1.1790727490799562,-0.8418639942368347,11.155921956372328,23.841421901562025,23.555430531113664,2.2880228802811415,0.4777422002724084,4.629556660043736,114.68857676666597,0.4777422002724084,5.6272773975506425,-6.835068679477086,7.697767245673364,77.70750334858894,7.518429167568684,1.0166936980906227,1.5895175175622787,4.636814798105121,0.9041759260645871,-0.8283341830109272,106.72603339335699,116.91075852235144,80.10090758950466,107.28550287654856,104.34598438488844,100.3267872881195,103.4577197916919,0.0,0.0,0.0,0.0,3.471803389878186,113.0,392.31378299120234,560544.2709226258,4.0,,0.11948745619219489
CIN,116829.72720247295,1994.0,28.94152498712004,1994.0,1994.0,1411.0,3426.0,3882.0,975.0,649.0,187.0,30.0,109.0,518.0,510.0,343.0,48.0,636.0,24.0,38.0,51.0,77.0,89.0,34.0,0.28486820756362696,0.08835651667362185,0.1638330753047398,0.6319013285146833,0.34947196580396706,0.45392066086166927,0.8033926266656363,0.16905245329804222,0.3184494714438434,0.28026790369912413,0.3459778496204378,8.352173613170976,52.21468733369958,7.804446369684624,0.6772282328696548,10.90944753581872,-0.21325019527071226,0.8819983030589262,0.46397803759894257,8.26027624250755,20.515700118984146,19.29879823031669,1.968152540718045,0.45582987282292525,4.734433026763466,107.21023243959911,0.45582987282292525,5.455384184140712,-6.238152520946049,7.242864079888814,73.65949694812298,7.471260160207748,1.0676529834652488,2.134838716456202,7.394899536321484,1.0220436552812484,-2.182893066025555,103.88755296525424,100.93461608093727,106.00340117631872,102.32457007385064,105.74092654239165,109.01826443634863,104.85064540396033,0.0,0.0,0.0,0.0,3.013919315906749,115.0,346.6007212776919,605282.1800618238,18.0,-1.0,0.0
CLE,117211.56398842644,1994.0,28.215668818161586,1994.0,1994.0,1189.0,4022.0,4493.0,1165.0,738.0,240.0,20.0,167.0,679.0,647.0,382.0,40.0,629.0,18.0,38.0,33.0,80.0,131.0,48.0,0.2898723513752503,0.08502114362497216,0.13999554820231472,0.6376163853748053,0.35077401086044957,0.48544479707990207,0.8362188079403516,0.19557244570465168,0.3061251419659471,0.2621856230937013,0.35879306228826374,11.342858025934548,58.238640663233525,8.7844270437526,0.03272484416740873,11.663879630622455,-1.415069820858072,1.1137219238696727,-1.3823522602081724,9.435686809946967,20.830936104230922,19.738856592289373,1.9956405643456614,0.6512597661943667,4.695232184476005,111.10964964196843,0.6512597661943667,5.228637222200632,-6.4670663437319575,7.2271652212509485,72.67500132322311,6.333554357290268,0.9686131817764412,1.705934108702736,2.533496550189183,0.7229651966240632,0.06429754324833686,106.32312387688958,89.55999305662569,91.04513681192742,101.72954319447278,111.83323927429733,121.13815782630317,102.25695447765955,0.0,0.0,0.0,0.0,3.2793765725239257,113.0,370.569552637436,479687.5597596261,5.0,4.888997078870497,0.11598332152236814
COL,117116.72512797685,1994.0,29.78077008680169,1994.0,1994.0,1604.0,4006.0,4493.0,1098.0,728.0,206.0,39.0,125.0,573.0,540.0,378.0,33.0,761.0,23.0,36.0,50.0,96.0,91.0,53.0,0.2730869894453594,0.08413086981504563,0.1693745820658802,0.6554118258795906,0.33633267037814385,0.43625476533585583,0.7725874357139996,0.16316777589049633,0.30527267125372803,0.28132650655909186,0.3361279690354672,4.150472609998343,46.60529685802825,-2.356035354747971,-2.4576007122190076,10.559328193712673,0.016080791068062494,0.8536921340625815,-2.441519921150945,-2.7438293627603816,6.227671043863928,6.160103281546507,0.5862469827476985,-0.3877940080124108,4.6498815449782285,87.17609033727213,-0.3877940080124108,-2.6499449610710144,-5.944060153708661,6.103657623489702,-32.309302270412445,-2.8421355937607586,0.9753529916832714,1.5502723941494525,9.584909859781883,0.04643011617109647,-0.3124403392506781,99.59110327813582,96.10742212376147,109.58887110191108,98.47741526007982,101.62565195331565,105.22336347382071,100.66897622870326,0.0,0.0,0.0,0.0,2.8673263834453597,117.0,335.47718673492096,648303.2911195193,19.0,-1.0,0.0
DET,117615.61516483517,1994.0,30.824835164835164,1994.0,1994.0,1190.0,3932.0,4550.0,1043.0,642.0,215.0,25.0,161.0,652.0,621.0,519.0,28.0,893.0,34.0,48.0,17.0,86.0,46.0,33.0,0.2651411563797802,0.11406593340967032,0.19626373580417583,0.5950145308782419,0.3519602860942857,0.4556762190975824,0.8076365051918681,0.19053506271780218,0.30191926836,0.3457142854021978,0.3513758971163681,8.82706289074677,56.6769125419472,6.337566536200905,-2.616923076923077,11.901174376202482,-1.5208759022815215,1.136379938950496,-4.137798979204598,6.028489572517853,14.928244908466235,13.275379478041934,1.419049980734262,-0.3090769636830517,4.002580299728098,106.61116766976153,-0.3090769636830517,0.22019636631011963,-6.604619644696896,7.03149704065788,22.9805006980896,1.9241886138916016,0.9845564222728813,2.461485548705597,3.2553846153846155,0.39211642271542285,-1.3154547561472825,97.25189684660648,120.15533746792678,127.63876356759552,102.07358019238218,104.97537093503819,118.01798773744491,100.85203940567256,0.0,0.0,0.0,0.0,3.2879006227428573,115.0,378.10857142857145,739582.2602197803,6.0,,0.1064802678747253
