Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,HBP,SH,SB,AVG,BB%,OBP,SLG,OPS,ISO,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,OBP+,SLG+,ISO+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BAL,116874.79271159874,1898.0,26.819469379613007,1898.0,1898.0,1225.0,4432.0,5104.0,1360.0,1152.0,133.0,64.0,11.0,813.0,628.0,462.0,142.0,68.0,217.0,0.30754653080309563,0.09051724084443574,0.389917005963558,0.3745263980801332,0.7644434040436914,0.06697986727703763,0.37758302523211495,24.606739933439904,91.49215599917093,21.26999220013018,5.300548589341693,16.956681969911326,0.9430461369015475,2.3798132227094357,6.2435947262432405,22.444994364571137,48.02508428343515,37.36410642535296,4.5138878268423595,1.1750021644409594,5.976400000419629,119.64241797806382,1.1750021644409594,110.7856014366297,122.10816130322917,114.08477269096737,105.17926525272411,85.34781202228505,0.0,0.0,0.0,0.0,3.3503595804251574,153.0,512.6050156739811,1006728.1163793104,1006.0,,0.0
BRO,118154.44722060817,1898.0,28.2589898989899,1898.0,1898.0,1266.0,4715.0,5163.0,1204.0,990.0,141.0,57.0,16.0,589.0,516.0,308.0,56.0,84.0,127.0,0.2560857330364129,0.05965523865194656,0.30865177950881273,0.32054745334185547,0.6291992328506681,0.06446172030544256,0.30853795962226904,-5.612691498148087,53.05877319150654,-8.87097849120038,0.8357544063528956,14.87429436745453,-0.8099391375104286,2.0875571339341388,0.02581526884246699,-8.953065326148693,8.034601444082442,6.481794835753494,0.7548291756126827,-0.08208683494831295,5.351475481221493,80.50994297332716,-0.08208683494831295,92.2481937276128,80.47518280427464,90.30759768712542,90.02021164317132,82.13911151102171,0.0,0.0,0.0,0.0,3.0178112977454967,149.0,449.6538834011234,1007985.5473561883,22.0,,0.0
BSN,117511.01050604097,1898.0,28.456487480301174,1898.0,1898.0,1407.0,5149.0,5711.0,1498.0,1203.0,188.0,55.0,52.0,850.0,753.0,401.0,31.0,130.0,169.0,0.2918483027951322,0.0702153734892313,0.3455625673624584,0.3799629179430923,0.7255254853055507,0.08811461514796008,0.351724992593372,10.589574603617987,75.68178554792617,3.774450986613383,6.809140255646997,16.50207152208364,0.2857535289728669,2.3160101769931845,7.094893784619864,3.999645367917094,29.91262085161378,26.8023193723202,2.8351892254322077,0.22519438130371083,5.33388211143769,99.94787676827801,0.22519438130371083,105.13072499627393,94.72085176264619,101.10722626890946,106.70601788658125,112.27835939057266,0.0,0.0,0.0,0.0,3.2819869775380845,152.0,498.8620206618806,1007354.6018210471,16.0,,0.0
CHI,116484.21003241767,1898.0,27.72801496853206,1898.0,1898.0,1437.0,5219.0,5879.0,1431.0,1154.0,175.0,84.0,18.0,828.0,656.0,476.0,71.0,113.0,220.0,0.2743166875415887,0.08096615039139309,0.3429287277309066,0.3506318354189488,0.6935605631498554,0.0763151478773601,0.3405673136252688,5.9554317157135355,66.33395921223624,3.5301222341932204,2.4461643136587856,15.30706615570624,0.19807700368810682,2.1482951973078905,2.6442413173468924,4.167216090927202,24.266818761288217,23.832367493061156,2.2792749983357807,0.6370938567339811,6.207345139522393,99.88198405337897,0.6370938567339811,98.81541870766908,109.22369771616265,100.33659818376731,98.46889034424882,97.24311439062448,0.0,0.0,0.0,0.0,3.0443203290321486,152.0,462.73668991325053,1006366.692124511,17.0,,0.0
CIN,117718.4981617647,1898.0,29.456550802139038,1898.0,1898.0,1478.0,5334.0,5984.0,1448.0,1121.0,207.0,101.0,19.0,831.0,688.0,455.0,59.0,136.0,165.0,0.2718246856808155,0.07603609573846924,0.3354095247225936,0.35915537477306153,0.694564899495655,0.08733068909224598,0.3388202483814777,4.753924056383255,66.58588097935137,0.674690037003212,2.9405080213903743,15.675537221591899,-0.0958790598184438,2.200008870792864,2.8446289615719307,0.8392930823426317,21.559468136299326,22.03404161207936,2.0301686072576643,0.1646030453394197,6.259165257374321,96.43796672039633,0.1646030453394197,97.91774015409854,102.57303201781721,98.13657470979551,100.86257904340012,111.27945664020255,0.0,0.0,0.0,0.0,3.0183163591477276,157.0,473.87566844919786,1007558.4321524064,18.0,,0.0
CLE,117625.34104729729,1898.0,28.702048417132215,1898.0,1898.0,1439.0,5230.0,5946.0,1375.0,1140.0,161.0,56.0,18.0,728.0,603.0,545.0,46.0,125.0,92.0,0.26330807353195423,0.09165825731550621,0.3375008371199126,0.32556117040094185,0.6630620075208543,0.06225309686898755,0.3290022110436259,3.7728735234360435,68.14860919359377,0.8357408484370816,1.5169862092162798,16.32043187509191,0.28469438323098883,2.290517664103798,1.8016805924472687,-0.7102743176361741,19.702355814006804,17.14365735383295,1.8473864449832404,-1.5460151660732557,4.6373252361031785,92.89595029005238,-1.5460151660732557,94.84985316915906,123.64739760781967,98.74846620420297,91.42822741766132,79.32481543153098,0.0,0.0,0.0,0.0,3.1626346523343427,156.0,493.3710057181298,1007429.624957955,1026.0,28.0,0.0
LOU,117043.6094354215,1898.0,26.828689370485037,1898.0,1898.0,1291.0,4648.0,5172.0,1248.0,1016.0,138.0,64.0,30.0,649.0,538.0,334.0,64.0,126.0,211.0,0.2689901765585847,0.06457849907385925,0.3261581384133797,0.34538624467942775,0.6715443830928074,0.076396068120843,0.32831305266509,4.035737768879928,66.89098574538465,1.591624869661542,-0.29447022428460945,15.934960306295801,-0.17444240950964165,2.236418027274652,-0.4689126337942511,3.124870264414485,20.827335964190688,15.274683149973972,1.9400477062655253,1.533245394752942,5.833937812985795,93.1552512096538,1.533245394752942,96.89668230940768,87.11668305470647,95.42973636209433,96.99575685452008,97.34622545982097,0.0,0.0,0.0,0.0,3.128039593045244,154.0,481.7180974477958,1006890.1113689095,1044.0,,0.0
NYG,118504.26959882223,1898.0,29.266858237547893,1898.0,1898.0,1336.0,4923.0,5434.0,1312.0,1029.0,171.0,80.0,32.0,779.0,652.0,394.0,66.0,51.0,195.0,0.2668793374035701,0.07250644033695253,0.32932078138792786,0.3547460627740155,0.6840668441619434,0.08786672537044535,0.33346368920321495,3.3955373916182525,64.79133054998044,1.8758816795075908,0.27309532572690465,15.564961692900354,0.13094687625110024,2.184489967639808,0.4040422019780049,2.858051536413134,21.0115453989313,18.038485974497583,1.9610583671181638,0.982169856905545,6.319425238001006,97.38562007936987,0.982169856905545,96.13630766068827,97.81151115071589,96.35508560138278,99.62429998294665,111.96249059307165,0.0,0.0,0.0,0.0,3.0162367995049686,156.0,470.53294074346707,1008327.7933382407,30.0,,0.0
PHI,115107.97835650184,1898.0,25.40207636811543,1898.0,1898.0,1376.0,5032.0,5683.0,1414.0,1065.0,235.0,81.0,33.0,817.0,695.0,466.0,68.0,117.0,182.0,0.2809675881453458,0.08199894367517155,0.34954935690093253,0.37973749984409644,0.729286856745029,0.09876991169875066,0.3547654530150874,13.525750864620749,80.2759947269876,11.725067402805415,-4.245820869259194,16.922413332614287,-0.6084010175811286,2.375003734844508,-4.854221886840323,12.33980022442473,26.7829954050432,22.60654931476665,2.4686880029775105,0.6147328216193161,5.954089347674684,109.07944025001143,0.6147328216193161,101.21123186009969,110.61694045878282,102.27371034451313,106.64271310980558,125.85566678201837,0.0,0.0,0.0,0.0,3.410460438069681,150.0,511.5690656343481,1005002.9565370403,26.0,,0.0
PIT,116689.03185628743,1898.0,29.441676646706586,1898.0,1898.0,1064.0,3772.0,4175.0,955.0,785.0,104.0,56.0,10.0,479.0,375.0,253.0,58.0,92.0,77.0,0.25316010046395204,0.06059880178682634,0.3099534147219162,0.3184677951691018,0.6284212098910179,0.0653076947051497,0.30913629344189575,-7.957576212828712,53.29026424799568,-9.19273001627933,1.4510179640718563,15.527452965492973,-0.12927559464634536,2.1792257440370135,1.3217423694255108,-9.689814552383387,9.33860652657211,7.837036586460116,0.8805769710836469,-0.49708453610405595,5.093623731501381,84.22636638003303,-0.49708453610405595,91.1943110410603,81.74805367836254,90.68843964872826,89.4361755920189,83.21707817439582,0.0,0.0,0.0,0.0,3.0881515925844307,152.0,469.3990419161677,1006554.1279041916,27.0,,0.0
