Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,HBP,SH,SB,AVG,BB%,OBP,SLG,OPS,ISO,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,OBP+,SLG+,ISO+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BOS,119103.58790882061,1909.0,25.71555996035679,1909.0,1909.0,1424.0,4500.0,5045.0,1179.0,967.0,125.0,67.0,20.0,536.0,422.0,316.0,68.0,161.0,199.0,0.2622914048967294,0.06263627301010903,0.3200570596560951,0.33351294633201184,0.6535700059881069,0.07122154143528245,0.3224323249875239,8.719026107003835,49.73199192482422,6.520683394064044,1.202775024777007,11.334507606211751,0.029946857395446218,0.5084352673829337,1.2327218821724533,7.2396339111438595,20.315298666910998,23.773125318786736,2.408590555448001,0.7189505170798159,5.698443066910506,105.09096487218717,0.7189505170798159,103.76775262273598,93.1249252017857,102.28274062343192,103.96974417754606,104.72042464977837,0.0,0.0,0.0,0.0,2.7920178912745284,152.0,424.3867195242815,1008914.1651139742,3.0,,0.0
BRO,115912.82737408689,1909.0,26.52490863627621,1909.0,1909.0,1418.0,4716.0,5202.0,1070.0,831.0,168.0,55.0,16.0,407.0,353.0,312.0,20.0,154.0,130.0,0.22770908827412534,0.05997693154248366,0.27767603429065746,0.29728496513052677,0.5749609994211843,0.06957587685640138,0.2837906300595145,-0.8472901346468223,35.563383801449554,-2.8260220287984765,-2.9859669357939254,10.062599776597011,0.3979810703171991,1.753292532879408,-2.5879858654767265,-2.944413711212019,6.283492732787672,5.011499245880286,0.8112214524050528,-0.11839168241354238,4.5698552443296885,81.18595070337872,-0.11839168241354238,90.34333246910805,74.77633873914593,86.82848422370212,91.51436850148976,95.56861467629584,0.0,0.0,0.0,0.0,2.430735075990004,155.0,376.763936947328,1005787.5049980776,22.0,,0.0
BSN,116121.6206120612,1909.0,27.193744374437443,1909.0,1909.0,1267.0,3981.0,4444.0,883.0,746.0,93.0,33.0,11.0,331.0,263.0,308.0,16.0,139.0,94.0,0.22244465749594955,0.06930693026800179,0.2805032943409091,0.2709766293229073,0.5514799236638166,0.0485319718269577,0.2749591995312037,-3.1228742960046114,30.533871567207015,-8.045680741771994,-2.321332133213321,9.301513177112188,-0.4396995453651857,1.6206819271336834,-2.761031678578507,-8.464896062207982,-0.3037326365406181,-3.1761280877553277,0.009430870540643864,-0.4192153204359872,4.08246817955796,67.33218437636748,-0.4192153204359872,88.2546752984255,86.40853010327011,87.71256017680584,83.41577280997086,66.66295165182139,0.0,0.0,0.0,0.0,2.2468859777002703,155.0,348.26732673267327,1005993.9531953195,16.0,,0.0
CHC,118749.55968688846,1909.0,28.322540473225406,1909.0,1909.0,1504.0,4932.0,5621.0,1213.0,931.0,203.0,59.0,20.0,624.0,495.0,415.0,30.0,244.0,184.0,0.24613749099733148,0.0738302788051948,0.30840099343248534,0.3232020047498666,0.631602998182352,0.07706451375253513,0.31246622574429883,6.113871943656158,50.467139006112234,2.877943201823855,3.7961216865326453,12.257646645522854,-0.2339819869667085,2.135754259476023,3.562139699565937,3.0812271094901984,21.03676771405501,24.646325629312937,2.4438081945222487,0.2032839076663438,5.465223109391876,97.02401715170326,0.2032839076663438,97.65478115442787,92.04802238394436,96.43608913254911,99.49250998991185,105.85491915873013,0.0,0.0,0.0,0.0,2.96097353730475,155.0,458.95089841665185,1008566.883650596,17.0,,0.0
CHW,117756.6306129722,1909.0,29.769244476122594,1909.0,1909.0,1545.0,4899.0,5612.0,1091.0,890.0,142.0,56.0,3.0,482.0,380.0,415.0,57.0,241.0,208.0,0.22309738884479685,0.07394868102761937,0.29116140514308625,0.2768601332391304,0.5680215383822166,0.053762744394333574,0.2841755867181305,-2.184432696003738,35.53400185357495,-1.8758632089522134,4.019779044903777,10.424017741014957,0.17636673420094118,0.46759316165201664,4.196145779104719,-1.2241430648891602,13.863613616882532,16.09747340461301,1.5805650740403325,0.6517201440630538,5.170942463323219,86.67767439201832,0.6517201440630538,88.26181195506602,109.94372842643973,93.04836616884516,86.30872517068103,79.04992379908006,0.0,0.0,0.0,0.0,2.4546927750178194,159.0,390.2961511047755,1007592.6908410549,4.0,,0.0
CIN,116558.45652971386,1909.0,25.904033892061154,1909.0,1909.0,1508.0,4770.0,5452.0,1195.0,956.0,146.0,71.0,22.0,573.0,486.0,444.0,37.0,201.0,266.0,0.25036367254713865,0.08143800395341158,0.3186519688305209,0.32466128975990466,0.6433132585904255,0.07429761721276595,0.31874282421361805,7.724619337089874,49.038347936906504,5.100874480898127,0.5198310686742563,11.417627614048895,-0.6735353749723707,1.9893905832831935,-0.1542763874448579,6.628787360885355,19.881529170772584,25.71610970840361,2.370140720880254,1.5279128799872284,5.706193036858808,101.73409186311841,1.5279128799872284,99.33151407590621,101.53296631300184,99.64153917399635,99.94172727911683,102.05434227481771,0.0,0.0,0.0,0.0,2.7229229269845923,157.0,427.498899486427,1006421.9057226706,18.0,,0.0
CLE,116784.58563429234,1909.0,28.12396215485615,1909.0,1909.0,1454.0,4724.0,5179.0,1133.0,885.0,160.0,79.0,9.0,464.0,382.0,266.0,47.0,142.0,157.0,0.2399772180683529,0.05136126604788569,0.28671664523112567,0.3131006833574049,0.5998173285885308,0.07312346528905193,0.295028510775522,1.49644099679753,34.88576021368004,0.12133917662073469,2.562463796099633,9.227606077333414,-0.8595038776917677,0.413925379578218,1.7029599184078654,0.20155515994945258,11.546046535268951,14.617074689791014,1.3318369206288847,0.08021598332871753,5.492544426267988,88.8618648092388,0.08021598332871753,94.93981173120676,76.36172826257446,91.62792499595874,97.60639971702255,107.51691388048764,0.0,0.0,0.0,0.0,2.229032880681599,155.0,345.5000965437343,1006642.7329600309,5.0,,0.0
DET,116650.36165254237,1909.0,25.541737288135593,1909.0,1909.0,1279.0,4164.0,4720.0,1117.0,879.0,168.0,52.0,18.0,576.0,418.0,345.0,24.0,187.0,238.0,0.2690813947875,0.07309321969555085,0.3280185943165254,0.34702443165572033,0.6750430259722457,0.07794303686822034,0.3321823560091276,16.172835797101857,61.62505659146782,12.175969857812905,2.9815677966101695,12.561357903287952,-0.04485409159244875,0.5634684439887632,2.9367137050177208,14.493105466445623,30.554645518740063,27.018693290626064,3.5994389569145855,2.3171356086327175,5.725751006968133,108.00916387569869,2.3171356086327175,106.45400912272983,108.67186519554407,104.82706064409402,108.18183155830451,114.6033595292263,0.0,0.0,0.0,0.0,2.9767244154512715,158.0,470.32245762711864,1006510.4360169491,6.0,,0.0
NYG,117724.45074928438,1909.0,26.887186395015995,1909.0,1909.0,1660.0,5208.0,5939.0,1327.0,1060.0,173.0,68.0,26.0,622.0,510.0,530.0,52.0,149.0,234.0,0.25523758684088227,0.08924061239939382,0.3296708463343997,0.3293090725957232,0.6589799189301229,0.07407148575484088,0.3271111470948749,10.174570932110486,50.70578666520173,6.498937635500366,-0.5383061121400909,11.201369222025866,-0.004463446491679714,1.9517100402501373,-0.5427695586317707,7.066782326018585,19.677092029662816,26.876363715643162,2.3665279089397493,0.5678446905182194,5.335463431370844,104.3567327022687,0.5678446905182194,101.26523425722607,111.26088131632959,103.08710995921928,101.37247205615338,101.74373073609091,0.0,0.0,0.0,0.0,2.671348733062805,157.0,419.401751136555,1007564.3157097155,30.0,,0.0
NYH,115004.95938173975,1909.0,27.833213515456507,1909.0,1909.0,1563.0,4907.0,5564.0,1220.0,1002.0,142.0,60.0,16.0,582.0,467.0,402.0,62.0,193.0,183.0,0.24866258745452913,0.07225017923238677,0.3135454631712797,0.31184433758465135,0.625389800755931,0.06318175013012221,0.3105914293149649,3.4977014564376434,39.831386966611504,-0.29276957108925633,-1.6107913669064748,10.04132294665291,-0.28350007275118083,0.4504265112021207,-1.8931334300480895,-0.20482844697056304,8.393787580836376,13.037040150555223,1.0367308639323134,0.08794112411869313,5.370274657994697,92.72660641467499,0.08794112411869313,98.37591846240774,107.41846877999484,100.2017868865686,97.21474491013029,92.89913655905342,0.0,0.0,0.0,0.0,2.4573025475934585,153.0,375.9672897196262,1004901.3145219267,9.0,,0.0
