Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
ATL,114135.06006059526,1969.0,28.89752272322224,1969.0,1969.0,1822.0,5031.0,5611.0,1288.0,960.0,179.0,20.0,129.0,634.0,566.0,442.0,64.0,627.0,27.0,26.0,85.0,121.0,56.0,46.0,0.25594531705382284,0.07877383650597043,0.11174478655195152,0.9270373427016574,0.31692050031331315,0.3774847523174122,0.6944052526307254,0.12153943526358939,0.2673098727579754,0.21350917724469792,0.31324541967191094,5.759205663547661,53.834670072073024,0.9852922730102217,4.587417572625201,12.644631848107036,0.12997712404106154,2.373064593907437,4.717394696666262,0.7037788106119218,20.438869949292656,21.490765590792016,2.194417162877644,-0.28151346239829983,3.2408480188633266,90.67997189625288,-0.28151346239829983,98.69813451200777,87.3704823905767,79.15188514647978,96.12579682034534,98.22060373420189,97.22994869246277,93.50162067651242,0.0,0.0,0.0,0.0,2.774416874717519,162.0,449.455533772946,1004047.6182498663,16.0,14.0,0.0
BAL,116472.48166297819,1969.0,28.19332911792602,1969.0,1969.0,1978.0,5517.0,6326.0,1464.0,1026.0,234.0,29.0,175.0,779.0,722.0,633.0,62.0,806.0,43.0,59.0,74.0,138.0,82.0,45.0,0.2655361848153652,0.10006323066882707,0.1274106856215618,0.9498249056678787,0.341287219556908,0.4138951732668353,0.7551823928237433,0.14835898845147014,0.279511585735852,0.25513752694277586,0.3403266382208493,16.16088533031737,69.71311684439063,12.779602539297873,10.326272526082834,14.085110991043717,0.0656124742921304,0.11272287593587012,10.391885000374963,12.855661787328042,37.445380654682594,44.51651532834995,4.002069287479009,0.07605924803016921,3.6354460753151603,111.56319894022597,0.07605924803016921,104.42579518388145,101.69526037845118,97.67159579636046,103.10483919508889,107.87579669966532,114.65561843867108,102.29173695092685,0.0,0.0,0.0,0.0,3.09047903378122,162.0,500.65760354094215,1006332.9911476446,2.0,,0.0
BOS,118613.14251537935,1969.0,25.847915242652086,1969.0,1969.0,1808.0,5117.0,5852.0,1310.0,855.0,226.0,37.0,192.0,706.0,673.0,613.0,53.0,846.0,29.0,38.0,55.0,111.0,41.0,45.0,0.2558068670915926,0.1047505120880041,0.14456595991524263,0.8522419760452836,0.33601851380246067,0.42794493160457964,0.7639634454070402,0.17213806451298705,0.26925398359125086,0.2821257696189337,0.34377629963350786,17.932703423201897,69.05539670144876,10.29738929548257,1.5656185919343815,13.446102779040332,-0.18449852418317444,0.10760890534313132,1.381120067751207,9.745174163670008,24.680005915804678,24.475801251266727,2.687501778172531,-0.5522151318125624,3.4370370977164173,105.84858359028524,-0.5522151318125624,100.61679934263032,106.45899128344169,110.82263574574857,101.51313277173146,111.55672621941984,133.0554329746575,98.52348591815264,0.0,0.0,0.0,0.0,2.9502713014080655,162.0,477.94395078605606,1008439.8598769652,3.0,,0.0
CAL,119139.46877691644,1969.0,25.35185185185185,1969.0,1969.0,1681.0,4120.0,4644.0,952.0,720.0,129.0,26.0,77.0,416.0,390.0,397.0,47.0,771.0,27.0,33.0,67.0,79.0,32.0,29.0,0.23082671978854438,0.08548664900366064,0.16602067141386734,0.6229018599590871,0.3002716368247201,0.33129958031955203,0.6315712171442722,0.10047286053100776,0.26141501864814815,0.2680878552627045,0.2881307630749392,-2.8794476098020216,43.51689962837401,-4.677316099851077,3.3031869078380707,12.202996625023525,0.26269145818021306,0.09766035038581111,3.565878366018284,-4.984259667144365,10.882275674283255,7.506987676128981,1.1602008779994115,-0.3069435672932882,3.260109483418398,80.19533404189016,-0.3069435672932882,90.77581565904511,86.88093489686683,127.26957580574752,90.71379487885146,86.34844878994431,77.64799477756813,95.72120960338398,0.0,0.0,0.0,0.0,2.661089182254522,163.0,433.75753660637383,1008941.84625323,1.0,,0.0
CHC,117853.27053800171,1969.0,29.190264730999147,1969.0,1969.0,1863.0,5198.0,5855.0,1320.0,942.0,200.0,38.0,140.0,670.0,649.0,522.0,55.0,862.0,33.0,46.0,56.0,107.0,29.0,27.0,0.2536891890512383,0.08915456844765157,0.14722459401895815,0.7361065477964133,0.3227678881856533,0.3885968957714774,0.7113647839571307,0.1349077067202391,0.2758000793407344,0.2602903494842015,0.3213329778551132,9.050483802866834,64.45514775737789,0.43359127427436384,0.8033179408243544,14.57233095908781,0.8470813381708331,2.7348429804138146,1.6493016626797998,0.3117262291476422,19.268201831329065,16.697352923436434,2.102178707481429,-0.12186504512672161,3.425134765989127,90.69204646267023,-0.12186504512672161,97.82812201231205,98.88407113451467,104.28320207232234,97.89937984192532,101.11195611900388,107.92438992479224,96.57034974267722,0.0,0.0,0.0,0.0,3.177766369171648,163.0,517.9759180187874,1007684.528266439,17.0,,0.0
CHW,116757.43791769257,1969.0,26.893070699964827,1969.0,1969.0,1987.0,5031.0,5686.0,1254.0,928.0,194.0,26.0,106.0,583.0,540.0,511.0,42.0,763.0,47.0,34.0,63.0,107.0,50.0,22.0,0.24890568267710167,0.08986985535525854,0.13418923612469222,0.9150984236456209,0.3214844416129089,0.36189114751705953,0.6833755891299683,0.11298546483995779,0.27146856796271546,0.24270137178684487,0.3119235956478896,4.478657582406431,44.53104502889648,0.6433534234154277,-1.2175518818149842,10.53443165093587,0.5140672353677114,0.08430685656637164,-0.7034846464472728,0.9955100356801005,10.91076389673507,11.432637210405133,1.2062505306729407,0.3521566122646728,3.253050920290812,90.24124402978437,0.3521566122646728,97.88561908207086,91.33563127473518,102.86795622403662,97.12230566165364,94.32169877417377,87.31805521876836,99.31685640405117,0.0,0.0,0.0,0.0,2.311408137316215,162.0,374.4481181850158,1006615.2569468871,4.0,9.0,0.0
CIN,118536.54247534202,1969.0,26.131721285396118,1969.0,1969.0,2038.0,5622.0,6286.0,1557.0,1120.0,224.0,42.0,171.0,798.0,749.0,473.0,63.0,1036.0,46.0,47.0,98.0,117.0,79.0,56.0,0.2763642290384982,0.07524657912042633,0.1648106899688196,0.5348869219459116,0.33449083769964993,0.42225122911724466,0.7567420668168948,0.14588700007874641,0.3084657305327712,0.2672605778332802,0.3396562482673186,19.48219826093854,73.68455558548581,11.978231363127145,-0.12832351536379558,14.25610469083497,-0.4210086070283219,2.6754956328699135,-0.5492300515081182,11.630747545083448,28.01311781728021,28.478071139193815,3.068550418586332,-0.3474838180436966,4.097916781635906,104.20386695673443,-0.3474838180436966,106.5721153484242,83.45829284948013,116.73991428011077,101.45509132794015,109.86873084752015,116.7076801187279,107.93176080015326,0.0,0.0,0.0,0.0,3.108807378829144,163.0,506.73560292713967,1008357.4346166083,18.0,,0.0
CLE,116441.24222718959,1969.0,26.875635033529772,1969.0,1969.0,1800.0,4421.0,4921.0,1063.0,811.0,144.0,19.0,89.0,456.0,416.0,402.0,39.0,719.0,19.0,34.0,45.0,119.0,63.0,28.0,0.24014528230075188,0.08169071286913226,0.14610851420747814,0.6668992731290386,0.3038475222664092,0.341754819824426,0.6456023420908352,0.10160953752367405,0.2664926648419021,0.24588498335297704,0.2946700348237673,-0.3941747692069816,38.50597320510851,-4.72545114143498,-2.8099979678927047,10.231373862399545,0.40226011306162507,0.0818814908365381,-2.4077378548310797,-4.177885619790197,3.7276318786148077,0.6116496729585503,0.43484649072826875,0.5475655216447842,3.2318265245149185,77.69879012946332,0.5475655216447842,94.44046987927727,83.02308710402028,112.00514048300955,91.7940905134905,89.07345590315109,78.52644781178918,97.51623711168321,0.0,0.0,0.0,0.0,2.2588563902885594,161.0,363.6758788864052,1006307.2869335501,5.0,,0.0
DET,117997.42423178226,1969.0,28.79964881474978,1969.0,1969.0,1824.0,5038.0,5695.0,1226.0,856.0,174.0,28.0,168.0,647.0,609.0,532.0,43.0,862.0,28.0,38.0,59.0,106.0,32.0,24.0,0.24290347914591748,0.09341527614556629,0.15136084249201054,0.717934095545215,0.3159515343956102,0.38850328213538193,0.7044548165309921,0.14559980298946446,0.2601349056574188,0.27427567947322207,0.31931557120876536,8.419949522247423,56.78577947335225,4.196557630164769,3.0402319044272663,12.721002725278264,-0.3446506905702251,0.10180594337476008,2.6939796869539188,4.165413931779366,19.682202287386307,21.361810934106746,2.126272602446685,-0.03114369838540234,3.2238730212925986,95.78692878481903,-0.03114369838540234,95.52516912292408,94.93887782205901,116.03151615702778,95.45078245119892,101.25776715393111,112.52324938685095,95.20386686948987,0.0,0.0,0.0,0.0,2.791173760451273,162.0,452.1701492537313,1007828.1099209833,6.0,,0.0
HOU,117487.33322147651,1969.0,26.270469798657718,1969.0,1969.0,1898.0,5140.0,5960.0,1235.0,891.0,201.0,40.0,103.0,656.0,596.0,676.0,70.0,940.0,40.0,39.0,65.0,106.0,98.0,55.0,0.24089255598288595,0.11342281837953021,0.15771812037466443,0.7913882205572147,0.3304232810565436,0.358113518140604,0.6885367991971477,0.11722096215771813,0.27412657754513425,0.2884228177265101,0.3135513701471945,7.2223001955624095,60.964817460949845,5.260185141582367,-6.038790931989924,14.135159249566245,0.99416919144108,2.652797356801695,-5.039555640773685,5.449168498499328,17.197569464093586,16.85711626450553,1.9403683168367736,0.18898335691696133,3.900718077187051,96.75569627561761,0.18898335691696133,92.89345930224789,125.80073277460897,111.71605346984391,100.22135251002224,93.18025626521897,93.77522704098388,95.90210895835317,0.0,0.0,0.0,0.0,3.101460353105705,162.0,502.43657718120807,1007329.3436241611,21.0,,0.0
