Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BOS,118312.21428571429,1950.0,29.87080315997367,1950.0,1950.0,1636.0,5299.0,6076.0,1610.0,1119.0,276.0,61.0,154.0,989.0,934.0,691.0,537.0,25.0,61.0,146.0,31.0,17.0,0.30421489744585256,0.11372613501678737,0.08838051315520078,1.660197157462475,0.386444431023206,0.4660238848643845,0.8524683158875903,0.16180898741853192,0.31547338611372616,0.22745227182027652,0.3896555274074862,23.59836677931625,86.20739746199075,12.980430849954676,-0.4325213956550362,15.711037524878352,0.5710492043541665,2.437382693107254,0.13852780869913026,12.68479696939168,30.971744996076414,32.50573414752347,2.981978545002078,-0.2956338805629957,4.167045099396365,110.55185486654801,-0.2956338805629957,109.24054925641072,98.8985495598919,104.51885589389686,105.68716692938665,111.68697208296743,116.59614835016167,109.11473862017395,0.0,0.0,0.0,0.0,3.264566572286043,154.0,502.7432521395655,1008140.3887425938,3.0,,0.0
BRO,117496.48947368421,1950.0,27.663322368421053,1950.0,1950.0,1807.0,5359.0,6080.0,1461.0,974.0,247.0,46.0,194.0,847.0,773.0,606.0,631.0,27.0,88.0,139.0,77.0,0.0,0.27248313212302633,0.09967105203223685,0.10378289420016448,1.217723105219079,0.3489037858638157,0.4444766714310856,0.7933804572949011,0.17199353930805922,0.27782860131282894,0.2353618435641448,0.3615572789765367,13.193935126829171,72.97260577715764,10.357201935172732,2.102138157894737,15.000790261947795,0.3516011708685638,0.5411251933865348,2.4537393287633007,11.643579208873668,29.639233992971306,30.654983211787133,2.8629128549902667,1.2863772737009354,4.360040064649036,105.27890686818581,1.2863772737009354,101.073600037812,100.21030789386796,109.04414640531715,100.72631346449148,106.290297761238,115.75543270224955,99.4017875110118,0.0,0.0,0.0,0.0,3.096876061202303,155.0,480.0157894736842,1007337.441118421,22.0,,0.0
BSN,117215.79236532286,1950.0,28.80859793078844,1950.0,1950.0,1674.0,4942.0,5606.0,1284.0,896.0,224.0,33.0,131.0,720.0,660.0,573.0,581.0,22.0,69.0,124.0,70.0,0.0,0.26019042288226896,0.10221191526525152,0.10363895783178736,1.662219404097574,0.33873965133820905,0.3994303726243311,0.7381700239625403,0.13923994974206205,0.2737944453653229,0.22921869447021054,0.34040896602959336,5.852699630385423,62.64794395876271,6.553181348631355,-0.3877987870139137,14.25213272188057,-0.1733376029194401,0.5141187857856753,-0.5611363899333538,7.839939036864982,22.045054154597874,18.6850565230779,2.122218063897402,1.2867576882336271,3.770573251470655,97.622970194293,1.2867576882336271,96.49792682323715,102.76491810119533,108.89291321272484,97.77590798445291,95.50240348926312,93.69613385422635,97.92757686090162,0.0,0.0,0.0,0.0,2.923456552832679,156.0,456.0592222618623,1007065.8068141277,16.0,,0.0
CHC,120074.176114082,1950.0,27.211229946524064,1950.0,1950.0,1779.0,5063.0,5610.0,1259.0,842.0,213.0,47.0,157.0,625.0,593.0,466.0,751.0,31.0,50.0,119.0,46.0,0.0,0.24921623671247778,0.08306595318235294,0.13386809229037433,0.7865609642108735,0.3155029051144385,0.4044717288172905,0.7199746339317291,0.15525549210481282,0.26469627543440283,0.24491978650802146,0.32844197998441854,1.1594880224103938,50.048787334182144,-0.2964204266714187,-0.6762923351158645,12.268224051339741,0.7187974697526763,0.4425530252983186,0.04250513463681182,0.19579938113550666,12.949081592410382,10.970211124845063,1.2449280725591723,0.49221980780692615,3.7524650033880884,85.98581285716637,0.49221980780692615,92.42788380541143,83.51536954991643,140.65450734644233,91.06870984081118,96.707774102694,104.4731730857697,94.65656257311743,0.0,0.0,0.0,0.0,2.5491909168074867,154.0,392.5754010695187,1009860.2103386809,17.0,,0.0
CHW,117202.76880222841,1950.0,27.96164559674309,1950.0,1950.0,1482.0,4141.0,4667.0,1066.0,828.0,140.0,36.0,62.0,470.0,453.0,421.0,457.0,21.0,84.0,121.0,19.0,20.0,0.25723850485558175,0.09020784190743518,0.09792157652003429,1.2560990865995287,0.3280794013964002,0.3525283225172488,0.680607723913649,0.09528981766166703,0.2757842619423612,0.2014141861302764,0.3188148863513028,-4.624770045366256,48.60853374946943,-8.84190054630366,3.390614956074566,13.358303496708688,1.1352046789644947,2.072383679346089,4.525819635039061,-9.446145403943877,10.510361407149958,7.812327665869067,1.0249197532550698,-0.6042448576402162,3.2946315996128295,76.71364673030973,-0.6042448576402162,92.37179308525918,78.4465657103045,115.80212401831245,89.72514462083795,84.48670163525418,68.66383563480052,95.37625311846338,0.0,0.0,0.0,0.0,2.740110595481037,156.0,427.4572530533533,1007047.7154488965,4.0,,0.0
CIN,118137.38856789104,1950.0,26.759389186958316,1950.0,1950.0,1520.0,4387.0,4846.0,1156.0,830.0,216.0,22.0,88.0,555.0,541.0,390.0,423.0,15.0,54.0,107.0,33.0,0.0,0.2634336949896823,0.08047874469149816,0.08728848476372267,1.0667011294389188,0.3253469181432109,0.38280662872203886,0.7081535468652497,0.11937293373235658,0.2744519297705324,0.18592653820057778,0.3270795079052385,-1.696049840713024,47.53502904882618,-4.096361159039503,-1.3480777180653163,12.353989822075873,-0.0006822561472346848,0.44564686358717603,-1.3465345054249895,-3.6244508523094345,7.828651327928625,6.958601584828959,0.7492115621465915,0.4719103067300678,3.2471445256877693,83.30105148812041,0.4719103067300678,97.70077291965409,80.91416334041104,91.71355631801781,93.91014664425764,91.52772453025452,80.32739453208691,98.14522785030755,0.0,0.0,0.0,0.0,2.583789878167561,153.0,395.31985142385474,1007964.0600495253,18.0,,0.0
CLE,115894.6085056312,1950.0,29.115481593545134,1950.0,1950.0,1774.0,5150.0,5949.0,1395.0,966.0,220.0,45.0,164.0,795.0,745.0,678.0,607.0,38.0,83.0,146.0,38.0,34.0,0.2714276353788872,0.11396873361590183,0.10203395479694066,1.6537949220003365,0.35923641793898126,0.4282285319351151,0.7874649498740967,0.15680089655622792,0.280655194952429,0.2435703490300891,0.3618319147936681,12.904097791442917,70.5844767587626,10.336467256802909,2.703311480921163,14.474247381305279,0.08803082199021736,2.245509248328248,2.7913423029113806,9.363482897264078,28.874581829808985,30.07771153748528,2.7914577086035006,-0.9729843595388298,3.8175114288791,105.35394597986028,-0.9729843595388298,97.46696897851956,99.10951821343966,120.66542540863571,98.24615448411552,102.62896311695573,112.98742355404191,97.0400020946827,0.0,0.0,0.0,0.0,2.988172586190956,155.0,463.1667507144058,1005770.3336695243,5.0,,0.0
DET,118333.47661899406,1950.0,28.083400289249557,1950.0,1950.0,1786.0,5374.0,6223.0,1517.0,1068.0,285.0,50.0,114.0,836.0,787.0,722.0,480.0,19.0,108.0,161.0,23.0,40.0,0.28218587340318174,0.11602121105270771,0.0771332149582195,2.1319138997837057,0.36874082667893293,0.41779330739482573,0.7865341340737586,0.1356074339916439,0.292167972461353,0.2114735640575285,0.36389344813422486,15.782352900907107,82.28707833445195,8.336271154242377,3.5585020893603345,16.688618646148324,0.5857116332510823,2.5890429066557714,4.143641891968743,6.953656568676138,30.374960013448973,27.88728102882912,2.939126776483927,-1.3826145855662393,3.4243888375504254,100.45599369894727,-1.3826145855662393,101.33014543921317,100.89439414784596,91.21779327863871,100.84547783418877,100.12806419360983,97.71586080183087,101.02068719752204,0.0,0.0,0.0,0.0,3.4014345796336163,157.0,534.0252289892335,1008160.6119235095,6.0,,0.0
NYG,119461.14694364039,1950.0,26.83245360122595,1950.0,1950.0,1796.0,5142.0,5873.0,1340.0,955.0,202.0,50.0,133.0,725.0,680.0,617.0,610.0,41.0,73.0,103.0,41.0,0.0,0.26066659726323854,0.10505704027209263,0.1038651452147114,1.2010900678499916,0.3437432211714626,0.3974935153238549,0.7412367364953176,0.1368269180606164,0.27203458856580964,0.23156819402520007,0.34300408485711203,6.869702875136002,69.20807510102517,4.5936190508549375,7.039366053169734,15.64311880573171,0.7459475638910369,0.5642959831518222,7.779320627061478,5.233343408645958,29.220078824590974,24.694289926305633,2.8406234387704994,0.6397243577910204,3.8547028962704517,94.59647346611268,0.6397243577910204,96.67452763759799,105.62543624682378,109.13056711791496,99.22016932698321,95.03930769062397,92.0723775986542,97.3470773414383,0.0,0.0,0.0,0.0,3.250453871733356,154.0,500.56989613485445,1009265.0538055508,30.0,30.0,0.0
NYY,116025.10828656322,1950.0,29.307197094750745,1950.0,1950.0,1764.0,5275.0,6058.0,1491.0,1033.0,231.0,69.0,158.0,897.0,847.0,669.0,451.0,31.0,83.0,119.0,41.0,27.0,0.28236668729201053,0.11043248563172664,0.07444701173192475,2.0235459359993393,0.3663047868010896,0.4414388876545064,0.8077436744555958,0.1590722003624959,0.28499662355414324,0.21096071180587656,0.3705186688729682,14.605522664339645,72.73938723839774,10.66207792326829,2.521882741535921,14.588044533357836,1.427314760412476,2.263163538091008,3.947948632977679,10.115575318374589,30.914732022801118,32.53613831599616,2.987319034155945,-0.5465026048937021,4.312159641867772,108.37473206656657,-0.5465026048937021,101.41181405905293,96.03432536997062,88.04108748810096,100.17925487288332,105.81241467882064,114.64300147182374,98.55737364899893,0.0,0.0,0.0,0.0,3.011665725475405,155.0,466.80818752063385,1005887.2386926379,9.0,4.0,0.0
