Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SB,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BAL,119849.67844522969,1892.0,27.872916097294343,1892.0,1892.0,908.0,3388.0,3679.0,842.0,659.0,108.0,64.0,11.0,440.0,377.0,252.0,312.0,39.0,107.0,0.24889154071894534,0.06849687361864638,0.08480565312476215,0.9598713832114705,0.3079641201734168,0.3283887113933134,0.6363528315667302,0.07949717067436804,0.2714373216754553,0.15629247073661323,0.31088734635453924,0.1495707758228656,43.73248910099717,-2.657415576939574,-3.3400380538189727,10.865027656666802,2.011546226674511,1.7453261031419876,-1.3284918271444615,-3.440725479491888,7.8411364531724415,5.494418234397859,0.6947492042675417,-0.7833099025523138,5.977239225516967,90.65825487931681,-0.7833099025523138,99.02345353846431,76.34808194755156,115.81424543754557,94.84649001498424,97.55225288159484,93.21631999060234,101.17977556991788,0.0,0.0,0.0,0.0,2.1567341676026093,152.0,327.82359336776295,1009641.3128567545,1006.0,,0.0
BRO,115227.34828261257,1892.0,27.881778212017586,1892.0,1892.0,1450.0,5460.0,6141.0,1429.0,1112.0,182.0,105.0,30.0,927.0,717.0,627.0,504.0,54.0,408.0,0.26254622581273407,0.10210063466894644,0.08207132345122944,1.660957132184823,0.34359224816495687,0.35185367827340824,0.695445926438365,0.08930745246067416,0.28436186122292784,0.18905715649568475,0.34095681089276386,12.858055797565845,79.99669283561644,12.671920624685514,2.3730662758508387,16.737363542449668,-0.06799523586258983,2.6886408770887766,2.3050710399882486,14.827380886326273,36.55845634585296,35.66155319728589,3.3826222559713974,2.1554602616407585,6.872710662217575,112.79776027021342,2.1554602616407585,104.45607720683564,113.80355351692609,112.0801272950698,105.8192061999065,104.52283470590012,104.71960191161719,105.99746977160677,0.0,0.0,0.0,0.0,3.1962396340058628,158.0,505.0058622374206,1005504.152255333,22.0,,0.0
BSN,118609.32403319795,1892.0,27.1583966095709,1892.0,1892.0,1336.0,5095.0,5663.0,1287.0,1012.0,192.0,50.0,33.0,834.0,643.0,509.0,456.0,59.0,317.0,0.2525444212698217,0.08988168772170228,0.08052269068903407,1.4040366754806637,0.32756489456930954,0.3291806769673318,0.6567455715366413,0.07663625569751015,0.27103387140985336,0.17623167946671375,0.3242436386598792,5.723356126522131,77.44979631871728,-0.6718849681280652,4.509623874271587,17.88108245960009,-0.569662801339846,2.8723645217805664,3.9399610729317414,0.6639921949500754,25.35740024926248,21.677895304620556,2.369116216155951,1.3358771630781405,6.435677110247176,95.50457679331399,1.3358771630781405,100.47678074462968,100.18405362507957,109.96524782412625,100.88311743761764,97.78751683333779,89.86168530755099,101.08293637838659,0.0,0.0,0.0,0.0,3.5494379490764625,152.0,539.5145682500441,1008430.3973159103,16.0,,0.0
CHI,116274.54300558014,1892.0,26.997610037841067,1892.0,1892.0,1254.0,4759.0,5197.0,1135.0,869.0,148.0,92.0,26.0,612.0,468.0,403.0,471.0,35.0,221.0,0.23908584084760443,0.07754473689840291,0.09062920875293437,1.1475684079365018,0.30267461941870316,0.3255713077019435,0.6282459271206464,0.08648546685433904,0.2600184943909948,0.17317683355974603,0.3068892362944915,1.8275756040724205,60.89236992560236,-1.9850778051798446,-0.28959014816240136,14.724590470300791,-0.5715357619628944,2.365314927672792,-0.8611259101252958,-1.732246380363092,14.496533107485194,9.619405597164404,1.331476670252771,0.25283142481675186,6.5149780380622095,88.4847167868968,0.25283142481675186,95.12217885947341,86.43302408635671,123.76714333986013,93.21743472038145,96.71530548409166,101.41061479852206,96.99800093039966,0.0,0.0,0.0,0.0,3.0429844921935727,146.0,444.27573600153937,1006139.7760246296,17.0,,0.0
CIN,118208.15718438539,1892.0,29.578969243557772,1892.0,1892.0,1177.0,4384.0,4816.0,1069.0,841.0,129.0,62.0,37.0,641.0,495.0,402.0,371.0,30.0,237.0,0.24414937411710969,0.08347176035361295,0.07703488327159468,1.4093283707076412,0.31166943470826414,0.3273367406038206,0.6390061753120847,0.08318736648671096,0.2599512478039867,0.16818936842400328,0.3133735879884408,2.9067201357779306,71.36962352052839,-0.489700943792342,5.48484219269103,17.067497251586264,0.6111650088155314,2.741672585639434,6.096007201506561,0.7134497248362338,26.618626763568493,19.504852985507327,2.4929529751210473,1.2031506686285758,6.371926340204156,93.41684268836097,1.2031506686285758,97.13674532487018,93.03941133525227,105.20214808491474,95.98764917935017,97.2397509078052,97.54334786786302,96.95867531778313,0.0,0.0,0.0,0.0,3.3223663049148664,155.0,514.9667774086379,1008038.947051495,18.0,,0.0
CLE,117879.53501642746,1892.0,25.214767421753415,1892.0,1892.0,1328.0,5208.0,5783.0,1333.0,1021.0,192.0,95.0,25.0,830.0,669.0,535.0,499.0,40.0,218.0,0.2572813105651046,0.09251253643558709,0.08628739353657272,1.562826894191596,0.3299325604731108,0.34545278847622346,0.6753853489493342,0.0881714779111188,0.27979985818502506,0.18312294547812555,0.3302637145075237,10.144943039311684,86.00024030987164,4.599443354017344,4.8936538128998786,18.910388161713804,-0.3836822194813363,3.037709163946262,4.509971593418543,3.6689622316071686,30.12703115068578,25.13369187201724,2.81102782056553,-0.9304811224101758,6.551618229365629,100.2925440946177,-0.9304811224101758,102.36138934037935,103.11645393166242,117.8377738393102,101.61230887841683,102.62136489741354,103.38758762463986,104.29695769509807,0.0,0.0,0.0,0.0,3.7537576095140937,152.0,570.5711568390109,1007709.2841085942,1026.0,,0.0
LOU,119116.90113636364,1892.0,26.831660583941606,1892.0,1892.0,1037.0,4022.0,4400.0,957.0,792.0,110.0,44.0,11.0,511.0,383.0,338.0,329.0,40.0,230.0,0.2380807709095455,0.07681818122772728,0.07477272672227273,1.3288760094699998,0.30340909066204547,0.29539533881045454,0.5988044294724999,0.05731456790090909,0.2568596474245454,0.1540909104727273,0.29706691804257307,-7.127834040400564,59.207874289710496,-7.6402442174336205,0.5036363636363637,16.537196987447413,-0.9556114939143034,2.6564867101173677,-0.45197513027793984,-6.212900571388692,12.528807995898147,9.497816790859853,1.1567707942614958,1.4273436460449276,5.910215453744433,88.61559097926144,1.4273436460449276,94.72230389374816,85.6231895792661,102.11284985811025,93.44363645910589,87.75113087601892,67.20557544693675,95.74586618732394,0.0,0.0,0.0,0.0,3.2400413221045454,154.0,498.9663636363636,1008606.075,1044.0,,0.0
NYG,117204.05083581407,1892.0,27.591710556446074,1892.0,1892.0,1074.0,3979.0,4367.0,990.0,778.0,117.0,69.0,26.0,576.0,487.0,368.0,354.0,20.0,180.0,0.2490466447300206,0.08426837597458209,0.08106251369269521,1.1886079798200138,0.3155484309182505,0.33330030245042364,0.6488487333686742,0.08425365772040302,0.268066507511335,0.17128463462102128,0.3173790594956573,1.6323410057890122,56.09820146471292,0.5529833413548553,-1.475383558506984,13.578096717046687,0.07276040078649429,2.181145541466417,-1.40262315772049,0.4548553010496796,14.811474401842291,12.85201697221785,1.3509763246925222,-0.09812804030517651,6.318537157668714,98.43084321587001,-0.09812804030517651,99.08516288700213,93.9273361630198,110.70245332323216,97.18229865699539,99.01130660734955,98.7936533064069,99.92328578985229,0.0,0.0,0.0,0.0,2.6952849131119763,152.0,409.68330661781545,1007054.3714220289,30.0,,0.0
PHI,115514.87050730869,1892.0,27.29080578512397,1892.0,1892.0,1387.0,5242.0,5815.0,1385.0,1018.0,223.0,95.0,49.0,844.0,673.0,521.0,480.0,52.0,214.0,0.26521692107446265,0.08959587223181427,0.08254514130077387,1.6728077293441102,0.33671539075477214,0.3729773344073946,0.7096927251621667,0.10776041333293208,0.28124824699673256,0.18056749665692173,0.3440526576156977,18.69082869479173,90.85032811669451,15.663774335612768,3.0624247635425625,17.989042199070557,-0.5785909602035763,2.889706856962806,2.483833803338986,14.714896955249822,38.07747981462217,30.87724549214887,3.5278935868270462,-0.9488773803629449,6.4096337219845365,110.72189340444353,-0.9488773803629449,105.51863428451394,99.86547756034791,112.72719331835837,103.70127834739478,110.79789890108322,126.35706511755075,104.83685270291046,0.0,0.0,0.0,0.0,3.5017546378933795,155.0,542.7719690455718,1005396.4428202923,26.0,,0.0
PIT,116079.846794999,1892.0,26.171178343949045,1892.0,1892.0,1194.0,4622.0,5039.0,1089.0,846.0,118.0,91.0,34.0,671.0,523.0,376.0,386.0,41.0,165.0,0.23630088967295096,0.07461797951081564,0.07660250006648145,1.4995297669184362,0.29886882263445125,0.32334390077277236,0.6222127234072237,0.08704301109982138,0.2508668160793809,0.15796785132962893,0.30392923796784904,-1.944622435782906,71.9467149222626,-3.9138026512058235,3.6693788450089304,18.420781692343233,1.2001896422873133,2.959060219989335,4.8695684872962435,-4.835887741300195,21.413522658328617,15.737994130802733,1.9995339360329525,-0.9220850900943718,6.59860571457519,90.51184814420287,-0.9220850900943718,94.03282517897178,83.17079763625362,104.61166699320746,92.04532913063505,96.07269032979418,102.08463562442083,93.53056621380806,0.0,0.0,0.0,0.0,3.6565695484619978,152.0,555.7985711450684,1005952.201428855,27.0,,0.0
