Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
ATL,117133.75439030422,1981.0,26.279742765273312,1981.0,1981.0,1497.0,3631.0,4043.0,885.0,651.0,148.0,22.0,64.0,394.0,366.0,319.0,37.0,538.0,18.0,18.0,56.0,83.0,98.0,39.0,0.24390372431709126,0.07890180509497897,0.13306950253104133,0.7002303521117982,0.30594449117412814,0.34960526910709866,0.6555497602812269,0.10570154479000742,0.2689119582005936,0.227801136893396,0.2996098820854111,0.24381606995815358,30.970057216541253,-2.421368472805251,0.8202135584802582,8.108879937047442,0.09368956290510712,1.176250798690736,0.9106571612231877,-2.134636287050496,8.061151609910867,7.977640331051727,0.8869109555560031,0.2867321857547549,4.008031959408841,81.94404960229737,0.2867321857547549,-0.09013861580751836,-5.131832610558083,5.462541535630557,-9.166896782815456,-1.4563950011506677,1.0510281444755951,1.5356569539164395,5.734355676477863,0.2112312855813104,1.0004909567292632,92.94138145129818,90.93771032478355,113.20923511277489,93.34269044461949,92.96337216786972,93.01417323429558,94.38694557762447,0.0,0.0,0.0,0.0,2.727605807937176,107.0,291.8538214197378,1006981.7217412812,16.0,,0.0
BAL,115980.14905897115,1981.0,30.293601003764117,1981.0,1981.0,1246.0,3516.0,3985.0,883.0,619.0,165.0,11.0,88.0,429.0,408.0,404.0,29.0,454.0,15.0,24.0,26.0,110.0,41.0,34.0,0.2513875644140527,0.10138017518820576,0.11392722669585947,1.0017541883523213,0.32881647457390223,0.37982975278243414,0.7086462273563363,0.12844218836838145,0.2647934432398996,0.23739021284316186,0.32491412122142266,5.458959224208045,37.80884420462583,5.424586399841148,-1.1089084065244668,8.53737142893814,-1.0983849196899285,0.6039003071078968,-2.2072933262143954,5.01196548234825,11.945943892179894,13.928874132045776,1.3401976983986361,-0.4126209174928976,2.668656475201405,107.25917043014913,-0.4126209174928976,5.015249090269208,-5.001499116677824,5.594790580112094,11.02150048315525,1.1484476532787085,0.9855463522141671,1.373427963839888,5.211543287327478,0.5188430890384851,0.3571566923408851,98.13887621956461,121.09405435781386,93.82785648836412,102.53297105685863,101.95071151128084,110.33868279693452,95.90510887195836,0.0,0.0,0.0,0.0,2.926438430632371,105.0,307.27603513174404,1005855.313174404,2.0,,0.1205257692195734
BOS,119045.65949988316,1981.0,29.293760224351484,1981.0,1981.0,1110.0,3818.0,4279.0,1052.0,777.0,168.0,17.0,90.0,519.0,492.0,378.0,18.0,520.0,13.0,33.0,37.0,98.0,32.0,31.0,0.2756297029067539,0.08833839620565552,0.1215237199579341,0.8455971670740827,0.34004060169338635,0.40020504951250296,0.7402456512058893,0.12457534660574901,0.2967439994531432,0.23089507013554567,0.33772482338833265,9.357885231257645,47.81095447976099,6.8701833141848185,1.6819350315494275,10.148046429094679,-1.6340258850146465,0.7178331651710401,0.047909146534780886,6.5560498761995625,17.469838617000065,17.91714732123216,1.9230694239468313,-0.3141334379852558,3.1012831418752995,109.76886219129585,-0.3141334379852558,4.707614250481129,-6.5629224090633,7.336110893352256,37.567097425460815,3.451181366574019,1.082113137226234,1.4352967737525597,2.7377892030848328,0.6787788981926998,0.5346139418440985,107.60273428421499,105.51623660297473,100.08415448034066,106.03292677705755,107.41967749845523,107.01685970988665,107.47722914298261,0.0,0.0,0.0,0.0,3.3819190201004914,108.0,365.2472540313157,1008855.7305445197,3.0,,0.12276355469735922
CAL,114155.9291566265,1981.0,30.467469879518074,1981.0,1981.0,1122.0,3658.0,4150.0,937.0,692.0,133.0,16.0,96.0,471.0,434.0,384.0,23.0,563.0,29.0,29.0,50.0,97.0,44.0,32.0,0.2561428126,0.09253011991831324,0.1356626502954217,0.7524379201901203,0.32937303647542165,0.3799702447286748,0.7093432812040963,0.12382743212867466,0.2779156593448193,0.25132530182650603,0.3257126367924768,5.3515278847904675,41.228974512163184,5.596958006772421,0.4419277108433735,9.468320767297802,-0.9945410910176944,0.6697520269278482,-0.5526133801743208,5.216419637011834,14.801879051063162,15.948481018809453,1.640347237971122,-0.3805383697605877,3.279042887534353,108.56695464082786,-0.3805383697605877,-2.5565993413329124,-5.860064329016639,5.840890493944108,12.190898776054382,1.3833587728440762,0.9938740836425,1.9100572436764878,2.3768674698795182,0.44401543597768606,-5.345682504717245,99.99527159935097,110.52306183454687,111.72865391282774,102.70652058905223,101.98842117929898,106.37436132759146,100.65782309624339,0.0,0.0,0.0,0.0,3.0980240962602412,110.0,340.78265060240966,1004069.2879518073,1.0,,0.11270434220481929
CHC,115871.98715643462,1981.0,28.085795016696636,1981.0,1981.0,1459.0,3466.0,3893.0,824.0,603.0,137.0,29.0,55.0,365.0,340.0,334.0,42.0,599.0,12.0,28.0,53.0,76.0,72.0,41.0,0.23691926615617775,0.08579501633496019,0.15386591269355251,0.7147407968985359,0.30367246525019265,0.340173673010018,0.6438461382602106,0.10325440685384024,0.2690020601464166,0.2537888535473928,0.29427927797962555,-0.7838760957917811,26.926552573248337,-3.425235906646743,-4.592487779778749,7.312984950206035,-0.23022288590336623,1.060800561270273,-4.815632595638789,-3.4207946149878254,0.13735830084969458,-1.57292519221658,0.06640978112629511,0.00444129165891757,4.069610768668325,77.5395263126148,0.00444129165891757,-7.111492978408933,-4.803815304786599,4.6631017671139645,-58.692401856184006,-6.724321894347668,1.0669808147377997,2.0935422273359,5.345491908553814,-0.1898849414474449,0.7945565465732047,90.27990019683335,98.88243156651396,130.90183666917008,92.64950256702063,90.4554208994312,90.86076561499284,94.44373715555977,0.0,0.0,0.0,0.0,2.483094960028255,106.0,263.2080657590547,1005750.6252247624,17.0,,0.0
CHW,116049.74821031844,1981.0,28.537891878548507,1981.0,1981.0,1241.0,3603.0,4051.0,980.0,742.0,135.0,27.0,76.0,475.0,436.0,321.0,16.0,516.0,43.0,36.0,48.0,89.0,86.0,44.0,0.27185699137768454,0.07923969340138237,0.1273759560441866,0.7563002671478648,0.33559247935003705,0.38790567988694147,0.7234981592369785,0.11604868850925697,0.29725265184176747,0.2253764520760306,0.33113154901820535,5.4487393113464195,40.90232546144603,4.961021084332536,0.43047091412742383,9.356460884929815,-0.9248447133689361,0.6618394957843504,-0.5412357279332413,5.1031958724554825,14.580260525236406,16.63334783959031,1.6163640709234854,0.14217478812294618,4.1085848872119906,110.27710449169865,0.14217478812294618,0.10749820235650986,-5.7999487062362105,5.953914846977579,54.850001752376556,5.81792589277029,1.0146637854606126,1.8562782881428928,2.8025178968156013,0.4645584708369829,-4.768673720253087,106.1299101585409,94.64824579588816,104.90392218260219,104.6458940863172,104.11838402346916,99.69200613196092,107.66145712881229,0.0,0.0,0.0,0.0,3.1769490881387306,106.0,336.75660330782523,1005924.2016785978,4.0,,0.12347104956800789
CIN,115689.27649656526,1981.0,29.449705593719333,1981.0,1981.0,1344.0,3595.0,4076.0,964.0,688.0,189.0,24.0,63.0,456.0,421.0,371.0,38.0,543.0,18.0,40.0,52.0,95.0,57.0,37.0,0.2673903318400393,0.09102060798748773,0.13321884158071637,0.784968660781158,0.3347465104038273,0.38607578227281647,0.7208222926766438,0.11868545043277724,0.29386676029980374,0.23969578109175663,0.3273950495205598,8.027985018557862,43.983691761406845,6.332575628531712,-0.045454545454545456,9.488974184591152,0.29719263707471316,1.3764433004350471,0.25180500213850115,6.169860535179899,17.2870830223446,18.42168075073651,1.9220207217267133,-0.16271509335181278,3.669222011301578,104.45069548323382,-0.16271509335181278,9.312798604369164,-5.571372533535587,6.865311209895211,40.78629917651415,4.619744181632996,1.00594388120337,1.479944631798626,2.9710500490677134,0.7907634731322725,5.10633233773379,101.89113305881914,104.90514979711877,113.33628570862605,102.13009483559331,102.66122911732886,104.4396188237011,103.14576763078468,0.0,0.0,0.0,0.0,3.162277830505397,108.0,341.5260058881256,1005573.0323846908,18.0,,0.0
CLE,116738.1806680162,1981.0,28.83653846153846,1981.0,1981.0,1186.0,3507.0,3952.0,922.0,712.0,150.0,21.0,39.0,431.0,397.0,343.0,31.0,379.0,13.0,43.0,46.0,90.0,119.0,37.0,0.2633998685301113,0.08679149754276316,0.09590080935804657,1.1440740504205467,0.32708982574316803,0.3519258120607288,0.6790156378038967,0.08852594353061741,0.2819048974891194,0.19256072894230766,0.31075534351149237,1.0766405530709415,30.64613049455451,-0.12407838671603875,-3.7937753036437245,7.8036048272662315,-1.1902500287995406,0.5519965238669352,-4.984025332443266,0.7446050263059685,4.11618104499587,3.790949549206946,0.4998393875508469,0.8686834130220068,4.430691001021038,93.64088977957782,0.8686834130220068,0.5827840941492468,-4.794353485416606,5.139395546262352,10.031299591064453,1.2427916079759598,1.0351215503084275,1.717402699000188,4.885627530364372,0.3748799730356225,-0.9671187712628906,102.8283445689853,103.66853580326146,78.98171173416078,101.99455997263165,94.4609701476653,76.04850187159123,102.10267880665711,0.0,0.0,0.0,0.0,2.7268582211285426,103.0,280.8663967611336,1006595.9319331984,5.0,,0.12648649712803645
DET,118688.71485642946,1981.0,27.000749063670412,1981.0,1981.0,1204.0,3505.0,4005.0,895.0,663.0,140.0,28.0,64.0,415.0,391.0,396.0,33.0,489.0,18.0,36.0,50.0,98.0,57.0,36.0,0.25513914201373283,0.09887640395705369,0.12209737772459424,0.9457154239058677,0.3308307564749064,0.365551299435206,0.6963820559101124,0.11041215742147316,0.2786664120274656,0.23695380700124843,0.31920369250840974,2.6730211227033887,35.05225502853454,2.203761811427853,5.225967540574282,8.545116825172034,-0.47007369987303843,0.6044481861832367,4.755893840701244,2.189097941725662,16.09455679378218,18.51130960830555,1.7306751711950146,-0.01466386970219065,3.9464266240468793,102.0001957579375,-0.01466386970219065,1.7397753186523914,-5.337010171828087,5.565557154652183,-5.253898814320564,-0.40193701535463333,1.0383060008845526,1.389785615056627,4.954307116104869,0.5021165384000607,-2.2128694692912347,99.60344989703059,118.10341236097567,100.55660588782834,103.16107312541726,98.11820900886538,94.84992563122773,100.92973699593871,0.0,0.0,0.0,0.0,2.8216037292209744,109.0,307.55480649188513,1008505.9478152309,6.0,,0.1236310339525593
HOU,117569.98712926693,1981.0,28.919977616116395,1981.0,1981.0,1210.0,3177.0,3574.0,820.0,609.0,139.0,30.0,42.0,338.0,326.0,289.0,43.0,415.0,8.0,32.0,67.0,62.0,62.0,35.0,0.2577133229034695,0.08086177920481255,0.11611639580917739,0.8194292569941243,0.3178969690506435,0.3594022703195299,0.6772992393701734,0.10168894741606044,0.2831585196200336,0.2087297140962507,0.30726019976020186,0.983697081419098,30.58516260948596,1.918510325536258,2.6415780637940682,7.812043418608519,0.0022710716173628153,1.1331925471683326,2.6438491354114313,1.8089239353931215,13.398009036581403,16.21615893523857,1.459769472338651,-0.10958639014313672,3.8371292757082434,98.38583613840905,-0.10958639014313672,0.5673305406235158,-4.710579145389613,5.06459997355754,10.965198747813702,1.7933910610154271,1.0191051174282495,1.7213957961950692,5.912982652490207,0.3406079062622897,0.20636229148931062,98.20363471741588,93.19666444667676,98.78633423569565,96.98935340034748,95.5684881381365,89.48320849767552,99.41847931548733,0.0,0.0,0.0,0.0,2.55609197649972,110.0,281.17011751538894,1007407.5313374371,21.0,,0.0
