Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
ATL,116093.56010700551,1966.0,28.163517806386892,1966.0,1966.0,1908.0,5335.0,5981.0,1423.0,973.0,218.0,31.0,201.0,755.0,708.0,497.0,74.0,854.0,37.0,44.0,68.0,102.0,56.0,45.0,0.2665647818717605,0.08309647174736666,0.14278548695803378,0.6444670681956195,0.3299615484440729,0.4324177833195118,0.7623793317635847,0.1658530014477512,0.27955606183313825,0.25948837982945994,0.33297098802202496,20.383710754057738,72.24779566707767,14.59819906850343,0.17354957364989132,13.701597097160535,-0.08894508652488084,2.477397132722533,0.0846044871250105,14.371670833815855,30.63526955082393,30.96487539742414,3.403467353330464,-0.2265282346875745,3.5424223859249784,109.03764183208979,-0.2265282346875745,100.73216337952357,110.80310644299848,103.86463181602636,102.08270123580108,108.47373151166327,123.76076429748267,97.19906898494678,0.0,0.0,0.0,0.0,3.0012206337284733,163.0,489.1989633840495,1005965.1340912891,16.0,14.0,0.0
BAL,116579.98021906163,1966.0,26.847147294425373,1966.0,1966.0,1917.0,5453.0,6117.0,1408.0,957.0,241.0,35.0,175.0,752.0,699.0,510.0,59.0,902.0,39.0,34.0,81.0,118.0,55.0,43.0,0.2587697910343305,0.08337420265293444,0.1474579038553212,0.7643463546885729,0.32344927981477845,0.4143455479988556,0.7377948278136341,0.15557575696452508,0.27889328130946545,0.25944090238352135,0.32331186418437813,14.661130520850435,65.7586479193737,13.020524810323211,1.1239344262295081,13.499083175454992,0.28276759433055054,-0.6951731304117463,1.403578449324829,12.845123806428328,27.052612300796397,31.31248740512216,2.994649581012596,-0.17540100389488317,3.532108151879376,110.61874495594786,-0.17540100389488317,104.30208665975297,98.2500543819281,103.94585190164106,102.71228110897337,108.26372023188401,115.56463355388827,103.5853502763093,0.0,0.0,0.0,0.0,3.012302803661927,160.0,481.9684485859081,1006436.3845022069,2.0,9.0,0.0
BOS,119342.75431826535,1966.0,24.601800808526278,1966.0,1966.0,1748.0,4824.0,5442.0,1150.0,779.0,203.0,39.0,129.0,570.0,554.0,506.0,53.0,900.0,31.0,32.0,49.0,123.0,23.0,20.0,0.23872569052793088,0.09298052133590591,0.1653803746306505,0.6738415805115766,0.3121891062061742,0.3776472723713708,0.6898363785775451,0.13892158184343992,0.2664697700332599,0.282065417061742,0.30511115301790476,7.352056644351636,59.382693701254865,1.4736470438796352,4.763506063947078,13.745597302215431,-0.751950434800299,-0.7078680664280211,4.0115556291467795,1.3499153035095053,18.399200168443695,15.331440372070368,1.992088813870435,-0.12373174037012942,3.4062251242209607,90.43825552888494,-0.12373174037012942,96.22293066678033,109.57035854052938,116.57973889051162,99.13657947907609,98.67488341508887,103.19359527284453,98.97106282856159,0.0,0.0,0.0,0.0,3.0294440582322673,162.0,490.7699375229695,1009145.8925027563,3.0,,0.0
CAL,117892.3602453581,1966.0,26.033488063660478,1966.0,1966.0,2189.0,5354.0,6032.0,1244.0,889.0,179.0,54.0,122.0,604.0,562.0,525.0,52.0,1058.0,38.0,46.0,69.0,104.0,80.0,54.0,0.23209011091346154,0.08703580850828913,0.17539787769081566,0.5967617281092508,0.30232017514953585,0.354186599061008,0.6565067742105438,0.12209648814754642,0.263471558906996,0.2826591510278515,0.2915460875967666,0.8386051351051992,44.92604897100268,0.7744454828721544,2.0681818181818183,11.647142593882267,1.3789215782463962,-0.5998022585758471,3.4457319230739825,0.7151339132840879,15.208206171664486,15.451867806220614,1.667473246573388,-0.059311569588066174,4.089863451678441,91.84037698201752,-0.059311569588066174,93.54833407952161,102.56497390099497,123.64126534851563,96.0026710606836,92.54487964410164,90.69559542111232,97.90617345804134,0.0,0.0,0.0,0.0,2.5669577069313663,162.0,415.84714854111405,1007722.7654177719,1.0,,0.0
CHC,115974.66029762998,1966.0,26.458019474554472,1966.0,1966.0,1746.0,4917.0,5443.0,1252.0,918.0,169.0,42.0,123.0,551.0,551.0,387.0,48.0,810.0,31.0,37.0,71.0,102.0,42.0,31.0,0.2547981269882418,0.07110049554969686,0.14881499102425133,0.6307400006816094,0.31007359736634205,0.38288007832408605,0.6929536756904281,0.12808195133584424,0.27978486420687115,0.24251332028660666,0.3046922186878421,8.530772312491406,62.89615571162683,0.4460767934684944,-3.7721588819418903,14.362397034804642,0.6957675278728858,2.596876917393913,-3.0729262071996843,0.41971017892107676,14.306057923919953,10.451116133105112,1.6323126652080089,-0.026366614547417653,3.597112210290725,87.46819909790884,-0.026366614547417653,96.30335532119217,94.80734393265813,108.25059731723296,95.92981530823265,96.06464917007115,95.59328358934152,97.40388826852092,0.0,0.0,0.0,0.0,3.1653828793716703,162.0,512.7920264559986,1005838.5173617491,17.0,,0.0
CHW,116521.1028429689,1966.0,27.83285632512879,1966.0,1966.0,1990.0,4646.0,5241.0,1072.0,793.0,164.0,35.0,80.0,513.0,461.0,427.0,49.0,784.0,41.0,34.0,93.0,76.0,143.0,74.0,0.2303654601490174,0.08147300103148254,0.14958977246823124,0.6511560674455256,0.2986371101751574,0.33215138169738606,0.6307884918725434,0.10178592154836864,0.25867212772066406,0.2463270354817783,0.28139953809416574,-0.2800629717089507,42.07892502396871,0.7855182885347368,6.040297937356761,11.190514359476058,-0.4462783154007065,-0.5762869075686219,5.588257078608071,1.285275361530249,17.48775989204576,16.17175135930634,1.8765893136000698,0.49975707299551186,4.4086011087978045,87.43665603852054,0.49975707299551186,92.85318078217631,96.00963520243404,105.44864621322118,94.8331028204711,86.7873310969395,75.6085199531714,96.12992156925517,0.0,0.0,0.0,0.0,2.4511888921846974,163.0,399.54378935317686,1006382.3880938753,4.0,,0.0
CIN,117466.2697883686,1966.0,26.238460256623895,1966.0,1966.0,2080.0,5483.0,6001.0,1430.0,1016.0,232.0,33.0,149.0,689.0,650.0,392.0,56.0,861.0,20.0,39.0,67.0,116.0,70.0,50.0,0.2601386481584736,0.06532244574354273,0.1434760868571905,0.5375740740741544,0.3100854476555574,0.39621940253557747,0.7063048501911348,0.13608075437710382,0.2814504007652058,0.23362772786202304,0.310188534681083,7.288934174255004,56.87612398806545,-1.429886453233861,-3.910848191968005,13.100080665622457,0.6735812168027675,2.3686364479490223,-3.237266975165238,-1.512176821879251,10.719273316526989,10.954194446515338,1.2351935338153532,-0.08229036864538958,3.6954113587337805,88.51879059017602,-0.08229036864538958,98.30379175983634,87.10273440783158,104.36698612237946,95.93348152188459,99.39322282358253,101.54448831722806,97.85771319152028,0.0,0.0,0.0,0.0,2.9232659140143302,160.0,467.72254624229294,1007309.5505749042,18.0,,0.0
CLE,116338.73325519089,1966.0,28.67096450100469,1966.0,1966.0,1978.0,5412.0,5972.0,1292.0,959.0,155.0,25.0,153.0,572.0,531.0,445.0,54.0,885.0,27.0,33.0,55.0,112.0,53.0,41.0,0.23841596206781648,0.07451439994407233,0.14819156007384462,0.5826284041163765,0.2974427895110516,0.36138649932434697,0.6588292888353985,0.12297053725653045,0.258121530048225,0.24832551919624918,0.29166022247230433,0.8198108235035259,44.77181721613608,-1.0099388731593142,-0.9751135026063561,11.611362356313286,-0.45995706145646026,-0.597959654938666,-1.4309885416975856,-1.0981419443614138,8.484272215315622,11.387663119388993,0.9539445628449399,-0.08820307120209923,3.020487906258192,88.03365745505674,-0.08820307120209923,96.09808871919935,87.8094616054979,104.46301997906181,94.45384274032456,94.42613067134754,91.34485573620675,95.90251260734625,0.0,0.0,0.0,0.0,2.559071966441728,162.0,414.5696584058942,1006202.6945746818,5.0,,0.0
DET,118129.39667497922,1966.0,27.47082294264339,1966.0,1966.0,1980.0,5341.0,6015.0,1347.0,916.0,219.0,43.0,169.0,694.0,653.0,544.0,45.0,940.0,32.0,36.0,62.0,123.0,40.0,34.0,0.2525292926736492,0.09044056472335828,0.15627597620997505,0.6732135141443059,0.3226252544601829,0.4053846681868662,0.7280099226470491,0.15285537551321696,0.27629456518171236,0.274812968635079,0.321079240932867,11.619745840070134,60.342993923669766,9.212614068445749,0.07348295926849543,12.87184215485678,-0.24552708510634608,-0.6628715956967993,-0.17204412583785064,9.019545352939948,21.05647178626208,26.2947256738432,2.3398087947013333,-0.19306871550579974,3.659336922541535,107.43373328833896,-0.19306871550579974,101.78673508716746,106.57721596920717,110.1618770794717,102.45060940603862,105.92234552740803,113.54388243121234,102.62014624164021,0.0,0.0,0.0,0.0,2.8368738626334165,162.0,459.573566084788,1007955.6179551122,6.0,,0.0
HOU,116924.78724120518,1966.0,25.25265106884363,1966.0,1966.0,1935.0,5318.0,5941.0,1366.0,1030.0,197.0,34.0,105.0,594.0,552.0,463.0,58.0,830.0,30.0,37.0,93.0,124.0,89.0,47.0,0.25730810771738766,0.07793300747567748,0.13970711946894462,0.7465965687099815,0.31754602750412386,0.3664920985500758,0.6840381260541997,0.1091839908326881,0.28451229929877125,0.23531392106379395,0.30264705649115586,4.1109848872571835,50.10884918997084,0.6919805351087086,-5.838698803303556,12.151842745564949,0.6436052970336448,2.1971847633292727,-5.1872312624681225,1.09402136667326,10.25581761309936,12.847531495231285,1.2051022752536904,0.4020408315645514,3.5790137464816802,92.8542017795134,0.4020408315645514,97.2341588542375,103.918002066365,101.62537408290224,98.24161756779158,91.93600964808685,81.4739198962265,98.93896070953183,0.0,0.0,0.0,0.0,2.6617598615064804,163.0,433.86685743140885,1006777.5376199293,21.0,,0.0
