Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BOS,116028.77336410087,1936.0,29.131036756222187,1936.0,1936.0,1656.0,5354.0,6067.0,1479.0,1044.0,287.0,62.0,86.0,773.0,717.0,582.0,459.0,23.0,108.0,0.0,55.0,44.0,0.2767042888681391,0.09592879461414208,0.07565518311702653,1.6987919242968519,0.3490752794868963,0.40326300442722934,0.7523382839141256,0.12655871555909018,0.2917023908917092,0.18575902510466458,0.3482976001827967,6.705568590613904,67.44005423668236,-4.993345140888602,0.1262567990769738,14.88177723649325,0.3854005575758465,2.8716681564489397,0.5116573566528203,-6.058982970165171,12.206119779429839,8.443456773207817,1.1121419910297805,-1.0656378292765678,4.130873339388605,82.50451052974346,-1.0656378292765678,92.6650031751226,93.42603702582413,107.70959131564923,93.26143621556017,91.92227958622365,90.33915887935504,93.93868149097172,0.0,0.0,0.0,0.0,2.9275339363408603,155.0,453.7677600131861,1005902.1649909345,3.0,,0.0
BRO,116064.45246134707,1936.0,27.870268349031456,1936.0,1936.0,1812.0,5177.0,5627.0,1417.0,1114.0,237.0,37.0,29.0,604.0,551.0,352.0,419.0,20.0,78.0,110.0,50.0,0.0,0.27405102385445185,0.06255553531384396,0.07446241290581126,1.2695779787547539,0.3223502831825129,0.35122468071014756,0.6735749638926604,0.07717365685569577,0.2933720654473076,0.14217167285054202,0.3152678485064576,-6.569660350814895,45.993552481832594,-4.79410392443941,-1.164208281499911,12.879569422359632,0.7633456374356871,0.9293496131124291,-0.4008626440642241,-4.36563366741041,9.04242272399743,6.494466015685967,0.8125927948026171,0.42847025702899955,3.6486740905099113,81.11194007419186,0.42847025702899955,95.93097242503217,81.5681588819445,96.07899875039767,93.5393913094887,87.84110432920784,67.59793986725307,97.39693946291051,0.0,0.0,0.0,0.0,2.517419447561756,156.0,392.7174338013151,1005937.8240625556,22.0,,0.0
BSN,117022.65856777494,1936.0,28.716477895506028,1936.0,1936.0,1510.0,4957.0,5474.0,1339.0,1031.0,200.0,43.0,65.0,583.0,559.0,401.0,528.0,29.0,87.0,131.0,21.0,0.0,0.27037495366989406,0.073255388689441,0.09645597316130798,0.9984857692639751,0.3279995637875411,0.3674742732237852,0.6954738370113263,0.09709931955389113,0.2910008858273657,0.1815856770369017,0.324468898472541,-4.928455319662406,63.72168721964514,3.0270046810649953,3.0548847420417125,16.82135145553205,-0.6127378976800754,1.2137763270321222,2.4376822703871515,3.0953156221531883,23.568125675104508,18.72037568487909,2.172575771823528,0.06831094108819336,3.4269887243367796,95.54439867211396,0.06831094108819336,94.64417195062641,95.52003917160226,124.45733307831674,95.178695807421,91.90511870431243,85.05122384738583,96.6450393059478,0.0,0.0,0.0,0.0,3.287873677031421,156.0,512.9082937522835,1006875.660942638,16.0,,0.0
CHC,115294.58287696239,1936.0,26.62175976633808,1936.0,1936.0,1552.0,4869.0,5478.0,1395.0,1046.0,251.0,30.0,68.0,682.0,647.0,460.0,405.0,30.0,119.0,126.0,56.0,0.0,0.2864716775180723,0.08397225212650601,0.07393209158105148,1.3047230414355604,0.3513336959718876,0.3920514411385543,0.7433851371104417,0.1055797636204819,0.30078426147645126,0.17031763519897775,0.34676354291658307,5.606386270476644,71.3908209412284,7.810531542548966,3.4437751004016066,16.119166763078432,0.8323698623004557,1.1631088667416924,4.2761449627020625,8.689056009238799,30.24747660176099,26.10086812158393,2.784066358094563,0.8785244666898331,3.61770938671004,101.42421008513708,0.8785244666898331,100.2787955688657,109.49409942326422,95.39472409543376,101.94977880356377,98.05185522223763,92.47941335423955,99.85772320125658,0.0,0.0,0.0,0.0,3.1915430300456364,154.0,491.4976268711209,1005188.86966046,17.0,,0.0
CHW,116771.89071487264,1936.0,30.242235004108462,1936.0,1936.0,1543.0,5298.0,6085.0,1563.0,1167.0,280.0,56.0,60.0,899.0,842.0,661.0,391.0,25.0,101.0,0.0,65.0,29.0,0.29524142347691046,0.1086277727569433,0.06425636749876745,2.21855828960378,0.3755747114396056,0.4033907097909614,0.7789654212305669,0.10814928631405095,0.3096116823730485,0.18274445334428924,0.3647690172310368,13.576880291835758,80.71471951850413,2.094360919091503,2.4790468364831555,16.450791619990508,0.08709535490883699,3.1744336508181568,2.566142191391992,1.5794167494082263,23.770784211608888,21.29121983122075,2.1858912795355625,-0.5149441696832763,4.579665877702109,93.2702361894672,-0.5149441696832763,98.87287094763137,105.79370209376998,91.4812019159967,100.34121306609747,91.95138954181286,77.1982831514456,99.70611871715155,0.0,0.0,0.0,0.0,3.278492598149548,153.0,501.60936729663104,1006627.4213640098,4.0,,0.0
CIN,117433.77382985993,1936.0,27.945507345404852,1936.0,1936.0,1826.0,5346.0,5854.0,1467.0,1090.0,223.0,73.0,81.0,719.0,672.0,408.0,569.0,34.0,66.0,119.0,68.0,0.0,0.2742623433893065,0.06969593390997607,0.09719849626409291,0.8617557265199863,0.32948058001315345,0.3889569509104885,0.718437530923642,0.11469460752118212,0.29541781246839766,0.18073112395626925,0.3322861322745773,-1.8769611154280321,51.3175710806893,1.4093384828113782,-0.5848992142125042,13.034261670631784,0.14605304420498358,0.9405117239228755,-0.4388461700075207,2.1542141842143985,15.690141408761539,17.7868724425577,1.4228739531722796,0.7448757014030207,4.660840727495821,95.03458471219294,0.7448757014030207,96.00494437443739,90.87875248885146,125.415412107462,95.60845611318383,97.2779248753736,100.46328628449393,98.07610943932167,0.0,0.0,0.0,0.0,2.5807417726750943,154.0,397.43423300307484,1007275.9251793645,18.0,,0.0
CLE,117639.04367301232,1936.0,26.187490001599745,1936.0,1936.0,1740.0,5646.0,6251.0,1715.0,1153.0,357.0,82.0,123.0,921.0,853.0,512.0,470.0,16.0,77.0,0.0,66.0,53.0,0.30335080871268605,0.0819068943824988,0.0751879695287154,1.5256222202281235,0.36275001683426655,0.4601220912653976,0.8228721080996642,0.15677128255271155,0.3133395241100624,0.17677171508398656,0.37531781843059486,19.16567718359372,86.73712249993937,8.753349840615199,-1.6015037593984962,16.5570381645413,0.6974336454399566,3.1949355582093695,-0.9040701139585398,7.320608307018997,26.168511915811127,22.260114635119564,2.3674929627859163,-1.4327415335962022,4.8962450289290915,100.43439550392507,-1.4327415335962022,101.58860842931358,79.76996456621261,107.04442360894672,96.91487637540446,104.88309379425904,111.90525867526816,100.90661809088517,0.0,0.0,0.0,0.0,3.2155986248040307,157.0,504.848984162534,1007477.1121420573,5.0,,0.0
DET,118465.30216729357,1936.0,31.09905068959341,1936.0,1936.0,1510.0,4906.0,5583.0,1480.0,1048.0,290.0,52.0,90.0,825.0,785.0,566.0,417.0,31.0,80.0,0.0,69.0,41.0,0.30105506390614367,0.10137918629733118,0.07469102576553824,2.047213469975461,0.3771866519808348,0.43598526906663093,0.8131719210474654,0.1349302051604872,0.31548087930539137,0.1921905790274046,0.37639965005722675,17.675853337839172,85.57657959714638,7.723868277684733,1.7103707684040839,16.63772190771043,1.1862252751098734,3.2105047293049913,2.8965960435139575,6.962899455397379,29.707722135926755,25.361282218619206,2.7193726454536304,-0.7609688222873539,4.543767733145519,101.66933138977268,-0.7609688222873539,100.81979056726414,98.73422939128726,106.3369293245713,100.7718705741,99.38119628786787,96.31483053354759,101.61441231129933,0.0,0.0,0.0,0.0,3.294215278169443,154.0,507.3091527852409,1008287.0632276554,6.0,,0.0
HG,,1936.0,27.71857142857143,1936.0,1936.0,424.0,1330.0,1470.0,402.0,284.0,68.0,23.0,27.0,247.0,213.0,135.0,0.0,5.0,50.0,0.0,22.0,0.0,0.30300152090000004,0.0918367342244898,,,0.36870748254897956,0.45157657944421764,0.8202840619931971,0.14857505854421765,,,0.37509359482194293,3.6948014848089614,18.844765755656145,2.4872186271717833,-1.0312925170068028,3.712197296498787,-0.0026839104081903186,0.7158983438054011,-1.033976427414993,2.8384874781343576,6.23260669102355,6.059419713070933,0.558035173306966,0.3512688509625744,4.6489848889489735,107.22536515589266,0.3512688509625744,103.0873230003344,100.70667874779201,,101.76441947330194,107.22842098704892,116.79684122133868,,0.0,0.0,0.0,0.0,2.902319902666667,39.0,113.19047619047619,1015361.6945578231,1137.0,,0.0
NBY,,1936.0,31.789115646258505,1936.0,1936.0,325.0,1069.0,1176.0,300.0,224.0,43.0,15.0,18.0,181.0,158.0,95.0,0.0,12.0,28.0,0.0,36.0,0.0,0.2809742360051021,0.0807823123877551,,,0.3460884349574829,0.39998906395068023,0.7460774989081632,0.11901482794557824,,,0.3461356262872819,0.5948211840475444,15.759581231047216,-0.613941024598505,-0.5238095238095238,3.715822707044379,0.15271771741004622,0.7165975052986903,-0.3710918063994776,0.05775120598734988,4.11907961193094,3.268661084601862,0.37021757740212546,0.6716922305858548,5.461769837666455,90.42879086416546,0.6716922305858548,95.59318955164404,88.58457839159543,,95.52149152599114,94.97878696965799,93.55914847852927,,0.0,0.0,0.0,0.0,3.4333642539795917,33.0,113.30102040816327,1015584.1794217688,1138.0,,0.0
