Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
ATL,118351.57036247334,1990.0,27.068052594172,1990.0,1990.0,1908.0,5097.0,5628.0,1278.0,862.0,248.0,25.0,143.0,638.0,574.0,430.0,25.0,911.0,25.0,28.0,48.0,88.0,83.0,53.0,0.25053292223205403,0.07640369528375977,0.16186922473916135,0.5311847142452025,0.3098309972688344,0.3929524535918621,0.7027834508606965,0.1424195313598081,0.2783558986691542,0.2636815935856432,0.3151635950773674,6.827125453364008,51.618805457104784,2.7007756428213616,-4.44864960909737,11.65123383926033,0.32981979789698196,2.1020622681399415,-4.1188298112003885,2.2023273408343993,11.836793637034283,9.572037196163897,1.280305081948019,-0.49844830198696327,3.6802217543261393,88.88700382131735,-0.49844830198696327,-1.9180210391350556,-6.779394916946514,7.280875594076173,-47.26539787650108,-5.1540654599666595,0.9601525840724805,1.376427171057582,13.025764036958067,0.5234545083129388,2.0816756367770894,94.79019113776606,87.18765522799642,115.27414056416839,93.70940690612296,98.98963311130893,107.35626854317213,96.00378703828757,0.0,0.0,0.0,0.0,2.473459423516347,162.0,400.7004264392324,769822.342039801,16.0,-1.0,0.0
BAL,118845.94221824687,1990.0,27.032915921288016,1990.0,1990.0,1548.0,4855.0,5590.0,1200.0,838.0,218.0,21.0,123.0,598.0,582.0,605.0,47.0,864.0,29.0,39.0,62.0,115.0,80.0,46.0,0.24695983099695887,0.1082289798391771,0.15456171685330952,0.7543993715008945,0.3316057802887299,0.3776447995567084,0.7092505798454384,0.13068496855974956,0.2767542116980322,0.28479427449194994,0.3204773171712315,2.4747437418742004,51.22613016545112,2.47577054367915,3.8422182468694097,12.681234621291244,-0.24103603514181265,0.9027368927979259,3.601182211727597,2.016923507106538,19.202077232923305,21.222036650973156,2.01134171235435,-0.4588470365726122,3.350974732248817,101.22435286355545,-0.4588470365726122,2.9868794080248335,-7.71322672127711,8.136886286458303,12.349301697686315,1.1619202680885792,1.054886529411061,2.117825318940192,5.399463327370304,0.409600990230954,0.8541791583305582,95.30291292302226,122.42880736074135,105.15507896028085,101.26985099921197,97.42746502414728,101.71228945925415,96.31975753442667,0.0,0.0,0.0,0.0,2.7088412097853305,161.0,436.12343470483006,842007.2270125224,2.0,,0.11712716461001786
BOS,116607.17935368043,1990.0,28.887073608617595,1990.0,1990.0,1525.0,4928.0,5570.0,1344.0,964.0,268.0,25.0,87.0,625.0,577.0,535.0,52.0,658.0,23.0,36.0,48.0,159.0,48.0,42.0,0.2724620556078995,0.09605026876032317,0.11813285430233393,0.9122316498439856,0.34420841197253144,0.38965562045978464,0.733864032432316,0.11719356485188509,0.29738134604649913,0.22980251200359073,0.33052806503312143,9.262067873993237,69.3911735759609,5.051758184232385,-3.9706640237859268,15.640812557616021,-1.0585111773795242,1.113419864134599,-4.654920513106633,4.068764431878215,16.1680763405222,12.98469676510337,1.7340754047440712,-0.98299375235417,3.209402941173244,101.17996124171128,-0.98299375235417,1.2939475270177354,-9.75457936958342,10.243438822426958,1.9536012560129166,-0.006701832637190819,1.0670375978925284,2.558963137659075,3.112567324955117,0.49628537973352244,-0.16846330509484342,105.14433645181367,108.65222852953804,80.3709345034963,105.11859763959106,100.5261011891874,91.2119115330922,103.51727762138648,0.0,0.0,0.0,0.0,3.3204135909748653,162.0,537.9070017953321,891234.8921005386,3.0,,0.11308448972531418
CAL,118064.53918791312,1990.0,29.474220963172804,1990.0,1990.0,1436.0,4693.0,5295.0,1193.0,843.0,209.0,16.0,125.0,570.0,537.0,487.0,37.0,873.0,26.0,36.0,53.0,117.0,47.0,28.0,0.25424467047119925,0.09197355954844193,0.16487252086987722,0.6433471412440038,0.3254625342457035,0.3851131874793201,0.7105757217250236,0.13086851700812088,0.28615182244211523,0.2804532579943343,0.32027567421403813,1.1267843241354358,43.01235281613319,1.0666276315132575,-1.0972477064220183,10.89529468307203,-0.6801524530825354,0.775601490078946,-1.6965830479833852,0.8606318014052969,10.834944926572888,15.20960512702623,1.1538117480516592,-0.20599583010796046,3.0650426493699596,100.94003852351399,-0.20599583010796046,-4.2014219558332115,-6.818054305747278,6.60643648736397,-24.691499292850494,-2.5783515349030495,1.0245120810832022,1.6323465117812157,4.884608120868744,0.00709905056063019,-3.487181964176374,98.11416534115448,104.04064808676927,112.16996875692551,99.39375097801484,99.35421233794881,101.85514546722729,99.59044159274424,0.0,0.0,0.0,0.0,2.3129798663701604,162.0,374.7027384324835,955351.6311614731,1.0,,0.1259757064513692
CHC,118145.12614107884,1990.0,28.174771784232366,1990.0,1990.0,2173.0,5492.0,6025.0,1457.0,1049.0,237.0,36.0,135.0,685.0,639.0,392.0,66.0,848.0,30.0,50.0,60.0,98.0,150.0,50.0,0.26496295411850623,0.0650622402234025,0.14074688740730293,0.5491941453510373,0.31429463548780084,0.3941075332559336,0.7084021687437344,0.1291445791374274,0.2886496953691286,0.22821576720663905,0.3147463685992344,5.957824215487757,53.35618189605631,1.3784127909656738,-4.3792531120331954,12.329284118994513,0.16381639166367995,2.22439299539118,-4.215436720369515,2.1140298312650123,12.45227022528119,10.583757224360413,1.3450927742327843,0.735617040299339,4.791174809874858,88.20277534637755,0.735617040299339,0.7798785422928631,-7.413221254535561,8.173571359932778,-24.786002039909363,-2.618157720193267,1.0261793452229242,1.726779110602461,9.335435684647303,0.53105737073973,4.695618160986801,100.24985475584307,74.24541637536292,100.23200215546221,95.05944900594524,99.28061211173409,97.349569868654,99.5694375607565,0.0,0.0,0.0,0.0,2.617403822109544,162.0,424.01941908713695,712842.0165975103,17.0,,0.0
CHW,117437.44645137749,1990.0,27.295931399379675,1990.0,1990.0,1588.0,4911.0,5481.0,1273.0,912.0,229.0,42.0,90.0,628.0,584.0,431.0,45.0,789.0,28.0,46.0,65.0,104.0,132.0,86.0,0.2596188509812078,0.07863528502773216,0.14395183313793103,0.6279330680711549,0.31960843398759353,0.3789479834829411,0.6985564174705345,0.11932913250173326,0.29149335699726325,0.23900747865535485,0.31268281124548636,-1.9022157072909192,53.631648033889725,-3.193058840229283,6.606809445359692,14.445495958001107,-0.7186252653980761,1.028329064597268,5.866486940403785,-4.213945518567495,17.126366444434666,19.26744898008376,1.775180613717909,-1.020886678338212,4.503079759080323,93.68726029225434,-1.020886678338212,5.761738907545805,-8.631811045422875,9.101109246048608,10.520100712776184,1.6619584923610091,1.008235719251363,2.0504206653802783,6.908410873928116,-0.29138184091406916,8.033157406948146,100.18808584519086,88.95236910412339,97.93671219673817,97.60595385229207,97.76366959135459,92.87402675074146,101.44947495688682,0.0,0.0,0.0,0.0,3.066657881448641,162.0,496.79857690202516,751657.4942528736,4.0,,0.08489765074256522
CIN,117487.08725301626,1990.0,27.266130442385034,1990.0,1990.0,1963.0,5125.0,5719.0,1355.0,937.0,264.0,39.0,115.0,648.0,595.0,430.0,71.0,837.0,37.0,39.0,88.0,93.0,154.0,60.0,0.2633420761666375,0.07518796947665676,0.14635425739674768,0.6208326719751704,0.32189358095226445,0.39710441826403214,0.7189979992162966,0.13376234209739465,0.29139938739954546,0.24165063854694874,0.3192799451735908,6.129686978057879,56.42186496483296,2.3382349187789018,-0.916229450856943,13.082026080751616,0.7159266883357878,2.360199253962993,-0.2001425545388407,2.978930874110224,18.221013654285994,18.659835245720938,1.9356465942625558,0.640695955331322,4.696355813969735,93.24628837515787,0.640695955331322,1.9261660743504763,-7.552589832503341,8.373084347824738,20.337200105190277,2.395607516169548,0.9924742188783433,1.4704881222285584,9.236230110159118,0.915741703318164,-1.908350560770229,99.63658872477708,85.80033643238306,104.22525508788438,97.35777512200193,100.0355648921959,100.83045339400778,100.50214763470925,0.0,0.0,0.0,0.0,2.7772046392865883,162.0,449.90715159993005,873638.0564784054,18.0,,0.0
CLE,116082.42057026476,1990.0,27.23031228784793,1990.0,1990.0,1603.0,5314.0,5892.0,1429.0,1022.0,258.0,41.0,108.0,705.0,665.0,440.0,31.0,801.0,27.0,58.0,53.0,117.0,98.0,48.0,0.2688987435687373,0.07467752836761711,0.13594704647776648,0.7062781174334691,0.3246353526396809,0.3934981280889341,0.7181334807286152,0.12459938452019688,0.29649299853258654,0.22895451380346232,0.3219535232395019,2.9574456239437734,54.975950727657924,1.091365577343358,2.2503394433129666,13.531079139731172,-1.6809313437551796,0.9632346300332056,0.5694080995577872,0.7171549538657956,15.78087682318796,18.469165559965784,1.658367836368411,-0.3742106234775625,4.1958610025226175,98.69833760205762,-0.3742106234775625,0.9511148110032082,-8.142743992569267,8.345219409974002,34.22440108656883,3.6307396553456783,1.0025910377219187,1.234336989129041,6.600475220638153,0.044356016875911716,1.9548593955017053,103.7692382602782,84.47534799164569,92.49070661109445,99.14113608716991,101.51741836893787,96.97587109238896,103.18951807126885,0.0,0.0,0.0,0.0,2.8725348446350982,162.0,465.35064494229465,866596.7340461643,5.0,5.0,0.11515241109470467
DET,119337.54283644268,1990.0,30.919579786270603,1990.0,1990.0,1529.0,4829.0,5521.0,1272.0,866.0,219.0,27.0,160.0,676.0,668.0,598.0,40.0,829.0,28.0,38.0,28.0,122.0,76.0,45.0,0.2632633826621989,0.10831371087719614,0.15015395714417676,0.8408992765459156,0.34551590898623435,0.4194441287283101,0.7649600377145446,0.1561807460661112,0.287609233912697,0.2874479240988952,0.3433551897065706,11.904792076916818,64.99630681909314,10.797873852841464,1.4337982249592465,13.810190934789066,-0.9759840442428088,0.983103713930666,0.4578141807164377,10.440273088055081,25.69138191749125,25.322492648488076,2.713064667175327,-0.3576007647863833,3.7672761428588317,114.61734861125619,-0.3576007647863833,3.262139953672886,-8.143455027945555,8.743005635483696,75.84649869799614,7.938286397606134,0.9932405792528942,1.8907960990177148,7.869769969208477,1.073065536030904,-5.904081251941997,101.59452706292461,122.52465525606961,102.15628773507926,105.51789715615655,108.21115034347208,121.55568790281858,100.09766971625872,0.0,0.0,0.0,0.0,2.931787944138743,162.0,474.9496468031154,963496.8842600978,6.0,,0.09677680146712554
HOU,117585.40077319587,1990.0,27.724410898379972,1990.0,1990.0,2069.0,4843.0,5432.0,1166.0,872.0,178.0,30.0,86.0,514.0,484.0,454.0,56.0,905.0,26.0,33.0,75.0,101.0,161.0,73.0,0.24021039456019885,0.08357879185769514,0.16660530146631075,0.55659233457419,0.3065290138645067,0.3431304212822165,0.6496594351467233,0.10292002672201768,0.2756207723621134,0.2660162001141384,0.2930931370636545,-4.674654784375552,39.4916239994709,-4.897321292980124,-1.3524861878453038,11.488554166255462,0.63922742928141,2.072712346308951,-0.7127607886861894,-4.585109619387155,8.263396104491068,8.806682185271656,0.8833901556699768,0.31221167359296925,4.285007584348518,82.63661874774805,0.31221167359296925,-3.8010941855609417,-7.322314200630522,7.406861907206255,-68.09869963675737,-7.2831532917916775,1.097318085777369,1.8677681637632435,10.709131075110456,-0.14049803325734944,1.4822416940225476,90.8846191182383,95.3754770865136,118.64690753236664,92.71071113597401,86.43884063219122,77.58142385207654,95.09608269688877,0.0,0.0,0.0,0.0,2.438923888157216,162.0,395.1056701030928,888798.4878497791,21.0,,0.0
