Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SB,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
BAL,119893.94287634408,1893.0,25.88216845878136,1893.0,1893.0,1012.0,3927.0,4464.0,1091.0,853.0,137.0,77.0,24.0,708.0,562.0,478.0,259.0,59.0,208.0,0.2784642607627688,0.10707885244802866,0.05801971283870968,2.864839078711693,0.36469534009699817,0.3716597770907258,0.7363551171877242,0.09319551632795699,0.29306166657773297,0.17047491011200716,0.3595590454169072,6.80964936728155,82.43140772475304,2.2849825850933883,-1.019489247311828,17.608587881359924,0.35276885579363526,2.4498414433941806,-0.6667203915181927,2.45719754961534,21.848906482851252,12.001017709741241,1.6512329966898514,0.17221496452195204,6.624709296844485,95.9150115405912,0.17221496452195204,97.58293137813216,108.12119644805253,127.6058198205002,100.28557727406431,95.66608427677485,90.36241479334879,99.51058672927974,0.0,0.0,0.0,0.0,3.591180727155018,130.0,466.85349462365593,1009683.4442204301,1006.0,,0.0
BRO,115205.34761399787,1893.0,29.397242841993638,1893.0,1893.0,1139.0,4251.0,4715.0,1129.0,845.0,165.0,76.0,43.0,717.0,606.0,425.0,281.0,39.0,189.0,0.2666501862612938,0.09013785740466596,0.059597030330858954,2.0013462745418873,0.33785789984984094,0.3727943807297985,0.7106522805796395,0.10614419446850477,0.27811317969628846,0.15885471788547187,0.34158522942412567,-2.791176477564279,59.92243011530948,-2.6782616593107567,1.4271474019088017,14.602914254221975,0.020591447013306844,2.0316691364101427,1.4477388489221086,-2.337920338723879,15.744401900830349,12.860414566501746,1.2403322577496523,0.3403413205868777,6.542959786405762,92.39283457094558,0.3403413205868777,93.44289553218306,91.01529167569872,131.0748975159113,92.90569633829872,95.95813387171869,102.91745897642123,94.43475160673248,0.0,0.0,0.0,0.0,2.9781890855397664,130.0,387.16458112407213,1005096.1787910922,22.0,,0.0
BSN,117528.58395701401,1893.0,28.355080831408777,1893.0,1893.0,1190.0,4610.0,5211.0,1345.0,1055.0,175.0,50.0,65.0,997.0,818.0,555.0,287.0,46.0,243.0,0.2909455788606793,0.10650546873325656,0.05507580050470159,2.6132234716121667,0.3734407978643255,0.3927573979850316,0.7661981958493572,0.10181181912435233,0.2989196630591057,0.17405488410669737,0.37170264594409863,9.398563755718184,88.44874799177586,2.711812193690657,2.7236614853195165,18.40689963301795,-0.31474138974337035,2.5609086809908272,2.408920095576146,3.128031081456788,26.504759491041714,19.92409710865081,2.095519446521371,0.4162188877661308,6.274595460626603,99.91725614561469,0.4162188877661308,101.95679107603667,107.54223121030796,121.13111788764006,102.69044288185925,101.09666058049312,98.7167858827593,101.49969937484245,0.0,0.0,0.0,0.0,3.725335863636538,131.0,488.0189982728843,1007371.6432546537,16.0,,0.0
CHI,116724.24099232133,1893.0,26.381187142575428,1893.0,1893.0,1170.0,4589.0,5079.0,1284.0,974.0,185.0,93.0,32.0,816.0,672.0,454.0,258.0,36.0,255.0,0.28050464923154167,0.08938767440460722,0.05079740059795235,2.5627611222356763,0.34928135407718053,0.38264689464658397,0.7319282487237645,0.10214224541504234,0.2917643997804686,0.14648552799369954,0.3521312087932706,0.16717170862368674,63.66833352180514,-3.64146808077144,-1.6302421736562316,14.786297127212812,-0.3138401882664663,2.0571827644925635,-1.944082361922698,-2.9266708132461696,11.972726716536506,10.27694799956907,0.8798333322998685,0.7147972675252704,6.727510819205649,91.99800379414985,0.7147972675252704,98.29794984185746,90.25780612493875,111.7214069306351,96.04696954828243,98.49419368986578,99.03716736369756,99.07009315791748,0.0,0.0,0.0,0.0,3.062707656526875,128.0,392.02658003544,1006581.2352825359,17.0,,0.0
CIN,117888.27427597955,1893.0,28.791524701873936,1893.0,1893.0,1103.0,4203.0,4696.0,1091.0,854.0,151.0,61.0,25.0,670.0,576.0,455.0,212.0,38.0,204.0,0.2603437286064736,0.09689097057751278,0.04514480359816865,2.7841396476807923,0.3373083469561329,0.3435057398140971,0.6808140867702299,0.0831620112076235,0.2696696179290886,0.14735945470187395,0.3332489848619222,-5.030907541288288,67.8813809962177,-8.314652979415321,5.054940374787053,16.977685632152415,0.36877271986219023,2.362065496381683,5.423713094649243,-7.704689935455157,17.05877428772818,10.708039146016663,1.4257555570111482,0.6099630439601635,6.2995418027098005,83.51162993402497,0.6099630439601635,91.23290771226067,97.83414207710443,99.28935170351826,92.75457779323179,88.41917011264151,80.63392368950389,91.56769705350212,0.0,0.0,0.0,0.0,3.4360800812116694,131.0,450.1264906303237,1007724.5219335605,18.0,,0.0
CLE,117755.19161562022,1893.0,27.526416906820366,1893.0,1893.0,1178.0,4668.0,5224.0,1404.0,1053.0,221.0,98.0,32.0,964.0,823.0,526.0,228.0,30.0,252.0,0.30165181743951,0.10068912669008423,0.04364471620195253,3.400564214015697,0.3751914237272205,0.411850364410222,0.7870417881374427,0.11019854697071212,0.311549733763974,0.15045941906393567,0.3775798134836632,15.340310249323652,89.46799583533986,10.260076754114678,-0.5382848392036753,17.2606918224908,-0.24904463824261247,2.4014394824445864,-0.7873294774462878,10.61190852626649,29.48671035375559,20.182907620036683,2.2480067381113726,0.35183177215181244,6.772640370543749,104.54832415034548,0.35183177215181244,105.70860519284349,101.66927080513244,95.99013023841566,103.1718379147781,106.01123419785827,106.84856099675528,105.78830443517145,0.0,0.0,0.0,0.0,3.5475177185892037,129.0,457.62978560490046,1007587.577143951,1026.0,,0.0
LOU,118075.10563919367,1893.0,29.77877009441184,1893.0,1893.0,920.0,3604.0,3997.0,921.0,700.0,142.0,61.0,18.0,586.0,458.0,350.0,250.0,43.0,171.0,0.2556333101195897,0.08756567383512635,0.06254690965148861,2.2559947735994497,0.32874655932349267,0.3434177269922441,0.6721642863157368,0.08778441687265451,0.27048684837903425,0.15461596162371777,0.3279997058471859,-9.614570205768334,54.791888570471755,-9.972554602429293,-0.10733049787340505,14.997096260676376,-0.6467230337722498,2.08651075245333,-0.7540535316456548,-8.923363017743101,7.406190463740954,4.551403206737456,0.5652832686090501,1.0491915846861897,6.570131137521619,84.54691901431283,1.0491915846861897,89.58222391280724,88.41806954766344,137.56272295770398,90.40021863139303,88.39651540919546,85.11581031349972,91.84519182965893,0.0,0.0,0.0,0.0,3.1556782671303476,126.0,397.6154615961971,1007960.1320990743,1044.0,,0.0
NYG,117219.22124424885,1893.0,27.048858630356428,1893.0,1893.0,1145.0,4489.0,4999.0,1342.0,1022.0,169.0,92.0,59.0,886.0,721.0,457.0,219.0,53.0,292.0,0.2988269268119624,0.09141828325645131,0.04380876127485497,3.166033365024205,0.37047409427125416,0.41749803956611314,0.7879721338373674,0.11867111275415083,0.3042245823654731,0.14702940697739547,0.3763010915481322,12.812251819292891,92.8665360277294,11.591879093367167,3.317863572714543,18.640705127485884,-0.16685823798492613,2.5934374898822634,3.151005334729617,13.184738748758917,37.56988670085669,25.53228307686463,2.957682306813243,1.592859655391752,7.076863576961553,108.9971201234059,1.592859655391752,104.71867166419744,92.30818165250567,96.35092323429663,101.87464528391612,107.46495881573493,115.06356461337629,103.30101183884591,0.0,0.0,0.0,0.0,3.6339547320064014,136.0,494.21784356871376,1007069.151430286,30.0,,0.0
PHI,115980.6186784141,1893.0,26.683876651982377,1893.0,1893.0,1250.0,5136.0,5675.0,1550.0,1135.0,245.0,90.0,80.0,1010.0,864.0,468.0,333.0,71.0,202.0,0.30234707097674013,0.08246695978132158,0.05867841372,2.3390073512653746,0.36810572643947137,0.4323668191358591,0.8004725455753304,0.13001974815911893,0.3104863640130397,0.155242291014978,0.3790457309815327,16.344316628247455,95.56379493479459,13.383355160090712,2.9554185022026433,18.446319894894366,-0.26059460762051234,2.566393129369367,2.694823894582131,12.737385767051714,36.44492268589759,27.36680975603083,2.8629800730408625,-0.6459693930389991,6.570184839252186,108.31258039261307,-0.6459693930389991,105.9522446388108,83.26972278039268,129.05453547007954,101.22338076503168,111.29221698864413,126.06720663616943,105.42723180134215,0.0,0.0,0.0,0.0,3.6771739920088105,133.0,489.064140969163,1005851.9437885463,26.0,,0.0
PIT,117129.35576131687,1893.0,26.18559670781893,1893.0,1893.0,1110.0,4306.0,4860.0,1291.0,981.0,162.0,113.0,35.0,882.0,710.0,499.0,252.0,55.0,182.0,0.30024601646358023,0.10267489661646088,0.05185185151934156,2.7007047182168726,0.37962962930246913,0.41524249894300413,0.7948721282454733,0.11499648247942387,0.31259143265967076,0.1617283953868313,0.3816095895850609,16.146010311259886,92.52268427512821,14.459857289792811,4.790534979423868,17.7843705937297,-1.1343620680456543,2.474297678993379,3.656172911378214,13.90042968611024,37.815270870211535,26.28162991763603,3.0108607399810667,-0.559427603682572,6.794610735900737,111.1300258375917,-0.559427603682572,105.21596682054506,103.67437092903056,114.04051655219428,104.39227579604191,106.88437745439117,111.50064143659394,106.14201861934488,0.0,0.0,0.0,0.0,3.5993434488847735,131.0,471.5139917695473,1006982.3191358024,27.0,,0.0
