Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,Spd,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
ATL,115545.13632,1973.0,27.95664,1973.0,1973.0,1975.0,5514.0,6250.0,1463.0,1011.0,213.0,34.0,205.0,779.0,744.0,593.0,66.0,844.0,34.0,44.0,65.0,108.0,84.0,39.0,0.26572443784144,0.09487999956080002,0.13503999945312,0.79065529261312,0.33699831467744,0.4313196054136,0.7683179200910399,0.16559516757216,0.2775716615336,0.2627199986304,0.34297916179307436,17.226330431985613,72.2761969007728,11.74134640353417,0.62576,14.30749791193545,0.1637005844271183,1.0784379073623567,0.7894605844271183,12.326351484257636,28.501747887982553,29.91777914628823,3.047658790150994,0.5850050807234645,3.6982461463111895,106.41457528939614,0.5850050807234645,101.18978400572196,105.0555111067738,105.08448564871468,101.64206106403627,110.48533817829556,129.58767230345043,97.98226411024159,0.0,0.0,0.0,0.0,3.0872316060592,162.0,500.13152,1005430.9496,16.0,,0.0
BAL,115494.30828729282,1973.0,28.25824782951855,1973.0,1973.0,1707.0,5537.0,6335.0,1474.0,1078.0,229.0,48.0,119.0,754.0,692.0,648.0,49.0,752.0,43.0,49.0,58.0,126.0,146.0,64.0,0.26554663640047355,0.10228887087940014,0.11870560333543805,0.9150731814857143,0.3448447893880031,0.389053381575375,0.7338981709633781,0.12350674517490133,0.2856929564407261,0.23977900603472768,0.3337375779939084,6.454852933652581,60.327523631990175,6.929540103055442,10.400789265982636,14.001543926793698,-1.209928867800695,2.1419053778124364,9.190860398181941,7.554239244709674,32.888548947497746,41.180211938522135,3.448166657303628,0.6246991416542322,4.481160556202879,110.88336394370704,0.6246991416542322,102.36158168759462,114.53090436182818,89.70609530518466,105.04717230993214,101.99549198523997,101.21718410300983,101.16807461629861,0.0,0.0,0.0,0.0,3.021213715073402,162.0,489.4366219415943,1005380.0587213892,2.0,,0.11306179347592739
BOS,116666.73838984413,1973.0,29.63570625100434,1973.0,1973.0,1629.0,5513.0,6223.0,1472.0,1060.0,235.0,30.0,147.0,738.0,692.0,581.0,49.0,799.0,31.0,44.0,54.0,143.0,114.0,45.0,0.2673390749471316,0.09336332914076811,0.12839466446697734,0.8403514463752209,0.33770600252675564,0.4014872048690342,0.73919320739579,0.13414812992190261,0.28737177372714123,0.2453800409175639,0.3341330004570244,8.012248216374477,60.65853801315859,3.601084640339791,5.178450578806768,13.682806692468835,-1.8158436924597467,2.0931461124143516,2.856661530101719,4.398859029041282,23.031473364026187,28.33482505765008,2.433209184034821,0.7977743887014911,3.9086141250809985,102.11668488266541,0.7977743887014911,103.05252188251022,104.53714493857656,97.02814091096397,102.87254361733041,105.2551832876496,109.93809240257588,101.76256849047438,0.0,0.0,0.0,0.0,2.9524374919443996,162.0,478.2948738550538,1006534.2281857625,3.0,,0.12034084111682469
CAL,118471.37696870526,1973.0,30.09245244426263,1973.0,1973.0,1508.0,4411.0,4889.0,1122.0,876.0,148.0,21.0,77.0,516.0,493.0,362.0,30.0,661.0,25.0,37.0,54.0,98.0,56.0,42.0,0.2543794414129679,0.07404377128799347,0.13520147240764982,0.5928193071918593,0.3119993012656985,0.35064845097504604,0.6626477522407446,0.09626900956207814,0.28184729391982,0.22499488706483944,0.30179024897071,-2.509125428717733,41.91486949210549,-1.181146141218984,-1.3663325833503783,11.545826635744646,-2.2430917619454958,1.7662386585144705,-3.609424345295874,-1.3905180204167373,8.312122928546504,7.134774732129337,0.8997781183631286,-0.20937187919775313,3.243651081741198,91.45572914344714,-0.20937187919775313,98.0569075353265,82.90540324736438,102.1720612036277,95.0417270877182,91.92713124929648,78.89510852593851,99.80626899913824,0.0,0.0,0.0,0.0,2.4913259538085493,162.0,403.5948046635304,1008290.5538965024,1.0,,0.13491258469421152
CHC,117815.29537807686,1973.0,30.400566672569507,1973.0,1973.0,1966.0,4983.0,5647.0,1235.0,919.0,190.0,21.0,105.0,578.0,520.0,542.0,75.0,814.0,16.0,34.0,72.0,135.0,61.0,56.0,0.24808934517637682,0.09598016590242607,0.1441473343086595,0.8592463294937135,0.32055065885372763,0.35841530249513015,0.6789659613488578,0.11032595731875332,0.27452809673313266,0.25872144498140603,0.30706901871914466,4.089635892532796,54.684828676260196,-1.5411330771116867,-3.9628121126261733,13.149725177218933,0.7345584514470876,0.9911699578638431,-3.2282536611790853,-2.1352018702964664,8.777439603607224,4.858999815271212,0.9680007038086386,-0.5940687931847795,3.101071331948673,81.61589917430246,-0.5940687931847795,94.47421342367616,106.27366601673384,112.17156801542646,96.68128362159068,91.81042412036373,86.33636001097094,96.83036526028948,0.0,0.0,0.0,0.0,2.8550343334478487,161.0,459.66052771383033,1007648.0270940323,17.0,,0.0
CHW,116657.28260117606,1973.0,25.822552749913523,1973.0,1973.0,1719.0,5159.0,5782.0,1326.0,970.0,211.0,37.0,108.0,626.0,571.0,505.0,28.0,894.0,31.0,42.0,45.0,135.0,81.0,69.0,0.2573099803291249,0.08734002015306122,0.15461777888896577,0.6293619833346592,0.3243359647803528,0.3755361636912833,0.699872128471636,0.11822618336215841,0.2902844934347977,0.2606364587046005,0.3185310576267837,2.1489931499294457,48.12332300198943,0.06636311845112644,-4.718041861269676,11.94875974374859,-1.1514505394297936,1.8278779031181163,-5.868676412830001,-0.5080969096055925,7.399864324431115,8.783372467169093,0.825828464898986,-0.5744600280567189,3.818268011824005,95.38876419073894,-0.5744600280567189,99.18655693597823,97.79296035933582,116.84500831603772,98.79974129536633,98.45177445532946,96.88961805460633,102.81178669992426,0.0,0.0,0.0,0.0,2.578269727122103,162.0,417.6796956070564,1006520.0985818056,4.0,,0.09338519787270842
CIN,117214.38566496794,1973.0,27.70935393720204,1973.0,1973.0,2091.0,5316.0,6083.0,1367.0,969.0,229.0,33.0,136.0,723.0,671.0,617.0,72.0,909.0,28.0,50.0,72.0,113.0,148.0,54.0,0.25632087959395033,0.10143021489676146,0.14943284509551208,0.8612440993286208,0.3333876875528522,0.38890872076919275,0.7222964083220451,0.13258784117524247,0.28071992375571264,0.2732204508647049,0.32565755481681374,11.219379602487333,62.50720602180737,10.928034184270047,4.966135130692093,13.329741132400162,-0.1524712309968838,1.0047387894787358,4.813663899695209,12.023024291828527,31.171168113402633,31.820376955810126,3.302763138559294,1.0949901075584816,4.295112773341127,103.97810525179982,1.0949901075584816,97.60884114747985,112.30821160386745,116.28460996356391,100.55305982369451,99.62151266801128,103.75755503947364,99.01431976024645,0.0,0.0,0.0,0.0,2.8762540011967777,162.0,465.9531481177051,1007065.6516521453,18.0,,0.0
CLE,115913.10067983167,1973.0,24.503237293622533,1973.0,1973.0,1701.0,5592.0,6178.0,1429.0,1037.0,205.0,29.0,158.0,680.0,636.0,471.0,26.0,793.0,32.0,43.0,40.0,125.0,60.0,68.0,0.2551832848214633,0.07623826431272257,0.12835869179135645,0.6770365671052121,0.31471082948413726,0.3868614144621237,0.7015722439462609,0.13167812964066042,0.2707394436388799,0.23017157642440922,0.3182209794572737,1.7042802304300417,51.02568184942275,-0.6856933823417136,-2.158141793460667,12.81866598309688,-1.796336100136155,1.9609530026924653,-3.954477893596822,-1.6539242245769237,9.171216867615598,9.282145770781826,0.9973831322084554,-0.9682308422352102,3.3893658413123164,94.86249763897317,-0.9682308422352102,98.36676904906317,85.36253537305065,97.00095627791414,95.86771715847172,101.42083880210545,107.91385904716734,95.87281596603214,0.0,0.0,0.0,0.0,2.765975645229848,162.0,448.08805438653286,1005791.6740045322,5.0,,0.12066776809809002
DET,117207.50618790308,1973.0,31.692870838417292,1973.0,1973.0,1637.0,5154.0,5737.0,1325.0,944.0,202.0,32.0,147.0,601.0,558.0,472.0,45.0,669.0,37.0,28.0,46.0,140.0,27.0,28.0,0.25720039804497113,0.08227296429074428,0.1166114688019871,0.7690217276989716,0.3220585572579745,0.3944587358657834,0.7165172931237579,0.13725833782081226,0.2701795607611992,0.22450758264598217,0.3238830072021707,-0.22180400444780066,48.61172968960197,-3.0970506201603496,-1.5257103015513334,12.691868776034097,-1.1488294547285085,1.9415560261076434,-2.674539756279842,-3.3730348411346123,8.585850204727286,14.09516502456061,0.9302191249473208,-0.2759842209742629,3.0143413245688664,97.65357255414742,-0.2759842209742629,99.14431570828673,92.11947422762086,88.1235530598217,98.10599376666573,103.41257713682583,112.48699355819105,95.67455321062069,0.0,0.0,0.0,0.0,2.7386156997524838,162.0,443.6557434199059,1007054.5731218407,6.0,,0.12430681526581837
HOU,118964.08876968334,1973.0,27.858453019553554,1973.0,1973.0,1823.0,5187.0,5779.0,1317.0,955.0,204.0,33.0,125.0,639.0,605.0,445.0,68.0,871.0,30.0,36.0,81.0,127.0,90.0,43.0,0.2533508736203495,0.07700294121681951,0.15071811682678665,0.6778580905935283,0.31324255346963137,0.37793196702958987,0.6911745204992212,0.12458109340924035,0.27991191015642847,0.24935109892195884,0.31051348562470227,4.9871269070731135,59.3631016615561,4.076915612291959,0.10641979581242429,14.132352994903819,0.18344389181310153,1.065236233738405,0.28986368762552583,4.465753731005307,19.953206647273056,17.89255917509973,2.135922780683563,0.38883811871334717,3.5771879816851424,92.9247307749387,0.38883811871334717,96.4778414343722,85.26120766973604,117.28477376204428,94.47708597026502,96.8097453989187,97.49181781459396,98.72932069135325,0.0,0.0,0.0,0.0,3.0494393285741475,162.0,494.0091711368749,1008772.8629520679,21.0,,0.0
