Throws,xMLBAMID,Name,Team,Season,Age,AgeR,SeasonMin,SeasonMax,W,L,ERA,G,GS,QS,CG,ShO,SV,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,GB,FB,LD,IFFB,Pitches,Balls,Strikes,RS,IFH,BU,BUH,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,TTO%,CFraming,Starting,Start-IP,Relieving,Relief-IP,RAR,WAR,Dollars,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,tERA,xFIP,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,Games,WPA/LI,Clutch,FB%1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,C+SwStr%,HLD,SD,MD,ERA-,FIP-,xFIP-,K%,BB%,K-BB%,SIERA,kwERA,RS/9,E-F,Pull,Cent,Oppo,Soft,Med,Hard,bipCount,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,LD%+,GB%+,FB%+,HRFB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,xERA,pb_o_CH,pb_s_CH,pb_c_CH,pb_o_CU,pb_s_CU,pb_c_CU,pb_o_FF,pb_s_FF,pb_c_FF,pb_o_SI,pb_s_SI,pb_c_SI,pb_o_SL,pb_s_SL,pb_c_SL,pb_o_KC,pb_s_KC,pb_c_KC,pb_o_FC,pb_s_FC,pb_c_FC,pb_o_FS,pb_s_FS,pb_c_FS,pb_overall,pb_stuff,pb_command,pb_xRV100,pb_ERA,sp_s_CH,sp_l_CH,sp_p_CH,sp_s_CU,sp_l_CU,sp_p_CU,sp_s_FF,sp_l_FF,sp_p_FF,sp_s_SI,sp_l_SI,sp_p_SI,sp_s_SL,sp_l_SL,sp_p_SL,sp_s_KC,sp_l_KC,sp_p_KC,sp_s_FC,sp_l_FC,sp_p_FC,sp_s_FS,sp_l_FS,sp_p_FS,sp_s_FO,sp_l_FO,sp_p_FO,sp_stuff,sp_location,sp_pitching,PPTV,CPTV,BPTV,DSV,DGV,BTV,rPPTV,rCPTV,rBPTV,rDSV,rDGV,rBTV,EBV,ESV,rFTeamV,rBTeamV,rTV,BReview,BOverturned,BCorrect%,wBReview,PReview,POverturned,PCorrect%,wPReview,CReview,COverturned,CCorrect%,wCReview,pfxFA%,pfxFT%,pfxFC%,pfxFS%,pfxFO%,pfxSI%,pfxSL%,pfxCU%,pfxKC%,pfxEP%,pfxCH%,pfxSC%,pfxKN%,pfxUN%,pfxSLO%,pfxST%,pfxCUO%,pfxCV%,pfxvFA,pfxvFT,pfxvFC,pfxvFS,pfxvFO,pfxvSI,pfxvSL,pfxvCU,pfxvKC,pfxvEP,pfxvCH,pfxvSC,pfxvKN,pfxvSLO,pfxvST,pfxvCUO,pfxvCV,pfxFA-X,pfxFT-X,pfxFC-X,pfxFS-X,pfxFO-X,pfxSI-X,pfxSL-X,pfxCU-X,pfxKC-X,pfxEP-X,pfxCH-X,pfxSC-X,pfxKN-X,pfxSLO-X,pfxST-X,pfxCUO-X,pfxCV-X,pfxFA-Z,pfxFT-Z,pfxFC-Z,pfxFS-Z,pfxFO-Z,pfxSI-Z,pfxSL-Z,pfxCU-Z,pfxKC-Z,pfxEP-Z,pfxCH-Z,pfxSC-Z,pfxKN-Z,pfxSLO-Z,pfxST-Z,pfxCUO-Z,pfxCV-Z,pfxwFA,pfxwFT,pfxwFC,pfxwFS,pfxwFO,pfxwSI,pfxwSL,pfxwCU,pfxwKC,pfxwEP,pfxwCH,pfxwSC,pfxwKN,pfxwSLO,pfxwST,pfxwCUO,pfxwCV,pfxwFA/C,pfxwFT/C,pfxwFC/C,pfxwFS/C,pfxwFO/C,pfxwSI/C,pfxwSL/C,pfxwCU/C,pfxwKC/C,pfxwEP/C,pfxwCH/C,pfxwSC/C,pfxwKN/C,pfxwSLO/C,pfxwST/C,pfxwCUO/C,pfxwCV/C,pfxaaFA,pfxaaFT,pfxaaFC,pfxaaFS,pfxaaFO,pfxaaSI,pfxaaSL,pfxaaCU,pfxaaKC,pfxaaEP,pfxaaCH,pfxaaSC,pfxaaKN,pfxaaSLO,pfxaaST,pfxaaCUO,pfxaaCV,pfxspFA,pfxspFT,pfxspFC,pfxspFS,pfxspFO,pfxspSI,pfxspSL,pfxspCU,pfxspKC,pfxspEP,pfxspCH,pfxspSC,pfxspKN,pfxspSLO,pfxspST,pfxspCUO,pfxspCV,pfxO-Swing%,pfxZ-Swing%,pfxSwing%,pfxO-Contact%,pfxZ-Contact%,pfxContact%,pfxZone%,pfxPace,AvgBatSpeed,FastSwing%,SwingLength,SquaredUpContact%,SquaredUpSwing%,BlastContact%,BlastSwing%,Swords,CompetitiveSwings,Tilt,AttackAngle,AttackDirection,IdealAttackAngle%,DepthInBox,DistanceOffPlate,scH-Swing%,scH-Contact%,scH-Zone%,scS-Swing%,scS-Contact%,scS-Zone%,scC-Swing%,scC-Contact%,scC-Zone%,scW-Swing%,scW-Contact%,scW-Zone%,scSI-Swing%,scSI-Contact%,scSI-Zone%,scSO-Swing%,scSO-Contact%,scSO-Zone%,scO-Swing%,scO-Contact%,scO-Zone%,scZ-Swing%,scZ-Contact%,scZ-Zone%,piCH%,piCS%,piCU%,piFA%,piFC%,piFS%,piKN%,piSB%,piSI%,piSL%,piXX%,pivCH,pivCS,pivCU,pivFA,pivFC,pivFS,pivKN,pivSB,pivSI,pivSL,pivXX,piCH-X,piCS-X,piCU-X,piFA-X,piFC-X,piFS-X,piKN-X,piSB-X,piSI-X,piSL-X,piXX-X,piCH-Z,piCS-Z,piCU-Z,piFA-Z,piFC-Z,piFS-Z,piKN-Z,piSB-Z,piSI-Z,piSL-Z,piXX-Z,piwCH,piwCS,piwCU,piwFA,piwFC,piwFS,piwKN,piwSB,piwSI,piwSL,piwXX,piwCH/C,piwCS/C,piwCU/C,piwFA/C,piwFC/C,piwFS/C,piwKN/C,piwSB/C,piwSI/C,piwSL/C,piwXX/C,piO-Swing%,piZ-Swing%,piSwing%,piO-Contact%,piZ-Contact%,piContact%,piZone%,piPace,Events,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Q,TG,TIP,PlayerNameRoute,PlayerName,positionDB,position,TeamName,TeamNameAbb,teamid,playerTeamId,playerid,EV90
R,113990.0,Cy Falkenberg,IND,1914,33.0,33 - 33,1914,1914,25.0,16.0,2.2181979994594183,49.0,43.0,,33.0,9.0,3.0,,377.1,,332.0,127.0,93.0,5.0,89.0,,5.0,9.0,0.0,236.0,,,,,,,,,,,,5.628975568520675,2.1227916338912713,2.65168539,7.918728342156203,0.11925795696018378,0.2378087313361781,1.1157244417830527,0.2830972887091405,0.71360382,2.104670737908995,,,,,,,,,,,,,,,73.81148529052734,8.953521728515625,,10.178112983703613,0.9016277194023132,0.32296353578567505,1.2245912551879883,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.33662942703313,70.09289078552221,,,,,,2.054791560949784,,0.11352726155042348,,,,,,,,,,,,,,135.4940331369732,72.13988844753897,187.82123995233823,90.35880321163866,49.60575805937435,92.6515606206396,85.77910989007398,98.81002270307158,106.30307884460832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.4034,157.0,377.33331298828125,Cy Falkenberg,Cy Falkenberg,P,P,IND,IND,1051,,1003913,
R,116635.0,Walter Johnson,WAS,1914,26.0,26 - 26,1914,1914,28.0,18.0,1.7192824170971561,51.0,40.0,,33.0,9.0,1.0,,371.2,,287.0,88.0,71.0,3.0,74.0,,11.0,14.0,1.0,225.0,,,,,,,,,,,,5.448430195026199,1.7919281530308386,3.04054054,6.949775404322307,0.07264573593368265,0.21496516191056378,0.9713003952614606,0.2565260457793507,0.77215878,2.0162119218482277,,,,,,,,,,,,,,,64.26454162597656,7.799615859985352,,12.020837783813477,2.677868604660034,1.5433528423309326,4.221221446990967,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.86092124524466,70.26510427988097,,,,,,1.9626542330054417,,-0.2969295047510716,,,,,,,,,,,,,,132.72345673292335,57.072172129985034,232.55371133349735,86.24298720080733,61.423458191396165,89.20026345299486,78.06400081412407,94.38686660362329,112.22580464053615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.3673,157.0,371.66668701171875,Walter Johnson,Walter Johnson,P,P,WAS,WAS,8,,1006511,
R,110127.0,Pete Alexander,PHI,1914,27.0,27 - 27,1914,1914,27.0,15.0,2.3830985915492957,46.0,39.0,,32.0,6.0,1.0,,355.0,,327.0,133.0,94.0,8.0,76.0,,11.0,1.0,0.0,214.0,,,,,,,,,,,,5.425352112676056,1.9267605633802818,2.81578947,8.290140845070422,0.2028169014084507,0.24621639936751752,1.1352112676056338,0.28840068709881567,0.69761668,2.2584780518437775,,,,,,,,,,,,,,,61.03847885131836,7.235326766967773,,6.029477596282959,0.39277884364128113,-1.598628282546997,-1.2058494091033936,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.74393355596986,73.12082774579383,,,,,,2.0683853436304855,,0.12462053970551823,,,,,,,,,,,,,,143.17916307719395,66.5292535949178,215.21233131829572,100.49827754143172,94.23994172234669,100.37559734762766,91.67129286701937,106.34736749341711,102.49341840683992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.30519,154.0,355.0,Pete Alexander,Grover Alexander,P,P,PHI,PHI,26,,1000128,
R,120843.0,Jack Quinn,BAL,1914,30.0,30 - 30,1914,1914,26.0,14.0,2.600194398148569,46.0,42.0,,27.0,4.0,1.0,,342.2,,335.0,129.0,99.0,3.0,65.0,,8.0,6.0,0.0,164.0,,,,,,,,,,,,4.307392740367326,1.7071983422187573,2.52307692,8.798637609896671,0.07879376964086572,0.257430904950669,1.1673151057906033,0.29268635235885126,0.69093611,2.2316626970628164,,,,,,,,,,,,,,,60.22918701171875,7.180496692657471,,7.231529712677002,0.6257709860801697,-0.5747383236885071,0.05103268846869469,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.56163057693614,75.7358001639379,,,,,,2.374193200085767,,0.3685317010857525,,,,,,,,,,,,,,103.68245653101465,58.01657402414308,178.7117873877394,100.39924719866005,32.77453993862917,100.29646498532276,89.74550255073244,102.1569130998305,102.92634862654933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.14167,160.0,342.66668701171875,Jack Quinn,Jack Quinn,P,P,BAL,BAL,1007,,1010605,
R,121538.0,Dick Rudolph,BSN,1914,26.0,26 - 26,1914,1914,26.0,10.0,2.354806881789897,42.0,36.0,,31.0,6.0,0.0,,336.1,,288.0,105.0,88.0,9.0,61.0,,4.0,7.0,0.0,138.0,,,,,,,,,,,,3.692765337352338,1.6323093157861785,2.26229508,7.706640704039662,0.24083252200123945,0.2329230329840869,1.0376611133139824,0.2560901865994844,0.72855464,2.5429795170211675,,,,,,,,,,,,,,,52.54910659790039,6.16921329498291,,8.911850929260254,1.3830713033676147,1.3595668077468872,2.742638111114502,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.69386239475973,80.04893607091842,,,,,,2.5286487536537785,,-0.18817263523127048,,,,,,,,,,,,,,97.45488209092198,56.36212536173441,172.90845184998767,93.42472351928946,111.90410010522385,94.95626055720527,83.79386157429236,94.43291366508318,107.03880436336703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.12869,158.0,336.33331298828125,Dick Rudolph,Dick Rudolph,P,P,BSN,BSN,16,,1011284,
R,119433.0,Earl Moseley,IND,1914,26.0,26 - 26,1914,1914,19.0,18.0,3.467368198282779,43.0,38.0,,29.0,4.0,1.0,,316.2,,303.0,149.0,122.0,5.0,123.0,,4.0,7.0,0.0,205.0,,,,,,,,,,,,5.826315415147293,3.495789249088376,1.66666667,8.611578394095755,0.14210525402798274,0.25334446945222067,1.3452630714649034,0.30223121973638345,0.6643026,2.549627043798558,,,,,,,,,,,,,,,48.13486862182617,5.6432600021362305,,3.7281036376953125,-0.7170850038528442,-1.1980715990066528,-1.915156602859497,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.13071651560928,83.1990000130181,,,,,,2.494856522607588,,0.9177411544842209,,,,,,,,,,,,,,140.2441642030242,118.79915222911525,118.05148552754785,98.26475714682982,59.10916998713594,98.70436773902111,103.42649539328141,105.48837758178375,98.95884786939061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.01699,157.0,316.66668701171875,Earl Moseley,Earl Moseley,P,P,IND,IND,1051,,1009239,
R,115760.0,Claude Hendrix,CWH,1914,25.0,25 - 25,1914,1914,29.0,10.0,1.6906077348066297,49.0,37.0,,34.0,6.0,5.0,,362.0,,262.0,91.0,68.0,6.0,77.0,,5.0,9.0,0.0,189.0,,,,,,,,,,,,4.698895027624309,1.9143646408839778,2.45454545,6.513812154696133,0.14917127071823205,0.20423435502478876,0.93646408839779,0.23532872481247244,0.75387366,2.28677156985794,,,,,,,,,,,,,,,48.318763732910156,5.605802059173584,,12.049120903015137,1.3343685865402222,5.108950138092041,6.443318843841553,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.162488854050316,85.1029336002765,,,,,,2.2538898517516635,,-0.5961638350513101,,,,,,,,,,,,,,113.10623590917588,65.05680983306375,173.85764235329665,74.32762499382605,62.04830397294649,79.57080305283864,71.99721807510745,82.13726365036186,112.30193699937627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.30573,157.0,362.0,Claude Hendrix,Claude Hendrix,P,P,CWH,CWH,1021,,1005638,
R,122931.0,George Suggs,BAL,1914,31.0,31 - 31,1914,1914,24.0,14.0,2.9029229406893062,46.0,38.0,,26.0,6.0,4.0,,319.1,,322.0,118.0,103.0,6.0,57.0,,10.0,3.0,1.0,132.0,,,,,,,,,,,,3.720250758941635,1.6064719186338878,2.31578947,9.075157154387927,0.16910230722461977,0.26339038634256207,1.1868476747802017,0.29137315744934705,0.71203363,2.482915703694122,,,,,,,,,,,,,,,47.47888946533203,5.545001029968262,,6.915539741516113,1.7988412380218506,-0.4283026158809662,1.370538592338562,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.70819590340324,83.32709637716252,,,,,,2.540686516617331,,0.4200072369951844,,,,,,,,,,,,,,89.54947014317214,54.59353765772775,164.02943253963608,103.55454865935569,70.33868727322825,102.61831098461032,91.2472052284264,101.69856600857672,106.06917354834802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.99583,160.0,319.33331298828125,George Suggs,George Suggs,P,P,BAL,BAL,1007,,1012673,
R,115182.0,Bob Groom,SLT,1914,29.0,29 - 29,1914,1914,13.0,20.0,3.238717104898332,42.0,34.0,,23.0,1.0,1.0,,280.2,,281.0,141.0,101.0,9.0,75.0,,4.0,9.0,0.0,167.0,,,,,,,,,,,,5.35510650017843,2.4049879491819297,2.22666667,9.010688182934963,0.28859855390183153,0.26200953394722026,1.2684084591240992,0.30340886867806177,0.63039724,2.5072017427741553,,,,,,,,,,,,,,,40.756752014160156,4.743897438049316,,1.9404083490371704,-1.6193222999572754,-1.1841669082641602,-2.8034892082214355,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.05061370943308,84.22994263209428,,,,,,2.279854600757895,,0.7315153621241768,,,,,,,,,,,,,,128.90178128413595,81.72990678959228,157.71678468067003,102.81890792853743,120.04356276134469,102.08032346541236,97.51776023372419,105.89941478808859,93.90808371758342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.82251,154.0,280.66668701171875,Bob Groom,Bob Groom,P,P,SLT,SLT,1071,,1005081,
L,117690.0,Dutch Leonard,BOS,1914,22.0,22 - 22,1914,1914,19.0,5.0,0.9614241799834105,36.0,25.0,,17.0,7.0,3.0,,224.2,,139.0,34.0,24.0,3.0,60.0,,8.0,2.0,0.0,176.0,,,,,,,,,,,,7.050443986545011,2.403560449958526,2.93333333,5.5682483757372525,0.1201780224979263,0.179921277228169,0.8857565361884199,0.2291259131260689,0.8530572,1.9507797127141737,,,,,,,,,,,,,,,38.75483703613281,4.666907787322998,,9.908951759338379,2.858348846435547,2.383695125579834,5.242043972015381,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.79029513586855,69.1054308680278,,,,,,1.582582029243612,,-0.9893555327307633,,,,,,,,,,,,,,171.74842365611084,76.55240836126119,224.35403974827705,69.09897737140645,101.61298038421344,74.65872696260057,71.18878907026024,84.3051898763743,123.98360663359078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.413,159.0,224.6667022705078,Dutch Leonard,Dutch Leonard,P,P,BOS,BOS,3,,1007532,
