,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,16,1897,Beaneaters,2B,848,135,1194.1,2784,1630,233,,,192,,,,,,,31,,0.95,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,1897,Colts,P,858,138,1197.0,2853,1754,322,,,268,,,,,,,29,,0.935,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,1897,Reds,2B,857,134,1156.2,2567,1518,205,,,225,,,,,,,14,,0.952,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,1897,Bridegrooms,2B,855,136,1194.2,2692,1669,308,,,209,,,,,,,28,,0.934,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,26,1897,Phillies,P,833,133,1155.1,2626,1498,251,,,148,,,,,,,25,,0.943,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,27,1897,Pirates,1B,847,134,1153.1,2660,1529,289,,,162,,,,,,,23,,0.935,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,28,1897,Browns,P,842,132,1127.1,2605,1769,298,,,197,,,,,,,23,,0.936,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30,1897,Giants,P,856,136,1187.1,2893,1670,341,,,258,,,,,,,33,,0.93,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1006,1897,Orioles,P,868,136,1197.2,2816,1685,236,,,248,,,,,,,39,,0.95,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1026,1897,Spiders,C,814,130,1118.2,2596,1530,203,,,170,,,,,,,17,,0.953,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1044,1897,Colonels,P,832,133,1138.0,2651,1707,319,,,197,,,,,,,44,,0.932,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1082,1897,Senators,P,843,133,1148.0,2644,1648,313,,,232,,,,,,,20,,0.932,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
