,teamIDfg,Season,Team,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM,OAA,Range
0,7,2013,Royals,2034,1458,13035.0,4345,1520,85,43,41,335,137,101,136,53,77,36,6,60,0.986,,2,5,15,15,30,67,2144,1805,0.842,548,,50,17.7,4.4,33.4,4.8,60.3,11.6,69,2.7,62.3,0.0,3.66,0.183,0.71,0.368,1.36,0.6629999999999999,1.04,0.8170000000000001,2.08,0.98,27.08,-9,3,-2,-9.0,,
1,2,2013,Orioles,2029,1458,13077.0,4359,1614,54,25,28,428,166,138,165,56,63,32,8,38,0.991,,3,7,5,6,7,26,2138,1807,0.845,499,,45,5.9,5.0,14.9,11.2,36.9,6.6,47,2.8,39.9,0.0,3.76,0.106,0.66,0.316,0.98,0.594,1.01,0.809,2.2,0.987,27.54,-2,-12,10,-4.0,,
2,13,2013,Rangers,2118,1467,13170.0,4390,1549,86,47,38,366,147,112,148,33,73,34,7,68,0.986,,1,3,8,0,12,29,2127,1775,0.835,506,,26,11.4,1.2,20.1,-2.2,30.5,6.0,67,-0.4,31.5,0.0,3.95,0.092,0.87,0.342,1.11,0.57,1.07,0.8320000000000001,1.9,0.98,26.95,-1,-2,3,-9.9,,
3,18,2013,Reds,2108,1458,13263.0,4421,1643,76,37,38,342,131,106,131,42,70,35,8,44,0.988,,0,-6,-1,1,25,28,2140,1822,0.851,477,,18,1.9,-2.7,22.0,2.6,23.8,3.5,53,1.8,23.8,0.0,4.15,0.092,0.76,0.348,1.15,0.589,0.9,0.845,1.87,0.982,27.61,-3,0,11,-8.8,,
4,15,2013,Diamondbacks,2135,1458,13455.0,4485,1733,75,41,34,338,137,107,137,76,48,22,10,84,0.988,,-1,-2,11,-5,61,69,2190,1833,0.837,559,,44,10.9,-1.0,-2.2,16.1,23.8,4.8,68,-5.4,22.8,0.0,3.93,0.109,0.92,0.397,1.26,0.56,1.16,0.846,2.21,0.986,28.15,6,-4,-5,8.6,,
5,3,2013,Red Sox,2100,1458,13086.0,4362,1517,80,40,38,343,143,114,142,44,133,43,15,47,0.987,,-3,-2,6,5,15,22,2084,1731,0.831,519,,20,-2.2,-2.7,21.4,8.2,24.7,2.6,68,3.6,21.7,0.0,3.93,0.057999999999999996,0.69,0.293,1.4,0.53,1.17,0.8809999999999999,1.94,0.982,26.49,8,-1,8,2.0,,
6,20,2013,Marlins,2030,1458,13140.0,4380,1687,88,49,38,361,144,115,144,37,90,37,16,53,0.986,,1,1,-6,-10,16,-10,2198,1857,0.845,522,,-5,-1.0,4.2,4.3,9.5,16.9,2.6,51,-3.7,17.9,0.0,3.43,0.10099999999999999,0.89,0.29100000000000004,1.27,0.565,1.24,0.8240000000000001,2.27,0.983,27.67,-14,0,-4,-14.9,,
7,9,2013,Yankees,2065,1458,13026.0,4342,1544,69,34,33,325,143,107,140,43,72,30,16,57,0.988,,2,-4,2,5,-7,24,2170,1765,0.813,561,,1,3.3,-2.2,5.3,8.7,15.1,2.3,73,2.0,17.1,0.0,3.53,0.055,0.73,0.342,1.17,0.607,1.17,0.838,1.97,0.983,27.04,15,-4,15,25.6,,
8,17,2013,Cubs,2063,1458,13032.0,4344,1602,100,59,40,294,129,88,129,44,107,42,13,59,0.983,,5,0,-2,-2,0,-2,2117,1800,0.85,517,,-13,-0.7,0.3,15.8,-5.1,10.3,1.4,69,1.1,15.3,0.0,3.37,0.094,1.06,0.305,1.41,0.568,1.11,0.8059999999999999,2.11,0.98,27.72,-14,5,8,-21.0,,
9,30,2013,Giants,2217,1458,13026.0,4342,1536,107,53,53,323,128,101,129,45,95,41,8,60,0.982,,0,-3,1,-8,10,5,2079,1741,0.837,502,,24,3.6,0.7,16.0,-5.7,14.7,2.7,61,-0.4,14.7,0.0,3.71,0.099,1.01,0.307,1.4,0.524,1.24,0.7959999999999999,2.06,0.982,26.93,9,4,-2,19.7,,
10,23,2013,Brewers,2129,1458,12984.0,4328,1627,114,62,52,351,155,110,155,62,99,30,10,51,0.981,,-1,-1,12,7,-6,44,2180,1786,0.819,589,,3,10.8,1.5,18.9,-16.6,14.7,4.3,74,5.5,13.7,0.0,3.43,0.14300000000000002,0.7,0.304,1.35,0.541,1.33,0.759,2.03,0.9790000000000001,28.03,26,-3,19,44.0,,
11,16,2013,Braves,2138,1458,13053.0,4351,1680,85,47,36,326,143,105,142,60,79,32,6,50,0.986,,1,3,-7,-10,43,38,2192,1843,0.841,468,,-13,-6.0,4.3,6.9,4.6,9.8,0.2,53,0.4,10.8,0.0,2.73,0.061,0.82,0.299,1.17,0.627,1.1,0.825,2.28,0.98,27.0,4,2,-3,4.2,,
12,22,2013,Dodgers,2228,1458,13053.0,4351,1723,109,63,43,391,162,119,161,58,63,40,10,66,0.982,,5,-2,-1,0,32,20,2060,1741,0.845,477,,8,1.2,-3.1,17.6,-10.2,5.5,0.8,59,-3.3,10.5,0.0,3.26,0.076,0.79,0.326,1.32,0.578,1.09,0.8340000000000001,1.75,0.9740000000000001,26.87,-11,2,-14,-3.9,,
13,12,2013,Rays,2241,1467,13176.0,4392,1593,59,25,33,329,148,105,148,63,119,33,10,69,0.99,,-1,0,-3,6,20,30,2138,1786,0.835,495,,35,-4.2,-2.9,4.5,13.3,10.7,0.5,56,-4.8,9.7,0.0,3.26,0.039,0.76,0.255,1.37,0.53,1.34,0.846,1.95,0.986,26.76,16,0,1,21.1,,
14,8,2013,Twins,2115,1458,13053.0,4351,1723,81,39,37,415,178,130,178,41,73,38,6,50,0.987,,3,0,10,9,-59,-43,2367,1989,0.84,463,,-15,9.7,0.9,-16.3,6.5,0.8,1.5,51,0.3,3.8,0.0,3.81,0.105,0.86,0.326,1.35,0.435,1.08,0.8170000000000001,2.29,0.98,29.25,-28,2,10,-24.2,,
15,25,2013,Mets,2195,1458,13290.0,4430,1642,93,50,42,327,127,96,127,49,87,29,11,47,0.985,,-3,-1,11,-3,-21,-24,2181,1817,0.833,543,,-35,12.9,-2.8,-6.1,-2.1,1.8,2.1,57,1.4,-1.2,0.0,3.5,0.111,1.08,0.317,1.39,0.602,1.08,0.7809999999999999,2.56,0.98,27.85,-12,-6,0,-16.3,,
16,5,2013,Indians,2151,1458,12972.0,4324,1503,98,50,45,338,137,112,137,47,84,31,10,71,0.983,,5,0,5,-2,-39,-31,2066,1734,0.839,439,,-30,8.5,2.4,-17.9,-1.1,-8.2,0.4,58,-4.7,-3.2,0.0,3.86,0.063,0.79,0.32799999999999996,1.16,0.521,0.96,0.775,2.09,0.977,25.8,2,1,5,-4.9,,
17,10,2013,Athletics,2125,1458,13068.0,4356,1377,97,49,48,277,114,87,113,58,87,27,15,56,0.983,,-3,-7,-7,-3,-27,-63,2172,1821,0.838,539,,-3,-5.2,-10.6,22.9,-7.8,-0.7,-2.0,47,-5.5,-3.7,0.0,3.34,0.084,0.95,0.27899999999999997,1.22,0.457,1.29,0.774,2.17,0.9790000000000001,28.21,-6,0,-5,-6.0,,
