,teamIDfg,Season,Team,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM,OAA,Range
18,19,2013,Rockies,2114,1458,12924.0,4308,1855,90,44,45,388,163,117,162,62,89,33,13,62,0.986,,-3,2,-12,0,-10,-34,2279,1907,0.837,494,,28,0.5,0.1,-11.5,10.0,-1.0,0.0,64,-1.4,-4.0,0.0,4.62,0.09,0.89,0.303,1.22,0.581,1.48,0.828,2.27,0.981,27.86,-16,1,-4,-11.0,,
19,29,2013,Padres,2277,1458,13095.0,4365,1698,83,38,44,301,145,95,143,55,107,43,7,51,0.986,,6,-3,-7,2,9,-4,2199,1829,0.832,521,,-24,-5.8,-7.4,-16.6,14.6,-15.2,-3.8,69,4.8,-9.2,0.0,3.68,0.075,0.93,0.335,1.76,0.5670000000000001,1.34,0.8740000000000001,2.31,0.9840000000000001,27.29,6,-5,-1,-3.0,,
20,4,2013,White Sox,2122,1458,13095.0,4365,1555,121,70,49,361,156,110,156,55,102,35,21,62,0.98,,3,4,0,-10,-43,-59,2186,1797,0.822,457,,-39,-1.0,3.8,-7.6,-10.6,-15.4,-1.7,57,-5.4,-12.4,0.0,3.13,0.052000000000000005,0.77,0.262,1.41,0.5870000000000001,1.09,0.8029999999999999,2.08,0.9740000000000001,27.37,3,2,-16,4.0,,
21,27,2013,Pirates,2187,1458,13236.0,4412,1924,106,57,49,378,155,115,155,74,95,43,7,81,0.984,,3,-4,1,4,20,45,2205,1816,0.824,559,,24,-1.6,-7.4,0.6,-8.6,-17.1,-3.1,89,2.5,-14.1,0.0,3.34,0.08,0.87,0.368,1.33,0.551,1.18,0.821,2.29,0.978,27.09,7,6,15,9.4,,
22,24,2013,Nationals,2037,1458,13011.0,4337,1549,107,44,61,350,148,115,148,55,95,20,5,43,0.982,,-4,4,-6,11,-18,-17,2127,1779,0.836,465,,12,0.6,6.6,-12.2,-11.6,-16.5,-1.2,62,5.6,-20.5,0.0,3.59,0.040999999999999995,0.97,0.35600000000000004,1.18,0.7240000000000001,1.23,0.8590000000000001,2.13,0.975,26.55,2,0,-5,-1.5,,
23,6,2013,Tigers,2105,1458,13164.0,4388,1507,76,34,41,342,136,108,137,40,128,29,14,63,0.987,,-11,3,-5,-5,-45,-72,2135,1770,0.829,452,,-22,-9.7,1.5,-12.5,11.1,-9.6,-2.7,59,-3.4,-20.6,0.0,3.22,0.064,1.09,0.207,1.45,0.479,0.96,0.769,1.95,0.988,25.83,4,3,-8,4.3,,
24,14,2013,Blue Jays,2135,1458,13068.0,4356,1605,111,52,59,365,145,120,145,65,87,29,30,54,0.982,,-5,3,16,3,-5,12,2182,1808,0.829,478,,-35,-1.6,1.8,-12.4,-8.8,-21.0,-2.7,74,-0.9,-26.0,0.0,3.75,0.052000000000000005,0.96,0.23399999999999999,1.11,0.555,1.1,0.818,2.14,0.977,27.72,11,4,-11,3.5,,
25,28,2013,Cardinals,2224,1458,13137.0,4379,1718,75,46,28,452,177,138,178,42,39,26,6,33,0.988,,1,5,-18,-3,-26,-38,2234,1855,0.83,499,,-21,-23.1,4.6,-18.2,8.9,-27.8,-8.5,56,6.4,-26.8,0.0,3.53,0.063,0.79,0.26,1.04,0.579,1.14,0.8440000000000001,2.24,0.982,27.08,14,5,-22,19.8,,
26,11,2013,Mariners,2064,1458,13185.0,4395,1646,88,49,39,368,150,119,149,40,89,30,11,74,0.986,,-2,-4,-15,-12,-51,-99,2315,1895,0.819,470,,-43,-14.3,3.4,-20.9,0.6,-31.2,-5.6,70,-2.5,-33.2,0.0,3.23,0.039,0.76,0.289,1.14,0.517,1.16,0.794,1.89,0.978,27.28,-10,0,-4,-15.2,,
27,1,2013,Angels,2128,1458,13119.0,4373,1500,112,68,42,328,135,99,136,59,131,35,7,74,0.981,,-5,-2,-9,-15,-40,-86,2290,1865,0.814,469,,-1,-9.1,-4.4,-10.7,-5.7,-29.9,-5.7,70,-1.2,-34.9,0.0,3.22,0.09300000000000001,1.07,0.263,1.71,0.581,1.17,0.812,1.7,0.975,27.98,-5,-2,-2,-6.9,,
28,26,2013,Phillies,2108,1458,12927.0,4309,1614,97,54,42,339,141,105,141,55,114,35,5,48,0.984,,-3,-1,4,5,-79,-93,2209,1810,0.819,449,,-23,-1.8,-3.2,-35.3,-1.4,-41.7,-5.9,62,4.3,-44.7,0.0,4.06,0.09300000000000001,0.97,0.25,1.44,0.496,1.29,0.747,1.98,0.985,27.23,-1,-1,-13,-7.2,,
29,21,2013,Astros,2086,1458,12960.0,4320,1635,125,65,58,414,169,132,168,58,98,37,14,61,0.979,,1,4,-6,4,-38,-52,2279,1864,0.818,504,,-8,-11.7,4.6,-24.2,-17.4,-48.7,-7.8,69,0.5,-47.7,0.0,4.47,0.064,0.94,0.298,1.41,0.5820000000000001,1.22,0.848,2.04,0.972,28.3,-3,0,-11,-1.3,,
