,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,16,1882,Red Caps,3B,523,85,749.0,1827,893,246,,,77,,,,,,,77,,0.917,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,1882,White Stockings,P,527,84,763.2,1812,982,295,,,120,,,,,,,68,,0.904,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,1882,Red Stockings,P,488,80,721.1,1711,1053,270,,,104,,,,,,,68,,0.911,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,27,1882,Alleghenys,C,488,79,696.2,1733,1048,302,,,90,,,,,,,86,,0.902,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,28,1882,Brown Stockings,1B,486,79,688.1,1706,974,370,,,97,,,,,,,136,,0.879,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1006,1882,Orioles,P,472,74,646.1,1550,984,395,,,102,,,,,,,107,,0.865,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1015,1882,Bisons,1B,512,84,737.0,1777,953,228,,,94,,,,,,,104,,0.923,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1018,1882,Blues,P,510,84,751.2,1825,1093,278,,,191,,,,,,,124,,0.913,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1031,1882,Wolverines,2B,532,86,793.0,1875,901,324,,,91,,,,,,,63,,0.895,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1044,1882,Eclipse,P,498,79,693.1,1739,1074,330,,,124,,,,,,,114,,0.895,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1060,1882,Athletics,1B,461,75,663.0,1632,1035,282,,,84,,,,,,,74,,0.904,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1064,1882,Grays,SS,513,84,752.0,1835,1035,295,,,151,,,,,,,78,,0.907,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1081,1882,Trojans,C,518,85,757.0,1845,1079,336,,,170,,,,,,,78,,0.897,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1089,1882,Ruby Legs,C,518,76,678.1,1780,1077,365,,,155,,,,,,,89,,0.887,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
