,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1931,Browns,P,1123,154,1362.0,3070,1835,189,,,420,,,,,,,6,,0.963,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1931,Red Sox,2B,1158,153,1366.2,3076,1962,161,,,318,,,,,,,10,,0.969,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1931,White Sox,P,1169,156,1390.1,3053,1778,192,,,336,,,,,,,9,,0.962,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1931,Indians,1B,1128,155,1354.2,3041,1870,198,,,370,,,,,,,7,,0.961,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1931,Tigers,3B,1068,154,1384.1,3062,1750,168,,,353,,,,,,,7,,0.966,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1931,Senators,2B,1122,156,1394.1,3096,1650,116,,,373,,,,,,,7,,0.976,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1931,Yankees,SS,1103,155,1410.1,3159,1637,134,,,343,,,,,,,0,,0.973,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1931,Athletics,2B,1053,153,1365.1,2999,1582,124,,,391,,,,,,,10,,0.974,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1931,Braves,P,1153,156,1380.1,3011,1848,142,,,379,,,,,,,9,,0.972,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1931,Cubs,3B,1131,156,1385.2,3101,1807,142,,,360,,,,,,,15,,0.972,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1931,Reds,P,1126,154,1345.0,2868,1778,140,,,501,,,,,,,9,,0.971,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1931,Robins,SS,1108,153,1356.0,3013,1773,143,,,404,,,,,,,10,,0.971,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1931,Phillies,P,1137,155,1360.1,2991,1753,172,,,389,,,,,,,9,,0.965,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1931,Pirates,C,1075,155,1390.0,2902,1742,162,,,424,,,,,,,7,,0.966,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1931,Cardinals,P,1110,154,1384.2,3083,1759,123,,,441,,,,,,,6,,0.975,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1931,Giants,P,1103,153,1360.2,3048,1730,136,,,329,,,,,,,8,,0.972,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
