,teamIDfg,Season,Team,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM,OAA,Range
0,7,2014,Royals,2089,1458,13056.0,4352,1512,104,47,55,301,122,90,122,45,69,29,6,58,0.983,,4,-4,5,6,24,27,2286,1880,0.822,541,,42,9.9,-7.1,41.8,7.2,51.8,7.1,81,1.7,55.8,0.0,2.97,0.051,1.98,0.33299999999999996,1.53,0.632,0.95,0.7959999999999999,2.35,0.976,27.72,-9,4,-5,-13.1,,
1,3,2014,Red Sox,2119,1458,13191.0,4397,1610,92,45,44,366,156,120,155,36,87,33,18,51,0.985,,2,-8,10,5,35,51,2247,1838,0.818,514,,-2,9.5,-4.0,29.2,11.8,46.4,7.2,70,-2.5,48.4,0.0,3.06,0.062,2.09,0.257,1.83,0.69,1.42,0.7929999999999999,2.46,0.9790000000000001,27.06,9,-3,8,14.0,,
2,2,2014,Orioles,2123,1458,13152.0,4384,1603,87,42,45,368,160,116,160,51,84,32,9,42,0.986,,0,11,9,12,21,58,2196,1815,0.827,546,,40,14.2,6.6,20.7,-0.2,41.3,8.6,66,1.6,41.3,0.0,2.73,0.054000000000000006,2.03,0.3,1.5,0.527,1.12,0.8029999999999999,2.13,0.978,28.03,1,2,8,6.0,,
3,18,2014,Reds,2043,1458,13014.0,4338,1588,72,34,36,287,120,92,120,31,71,38,13,45,0.988,,0,-1,4,11,28,65,2165,1805,0.834,421,,34,5.7,-1.1,19.7,9.4,33.7,5.6,72,1.1,33.7,0.0,2.01,0.068,1.76,0.336,1.49,0.619,1.05,0.794,2.33,0.9840000000000001,26.36,-7,2,18,-0.7,,
4,1,2014,Angels,2251,1458,13344.0,4448,1483,83,37,46,314,129,96,129,38,106,39,5,74,0.986,,-2,3,-4,5,-5,-9,2219,1845,0.831,431,,15,-5.2,3.6,13.2,12.6,24.2,2.8,74,-4.3,22.2,0.0,2.49,0.019,2.16,0.242,1.32,0.586,1.16,0.8029999999999999,2.03,0.978,27.25,13,-1,-10,9.7,,
5,16,2014,Braves,2043,1458,13095.0,4365,1527,85,49,36,362,143,117,143,29,100,29,18,75,0.986,,-2,4,0,-8,1,-14,2157,1738,0.806,498,,-6,-1.4,6.5,19.8,-0.6,24.2,3.6,82,-6.2,22.2,0.0,2.48,0.040999999999999995,1.97,0.314,1.69,0.586,1.11,0.804,1.99,0.983,26.42,-9,1,-5,-18.7,,
6,13,2014,Rangers,2053,1458,12837.0,4279,1413,106,54,51,361,155,109,155,45,85,36,9,61,0.982,,1,3,5,-8,-46,-43,2215,1791,0.809,502,,15,5.0,4.2,3.5,-1.8,10.9,2.4,70,-2.6,11.9,0.0,2.58,0.042,2.12,0.257,1.52,0.574,1.15,0.79,2.29,0.976,27.47,-7,-1,8,-10.4,,
7,24,2014,Nationals,2054,1458,13236.0,4412,1624,100,46,51,332,142,103,142,41,60,36,6,37,0.984,,7,7,1,6,-4,17,2216,1825,0.824,431,,25,5.8,9.7,-9.1,-4.3,2.2,2.4,61,2.7,9.2,0.0,2.5,0.061,1.8,0.319,1.6,0.632,1.14,0.8190000000000001,2.21,0.978,26.96,1,-1,-14,-5.6,,
8,10,2014,Athletics,2167,1458,13170.0,4390,1634,111,55,56,382,152,130,152,42,100,28,10,59,0.982,,-4,-3,9,10,17,28,2210,1849,0.837,483,,7,-1.9,-1.0,19.3,-4.7,11.7,0.9,65,-3.6,7.7,0.0,2.6,0.057999999999999996,1.9,0.221,1.45,0.6,1.05,0.807,2.44,0.978,27.18,-3,2,4,-18.0,,
9,12,2014,Rays,2148,1458,13173.0,4391,1309,88,44,44,221,102,76,100,44,82,26,9,65,0.985,,-1,-4,-4,-4,-16,-26,2096,1702,0.812,500,,25,1.7,-4.9,10.2,-0.1,6.9,0.3,73,-3.0,5.9,0.0,1.95,0.042,2.15,0.299,1.37,0.6859999999999999,1.02,0.828,2.04,0.978,26.02,9,1,1,24.2,,
