,teamIDfg,Season,Team,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM,OAA,Range
10,20,2014,Marlins,2079,1458,13119.0,4373,1699,97,46,50,369,154,115,154,39,109,34,9,56,0.984,,-2,-3,2,-2,4,-33,2378,1908,0.802,503,,-11,7.2,-1.4,-4.6,4.9,6.1,1.9,84,2.0,4.1,0.0,2.86,0.037000000000000005,2.17,0.242,1.78,0.555,1.19,0.7859999999999999,2.48,0.9790000000000001,27.54,-15,4,-15,-31.2,,
11,17,2014,Cubs,2174,1458,13170.0,4390,1668,103,55,46,318,137,100,137,47,114,38,13,64,0.983,,2,1,-10,-8,10,-38,2219,1829,0.824,426,,-16,-5.1,1.8,10.3,-6.6,0.4,-0.7,97,1.9,2.4,0.0,2.87,0.028999999999999998,2.07,0.251,1.71,0.6,1.15,0.8190000000000001,2.59,0.976,26.36,-16,-4,-11,-22.4,,
12,9,2014,Yankees,2120,1458,13077.0,4359,1474,92,48,44,237,109,72,108,25,77,38,15,49,0.984,,0,-4,-4,-4,-7,7,2105,1705,0.81,547,,-13,-1.3,-6.6,16.3,-6.3,2.0,-0.8,91,4.2,2.0,0.0,2.83,0.036000000000000004,1.97,0.35,1.43,0.618,1.02,0.81,2.16,0.976,26.23,14,1,13,20.1,,
13,22,2014,Dodgers,2197,1458,13182.0,4394,1706,107,59,46,354,145,106,145,37,86,38,12,64,0.983,,2,5,9,-8,18,6,2194,1820,0.83,391,,-3,6.2,2.7,-1.0,-8.4,-0.5,1.5,72,-4.0,1.5,0.0,2.79,0.044000000000000004,1.83,0.322,1.8,0.622,0.98,0.778,2.3,0.975,26.11,-8,-1,-14,-13.2,,
14,11,2014,Mariners,2125,1458,13068.0,4356,1609,82,48,34,330,140,106,139,30,92,35,11,80,0.986,,2,-1,-2,-7,14,8,2113,1761,0.833,499,,16,-10.9,3.4,-3.0,9.5,-0.9,-2.3,95,-2.6,1.1,0.0,2.08,0.032,1.86,0.262,1.64,0.5660000000000001,0.99,0.7859999999999999,2.15,0.9840000000000001,26.57,23,-4,-4,17.3,,
15,30,2014,Giants,2199,1458,13041.0,4347,1699,100,47,52,379,157,123,155,22,107,47,11,49,0.984,,-1,9,-2,1,-4,20,2186,1831,0.838,494,,32,-1.9,4.7,3.6,-4.8,1.7,0.2,60,-2.3,0.7,0.0,2.24,0.035,2.02,0.263,1.6,0.603,1.16,0.84,2.25,0.975,26.97,15,1,8,19.6,,
16,28,2014,Cardinals,2163,1458,13038.0,4346,1617,88,53,34,375,146,120,147,38,54,29,7,44,0.985,,0,6,-3,1,48,54,2109,1736,0.823,493,,-7,-9.1,4.8,5.4,-2.2,-1.0,-1.5,59,0.0,-1.0,0.0,2.5,0.034,2.06,0.292,1.37,0.561,1.23,0.838,2.1,0.978,27.23,-18,2,3,-3.9,,
17,25,2014,Mets,2114,1458,13173.0,4391,1617,104,54,46,405,161,140,160,49,85,25,16,56,0.983,,-3,-4,2,-7,30,12,2197,1800,0.819,494,,-28,0.5,0.0,-3.0,3.8,1.3,0.3,73,-2.5,-1.7,0.0,2.75,0.034,2.05,0.25,1.6,0.581,1.17,0.7909999999999999,2.3,0.976,26.55,-1,-3,-6,1.7,,
18,14,2014,Blue Jays,2224,1458,12987.0,4329,1528,87,41,45,319,131,101,131,37,94,24,18,43,0.985,,-3,1,11,5,-23,-28,2255,1847,0.819,489,,-35,8.2,-0.5,-8.5,1.9,1.1,1.3,91,4.9,-1.9,0.0,2.85,0.017,1.79,0.267,1.46,0.6,1.2,0.813,2.51,0.98,27.04,-14,0,-4,-23.6,,
19,29,2014,Padres,2218,1458,12948.0,4316,1560,101,48,53,276,126,84,124,56,116,40,21,57,0.983,,1,-10,-9,-6,50,42,2152,1775,0.825,487,,-30,-7.1,-9.0,14.2,-2.8,-4.8,-3.0,94,0.9,-3.8,0.0,2.33,0.059000000000000004,2.21,0.308,2.08,0.5670000000000001,1.34,0.802,2.37,0.982,25.95,18,0,4,33.4,,
20,23,2014,Brewers,2138,1458,13119.0,4373,1602,99,48,50,312,132,102,132,41,96,35,7,44,0.984,,0,-8,-6,-1,-14,0,2253,1835,0.814,499,,12,-5.3,-7.0,12.4,-5.9,-5.8,-2.5,94,8.4,-5.8,0.0,2.78,0.077,2.48,0.245,1.59,0.627,1.26,0.818,1.87,0.98,27.31,25,1,8,24.5,,
21,15,2014,Diamondbacks,2035,1458,12999.0,4333,1645,101,51,49,341,149,109,149,39,75,34,6,50,0.983,,-3,1,8,-1,3,17,2152,1764,0.82,484,,22,9.8,0.5,-18.2,4.0,-4.0,1.2,70,1.3,-7.0,0.0,2.65,0.064,2.34,0.308,1.56,0.5760000000000001,1.32,0.764,2.42,0.982,25.96,19,-1,-2,20.5,,
22,19,2014,Rockies,2200,1458,12879.0,4293,1809,106,45,58,405,168,126,168,49,85,16,20,72,0.983,,-3,0,-8,-5,22,-10,2383,1949,0.818,479,,11,-10.3,-1.6,-14.2,16.2,-9.9,-3.1,91,-3.7,-12.9,0.0,2.52,0.057,2.12,0.251,1.87,0.612,1.39,0.833,2.52,0.982,27.14,-16,-3,1,-14.2,,
23,27,2014,Pirates,2174,1458,13107.0,4369,1839,109,43,66,369,152,117,150,43,107,49,9,71,0.983,,6,3,4,-2,3,37,2246,1828,0.814,491,,18,-2.1,0.8,-17.2,-3.6,-22.1,-3.6,97,1.0,-16.1,0.0,2.38,0.062,2.11,0.295,1.56,0.602,1.18,0.774,2.3,0.98,26.97,16,2,8,17.4,,
24,6,2014,Tigers,2157,1458,13086.0,4362,1539,101,56,44,361,154,109,154,26,111,51,8,43,0.983,,1,1,-10,2,-42,-68,2333,1882,0.807,440,,-17,-6.5,0.2,-14.2,3.4,-17.1,-3.1,76,4.0,-16.1,0.0,2.97,0.032,2.21,0.262,1.68,0.5479999999999999,1.15,0.7959999999999999,2.35,0.978,27.02,-12,-2,-8,-15.0,,
25,26,2014,Phillies,2072,1458,13215.0,4405,1674,83,52,28,305,135,96,133,40,115,46,8,49,0.987,,4,-5,1,-9,-27,-33,2306,1916,0.831,459,,-23,-6.8,-9.2,-18.3,7.0,-27.3,-5.6,86,4.8,-23.3,0.0,2.48,0.037000000000000005,2.16,0.223,1.75,0.6970000000000001,1.32,0.774,2.3,0.98,27.34,-12,5,8,-11.0,,
26,4,2014,White Sox,2070,1458,12969.0,4323,1682,107,68,38,438,171,140,170,31,93,32,17,75,0.982,,-1,8,-3,3,-48,-45,2320,1847,0.796,531,,-24,-2.3,7.6,-28.2,-2.6,-25.6,-2.8,82,-5.9,-26.6,0.0,2.96,0.037000000000000005,2.19,0.251,1.87,0.617,1.28,0.7829999999999999,2.26,0.975,27.25,3,4,-5,1.7,,
27,8,2014,Twins,2095,1458,12915.0,4305,1579,97,47,49,342,136,112,136,27,100,22,8,50,0.984,,-9,-1,2,11,-75,-90,2414,1997,0.827,428,,-34,3.5,-1.2,-26.3,4.2,-19.9,-2.2,67,0.0,-28.9,0.0,2.75,0.044000000000000004,2.25,0.209,1.53,0.46799999999999997,1.26,0.747,2.45,0.98,28.67,-28,0,8,-28.2,,
28,21,2014,Astros,2036,1458,12948.0,4316,1704,106,69,36,373,151,112,151,38,109,32,14,57,0.983,,-3,2,-1,7,-6,6,2166,1712,0.79,643,,-25,-11.6,0.2,-21.6,-16.1,-49.2,-9.2,82,0.0,-52.2,0.0,3.03,0.040999999999999995,2.21,0.313,1.79,0.513,1.15,0.797,2.46,0.976,27.42,9,-3,14,9.7,,
29,5,2014,Indians,2191,1458,13215.0,4405,1599,116,58,57,327,142,103,142,41,95,44,9,56,0.981,,4,-5,4,8,-66,-55,2211,1785,0.807,443,,-27,1.7,-1.6,-52.2,-7.5,-59.6,-7.8,86,2.6,-55.6,0.0,2.38,0.057,1.76,0.257,1.83,0.434,1.13,0.755,2.2,0.975,25.79,2,-4,-5,4.0,,
