,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1991,Angels,1B,1902,1458,12975.0,4324,1858,102,,,424,,,,,89,72,23,49,0.984,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1991,Orioles,P,2071,1458,13119.0,4372,1807,91,,,455,,,,,111,51,8,49,0.985,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1991,Red Sox,P,1977,1458,12957.0,4319,1768,116,,,451,,,,,97,53,11,42,0.981,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1991,White Sox,P,2167,1458,13302.0,4434,1740,116,,,402,,,,,96,66,20,44,0.982,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1991,Indians,P,1972,1458,12972.0,4324,1712,149,,,408,,,,,102,47,19,48,0.976,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1991,Tigers,RF,2006,1458,13053.0,4350,1795,104,,,462,,,,,88,58,12,50,0.983,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1991,Royals,P,2056,1458,13194.0,4398,1694,125,,,381,,,,,94,56,11,47,0.98,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1991,Twins,P,2109,1458,13044.0,4348,1779,95,,,425,,,,,118,43,12,57,0.985,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1991,Yankees,P,2015,1458,12996.0,4331,1752,133,,,489,,,,,134,50,13,53,0.979,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1991,Athletics,P,2169,1458,12999.0,4333,1608,107,,,392,,,,,116,60,8,60,0.982,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1991,Mariners,LF,2163,1458,13179.0,4394,1782,110,,,512,,,,,84,44,24,82,0.983,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13,1991,Rangers,1B,2233,1458,13311.0,4437,1712,134,,,367,,,,,107,58,15,77,0.979,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,1991,Blue Jays,CF,1986,1458,13164.0,4388,1686,127,,,299,,,,,118,53,21,55,0.98,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,16,1991,Braves,CF,2145,1458,13074.0,4358,1834,138,,,330,,,,,149,59,14,66,0.978,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,17,1991,Cubs,2B,2158,1440,13110.0,4370,1829,113,,,312,,,,,139,64,19,48,0.982,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,18,1991,Reds,P,2035,1458,12960.0,4321,1615,125,,,346,,,,,140,60,20,60,0.979,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,21,1991,Astros,1B,2123,1458,13077.0,4359,1617,161,,,329,,,,,143,60,16,46,0.974,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,22,1991,Dodgers,C,2161,1458,13122.0,4374,1795,123,,,323,,,,,145,60,8,48,0.98,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,23,1991,Brewers,2B,1967,1458,13173.0,4391,1770,118,,,469,,,,,115,47,16,53,0.981,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,24,1991,Expos,SS,2002,1449,12963.0,4320,1796,133,,,341,,,,,149,81,22,51,0.979,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,25,1991,Mets,RF,2072,1449,12936.0,4312,1766,143,,,291,,,,,134,74,12,59,0.977,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,26,1991,Phillies,C,2001,1458,13167.0,4389,1623,119,,,297,,,,,151,48,9,81,0.981,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,27,1991,Pirates,P,2065,1458,13110.0,4370,1846,120,,,357,,,,,142,74,9,40,0.981,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,28,1991,Cardinals,P,2060,1458,12918.0,4306,1688,107,,,346,,,,,121,81,8,33,0.982,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,29,1991,Padres,C,1989,1458,13074.0,4358,1730,113,,,345,,,,,109,65,9,49,0.982,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,30,1991,Giants,P,2120,1458,12978.0,4326,1753,109,,,404,,,,,129,83,9,44,0.982,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
