,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,16,1891,Beaneaters,3B,868,140,1241.2,2960,1609,293,,,218,,,,,,,36,,0.94,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,1891,Colts,C,862,137,1220.2,2948,1765,325,,,253,,,,,,,63,,0.935,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,1891,Reds,P,853,138,1218.2,2985,1847,333,,,234,,,,,,,61,,0.936,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,1891,Grooms,2B,851,137,1204.2,2798,1572,374,,,162,,,,,,,36,,0.921,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,26,1891,Phillies,SS,882,138,1229.1,2877,1718,360,,,252,,,,,,,53,,0.927,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,27,1891,Pirates,SS,855,137,1197.2,2860,1627,377,,,175,,,,,,,64,,0.922,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,28,1891,Browns,3B,925,141,1222.2,2984,1626,392,,,215,,,,,,,73,,0.922,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30,1891,Giants,C,856,136,1204.0,3021,1680,309,,,246,,,,,,,73,,0.938,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1006,1891,Orioles,1B,872,139,1217.0,2867,1654,403,,,237,,,,,,,58,,0.918,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1013,1891,Reds,3B,897,139,1219.2,3013,1802,321,,,266,,,,,,,59,,0.938,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1023,1891,Kelly's Killers,P,674,102,902.0,2129,1292,332,,,147,,,,,,,45,,0.912,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1025,1891,Solons,3B,859,124,1093.0,2948,1757,305,,,292,,,,,,,59,,0.939,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1026,1891,Spiders,3B,882,141,1244.0,2952,1785,397,,,207,,,,,,,55,,0.923,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1044,1891,Colonels,3B,887,140,1226.0,2895,1684,390,,,261,,,,,,,98,,0.922,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1047,1891,Brewers,C,219,36,309.2,757,426,102,,,38,,,,,,,12,,0.921,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1062,1891,Athletics,C,866,142,1233.2,2939,1616,329,,,183,,,,,,,63,,0.933,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1082,1891,Statesmen,1B,877,139,1181.0,2890,1701,463,,,220,,,,,,,73,,0.908,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
