,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1923,Browns,C,1089,151,1373.1,3060,1718,145,,,367,,,,,,,7,,0.971,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1923,Red Sox,2B,1095,154,1372.0,3096,1885,187,,,309,,,,,,,13,,0.964,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1923,White Sox,2B,1100,156,1397.0,3067,1885,133,,,347,,,,,,,6,,0.974,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1923,Indians,C,1132,153,1376.0,3106,1983,190,,,362,,,,,,,18,,0.964,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1923,Tigers,P,1171,155,1373.2,3089,1959,157,,,263,,,,,,,11,,0.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1923,Senators,P,1100,155,1374.2,3144,1967,176,,,458,,,,,,,10,,0.967,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1923,Yankees,2B,1046,152,1380.2,3083,1828,108,,,320,,,,,,,21,,0.978,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1923,Athletics,P,1094,153,1364.2,3005,1896,187,,,337,,,,,,,23,,0.963,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1923,Braves,2B,1144,155,1392.2,3024,1951,176,,,396,,,,,,,16,,0.966,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1923,Cubs,1B,1068,154,1366.2,3016,1893,180,,,362,,,,,,,7,,0.965,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1923,Reds,P,1051,154,1391.1,3146,2019,173,,,348,,,,,,,13,,0.968,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1923,Robins,P,1078,155,1396.2,3194,1997,226,,,351,,,,,,,20,,0.958,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1923,Phillies,1B,1143,155,1376.1,3051,1909,174,,,441,,,,,,,19,,0.966,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1923,Pirates,1B,1048,154,1376.1,2962,1891,143,,,390,,,,,,,5,,0.971,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1923,Cardinals,C,1138,154,1398.1,2998,1847,190,,,352,,,,,,,14,,0.962,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1923,Giants,P,1145,153,1378.0,3179,1942,140,,,349,,,,,,,7,,0.973,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
