,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1989,Angels,2B,1806,1458,13089.0,4365,1887,96,,,470,,,,,111,42,14,51,0.985,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1989,Orioles,P,1939,1458,13035.0,4347,1796,87,,,451,,,,,114,51,8,38,0.986,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1989,Red Sox,1B,1927,1458,13143.0,4381,1710,127,,,434,,,,,161,58,11,40,0.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1989,White Sox,CF,2001,1449,12798.0,4266,1719,151,,,471,,,,,102,53,16,55,0.975,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1989,Indians,1B,1907,1458,13077.0,4359,1750,118,,,330,,,,,126,50,17,43,0.981,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1989,Tigers,LF,1965,1458,12846.0,4282,1762,129,,,418,,,,,126,65,10,50,0.979,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1989,Royals,P,2046,1458,13065.0,4357,1761,114,,,375,,,,,79,56,12,56,0.982,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1989,Twins,2B,2095,1458,12864.0,4287,1600,107,,,373,,,,,115,49,8,46,0.982,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1989,Yankees,2B,1902,1449,12732.0,4245,1743,122,,,487,,,,,81,51,7,42,0.98,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1989,Athletics,C,2005,1458,13035.0,4345,1641,129,,,416,,,,,89,48,13,71,0.979,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1989,Mariners,2B,1999,1458,12942.0,4313,1776,143,,,462,,,,,115,52,10,47,0.977,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13,1989,Rangers,1B,2018,1458,12906.0,4303,1651,136,,,362,,,,,140,51,42,65,0.978,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,1989,Blue Jays,CF,1884,1458,13203.0,4403,1864,126,,,431,,,,,115,54,16,58,0.98,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,16,1989,Braves,P,1989,1449,13029.0,4341,1722,151,,,342,,,,,108,78,14,48,0.976,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,17,1989,Cubs,P,2016,1458,13143.0,4380,1725,123,,,338,,,,,87,56,12,44,0.98,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,18,1989,Reds,P,2053,1458,13179.0,4393,1672,120,,,292,,,,,141,65,8,39,0.981,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,21,1989,Astros,P,1995,1458,13314.0,4438,1654,141,,,324,,,,,170,40,14,50,0.977,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,22,1989,Dodgers,2B,1988,1440,13170.0,4390,1667,119,,,395,,,,,99,72,10,53,0.981,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,23,1989,Brewers,P,1927,1458,12891.0,4298,1804,155,,,440,,,,,113,46,11,35,0.975,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,24,1989,Expos,RF,2049,1458,13215.0,4401,1822,135,,,343,,,,,166,70,11,40,0.979,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,25,1989,Mets,LF,1971,1458,13089.0,4363,1462,144,,,282,,,,,158,57,11,50,0.976,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,26,1989,Phillies,C,2086,1467,12900.0,4299,1768,132,,,374,,,,,113,66,6,91,0.979,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,27,1989,Pirates,P,2022,1476,13389.0,4461,1757,160,,,341,,,,,190,56,19,55,0.975,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,28,1989,Cardinals,1B,2047,1476,13149.0,4383,1856,111,,,358,,,,,133,55,12,40,0.983,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,29,1989,Padres,3B,1965,1458,13116.0,4373,1823,154,,,385,,,,,68,44,14,42,0.976,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,30,1989,Giants,P,2153,1458,13113.0,4371,1725,114,,,361,,,,,96,56,11,37,0.982,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
