,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1907,Browns,1B,980,155,1381.1,3314,2095,230,,,223,,,,,,,13,,0.959,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1907,Americans,1B,1023,155,1414.0,3425,2105,246,,,232,,,,,,,23,,0.957,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1907,White Sox,SS,1026,157,1406.1,3485,2355,206,,,244,,,,,,,24,,0.966,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1907,Naps,1B,1007,158,1392.2,3362,2122,222,,,331,,,,,,,30,,0.961,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1907,Tigers,1B,990,153,1370.2,3179,1880,230,,,156,,,,,,,26,,0.957,-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1907,Senators,P,1041,154,1351.1,3212,1910,261,,,156,,,,,,,25,,0.952,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1907,Highlanders,1B,1019,152,1333.2,3200,1918,283,,,197,,,,,,,24,,0.948,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1907,Athletics,1B,998,150,1354.2,3402,1913,240,,,157,,,,,,,14,,0.957,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1907,Doves,P,971,152,1338.2,3250,2044,210,,,283,,,,,,,25,,0.962,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1907,Cubs,C,996,155,1373.1,3321,2013,175,,,269,,,,,,,6,,0.968,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1907,Reds,P,991,156,1351.1,3073,1800,189,,,270,,,,,,,14,,0.963,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1907,Superbas,1B,978,153,1356.1,3183,1951,218,,,228,,,,,,,17,,0.959,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1907,Phillies,P,951,149,1299.1,3033,1821,223,,,253,,,,,,,20,,0.956,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1907,Pirates,1B,1013,157,1363.0,3114,1867,225,,,170,,,,,,,21,,0.957,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1907,Cardinals,C,975,155,1365.2,3329,2044,299,,,243,,,,,,,25,,0.947,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1907,Giants,1B,1034,155,1371.0,3240,1839,200,,,161,,,,,,,19,,0.962,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
