,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1920,Browns,C,1052,154,1378.2,3040,1886,192,,,265,,,,,,,6,,0.962,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1920,Red Sox,1B,1052,154,1395.1,3229,2041,147,,,312,,,,,,,12,,0.973,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1920,White Sox,2B,1013,154,1386.1,3114,1852,166,,,315,,,,,,,8,,0.968,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1920,Indians,P,1064,154,1377.0,3136,1925,153,,,279,,,,,,,9,,0.971,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1920,Tigers,P,1109,155,1385.0,3170,2054,199,,,196,,,,,,,16,,0.963,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1920,Senators,P,1068,153,1367.0,3028,1826,186,,,237,,,,,,,12,,0.963,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1920,Yankees,C,1050,154,1368.0,3211,1993,144,,,292,,,,,,,7,,0.973,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1920,Athletics,1B,1090,156,1380.1,3244,2113,208,,,299,,,,,,,13,,0.963,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1920,Braves,P,1044,143,1317.2,3192,2146,197,,,305,,,,,,,5,,0.964,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1920,Cubs,2B,1058,154,1388.2,3265,2067,189,,,277,,,,,,,9,,0.966,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1920,Reds,2B,1050,154,1391.2,3031,1869,169,,,303,,,,,,,11,,0.967,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1920,Robins,P,1075,155,1427.1,3269,2009,194,,,294,,,,,,,19,,0.965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1920,Phillies,P,1073,153,1380.2,3131,2047,179,,,335,,,,,,,21,,0.967,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1920,Pirates,1B,1043,155,1415.1,3121,1927,155,,,287,,,,,,,10,,0.97,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1920,Cardinals,P,1121,155,1426.2,3246,2032,204,,,343,,,,,,,18,,0.963,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1920,Giants,P,1100,155,1408.2,3225,2178,160,,,350,,,,,,,15,,0.971,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
