,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1943,Browns,3B,1092,153,1385.0,3029,1626,130,,,317,,,,,,,7,,0.973,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1943,Red Sox,3B,1098,155,1426.1,3177,1846,117,,,466,,,,,,,11,,0.977,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1943,White Sox,P,1067,155,1400.1,3014,1796,142,,,442,,,,,,,19,,0.971,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1943,Indians,P,1141,153,1406.1,3160,1796,124,,,480,,,,,,,3,,0.976,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1943,Tigers,P,1095,155,1411.2,3224,1740,149,,,331,,,,,,,12,,0.971,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1943,Senators,2B,1089,153,1388.0,3017,1733,162,,,395,,,,,,,17,,0.967,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1943,Yankees,C,1053,155,1415.1,3166,1731,138,,,442,,,,,,,11,,0.973,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1943,Athletics,P,1084,155,1394.0,3043,1713,130,,,383,,,,,,,19,,0.973,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1943,Braves,P,1069,141,1309.0,3115,1963,159,,,352,,,,,,,2,,0.97,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1943,Cubs,P,1143,154,1386.0,3076,1787,143,,,349,,,,,,,14,,0.971,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1943,Reds,P,1113,155,1404.0,3207,1915,96,,,485,,,,,,,6,,0.982,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1943,Dodgers,P,1171,153,1369.2,3050,1612,136,,,338,,,,,,,13,,0.972,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1943,Blue Jays,P,1140,157,1392.2,3064,1729,160,,,351,,,,,,,11,,0.968,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1943,Pirates,P,1150,158,1404.0,3033,1834,144,,,412,,,,,,,3,,0.971,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1943,Cardinals,2B,1139,157,1427.0,3179,1739,124,,,460,,,,,,,13,,0.975,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1943,Giants,C,1179,156,1394.2,3185,1844,139,,,351,,,,,,,11,,0.973,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
