,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1964,Angels,2B,1937,1458,13056.0,4347,1848,138,,,457,,,,,51,37,8,42,0.978,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1964,Orioles,CF,1899,1467,13128.0,4373,1724,95,,,440,,,,,63,27,20,31,0.985,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1964,Red Sox,P,1817,1458,12798.0,4261,1552,138,,,330,,,,,74,28,9,52,0.977,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1964,White Sox,C,1991,1458,13209.0,4394,1809,122,,,432,,,,,32,28,35,49,0.981,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1964,Indians,CF,1961,1476,13389.0,4454,1671,118,,,395,,,,,59,32,27,56,0.981,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1964,Tigers,P,1800,1467,13077.0,4362,1633,111,,,374,,,,,26,32,14,45,0.982,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,1964,Twins,P,1926,1467,13302.0,4420,1643,145,,,358,,,,,51,34,18,73,0.977,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,1964,Yankees,1B,1922,1476,13560.0,4518,1849,109,,,421,,,,,33,29,12,43,0.983,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,1964,Athletics,1B,1965,1467,13101.0,4366,1675,158,,,396,,,,,97,33,18,56,0.975,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13,1964,Senators,P,1938,1458,12918.0,4308,1718,127,,,389,,,,,54,38,19,44,0.979,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,16,1964,Braves,SS,1984,1458,12912.0,4301,1758,144,,,379,,,,,49,32,16,69,0.977,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,17,1964,Cubs,C,1831,1458,13005.0,4330,2066,163,,,392,,,,,52,50,15,51,0.975,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,18,1964,Reds,P,1807,1467,13203.0,4412,1599,130,,,358,,,,,70,45,18,51,0.979,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,21,1964,Colt .45's,P,1838,1458,12852.0,4287,1785,149,,,325,,,,,95,40,23,40,0.976,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,22,1964,Dodgers,RF,1884,1476,13353.0,4451,1708,170,,,325,,,,,39,42,14,53,0.973,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,25,1964,Mets,P,1913,1467,12948.0,4318,1913,167,,,414,,,,,80,66,32,53,0.974,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,26,1964,Phillies,1B,2047,1458,13143.0,4382,1674,157,,,391,,,,,57,45,21,51,0.975,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,27,1964,Pirates,P,1911,1458,12993.0,4328,1926,176,,,480,,,,,63,33,15,56,0.973,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,28,1964,Cardinals,LF,1848,1458,13005.0,4332,1782,173,,,397,,,,,57,26,19,30,0.972,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,30,1964,Giants,P,2010,1458,13284.0,4416,1715,157,,,341,,,,,70,36,11,34,0.975,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
