,teamIDfg,Season,Team,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM,OAA,Range
0,15,2022,Diamondbacks,2208,1458,12870.0,4290,1370,86,46,39,305,134,98,134,12,84,32,13,51,0.985,,2,-5,5,0,29,56,1999,1658,0.829,663,,,1.5,-2.2,34.4,-2.0,31.7,4.2,,,39.0,,,,,,,,,,,,,-15,3,33,-6.4,44,38
1,21,2022,Astros,2104,1458,13008.0,4336,1290,72,36,36,310,122,96,122,15,76,23,12,56,0.987,,0,5,5,8,15,67,1724,1406,0.816,679,,,8.2,0.4,11.1,-5.4,14.3,4.5,,,36.3,,,,,,,,,,,,,-1,0,44,-2.9,32,27
2,9,2022,Yankees,2179,1458,13065.0,4355,1473,74,43,31,248,106,70,104,19,49,28,8,40,0.987,,5,-2,7,8,62,129,1797,1508,0.839,642,,,15.1,-2.5,11.2,6.9,30.7,7.0,,,34.6,,,,,,,,,,,,,20,1,25,24.5,23,18
3,28,2022,Cardinals,2192,1458,12921.0,4307,1701,66,30,34,449,182,149,182,18,49,20,5,43,0.989,,-1,2,8,12,34,67,2091,1741,0.833,622,,,7.6,2.8,12.7,20.0,43.1,6.3,,,25.8,,,,,,,,,,,,,-8,3,11,-3.4,26,20
4,5,2022,Guardians,2134,1458,13104.0,4368,1444,97,41,54,303,127,95,127,14,94,29,2,49,0.984,,-1,-1,11,2,46,79,1989,1639,0.824,629,,,5.9,1.2,18.5,8.1,33.8,5.0,,,18.3,,,,,,,,,,,,,3,2,22,3.7,20,16
5,14,2022,Blue Jays,2287,1458,12972.0,4324,1347,82,36,44,270,121,86,120,23,83,33,2,29,0.986,,5,-3,2,4,-11,44,1860,1457,0.783,737,,,-6.6,-0.6,-18.0,-8.1,-33.2,-6.4,,,15.3,,,,,,,,,,,,,5,2,43,6.6,6,4
6,29,2022,Padres,2165,1458,12990.0,4330,1362,76,38,38,299,116,95,117,13,89,13,13,54,0.987,,-6,0,-4,-1,17,8,1870,1526,0.816,683,,,-7.9,-1.9,3.6,10.4,4.1,-1.3,,,14.6,,,,,,,,,,,,,-12,2,13,-12.7,29,24
7,2,2022,Orioles,2178,1458,12900.0,4300,1530,91,44,47,385,155,120,155,24,52,24,5,47,0.985,,-2,4,4,6,11,36,2041,1644,0.805,668,,,5.8,4.4,4.3,13.4,27.9,4.0,,,10.2,,,,,,,,,,,,,-2,1,6,-5.7,3,2
8,22,2022,Dodgers,2196,1458,13062.0,4354,1351,83,36,46,282,120,82,120,15,68,19,6,38,0.986,,-3,1,3,2,23,86,1733,1421,0.82,718,,,7.3,3.5,9.3,-17.0,3.0,3.3,,,9.6,,,,,,,,,,,,,8,6,50,3.8,9,8
9,6,2022,Tigers,2181,1458,12777.0,4259,1403,94,45,45,346,138,112,137,16,79,33,9,59,0.984,,-2,4,-8,5,11,25,1947,1570,0.806,768,,,-7.3,0.4,10.2,-14.4,-11.1,-2.5,,,8.4,,,,,,,,,,,,,-13,-1,26,-9.2,13,9
10,25,2022,Mets,2137,1458,12948.0,4316,1358,67,31,35,326,129,105,128,9,86,28,5,35,0.988,,3,3,-5,8,-21,13,1788,1431,0.8,570,,,-11.4,-0.4,-9.5,11.8,-9.5,-4.1,,,8.2,,,,,,,,,,,,,11,-2,15,9.2,8,6
11,20,2022,Marlins,2231,1458,12936.0,4312,1460,69,28,40,335,144,97,144,14,92,27,2,54,0.988,,-4,4,8,6,3,11,1833,1503,0.82,641,,,6.5,2.4,-8.9,2.9,2.9,2.0,,,4.6,,,,,,,,,,,,,3,-3,3,-2.5,5,2
12,7,2022,Royals,2211,1458,12744.0,4248,1499,82,42,38,380,153,114,154,16,58,25,8,88,0.986,,-3,4,7,3,-40,-40,2059,1592,0.773,690,,,5.0,1.4,-3.7,11.5,14.3,2.3,,,4.4,,,,,,,,,,,,,-22,-2,2,-27.7,1,2
13,12,2022,Rays,2274,1458,12921.0,4307,1386,84,47,37,281,112,86,112,14,76,26,9,54,0.985,,1,-1,2,-5,1,15,1902,1542,0.811,645,,,-1.7,-1.2,8.0,-5.1,-0.1,-0.4,,,3.3,,,,,,,,,,,,,6,2,13,-0.1,2,5
14,23,2022,Brewers,2202,1458,13014.0,4338,1419,91,41,49,290,122,92,122,18,79,28,12,47,0.984,,-2,-3,0,0,28,53,1806,1465,0.811,614,,,-1.6,0.8,11.3,-4.8,5.7,0.5,,,-0.7,,,,,,,,,,,,,9,0,27,11.2,3,4
15,16,2022,Braves,2079,1458,13032.0,4344,1382,77,46,31,277,111,87,111,17,82,22,7,55,0.987,,0,-4,-4,2,13,31,1844,1491,0.809,621,,,-3.6,-1.9,-15.9,-5.8,-27.3,-5.2,,,-1.1,,,,,,,,,,,,,2,0,23,5.8,7,4
16,11,2022,Mariners,2215,1458,13023.0,4341,1317,69,31,36,285,115,90,114,18,89,35,4,45,0.988,,2,-1,1,2,-3,36,1839,1496,0.813,706,,,-1.3,1.3,-0.2,3.4,3.2,0.4,,,-1.3,,,,,,,,,,,,,5,4,32,2.5,1,2
17,19,2022,Rockies,2127,1458,12828.0,4276,1592,100,47,53,385,154,122,154,14,101,28,5,65,0.983,,-2,3,-5,-6,20,9,2125,1705,0.802,655,,,-6.5,0.7,10.0,9.7,13.9,0.3,,,-5.1,,,,,,,,,,,,,-12,0,11,-9.1,-2,-5
18,13,2022,Rangers,2155,1458,12915.0,4305,1529,96,47,48,344,144,109,143,14,104,27,11,66,0.984,,-1,-4,2,-13,3,5,1980,1562,0.789,713,,,3.4,-6.4,-3.1,6.3,0.2,0.2,,,-9.4,,,,,,,,,,,,,9,4,13,11.2,-5,-3
19,8,2022,Twins,2266,1458,12933.0,4311,1308,83,35,48,297,121,91,121,14,92,23,12,50,0.985,,-2,2,7,6,2,27,1906,1553,0.815,681,,,6.8,-0.6,-0.3,-6.0,-0.1,0.8,,,-9.6,,,,,,,,,,,,,10,-1,8,6.0,-16,-9
20,10,2022,Athletics,2261,1458,12837.0,4279,1465,92,45,45,332,140,104,139,10,77,29,3,62,0.984,,3,3,-9,-11,-14,-29,1960,1583,0.808,743,,,-1.7,-1.5,-8.0,-1.8,-13.0,-2.2,,,-9.8,,,,,,,,,,,,,2,-5,-4,6.0,-6,-5
