,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1960,Orioles,C,1915,1386,12380.0,4135,1680,108,,,467,,,,,53,34,24,34,0.982,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1960,Red Sox,P,1888,1386,12249.0,4077,1641,141,,,423,,,,,49,29,12,56,0.976,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1960,White Sox,C,1769,1386,12429.0,4145,1786,109,,,470,,,,,41,38,6,22,0.982,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1960,Indians,P,1772,1386,12441.0,4153,1569,128,,,446,,,,,59,40,13,36,0.978,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1960,Tigers,P,1746,1386,12651.0,4218,1603,138,,,374,,,,,53,36,15,36,0.977,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1960,Senators,P,1923,1386,12648.0,4213,1716,165,,,429,,,,,39,45,19,34,0.973,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1960,Yankees,P,1936,1395,12582.0,4192,1792,129,,,448,,,,,43,34,14,38,0.979,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1960,Athletics,P,1771,1395,12366.0,4118,1664,126,,,405,,,,,83,26,17,38,0.979,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1960,Braves,C,1736,1386,12486.0,4155,1663,141,,,359,,,,,38,32,16,40,0.976,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1960,Cubs,P,1890,1404,12624.0,4202,1755,143,,,354,,,,,91,65,15,39,0.977,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1960,Reds,P,1812,1386,12513.0,4172,1658,125,,,415,,,,,56,46,10,33,0.979,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1960,Dodgers,1B,1836,1386,12582.0,4189,1656,125,,,373,,,,,42,36,18,47,0.979,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1960,Phillies,P,1830,1386,12378.0,4119,1621,155,,,334,,,,,102,53,15,38,0.974,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1960,Pirates,CF,1728,1395,12597.0,4185,1773,128,,,445,,,,,41,33,10,25,0.979,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1960,Cardinals,P,1919,1395,12339.0,4104,1628,141,,,396,,,,,51,45,7,41,0.976,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1960,Giants,P,1780,1404,12564.0,4190,1613,166,,,320,,,,,77,26,7,49,0.972,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
