,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1903,Browns,P,862,139,1222.1,2939,1771,229,,,212,,,,,,,12,,0.954,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1903,Americans,C,879,141,1255.0,3043,1783,198,,,202,,,,,,,26,,0.961,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1903,White Sox,P,866,138,1235.0,2860,1801,262,,,197,,,,,,,30,,0.947,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1903,Naps,P,871,140,1243.2,2978,1867,280,,,232,,,,,,,24,,0.945,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1903,Tigers,1B,855,137,1196.0,2786,1659,246,,,173,,,,,,,19,,0.948,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1903,Senators,3B,867,140,1223.2,2826,1731,217,,,197,,,,,,,12,,0.955,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1903,Highlanders,C,868,136,1201.1,2883,1748,206,,,216,,,,,,,21,,0.957,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1903,Athletics,1B,868,137,1207.0,2908,1577,189,,,152,,,,,,,20,,0.96,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1903,Beaneaters,C,865,140,1228.2,2964,1782,309,,,199,,,,,,,32,,0.939,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1903,Cubs,1B,884,139,1240.1,2904,1723,292,,,178,,,,,,,9,,0.941,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1903,Reds,P,872,141,1230.0,2911,1756,226,,,189,,,,,,,31,,0.954,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1903,Superbas,P,876,139,1221.1,2841,1759,240,,,216,,,,,,,11,,0.95,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1903,Phillies,P,865,139,1212.1,2812,1692,262,,,167,,,,,,,20,,0.945,-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1903,Pirates,2B,890,141,1251.1,3027,1886,247,,,231,,,,,,,25,,0.952,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1903,Cardinals,2B,876,139,1212.1,2936,1894,303,,,262,,,,,,,19,,0.941,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1903,Giants,P,910,142,1262.2,3038,1689,247,,,201,,,,,,,15,,0.95,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
