,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1955,Orioles,2B,1377,156,1388.2,3044,1662,147,,,414,,,,,,,22,39,0.97,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1955,Red Sox,2B,1155,154,1384.1,3073,1671,116,,,362,,,,,,,5,30,0.976,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1955,White Sox,SS,1276,155,1378.0,3081,1665,87,,,386,,,,,,,6,17,0.982,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1955,Indians,1B,1323,154,1386.1,3193,1538,95,,,414,,,,,,,13,32,0.98,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1955,Tigers,P,1167,154,1380.1,3016,1569,120,,,416,,,,,,,8,29,0.974,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1955,Senators,C,1266,154,1354.2,3010,1671,128,,,466,,,,,,,17,27,0.973,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1955,Yankees,C,1246,154,1372.1,3065,1584,112,,,488,,,,,,,5,24,0.976,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1955,Athletics,P,1282,155,1382.0,3033,1695,119,,,451,,,,,,,14,34,0.975,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1955,Braves,C,1162,154,1383.0,3101,1744,119,,,397,,,,,,,10,19,0.976,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1955,Cubs,P,1171,154,1378.1,3104,1674,125,,,407,,,,,,,21,25,0.975,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1955,Redlegs,P,1272,154,1363.0,3052,1661,119,,,452,,,,,,,10,29,0.975,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1955,Dodgers,P,1189,154,1378.0,3190,1641,111,,,407,,,,,,,5,34,0.978,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1955,Phillies,P,1190,154,1356.2,3018,1427,94,,,308,,,,,,,18,27,0.979,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1955,Pirates,SS,1194,154,1362.0,3077,1689,136,,,437,,,,,,,19,16,0.972,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1955,Cardinals,C,1315,154,1376.2,3131,1625,117,,,399,,,,,,,14,18,0.976,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1955,Giants,3B,1303,154,1386.2,3154,1691,120,,,435,,,,,,,23,14,0.976,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
