,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1941,Browns,P,1167,157,1389.0,3066,1703,125,,,391,,,,,,,15,,0.974,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1941,Red Sox,P,1130,155,1372.0,3067,1725,131,,,367,,,,,,,9,,0.973,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1941,White Sox,C,1031,156,1416.0,3163,1739,151,,,374,,,,,,,19,,0.97,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1941,Indians,1B,1110,155,1377.0,3119,1697,109,,,434,,,,,,,5,,0.978,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1941,Tigers,3B,1125,155,1381.2,3145,1711,153,,,343,,,,,,,10,,0.969,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1941,Senators,P,1104,156,1389.1,3050,1715,157,,,445,,,,,,,24,,0.968,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1941,Yankees,C,1099,156,1396.1,3085,1693,139,,,505,,,,,,,6,,0.972,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1941,Athletics,P,1095,154,1365.1,2886,1673,171,,,380,,,,,,,20,,0.964,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1941,Braves,1B,1255,156,1385.2,3092,1853,168,,,461,,,,,,,8,,0.967,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1941,Cubs,2B,1132,155,1364.2,3084,1730,159,,,365,,,,,,,9,,0.968,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1941,Reds,P,1087,154,1386.2,3144,1748,131,,,390,,,,,,,20,,0.974,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1941,Dodgers,C,1171,157,1421.0,3195,1720,137,,,323,,,,,,,6,,0.973,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1941,Phillies,P,1213,155,1372.1,3077,1741,149,,,379,,,,,,,11,,0.97,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1941,Pirates,P,1169,156,1374.1,3016,1818,162,,,323,,,,,,,3,,0.968,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1941,Cardinals,C,1172,155,1416.1,3249,1808,142,,,389,,,,,,,6,,0.973,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1941,Giants,P,1147,156,1391.2,3183,1755,130,,,374,,,,,,,8,,0.974,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
